"IDRSSD"	RCFD2221	RCFD3210	RCFD3792	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFDA221	RCFDB503	RCFDB504	RCFDB505	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDC227	RCFDC228	RCFDF264	RCFDL136	RCFDL137	RCFDL138	RCON2221	RCON3210	RCON3792	RCON4336	RCON5306	RCON5310	RCON5311	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCONA221	RCONB503	RCONB504	RCONB505	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONC227	RCONC228	RCONF264	RCONL136	RCONL137	RCONL138	
1557																																				0	10279	10488	0	0	434	434	0	0.121538	0.179371	0.171948	0	0	0	10054	434	-178	0	0	0	0	0	0	403	0	0	0	0	0	10054	0	0	83126	0	82723	
1669																																				0	44253	45525	0	0	1547	1547	0	0.173056	0.371824	0.359189	0.000000	0.000000	0.000000	43978	1547	114	0	0	0	0	0	0	161	0	0	0	0	0	43978	0	0	254287	0	254126	
1829																																				180	46362	40464	0	0	3547	3727	0	0.0910	0.1367	0.1241	0.0000	0.0000	0.0000	36737	3727	1452	0	0	0	0	0	0	8144	29	0	0	0	0	36766	0	0	411945	0	403772	
1856																																				0	15988	16759	0	0	657	657	0	0.1296	0.3211	0.3085	0.0000	0.0000	0.0000	16102	657	-212	0	0	0	0	0	0	98	0	0	0	0	0	16102	0	0	124384	0	124286	
2040																																				0	21639	22633	0	0	1671	1671	536	0.1059	0.1717	0.1590	0.0000	0.0000	0.0000	20962	1671	141	0	0	0	0	0	0	0	0	0	0	0	0	21498	0	0	198497	0	197961	
2161																																				0	15378	15809	0	0	758	758	0	0.1185	0.2201	0.2095	0.0000	0.0000	0.0000	15051	758	327	0	0	0	0	0	0	0	0	0	0	0	0	15051	0	0	126979	0	126979	
2376																																				0	438925	471457	-2786	0	31036	31036	0	0.1371	0.1690	0.1578	0.0000	0.0000	0.0000	440421	31036	1290	0	0	0	0	0	0	0	0	0	0	0	0	440421	0	0	3213995	-1290	3212705	
2554																																				0	1289	1079	0	0	116	116	0	0.074294	0.117283	0.104674	0	0	0	963	116	37	0	0	0	0	0	0	289	0	0	0	0	0	963	0	0	13251	0	12962	
2732																																				0	81615	83869	0	0	3508	3508	0	0.1441	0.2543	0.2436	0	0	0	80361	3508	142	0	0	0	0	0	0	1112	0	0	0	0	0	80361	0	0	558746	0	557634	
2750																																				0	6177	6790	0	0	639	639	0	0.0961	0.1332	0.1206	0	0	0	6151	639	-27	53	0	0	0	0	0	0	0	0	0	0	0	6151	0	0	64024	0	64024	
3177																																				10	103303	103056	-169	0	3760	3770	0	0.097811	0.194138	0.187036	0	0	0	99286	3770	-983	3	0	0	0	0	0	5166	0	0	0	0	0	99286	0	0	1020250	0	1015084	
3252																																				0	22793	23601	0	0	1324	1324	0	0.1269	0.2253	0.2126	0.0000	0.0000	0.0000	22277	1324	516	0	0	0	0	0	0	0	0	0	0	0	0	22277	0	0	175603	0	175603	
3458																																				0	3682	4047	0	0	322	322	0	0.097429	0.149402	0.137515	0.000000	0.000000	0.000000	3725	322	-43	0	0	0	0	0	0	0	0	0	0	0	0	3725	0	0	38233	0	38233	
3720																																				0	31712	33377	0	0	1646	1646	0	0.146301	0.241142	0.229250	0.000000	0.000000	0.000000	31731	1646	-19	0	0	0	0	0	0	0	0	0	0	0	0	31731	0	0	216888	0	216888	
3971																																				7	109112	101021	0	0	7087	7094	4212	0.136561	0.180293	0.167632	0	0	0	93927	7094	603	0	0	0	0	0	0	10357	5	-8	0	0	0	98152	0	0	702990	-611	687805	
4156																																				0	22188	22219	0	0	1854	1854	0	0.095404	0.136694	0.125288	0	0	0	20365	1854	40	0	0	0	0	0	0	1783	0	0	0	0	0	20365	0	0	215244	0	213461	
4231																																				0	15101	15971	0	0	679	679	0	0.1336	0.2682	0.2568	0.0000	0.0000	0.0000	15292	679	-191	0	0	0	0	0	0	0	0	0	0	0	0	15292	0	0	114477	0	114477	
4437																																				0	28178	28180	0	0	1929	1929	1491	0.1063	0.1829	0.1704	0	0	0	26251	1929	436	0	0	0	0	0	0	0	0	0	0	0	0	27742	0	0	248485	0	246994	
4839																																				0	36697	40070	0	0	3237	3237	0	0.110406	0.155967	0.143367	0	0	0	36833	3237	-136	0	0	0	0	0	0	0	0	0	0	0	0	36833	0	0	333614	0	333614	
5069																																				234	165486	166188	0	0	4056	4290	0	0.412837	0.526121	0.512540	0.000000	0.000000	0.000000	161898	4290	3588	0	0	0	0	0	0	0	0	0	0	0	0	161898	0	0	392160	0	392160	
5135																																				0	51822	54315	0	0	3589	3589	0	0.1223	0.1894	0.1769	0.0000	0.0000	0.0000	50726	3589	54	0	0	0	0	0	0	1042	0	0	0	0	0	50726	0	0	415647	0	414605	
5210																																				6	92168	104425	-5293	0	9391	9397	0	0.0886	0.1401	0.1275	0.0000	0.0000	0.0000	95028	9397	2433	0	0	0	0	0	0	0	0	0	0	0	0	95028	0	0	1067505	5293	1072798	
5461																																				0	49327	53893	0	0	4459	4459	0	0.098322	0.151672	0.139123	0.000000	0.000000	0.000000	49434	4459	-107	0	0	0	0	0	0	0	0	0	0	0	0	49434	0	0	502775	0	502775	
5751																																				0	31168	29528	0	0	1381	1381	0	0.150556	0.210725	0.200869	0	0	0	28147	1381	1517	0	0	0	0	0	0	1504	0	0	0	0	0	28147	0	0	188458	0	186954	
6039																																				0	7825	8476	0	0	703	703	119	0.0921	0.1514	0.1389	0.0000	0.0000	0.0000	7773	703	-67	0	0	0	0	0	0	0	0	0	0	0	0	7892	0	0	84488	0	84369	
6141																																				0	5725	6100	0	0	375	375	0	0.0925	0.2034	0.1909	0.0000	0.0000	0.0000	5725	375	0	0	0	0	0	0	0	0	0	0	0	0	0	5725	0	0	61907	0	61907	
6329																																				0	43469	48199	0	0	4863	4863	0	0.088491	0.124426	0.111872	0.000000	0.000000	0.000000	43336	4863	133	0	0	0	0	0	0	0	0	0	0	0	0	43336	0	0	489721	0	489721	
7009																																				925	56830	55577	0	0	0	925	0	0.0853	0.1469	0.1444	0.0000	0.0000	0.0000	54652	925	2178	0	0	0	0	0	0	0	0	0	0	0	0	54652	0	0	640897	0	640897	
7045																																				0	18725	19283	0	0	1156	1156	0	0.0909	0.2065	0.1941	0.0000	0.0000	0.0000	18127	1156	598	0	0	0	0	0	0	0	0	0	0	0	0	18127	0	0	199318	0	199318	
7072																																				0	31956	28583	0	0	1459	1459	3239	0.162088	0.245167	0.232652	0	0	0	27124	1459	4	0	0	0	0	0	0	1444	0	-145	0	0	0	30508	0	0	172169	-145	167341	
7157																																				0	4786	5035	0	0	239	239	0	0.100146	0.174203	0.165934	0.000000	0.000000	0.000000	4796	239	-10	0	0	0	0	0	0	0	0	0	0	0	0	4796	0	0	47890	0	47890	
7456																																				0	6122	6553	0	0	576	576	0	0.0834	0.1109	0.1012	0.0000	0.0000	0.0000	5977	576	145	0	0	0	0	0	0	0	0	0	0	0	0	5977	0	0	71688	0	71688	
7634																																				0	7193	7668	0	0	533	533	0	0.118553	0.182237	0.169570	0.000000	0.000000	0.000000	7135	533	58	0	0	0	0	0	0	0	0	0	0	0	0	7135	0	0	60184	0	60184	
8033																																				0	22537	23591	0	0	1027	1027	0	0.099506	0.164444	0.157285	0.000000	0.000000	0.000000	22564	1027	-27	0	0	0	0	0	0	0	0	0	0	0	0	22564	0	0	226760	0	226760	
8462																																				0	18435	18520	0	0	578	578	0	0.0946	0.2609	0.2528	0.0000	0.0000	0.0000	17942	578	493	0	0	0	0	0	0	0	0	0	0	0	0	17942	0	0	189575	0	189575	
8631																																				0	6639	7190	0	0	443	443	0	0.101185	0.189220	0.177562	0.000000	0.000000	0.000000	6747	443	-108	0	0	0	0	0	0	0	0	0	0	0	0	6747	0	0	66680	0	66680	
9357																																				0	77327	53343	0	0	3193	3193	0	0.1195	0.1866	0.1754	0	0	0	50150	3193	-46	0	0	0	0	0	0	27223	0	0	0	0	0	50150	0	0	446753	0	419530	
9553																																				0	11923	13410	0	0	952	952	0	0.0770	0.1192	0.1107	0.0000	0.0000	0.0000	12458	952	-648	113	0	0	0	0	0	0	0	0	0	0	0	12458	0	0	161822	0	161822	
9807																																				0	277462	358630	0	0	25441	25441	0	0.150652	0.177214	0.164643	0.000000	0.000000	0.000000	333189	25441	-55727	0	0	0	0	0	0	0	0	0	0	0	0	333189	0	0	2211650	0	2211650	
9955																																				0	16074	17086	0	0	1070	1070	0	0.125695	0.200594	0.188032	0	0	0	16016	1070	58	0	0	0	0	0	0	0	0	0	0	0	0	16016	0	0	127420	0	127420	
10250																																				0	35270	33107	0	0	3036	3036	4722	0.084731	0.137355	0.124759	0	0	0	30071	3036	477	0	0	0	0	0	0	0	0	0	0	0	0	34793	0	0	359620	0	354898	
10849																																				0	27529	28373	0	0	1328	1328	228	0.1048	0.1986	0.1893	0.0000	0.0000	0.0000	27045	1328	-438	0	0	0	0	0	0	694	0	0	0	0	0	27273	0	0	258959	0	258037	
11145																																				0	19111	20101	0	0	1622	1622	0	0.0978	0.1482	0.1362	0.0000	0.0000	0.0000	18479	1622	182	0	0	0	0	0	0	450	0	0	0	0	0	18479	0	0	189404	0	188954	
11275																																				0	139030	149243	0	0	14106	14106	0	0.095054	0.132517	0.119992	0	0	0	135137	14106	-50	0	0	0	0	0	0	3939	4	0	0	0	0	135141	0	0	1425574	50	1421681	
11640																																				0	38934	40672	0	0	2304	2304	0	0.1083	0.1694	0.1598	0.0000	0.0000	0.0000	38368	2304	566	0	0	0	0	0	0	0	0	0	0	0	0	38368	0	0	354399	0	354399	
11837																																				0	12478	12303	0	0	527	527	1256	0.126490	0.271817	0.260174	0	0	0	11776	527	-554	0	0	0	0	0	0	0	0	0	0	0	0	13032	0	0	94354	0	93098	
12030																																				0	46647	49407	0	0	2777	2777	0	0.1450	0.2274	0.2146	0.0000	0.0000	0.0000	46630	2777	17	0	0	0	0	0	0	0	0	0	0	0	0	46630	0	0	321607	0	321607	
12142																																				0	20635	22959	-1365	0	1543	1543	0	0.102183	0.184647	0.172237	0.000000	0.000000	0.000000	21416	1543	584	0	0	0	0	0	0	0	0	0	0	0	0	21416	0	0	209584	0	209584	
12179																																				0	7651	7820	0	0	276	276	106	0.194193	0.353271	0.340802	0	0	0	7544	276	1	0	0	0	0	0	0	0	0	0	0	0	0	7650	0	0	38954	0	38848	
12311	74	6073408	6956242	-221388	156100	663878	820052	0	0.095616	0.127902	0.112824	0.000000	0.000000	0.000000	6136190	820052	14827	0	0	0	0	0	383062	507453	17844	-1544	0	0	0	6155578	0	0	64701865	-1544	64175024																																				
12647																																				0	11476	12290	0	0	814	814	0	0.1213	0.1892	0.1767	0.0000	0.0000	0.0000	11476	814	0	0	0	0	0	0	0	0	0	0	0	0	0	11476	0	0	94573	0	94573	
12656																																				0	1640	1766	0	0	126	126	0	0.0919	0.1780	0.1653	0.0000	0.0000	0.0000	1640	126	0	0	0	0	0	0	0	0	0	0	0	0	0	1640	0	0	17844	0	17844	
12937																																				0	31518	33400	0	0	1882	1882	0	0.161937	0.221859	0.209358	0.000000	0.000000	0.000000	31518	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	31518	0	0	194631	0	194631	
12946																																				142	85483	81220	0	0	8497	8639	0	0.081285	0.120405	0.107598	0.000000	0.000000	0.000000	72581	8639	2943	0	0	0	0	0	0	9959	0	0	0	0	0	72581	0	0	902882	0	892923	
12955																																				0	13775	15023	0	0	1248	1248	0	0.1046	0.1407	0.1290	0.0000	0.0000	0.0000	13775	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	13775	0	0	131680	0	131680	
13103																																				13206	224261	221206	-4933	0	11678	24884	0	0.127098	0.183400	0.162769	0.000000	0.000000	0.000000	196322	24884	20761	0	0	0	0	0	0	12111	0	0	0	0	0	196322	0	0	1556766	0	1544655	
13251																																				0	4337	4633	0	0	305	305	0	0.105309	0.190839	0.178276	0	0	0	4328	305	9	0	0	0	0	0	0	0	0	0	0	0	0	4328	0	0	41098	0	41098	
13457																																				0	5954	6101	0	0	160	160	0	0.2495	0.4772	0.4647	0.0000	0.0000	0.0000	5941	160	13	0	0	0	0	0	0	0	0	0	0	0	0	5941	0	0	23816	0	23816	
14052																																				0	7089	7544	0	0	487	487	0	0.1224	0.1941	0.1816	0.0000	0.0000	0.0000	7057	487	32	0	0	0	0	0	0	0	0	0	0	0	0	7057	0	0	57670	0	57670	
14155																																				0	16316	17915	0	0	1652	1652	0	0.0996	0.1358	0.1233	0.0000	0.0000	0.0000	16263	1652	53	0	0	0	0	0	0	0	0	0	0	0	0	16263	0	0	163242	0	163242	
14650																																				0	3356	3550	0	0	285	285	0	0.103290	0.156871	0.144278	0.000000	0.000000	0.000000	3265	285	1	0	0	0	0	0	0	90	0	0	0	0	0	3265	0	0	31700	0	31610	
14753																																				0	4348	4645	0	0	388	1365	0	0.069792	0.149964	0.105895	0	0	0	3280	1365	91	0	0	0	0	977	0	0	0	0	977	0	0	3280	0	0	46997	0	46997	
14865																																				0	30462	33569	0	0	3244	3244	0	0.093590	0.129700	0.117166	0	0	0	30325	3244	137	0	0	0	0	0	0	0	0	0	0	0	0	30325	0	0	324020	0	324020	
14977																																				0	8223	8499	0	0	369	369	0	0.1629	0.2614	0.2501	0.0000	0.0000	0.0000	8130	369	93	0	0	0	0	0	0	0	0	0	0	0	0	8130	0	0	49923	0	49923	
16458																																				0	35471	37449	0	0	2510	2510	0	0.117111	0.166301	0.155155	0.000000	0.000000	0.000000	34939	2510	532	0	0	0	0	0	0	0	0	0	0	0	0	34939	0	0	298342	0	298342	
16551																																				0	25431	26004	0	0	2261	2261	0	0.097152	0.132985	0.121422	0	0	0	23743	2261	519	0	0	0	0	0	0	1045	124	0	0	0	0	23867	0	0	245559	0	244390	
16748																																				0	7506	7842	0	0	493	493	0	0.1093	0.1991	0.1866	0.0000	0.0000	0.0000	7349	493	120	0	0	0	0	0	0	0	37	0	0	0	0	7386	0	0	67268	0	67231	
16944																																				0	3062	3411	-391	0	187	187	126	0.090942	0.228911	0.216361	0	0	0	3224	187	103	0	0	0	0	0	0	0	0	0	0	0	0	3350	0	0	35577	0	35451	
16953																																				0	4913	5173	0	0	125	125	0	0.1308	0.2623	0.2559	0.0000	0.0000	0.0000	5048	125	-135	0	0	0	0	0	0	0	0	0	0	0	0	5048	0	0	38587	0	38587	
17110																																				0	17444	17762	0	0	318	318	0	0.1649	0.1692	0.1662	0.0000	0.0000	0.0000	17444	318	0	0	0	0	0	0	0	0	0	0	0	0	0	17444	0	0	105795	0	105795	
17147																																				0	807084	653169	-13595	0	55864	55864	0	0.1056	0.1464	0.1339	0.0000	0.0000	0.0000	597305	55864	14097	0	0	0	0	125	0	208986	166	0	0	0	0	597471	0	0	5867619	0	5658467	
17259																																				0	5717	5631	0	0	228	228	0	0.080778	0.133291	0.127894	0	0	0	5403	228	314	0	0	0	0	0	0	0	0	0	0	0	0	5403	0	0	66887	0	66887	
17464																																				6	307568	188543	0	0	21481	21487	49687	0.0751	0.1098	0.0973	0.0000	0.0000	0.0000	167056	21487	2835	0	0	0	0	0	0	87765	225	0	0	0	0	216968	0	0	2361331	0	2223654	
17950																																				0	34881	35365	0	0	2604	2604	0	0.0877	0.1704	0.1579	0	0	0	32761	2604	950	0	0	0	0	0	0	1170	0	0	0	0	0	32761	0	0	374805	0	373635	
17978																																				0	105841	107231	0	0	1390	1390	0	0.323742	0.974535	0.961902	0	0	0	105841	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	105841	0	0	326930	0	326930	
18050																																				0	48766	49013	0	0	3176	3176	0	0.099724	0.193146	0.180631	0.000000	0.000000	0.000000	45837	3176	2677	0	0	0	0	0	0	252	0	0	0	0	0	45837	0	0	459891	0	459639	
18135																																				0	21038	22045	0	0	1112	1112	0	0.0805	0.1593	0.1513	0.0000	0.0000	0.0000	20933	1112	105	0	0	0	0	0	0	0	0	0	0	0	0	20933	0	0	260127	0	260127	
18377																																				0	4328	4345	0	0	182	182	0	0.079565	0.240627	0.230548	0	0	0	4163	182	165	0	0	0	0	0	0	0	0	0	0	0	0	4163	0	0	52322	0	52322	
18827																																				0	101580	100651	-1171	0	4816	4816	0	0.0999	0.1518	0.1446	0.0000	0.0000	0.0000	95835	4816	-570	1177	0	0	0	0	0	6309	0	0	0	0	0	95835	0	0	965355	0	959046	
18836																																				0	15289	16604	0	0	1309	1309	0	0.1023	0.1591	0.1466	0.0000	0.0000	0.0000	15295	1309	-6	0	0	0	0	0	0	0	0	0	0	0	0	15295	0	0	149518	0	149518	
18854																																				0	44319	47340	0	0	4829	4829	0	0.093217	0.111516	0.100141	0	0	0	42511	4829	0	0	0	0	0	0	0	1808	0	0	0	0	0	42511	0	0	457853	0	456045	
19356																																				0	8328	9106	0	0	576	576	0	0.1061	0.1988	0.1862	0.0000	0.0000	0.0000	8530	576	-202	0	0	0	0	0	0	0	0	0	0	0	0	8530	0	0	80417	0	80417	
19730																																				83	264037	269993	0	0	23817	23900	16359	0.106871	0.141888	0.129328	0.000000	0.000000	0.000000	246093	23900	194	0	0	0	0	0	0	1147	244	0	0	0	0	262696	0	0	2320471	0	2302721	
19936																																				0	23142	24940	0	0	1971	1971	0	0.095769	0.159101	0.146527	0.000000	0.000000	0.000000	22969	1971	173	0	0	0	0	0	0	0	0	0	0	0	0	22969	0	0	239838	0	239838	
19972																																				0	16212	16617	0	0	405	405	0	0.1700	0.4591	0.4479	0.0000	0.0000	0.0000	16212	405	0	0	0	0	0	0	0	0	0	0	0	0	0	16212	0	0	95376	0	95376	
20053																																				0	10146	11011	0	0	849	849	49	0.121642	0.151045	0.139398	0	0	0	10162	849	-65	0	0	0	0	0	0	0	0	0	0	0	0	10211	0	0	83589	0	83540	
20512																																				0	10040	11432	0	0	562	562	0	0.1157	0.2544	0.2419	0.0000	0.0000	0.0000	10870	562	-830	0	0	0	0	0	0	0	0	0	0	0	0	10870	0	0	93927	0	93927	
20633																																				0	29293	31926	0	0	2551	2551	0	0.097881	0.154563	0.142213	0	0	0	29375	2551	-189	107	0	0	0	0	0	0	0	0	0	0	0	29375	0	0	300108	0	300108	
20857																																				0	20754	18051	0	0	623	623	0	0.065337	0.170373	0.164493	0	0	0	17428	623	3184	0	0	0	0	0	0	142	0	0	0	0	0	17428	0	0	266884	0	266742	
21256																																				0	1132	1177	0	0	62	62	0	0.109014	0.243433	0.230610	0	0	0	1115	62	17	0	0	0	0	0	0	0	0	0	0	0	0	1115	0	0	10228	0	10228	
21359																																				0	5110	4869	0	0	232	232	0	0.0962	0.1900	0.1810	0.0000	0.0000	0.0000	4637	232	108	0	0	0	0	0	0	365	0	0	0	0	0	4637	0	0	48578	0	48213	
21630																																				0	11500	10537	0	0	686	686	0	0.0908	0.1774	0.1659	0.0000	0.0000	0.0000	9851	686	1649	0	0	0	0	0	0	0	0	0	0	0	0	9851	0	0	108482	0	108482	
21658																																				0	14938	16582	0	0	1240	1240	0	0.096322	0.167591	0.155059	0.000000	0.000000	0.000000	15342	1240	-404	0	0	0	0	0	0	0	0	0	0	0	0	15342	0	0	159278	0	159278	
22048																																				0	17774	19426	0	0	1753	1753	0	0.094855	0.132724	0.120747	0.000000	0.000000	0.000000	17673	1753	101	0	0	0	0	0	0	0	0	0	0	0	0	17673	0	0	186316	0	186316	
22543																																				0	14489	14874	0	0	483	483	0	0.147054	0.318685	0.308337	0.000000	0.000000	0.000000	14391	483	-126	224	0	0	0	0	0	0	0	0	0	0	0	14391	0	0	97862	0	97862	
22552																																				0	8350	9264	0	0	985	985	0	0.0902	0.1177	0.1052	0.0000	0.0000	0.0000	8279	985	71	0	0	0	0	0	0	0	0	0	0	0	0	8279	0	0	91818	0	91818	
22730																																				0	13260	13958	0	0	765	765	0	0.0881	0.1501	0.1419	0.0000	0.0000	0.0000	13193	765	67	0	0	0	0	0	0	0	0	0	0	0	0	13193	0	0	149797	0	149797	
22936																																				0	9016	10181	0	0	1209	1209	0	0.0573	0.1064	0.0938	0.0000	0.0000	0.0000	8972	1209	44	0	0	0	0	0	0	0	0	0	0	0	0	8972	0	0	156653	0	156653	
23045																																				0	7028	7602	0	0	170	170	0	0.156236	0.454258	0.444099	0	0	0	7432	170	-404	0	0	0	0	0	0	0	0	0	0	0	0	7432	0	0	47569	0	47569	
23456																																				0	13142	13482	0	0	1023	1023	0	0.119758	0.164778	0.152275	0.000000	0.000000	0.000000	12459	1023	683	0	0	0	0	0	0	0	0	0	0	0	0	12459	0	0	104035	0	104035	
23504																																				0	190292	206633	-5060	0	17813	17813	0	0.0833	0.1297	0.1185	0.0000	0.0000	0.0000	188820	17813	-3307	0	0	0	0	0	119	9958	0	0	0	0	0	188820	0	0	2275373	0	2265415	
23643																																				0	17379	19222	0	0	1536	1536	0	0.0927	0.1566	0.1441	0.0000	0.0000	0.0000	17686	1536	-307	0	0	0	0	0	0	0	0	0	0	0	0	17686	0	0	190730	0	190730	
23755																																				0	16482	17576	0	0	1569	1569	0	0.087684	0.138233	0.125893	0.000000	0.000000	0.000000	16007	1569	475	0	0	0	0	0	0	0	0	0	0	0	0	16007	0	0	182553	0	182553	
24006																																				0	112334	118950	0	0	3682	3682	0	0.117361	0.229291	0.222194	0.000000	0.000000	0.000000	115268	3682	-2913	0	0	0	0	0	21	0	0	0	0	0	0	115268	0	0	982166	0	982166	
