"IDRSSD"	RCFDJJ04	RCFDJJ05	RCFDJJ06	RCFDJJ07	RCFDJJ08	RCFDJJ09	RCFDJJ11	RCFDJJ12	RCFDJJ13	RCFDJJ14	RCFDJJ15	RCFDJJ16	RCFDJJ17	RCFDJJ18	RCFDJJ19	RCFDJJ20	RCFDJJ21	RCFDJJ23	RCFDJJ24	RCFDJJ25	RCONJJ04	RCONJJ05	RCONJJ06	RCONJJ07	RCONJJ08	RCONJJ09	RCONJJ11	RCONJJ12	RCONJJ13	RCONJJ14	RCONJJ15	RCONJJ16	RCONJJ17	RCONJJ18	RCONJJ19	RCONJJ20	RCONJJ21	RCONJJ23	RCONJJ24	RCONJJ25	
	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Loans and Leases, Held for Investmen	Held to Maturity Securities, Securit	Held to Maturity Securities, Mortgag	Held to Maturity Securities, Asset b	Held to Maturity Securities, Other d	Held to Maturity Securities, Total	
2107181																																									
2107341																																									
2119773																					228253	467488	433846	1298547	0	356633	2784767	6004	11251	6880	6753	0	272	0	31160	3	0	0	0	3	
2121196																																									
2122997																																									
2123930																																									
2132594																																									
2132941																																									
2140348																																									
2142155																																									
2163477																																									
2164111																																									
2182786	2634000	3982000	291000	63054000	2282000	7526000	79769000	25000	66000	2000	1263000	327000	858000	0	2541000	0	0	0	0	0																					
2193616																																									
2209553																					138284	1448876	207712	868758	0	22759	2686389	2552	25824	2676	13179	0	1213	0	45444	55	0	0	0	55	
2218443																																									
2232757																																									
2233875																																									
2236821																																									
2239288																					405886	1227481	713671	3780739	0	450353	6578130	11258	24751	6669	41226	0	1849	0	85753	4	0	0	0	4	
2253891	0	0	0	0	89524118	0	89524118	0	0	0	0	11003085	0	0	11003085	0	0	0	0	0																					
2262718																																									
2265456																					0	0	116329	11699	0	0	128028	0	0	2447	94	0	0	0	2541	0	0	0	0	0	
2297998																																									
2298995																					24179	212724	124252	1100968	0	256968	1719091	677	4425	1561	12286	0	103	0	19052	3	0	0	0	3	
2304636																																									
2305969																																									
2316714																																									
2317672																																									
2325882																																									
2328137																																									
2328285																																									
2329200																																									
2332910																																									
2333140																																									
2337335																																									
2339599																																									
2339795																					45823	347558	218111	694776	0	198324	1504592	953	5764	2263	3898	0	232	0	13110	5	0	0	0	5	
2339900																					84571	317401	128882	436268	432	14828	982382	1994	4880	2078	3802	8	227	0	12989	4	0	0	0	4	
2343167																																									
2344753																																									
2349459																																									
2353595																					67923	727370	1008398	218575	5192	109359	2136817	834	8929	10302	1140	240	2313	0	23758						
2354323																																									
2354387																																									
2354985																					128834	3371382	373638	6859870	238	1298913	12032875	5292	52762	6865	12065	9	82912	0	159905	0	0	0	0	0	
2356091																																									
2358769																					32155	290641	35623	202670	0	48618	609707	417	4087	0	4140	0	1036	0	9680						
2362458	0	2896	406681	0	0	299	409876	0	19	5273	0	0	-91	0	5201	0	0	0	0	0																					
2371816																																									
2372774																					140821	929310	540555	573240	1141	34640	2219707	5906	8475	9146	3389	15	235	0	27166	0	0	0	0	0	
2385514																																									
2390929																																									
2391588																																									
2396592																																									
2396604																																									
2398701																																									
2434113																					84754	1047664	388086	843593	0	854	2364951	4444	21060	1539	4981	0	12	0	32036	0	0	0	0	0	
2451240																																									
2465881																																									
2467670																																									
2471239																					23873	714931	26070	455448	0	562	1220884	513	15371	561	7067	0	12	0	23524						
2482824																																									
2483120																																									
2483438																																									
2489805	0	4895000	32193000	19477000	0	13128000	69693000	0	33000	58000	15000	0	4000	0	110000	0	0	0	0	0																					
2490285																																									
2497181																					219447	401755	192738	179850	0	9710	1003500	2956	6205	2623	2034	0	211	462	14491						
2502656																																									
2502825																																									
2505424																																									
2505451																																									
2505460																																									
2506328																																									
2508751																					38683	186219	169702	786567	0	520550	1701721	978	3635	1801	3694	0	80	0	10188	5	0	0	0	5	
2512347																																									
2515320																																									
2524797																																									
2529176																																									
2531562																																									
2531991																																									
2533043																																									
2533119																																									
2535560																																									
2536633																																									
2539960																																									
2562137																																									
2562164																																									
2567123																																									
2568063																																									
2576134																																									
2577739																																									
2580243																																									
2587916																																									
2590037																																									
2594240																																									
2594419																																									
2596646																					171118	420541	328317	297124	3975	58011	1279086	1414	6013	2949	2977	193	554	1148	15248						
2597223																																									
2598396																																									
2600039																																									
2602828																																									
2605566																																									
2607412																																									
2608754																																									
2610784																																									
2614344																																									
2615190																																									
2615220																																									
2618780																					1022049	4918237	358005	19219038	0	0	25517329	3921	66845	3473	190483	0	0	0	264722	0	0	0	0	0	
2619714																																									
2621285																																									
2621940																																									
2624400																					44890	224219	85893	483773	0	181299	1020074	1201	3542	1046	2413	0	38	0	8240	2	0	0	0	2	
2625724																																									
2631172																																									
2631323																																									
2631846																																									
2634191																					1182410	4537470	2158652	3393444	1878	179524	11453378	28568	62213	25230	44056	2	2440	0	162509	0	0	0	0	0	
2634351																					11545	558217	241153	747362	0	4411	1562688	146	7117	2982	5540	0	46	24	15855						
2641827																																									
2642598																																									
2643595																																									
2649122																					133832	501985	117896	420851	931	5707	1181202	3154	9085	1966	4507	15	84	0	18811	8	0	0	0	8	
2649177																																									
2651899																																									
2652092																					1475339	4360049	350054	1834860	0	1459	8021761	21581	55309	6229	25634	0	43	0	108796	0	0	0	0	0	
2654911																					0	0	1271253	0	0	92	1271345	0	0	4594	0	0	0	0	4594	0	0	0	0	0	
2661861																																									
2666400																					16812	191802	29926	178680	0	488455	905675	168	2524	80	1176	0	4380	0	8328						
2667920																																									
2667939																																									
2667957																																									
2668598																																									
2684552																																									
2686211																																									
2687133																																									
2687487																																									
2692753																																									
2693264																					72485	344635	302268	832159	0	505559	2057106	2121	4990	3197	3397	0	151	0	13856	5	0	0	0	5	
2694681																					110741	1424511	71798	136520	0	5513	1749083	1367	16118	687	1115	0	11	0	19298						
2694944																																									
2696180																																									
2697963																																									
2700984																																									
2702764																																									
2705112																																									
2705895																					190857	1643977	515887	444265	0	55437	2850423	2917	16514	2981	9132	0	956	0	32500						
2708122																																									
2710554																																									
2713920																																									
2716088																																									
2716828																																									
2717012																					7221	377596	205431	691117	0	87601	1368966	77	4733	394	11487	0	1475	0	18166						
2718596																																									
2719810																																									
2723376																																									
2724766																																									
2726050																																									
2728661																																									
2728746																																									
2729677																																									
2730431																																									
2732565																																									
2733263																																									
2734729																																									
2735137																																									
2735146																																									
2735324																																									
2736219																																									
2736291																					779999	3890617	1278036	1434380	26	263291	7646349	2270	76738	34356	20454	0	28834	0	162652	0	0	0	0	0	
2736451																																									
2736714																																									
2737980																																									
2743244																																									
2744782																																									
2745426																																									
2745529																																									
2746245																																									
2746263																																									
2747279																																									
2747466																																									
2747587																																									
2748502																																									
2749059																																									
2753917																																									
2754222																																									
2754389																																									
2756730																																									
2756767																																									
2756909																																									
2757205																																									
2758024																																									
2758613																					85229	1155074	232328	1204804	0	299239	2976674	722	12295	589	8032	0	2827	0	24465						
2759629																																									
2760232																																									
2764212																																									
2765602																																									
2769570																																									
2769954																																									
2771694																																									
2774707																																									
2775151																																									
2775179																																									
2775692																																									
2785477																																									
2785646																																									
2787770																																									
2788656																																									
2791085																																									
2791517																																									
2793593																																									
2794732																																									
2796277																																									
2797162																																									
2797210																																									
2797359																																									
2797724																					1178832	3993687	1670530	2638412	0	320428	9801889	18487	32416	23957	10682	0	4925	0	90467	42	0	0	80	122	
2800491																																									
2805535																																									
2805928																																									
2806635																																									
2806840																																									
2806877																																									
2807173																																									
2808602																																									
2809373																																									
2811086																																									
2815879																																									
2819167																																									
2819242																																									
2820604																																									
2823221																																									
2826017																																									
2826316																																									
2833882																																									
2834759																																									
2835103																																									
2836306																																									
2838207																																									
2839053																																									
2839790																																									
2845755																																									
2845782																																									
2847085																																									
2847142																																									
2849285																																									
2849463																																									
2849801																																									
2850722																																									
2850768																																									
2855866																																									
2855978																																									
2857600																																									
2858492																																									
2858960																					33193	245804	0	848263	0	1195477	2322737	513	2614	0	10803	0	694	0	14624	0	0	0	0	0	
2860039																																									
2860271																																									
2860459																																									
2861317																																									
2867337																																									
2869162																																									
2871099																																									
2871558																																									
2877345																																									
2877484																																									
2877831																																									
2877840																																									
2880019																																									
2881445																																									
2882983																																									
2883971																																									
2887399																																									
2889227																																									
2896216																																									
2897633																																									
2901558																																									
2903123																																									
2905761																																									
2907019																																									
2907439																																									
2909330																																									
2912750																																									
2913702																																									
2913887																																									
2914268																																									
2914727																																									
2915126																																									
2915461																																									
2916534																																									
2916963																																									
2917184																																									
2917317																																									
2919423																																									
2919898																																									
2920287																																									
2920773																																									
2921211																																									
2921622																																									
2921659																																									
2924128																																									
2925620																																									
2925666																					2574494	8092324	3042604	8345339	209423	256116	22520300	41897	107229	29358	90596	12142	4150	0	285372	188	0	0	0	188	
2929392																																									
2938198																					133177	441020	297608	1015355	0	281991	2169151	3671	8098	3208	9919	0	188	0	25084	2	0	0	0	2	
2938769																																									
2939001																																									
2939391																																									
2941068																					158609	1012577	532017	1094894	11270	18542	2827909	1303	10326	5484	11486	223	308	0	29130	0	0	0	0	0	
2942690																					1287653	26980250	606858	16318854	0	6958	45200573	56235	281554	18314	87904	0	666	0	444673	0	0	0	60	60	
2942823																																									
2943615																																									
2947556																																									
2948058																																									
2948423																																									
2949970																																									
2953418																																									
2954059																																									
2954497																																									
2957014																																									
2958972																																									
2960555																																									
2960788																																									
2963266																																									
2963275																																									
2963547																																									
2963864																																									
2967796																																									
2970657																					32597	209867	108852	445997	0	183192	980505	1187	3366	1219	2012	0	2259	0	10043	3	0	0	0	3	
2973041																																									
2973386																																									
2980209																																									
2986407																																									
2989006																																									
2992501																																									
2992547																					0	0	0	3274030	548027	0	3822057	0	0	0	30755	11555	0	0	42310						
2997216																																									
2997748																																									
2998576																																									
3005097																																									
3010000																																									
3010363																																									
3015939																																									
3016347																																									
3017081																																									
3019982																																									
3020447																																									
3022076																																									
3022610																																									
3025929																																									
3027763																																									
3028902																																									
3029253																																									
3029589																																									
3032833																																									
3034257																																									
3034695																																									
3039636																																									
3040418																																									
3041358																																									
3042234																																									
3045383																																									
3047659																																									
3048487																																									
3049635																																									
3049729																																									
3051432																																									
3052813																																									
3057818																																									
3058114																																									
3066025																																									
3067929																																									
3068579																																									
3070545																																									
3075474																																									
3076220																					30607	142495	24321	737249	189	358505	1293366	1007	2895	14	7934	0	322	0	12172	0	0	0	0	0	
3076248																					445548	326490	3761999	3770082	0	969715	9273834	12068	7752	24528	57753	0	1549	0	103650	0	0	0	0	0	
3076453																					35241	529006	105297	675271	0	5918	1350733	213	3187	523	4345	0	32	0	8300						
3076604																																									
3089752																																									
3090833																																									
3102893																																									
3103591																																									
3109043																																									
3109146																																									
3110197																					142899	217036	166936	163540	325	934905	1625641	1000	1982	1148	4313	8	2355	252	11058						
3116519																																									
3120646																																									
3120897																																									
3121072																					0	0	0	0	0	2685847	2685847	0	0	0	0	0	103507	0	103507	0	0	0	0	0	
3122994																																									
3125315																																									
3125557																																									
3128923																																									
3131400																																									
3133570																																									
3134399																																									
3134698																																									
3138146																					2170327	7031807	2662070	13135692	0	9319	25009215	36234	81660	5595	186527	0	534	0	310550	7649	0	0	0	7649	
3139321																																									
3140822																																									
3141726																																									
3145797																																									
3146150																																									
3148613																																									
3150205																																									
3150447	0	0	14975000	2319000	0	3756000	21050000	0	0	27000	3000	0	0	0	30000	0	0	0	0	0																					
3151417																																									
3153233																																									
3153297																																									
3154780																																									
3158546																					73348	288613	474462	500194	0	83769	1420386	296	1989	3991	3167	0	811	100	10354						
3160978																																									
3165357																																									
3166699																																									
3174920																																									
3177426																																									
3180136																																									
3184228																																									
3185579																																									
3185896																																									
3187395																																									
3187612																																									
3187630																					90508	304443	117247	583864	0	19026	1115088	918	3841	1294	2174	0	732	0	8959						
3189063																																									
3194638																					41794	502182	31514	106502	0	15	682007	687	6219	151	78	0	0	0	7135						
3194692																																									
3199811																																									
3202702																					939	1181945	0	427228	0	0	1610112	11	14092	0	5386	0	0	0	19489	1	0	0	0	1	
3211937																																									
3212149																																									
3212402																																									
3213333																																									
3213735																																									
3214059																																									
3216017																					68060	178677	141770	794540	0	228919	1411966	1723	2631	1533	4648	0	2267	0	12802	2	0	0	0	2	
3216316																																									
3217331																																									
3217957																																									
3219269																																									
3220863																																									
3221468																					614233	2617432	923517	1998751	0	14932	6168865	9131	48748	16904	40039	0	543	0	115365	0	0	0	0	0	
3223305																																									
3223408																																									
3223417																																									
3224302																																									
3224375																																									
3224478																																									
3224580																					0	0	0	10133	6715617	0	6725750	0	0	0	1960	890889	0	0	892849	0	0	0	0	0	
3228908																					0	1824	0	102887	0	1076669	1181380	0	27	0	38307	0	40240	0	78574						
3229642																																									
3229875																																									
3232204																					170743	1595257	306804	345218	0	28	2418050	20030	56080	8937	2857	0	0	3732	91636	0	0	0	0	0	
3232370																																									
3235410																																									
3243282																																									
3247589																																									
3248849																																									
3253834																																									
3254297																																									
3262788																																									
3266825																																									
3267738																																									
3268173																																									
3268249																																									
3270046																																									
3271799																					150698	463115	117994	528110	0	568	1260485	2048	5954	999	3701	0	4	0	12706						
3271986																																									
3272956																																									
3274709																																									
3276543																																									
3277241																																									
3280625																					80479	460338	78439	262405	0	184	881845	1322	6068	1751	2255	0	0	1424	12820						
3281510																					71231	1141150	197282	309057	0	5562	1724282	387	7842	1367	3329	0	2	573	13500						
3282012																																									
3282692																																									
3282852																					128567	671265	504405	546719	0	46660	1897616	1530	7030	3828	3220	0	748	0	16356						
3284070	187000	4461000	17449000	31059000	0	62210000	115366000	2000	70000	41000	228000	0	2979000	0	3320000	0	0	0	0	0																					
3284397																																									
3284445																																									
3284490																																									
3285246																																									
3285778																																									
3286999																																									
3287660																																									
3288452																																									
3290240																																									
3293540																																									
3296859																																									
3297490																																									
3302312																																									
3303298	3414840	10679843	32516691	50833410	1920774	27078145	126443703	254147	63104	230713	924031	141595	833985	0	2447575	0	0	0	0	0																					
3303944																																									
3303953																																									
3306280																																									
3306598																																									
3308529																																									
3308574																																									
3309393																																									
3309571																																									
3310287																																									
3312124																																									
3314043																																									
3314119																																									
3316739																																									
3317192																																									
3317932																																									
3320576																																									
3320781																																									
3322468																																									
3325759																																									
3335301																																									
3337097																					14610	771651	0	213196	0	5671	1005128	54	9459	0	2740	0	23	7	12283						
3340725																																									
3340903																																									
3341393																																									
3342671																																									
3343146																																									
3344321																																									
3345065																																									
3346268																																									
3346633																																									
3347603																																									
3347911																																									
3348468																																									
3348888																																									
3349241																																									
3350658																																									
3350724																																									
3351440																																									
3353154																																									
3354599																																									
3356191																					156564	406924	186627	380567	0	14048	1144730	1558	2587	1026	4196	0	202	1239	10808						
3357077																																									
3357219																					14321	748399	120597	158555	0	1634	1043506	162	8354	2112	2109	0	27	0	12764						
3357385																																									
3357620																																									
3357947																																									
3358270																																									
3366239																																									
3368635																																									
3368925																																									
3370133																																									
3370357																																									
3374234																																									
3374382																																									
3374403																																									
3374412																																									
3374878																					202015	673874	281337	674394	0	0	1831620	2264	7187	3185	4924	0	0	262	17822						
3376733																																									
3377235																																									
3378773																																									
3382547																																									
3383665																																									
3384372																																									
3384952																																									
3385744																																									
3386143																																									
3386264																																									
3386536																																									
3387140																																									
3388165																																									
3388482																																									
3390337																																									
3390627																																									
3391718																																									
3392975																																									
3393851																																									
3394278																					0	0	0	0	11386	23098451	23109837	0	0	0	0	1042	1928281	0	1929323	0	0	0	0	0	
3394380																																									
3395293																																									
3397233																																									
3398623																																									
3401970																																									
3402913																																									
3404207																					36273	250268	106450	701823	0	251970	1346784	1094	5535	1496	4232	0	384	0	12741	13	0	0	0	13	
3404373																																									
3404467																																									
3404506																																									
3404999																																									
3407084																																									
3408728																																									
3410141																																									
3411773																																									
3412417																																									
3415463																																									
3419416																																									
3425725																																									
3428258																																									
3429219																																									
3435948																																									
3437148																																									
3437157																																									
3437166																																									
3437456																																									
3437483																																									
3438958																																									
3440803																																									
3440830																																									
3441677																					0	0	0	76665	0	257966	334631	0	0	0	0	0	0	0	0	0	0	0	0	0	
3444539																																									
3445460																																									
3445901																																									
3446225																																									
3446636																																									
3446784																																									
3447576																					240657	809543	232401	634506	0	7074	1924181	2142	6822	2016	7335	0	46	547	18908						
3447772																																									
3447820																																									
3448162																																									
3448425																																									
3449066																																									
3451050																																									
3455227																																									
3459207																																									
3459216																																									
3462458																																									
3463875																																									
3465226																					256178	609698	213453	462860	616	13140	1555945	5734	4423	3680	3638	11	204	0	17690	0	0	0	0	0	
3465392																																									
3466988																																									
3468450																																									
3470097																																									
3470154																																									
3470239																					0	0	21684	0	87325	0	109009	0	0	141	0	4034	0	0	4175	0	0	0	0	0	
3470930																																									
3472046																																									
3472859																																									
3475083																																									
3476192																																									
3479018																																									
3480069																																									
3481703																																									
3482045																																									
3482111																																									
3485215																																									
3485420																																									
3487433																																									
3487518																																									
3487947																																									
3488579																																									
3489035																					173324	416712	109052	321365	0	8919	1029372	3963	3374	903	1114	0	83	285	9722						
3489071																																									
3490871																																									
3517590																																									
3529315																																									
3531176																																									
3532641																																									
3535848																																									
3537897																																									
3538009																																									
3540310																																									
3545258																																									
3546862																																									
3547131																																									
3547896																																									
3548567																																									
3548763																																									
3555248																																									
3555695																					128418	903882	55767	989317	0	107310	2184694	6503	14320	517	10011	0	254	0	31605	13	0	0	0	13	
3559714																																									
3561771																																									
3567269																																									
3579589																					557390	1954723	703596	1326425	0	41523	4583657	5668	20889	7542	13367	0	176	0	47642						
3580334																																									
3588312																																									
3588424																																									
3591004																																									
3591282																																									
3592047																																									
3593307																																									
3594005																																									
3594087																																									
3594797																																									
3595271																																									
3595637																																									
3595682																																									
3596250																																									
3596894																																									
3597211																																									
3597677																																									
3599804																																									
3603961																																									
3606971																																									
3607062																																									
3608751																																									
3610718																																									
3612525																																									
3613559																																									
3614837																																									
3614846																																									
3614958																					49524	499743	0	373267	0	1731	924265	934	3283	0	8008	0	19	281	12525						
3614976																					226824	780738	179479	272625	0	18454	1478120	2105	6398	508	3754	0	129	0	12894						
3615021																																									
3617856																																									
3619216																																									
3620539																																									
3620922																																									
3623110																																									
3623969																																									
3625664																																									
3626184																																									
3626858																																									
3627109																																									
3629420																																									
3629484																																									
3630323																																									
3633016																																									
3633173																																									
3634394																																									
3635029																																									
3635533																																									
3635551																																									
3636259																																									
3636428																																									
3636446																																									
3636914																																									
3637247																																									
3637685																					65046	927573	3403861	721643	0	18689	5136812	3350	9309	6724	8541	0	205	0	28129	0	0	0	0	0	
3637706																																									
3640359																																									
3645840																																									
3646397																																									
3650563																																									
3650808																					317086	1157672	20291	2320405	0	0	3815454	4861	17204	440	21578	0	0	0	44083	0	0	0	0	0	
3655933																																									
3660478																																									
3664588																																									
3667132																																									
3671997																																									
3678857																																									
3685396																																									
3686928																																									
3688043																																									
3688548																																									
3688623																																									
3690121																																									
3690596																																									
3690635																																									
3690701																																									
3706013																																									
3715444																					117830	556084	238696	652573	0	27542	1592725	2387	5139	1398	11877	0	234	0	21035						
3716320																																									
3716852																					0	0	1098	855369	0	0	856467	0	0	0	61349	0	0	0	61349	0	0	0	0	0	
3719648																																									
3720336																																									
3720608																																									
3721605																																									
3729124																																									
3750650																																									
3783313																																									
3783948																																									
3786435																																									
3793714																																									
3804535																																									
3806481																																									
3807880																																									
3812147																																									
3816154																																									
3816163																																									
3816190																																									
3816510																					76684	685276	404918	386262	0	13012	1566152	477	2792	3509	2165	0	101	1	9045						
3821037																																									
3821626																																									
3821822																																									
3832127																																									
3835454																																									
3843392																																									
3851427																																									
3869123																																									
3885123																																									
3918898																					1372723	6075987	10237717	18192759	0	29396	35908582	39522	173531	252363	702635	0	491	0	1168542	0	0	0	0	0	
3938186																					205513	8379977	5593534	9649709	0	6156	23834889	2837	136312	10851	115978	0	145	0	266123	0	0	0	0	0	
3939240																																									
3943210																																									
3952904																																									
4032791																																									
4114567	2700201	20980994	54854605	14800893	0	6678542	100015235	36281	190683	136028	165686	0	55319	0	583997	5372	0	0	11	5383																					
4125778																																									
4146830																																									
4149037																																									
4165907																																									
4210227																					75250	566574	729014	3390634	0	20911	4782383	2587	9727	14524	33142	0	485	0	60465	0	0	0	0	0	
4262534																					1353225	2468030	2606496	7192578	0	78768	13699097	87997	47163	40187	191534	0	4020	0	370901	0	0	0	0	0	
