"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONJH84	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	Total reciprocal deposits as of June	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
328357	10269	0	305	43654	0	45963	0	0	4712	0	49503	0	3166		13222	14675	2222	45658	38608	0	7729	843	4712	1987	6481	8356	4514	2830	14837	627	1752	0	0	8959	2379	0	0	0	2378	6954	true							
328656	28125	0	1875	21963	0	34612	0	0	1643	0	78136	0	5858		18902	20804	7204	32737	72278	0	0	0	1643	847	7749	10300	7558	198	18049	1897	0	1505	0	6903	3402	0	0	0	1897	0	true							
328777	246169	0	8111	26960	0	34194	0	0	61589	0	1413317	0	154901		280977	710252	128492	25102	1230367	981	28049	30328	61589	46928	65377	124091	199091	26772	170127	8975	11021	20655	914	134354	41565	1786	1954	0	19991	24462	true	3174	5129	390824	182479	210378	22898	
329149	16072	0	4368	20195	0	37114	0	0	3606	0	64519	0	21812		8826	16049	3268	32231	42707	515	0	0	3606	3606	5058	7433	6337	1631	12491	262	9199	2478	0	11633	11939	0	0	0	9461	0	true							
329345	24484	0	24500	52194	0	117722	0	0	12118	0	283519	0	16210		58498	53131	22051	93222	225097	0	42212	11818	5007	5007	21180	51307	78368	13552	72295	4722	19948	15070	1757	105909	41497	0	0	7111	24670	39764	true							
329550	26879	0	16628	65304	0	121820	0	0	0	0	140471	0	3113		40332	37624	16217	105182	137358	10	0	4038	0	0	21052	31788	11523	1421	50946	2467	4218	3500	0	25452	10185	0	0	0	6685	0	true							
329952	44385	0	13317	170395	0	257038	0	0	0	0	269932	0	94		28287	145009	11678	243721	269838	0	0	3500	0	0	12777	35114	18075	717	47471	2548	6789	4518	0	38396	13855	570	1034	0	9337	0	true							
330239	43574	3	18971	74229	0	108755	0	0	0	0	124314	0	18275		36307	19554	12713	89781	106039	0	0	3346	0	0	13820	25743	9955	5020	37969	3663	1380	1354	251	18231	6648	0	0	0	5043	0	true							
330248	24586	0	7344	27677	0	49469	0	0	0	0	78043	0	4882		25297	14002	7904	42004	73161	121	0	2729	0	0	7327	17845	11936	748	25172	254	911	434	0	12559	1599	0	0	0	1165	0	true							
330855	210138	0	72295	190152	0	288584	0	0	66492	0	1123117	0	63392		163991	532816	43094	215933	1055689	356	4036	12402	66492	66492	112836	128175	69688	4495	240980	22551	34551	7607	260	151203	64969	16433	20342	0	57102	0	true	64823	134077	352487	180329	188591	21547	
330873	34057	0	196	21739	0	43161	0	0	16702	0	149990	0	0		43322	31718	9921	42884	149990	81	0	3902	16702	16702	16873	32681	14282	4724	49554	4889	2853	3111	4802	25238	15655	0	0	0	7742	5934	true							
330949	13820	0	7946	52373	0	56688	0	0	0	0	101136	0	7837		37235	19097	13850	48742	93299	0	0	2413	0	0	6289	15088	25245	12791	21377	1028	1372	6406	0	22178	8806	0	0	0	2400	0	true							
331076	27047	0	4	30612	0	34718	0	0	4000	0	164034	0	14844		34422	55968	10882	34714	140962	0	8228	3950	4000	4000	8033	26208	21239	3303	34241	2338	12872	5432	1594	24361	22236	0	0	0	15210	8228	true							
331375	38748	0	0	27438	0	77110	0	0	3972	0	145667	0	16106		18951	41046	6363	76602	116586	508	12975	2446	0	0	5827	11730	24284	6267	17556	2864	3125	6754	5023	29156	17766	0	0	0	5989	12595	true							
331544	15835	0	3722	19197	0	33011	0	0	0	0	46690	0	985		15451	8305	7506	29289	45705	0	0	2132	0	0	1875	4952	9214	5054	6827	0	684	0	771	5644	1455	0	0	0	684	0	true							
331553	9461	0	3139	14759	0	19313	0	0	0	0	18188	0	2058		3829	3672	376	15929	15657	245	473	118	0	0	1201	2328	755	245	3529	0	525	0	0	701	525	4166	3860	0	525	0	true							
331713	31522	0	23615	86257	0	86257	0	0	0	0	289334	0	74423		54573	101142	19904	62642	214911	0	0	5075	0	0	9434	24804	44452	6426	34238	1604	37717	24666	7567	30543	71554	0	0	0	39321	0	false							
332055	20313	0	10328	22452	0	97368	0	0	0	0	68356	0	3558		21920	7390	8379	87040	64798	0	0	1809	0	0	4420	14937	10870	1797	19357	2660	4355	580	1034	10103	8629	0	0	0	7015	0	true							
332224	33843	245	9002	53976	0	82075	0	0	11738	0	156796	2516	25136		12024	28223	1440	72379	127919	449	1225	532	11738	8373	53144	17962	6674	491	71106	2537	12863	1059	0	66247	16459	60392	60291	0	15400	0	true							
332345	7031	0	464	3170	0	4533	0	0	0	0	12938	0	2470		2795	0	279	4069	10468	0	0	0	0	0	1077	3032	1797	0	4109	0	0	0	0	3111	0	0	0	0	0	0	true							
332402	101735	0	0	74704	0	118477	0	0	53604	0	319046	0	2946		54843	68616	22803	118477	316100	0	0	8210	53604	38604	30129	48246	43091	10471	78375	3124	4313	3952	5370	77094	16759	0	0	0	7437	0	true							
332671	101	0	197	3028	0	30272	0	0	0	0	23481	0	58		5942	5315	6800	30075	23423	0	0	3788	0	0	2035	5259	3451	718	7294	1630	2019	2032	922	5521	6603	0	0	0	3649	0	true							
332756	6922	0	4300	7885	0	15918	0	0	493	0	19706	0	837		6412	478	2306	11618	18148	0	721	0	493	0	1763	3228	5544	266	4841	311	343	850	0	4389	1504	0	0	0	654	0	true							
333034	20901	0	16471	51744	0	80255	0	0	0	0	94745	0	1415		38733	9509	10178	63653	93330	131	0	2386	0	0	12494	38698	10630	0	51192	330	1250	932	0	23090	2512	0	0	0	1580	0	true							
333203	313388	1928	13602	46856	0	77916	0	0	22478	0	592305	0	62849		71594	145761	26221	61896	525550	490	3906	7075	22478	22478	42583	52125	20309	6886	85771	4898	3239	1616	1500	50309	11253	85119	57197	0	5833	0	true							
333650	201401	0	7211	11435	0	27540	0	0	22089	0	272360	0	57927		47451	0	6929	20306	214012	23	421	1393	22089	2640	10020	24319	21590	9692	33960	1257	3827	254	0	18170	5338	0	0	0	5084	0	true							
333856	21155	0	7052	71966	0	98775	0	0	0	0	90416	0	3767		12206	39156	4156	91723	86649	0	0	1884	0	0	6545	13953	3261	0	20497	2005	3283	1058	0	11553	6346	0	0	0	5288	0	true							
333940	11899	0	889	16252	0	19772	0	0	4558	0	36252	0	820		10140	6579	4034	18883	30874	0	4558	479	4558	1958	1584	4678	5921	5091	4304	0	0	0	500	7134	500	0	0	0	0	0	true							
334264	28807	0	25914	150427	0	224492	0	0	0	0	172066	0	6866		25456	63467	6165	198578	165200	0	0	1374	0	0	5608	35596	14303	0	41204	8995	9849	5441	0	30051	24285	0	0	0	18843	0	false							
334648	12741	0	2836	24779	0	44685	0	0	0	0	108834	0	23934		22843	50444	10230	41849	84775	0	125	4861	0	0	5061	13789	16406	4061	18850	511	1549	1932	2340	16474	6332	1032	1032	0	2060	0	true							
334657	18915	0	1292	16225	0	30462	0	0	0	0	42129	0	4081		7432	11984	1895	29170	38048	0	0	0	0	0	1228	4587	2992	1230	5815	0	620	251	322	2605	1193	0	0	0	620	0	true							
335346	11806	0	11683	37373	0	67045	0	0	1	0	74549	0	17356		19111	21711	6728	55318	57094	44	99	2438	1	0	12454	18160	1157	0	29980	7418	1844	0	0	12659	9262	0	0	0	9262	0	true							
335355	9765	0	3232	25260	0	44632	0	0	9823	0	66406	0	15339		18841	22489	2486	41400	51067	0	0	0	9823	3650	3616	9389	8283	4240	13005	0	8345	0	280	6687	8625	0	0	0	8345	1441	true							
336147	17118	0	5435	28076	0	47067	0	0	0	0	40996	0	4009		12712	5981	3596	41632	36987	0	0	234	0	0	2865	6151	5502	2526	8483	0	856	0	0	4331	854	0	0	0	856	0	true							
336361	12515	0	2858	33158	0	46450	0	0	0	0	66358	0	3414		17422	14401	4011	43592	62944	0	0	1280	0	0	7649	17197	7050	2180	24846	3094	1530	296	446	16654	5366	0	0	0	4624	0	true							
336576	49551	0	389	26129	0	70147	0	0	0	0	178973	0	249		54450	34536	9046	69758	178724	0	0	2308	0	0	14719	27057	18180	24820	41776	540	3208	1937	4423	30326	10108	0	0	0	3748	0	true							
336950	7595	0	125	2926	0	2926	0	0	103	0	16112	0	2410		4353	0	0	2801	13702	0	0	0	103	103	1036	3909	1903	669	4694	1000	0	0	0	3164	1000	0	0	0	1000	0	true							
337247	5338	0	2578	4115	0	8424	0	0	0	0	27922	0	3243		8947	8531	1092	5846	24679	0	0	218	0	0	1901	4589	3812	1027	6451	478	2246	0	0	2382	2724	0	0	0	2724	0	true							
337340	26549	0	0	19439	0	40593	0	0	0	0	82823	0	0		9644	38822	3083	40593	82823	0	0	0	0	0	4666	6267	2321	366	10933	1190	2364	278	0	3976	3832	0	0	0	3553	0	true							
338178	33166	0	0	19921	0	38623	0	0	0	0	203845	0	0		46154	39127	14823	38623	180216	0	23629	5531	0	0	12591	48466	40721	2831	61057	3809	11405	11731	0	58455	26945	0	0	0	15214	18701	true							
338646	18718	0	24248	94202	0	124584	0	0	0	0	76586	0	2988		22256	20981	10606	100336	69127	0	4471	4284	0	0	5525	11512	12055	5111	16813	251	804	1354	275	11947	2684	0	0	0	1055	4471	true							
338851	0	0	504	13917	0	32769	0	0	0	0	37541	0	586		10607	26198	1853	32265	36955	0	0	0	0	0	2210	7026	1723	384	9236	0	0	0	0	736	0	0	0	0	0	0	true							
338945	8332	0	1826	7933	0	12841	0	0	0	0	41019	0	4646		9166	9237	544	11015	36290	0	83	231	0	0	2520	6403	5441	2046	8923	3682	280	2738	340	7244	7040	0	0	0	3962	0	true							
339054	7259	0	1605	15200	0	19200	0	0	0	0	36854	0	6921		3317	10064	2072	17536	29933	59	0	860	0	0	3504	5911	2111	0	9187	1503	3865	2636	0	8210	8004	0	0	0	5368	0	false							
339072	17822	0	0	50376	0	59631	0	0	0	0	687456	0	0		33676	616600	18706	59631	687456	0	0	4084	0	0	10887	22120	11822	3602	32642	1518	1610	1182	293	14755	4603	0	0	0	3127	0	true	16613	5690	90733	525867	17557	265	
339353	9857	0	5774	16283	0	29293	0	0	0	0	22343	462	4225		2950	8605	476	23519	17656	0	0	0	0	0	964	1697	660	56	2661	0	505	0	0	426	505	0	0	0	505	0	true							
339456	21111	0	2570	189927	0	207278	0	0	0	0	175104	0	708		18724	75377	5161	204069	174396	639	0	2993	0	0	8550	29061	13080	927	37611	6407	15797	4540	254	32894	26998	0	0	0	22204	249	true							
339607	11668	0	1797	100471	0	139134	0	0	81251	0	516966	0	16176		168618	172297	55879	137337	478775	0	22015	17871	81251	58316	44895	104528	114607	26630	149423	3116	14947	11542	12735	122042	42340	2336	2330	0	18063	20751	true							
339773	363217	96	1043	7857	0	57373	0	0	93178	0	1450082	0	59121		300418	312205	73475	56218	1381464	16	9497	36316	93178	70178	157234	217752	144484	29629	374986	123821	50590	39696	11455	248681	225562	0	0	0	174411	0	true	80	56138	312205	0	254465	46929	
