"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONJH84	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	SELECTED COMPONENTS OF TOTAL DEPOSIT	SELECTED COMPONENTS OF TOTAL DEPOSIT	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS OF 250000 OR LESS WITH	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	MATURITY AND REPRICING DATA FOR TIME	TIME DEPOSITS EQ 100K LE 250K	TIME DEPOSITS GT 250K	Total reciprocal deposit	Total reciprocal deposits as of June	BRKRD DEP GT 250000 MAT LE 1 YR	TIME DEP GT 250000 MAT LE 1 YRDEP	EST DEP LISTING SERVICE NOT BROKERED	OFFR CONSUM DEP ACT INDIV HSHLD FMLY	NONINTR TRN ACCTS INDIV HSHLD FMLY	INTR TRN ACCTS INDIV HSHLD FMLY	MMDA DEPS PRIMRLY INDIV HSHLD FAMLY	OTHR MMDA INDIV PRTNRS CORPS	OTHR SVGS DEPS IND HSHLD FAMILY USE	OTHR SVGS DEPS IND PRTNRS AND CORPS	
969974	22115	0	0	7496	0	20410	0	0	7324	0	65534	0	2687		14555	1572	2622	20410	61493	0	1354	1151	7324	6854	8276	17631	9662	1213	24807	357	2114	2594	0	22227	5065	0	0	0	2471	0	false							
970055	21102	0	2306	61177	0	93602	0	0	7517	0	120330	0	3574		27856	54598	3970	91296	116756	0	0	787	7517	5017	4480	14657	19539	1400	19137	1333	1526	1400	294	12221	4553	0	0	0	2859	0	true							
971070	11770	0	17	13116	0	24461	0	0	0	0	64808	0	566		9489	7489	4247	24444	64242	0	0	1547	0	0	7348	19446	5018	790	26794	4198	6257	2491	0	23113	12946	0	0	0	10455	0	false							
971379	4391	0	0	766	0	766	0	0	0	0	10149	0	0		3169	0	0	766	10149	0	0	0	0	0	1374	2442	1549	393	3815	0	0	0	0	2588	0	0	0	0	0	0	false							
971959	666682	1	16934	85989	0	141527	0	0	20000	0	1071478	48	254828		92541	208922	8047	122819	816602	1773	0	1274	20000	20000	42737	54229	32508	7818	75617	9239	30959	16534	1851	44751	58583	41905	40884	0	40198	0	true	13962	31874	62700	51388	371111	183680	
972143	19577	0	2848	12763	0	27004	0	0	1000	0	56570	0	5090		10645	10443	1973	24156	51480	0	0	267	0	0	5153	9941	6099	494	14578	257	4313	292	0	11043	4862	0	0	1000	4570	0	true							
972406	0	0	0	0	0	0	0	0	0	0	500	0	0		0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	500	0	0	0	500	0	false							
972648	56039	2	12671	35580	0	52211	0	0	0	0	834820	353	150705		113928	485312	38596	39538	683762	0	0	15264	0	0	54525	72972	64423	16787	127497	23077	38838	18576	4271	94779	84762	0	0	0	61915	0	true	8795	4767	197206	176274	56001	0	
972732	287755	0	8851	37962	0	79276	0	0	10000	0	660121	0	71909		119914	94285	45681	70425	588212	0	0	21751	10000	10000	47708	80096	74401	32566	127486	8187	14402	11605	9116	114857	43310	0	0	0	22589	0	true							
972750	12535	0	7020	32589	0	32589	0	0	3515	0	48643	0	3631		9687	3059	2750	25569	32304	0	12708	795	3515	2063	1925	14542	10242	4451	16467	0	591	1298	0	21473	1889	0	0	0	591	11467	true							
972769	18520	0	0	82062	174	98939	0	0	0	0	318629	0	5853		63611	82530	3503	98765	243238	0	69538	438	0	0	35712	99130	52620	1901	134842	5390	18039	4787	0	125752	28216	0	0	0	23176	34303	true							
972862	2797	0	49908	75739	0	129333	0	0	45782	0	285971	0	41941		62664	91538	14596	79117	223275	308	20755	8376	45782	23344	27048	104418	27581	108	131466	5758	23852	2871	0	96491	32482	0	0	0	29610	20509	false							
973252	3307	0	762	5441	0	9329	0	0	0	0	24832	0	7830		6826	6605	1411	8567	15811	0	1191	464	0	0	4454	5479	3911	1075	9933	0	0	0	0	8094	0	0	0	0	0	1188	false							
973364	416926	0	8610	41001	0	62095	0	0	0	0	608858	0	102878		36904	39872	13409	52681	505980	804	0	5063	0	0	20030	48956	8259	3134	68973	47695	20795	2302	891	43473	71683	0	0	0	68490	0	true							
974558	31702	0	5771	21931	0	46354	0	0	0	0	72794	0	17147		21601	6629	6625	40583	55647	0	0	1018	0	0	4127	11037	9982	5242	15164	2096	1728	251	0	8787	4075	0	0	0	3824	0	true							
974754	34813	0	8	1846	0	3425	0	0	0	0	443595	0	104328		17611	294048	4058	1862	339267	1555	0	1781	0	0	9242	26738	6962	87	35801	18617	49020	4069	0	25417	71706	0	0	0	67637	0	true							
975153	22667	0	13709	94333	0	96023	0	0	0	0	159751	0	8941		59520	25580	14664	81824	150810	490	0	3476	0	0	13823	48785	27151	6553	62608	2545	7161	4829	656	36792	15191	0	0	0	9706	0	true							
975256	22699	0	36575	58746	0	112994	0	0	0	0	152134	0	28121		27730	38373	7399	76419	123273	0	740	1700	0	0	11149	27722	26873	1336	38871	3540	8988	11148	306	39350	23982	0	0	0	12528	0	false							
975452	13207	0	4793	3952	0	13807	0	0	0	0	21108	0	2162		3476	0	594	9014	18946	0	0	0	0	0	1732	3360	1226	0	5092	0	1583	0	0	2842	1583	0	0	0	1583	0	true							
975555	99857	0	3689	13939	0	18027	0	0	0	0	203340	0	81639		13010	49445	5543	14338	121701	0	0	2058	0	0	4118	11155	5698	1887	15273	2490	19386	6490	2814	9848	31180	0	0	0	21876	0	false							
975751	0	0	0	0	0	0	0	0	0	0	504	0	0		0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	504	0	0	0	0	504	0	0	0	504	0	false							
975854	22920	0	2304	49713	0	65935	0	0	5067	0	184469	0	34707		24430	90818	11115	63631	146653	0	3109	1860	5067	4818	5584	26070	13643	4643	31654	1755	14023	4306	707	25510	20791	2041	2038	0	15778	747	true							
976226	370161	0	4698	38121	0	63491	0	0	4339	0	503022	0	32567		32932	60389	16162	58793	470455	0	0	5174	0	0	10636	17000	22769	4765	27631	1112	3759	7324	5108	22236	17303	0	0	0	4871	0	true							
976534	22021	0	9296	15178	0	34582	0	0	0	0	118318	0	20587		33002	32021	3964	25286	97731	0	0	1151	0	0	10179	14833	24109	891	25012	2130	8655	3177	303	17010	14264	0	0	0	10785	0	true							
976552	12641	0	824	57429	0	170888	0	0	0	0	299191	0	2820		18099	216389	4882	170064	293391	0	2980	1489	0	0	4475	11278	30612	614	15753	251	1599	21332	0	28880	23182	4150	3578	0	1850	2980	true							
976703	0	31	0	28155	0	28155	0	0	0	0	1896855	0	0		0	1896855	29788	28099	1896855	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
976954	4331	3	652	2376	0	4659	0	0	0	0	8947	0	1140		2245	1102	2559	4004	7807	0	0	0	0	0	856	1542	959	157	2398	0	0	0	0	1269	0	0	0	0	0	0	false							
977045	831	238	0	5189	0	5189	0	0	0	0	46059	147	381		7146	19973	785	4887	40443	64	5088	299	0	0	2481	11258	9349	101	13739	0	2066	0	0	16043	2066	0	0	0	2066	1739	true							
977250	20	0	0	170791	0	170791	0	0	5151	0	25408	0	0		5151	624	0	566	624	170225	24784	0	5151	0	3222	2571	6900	10572	5793	0	0	1500	0	18113	1500	0	0	0	0	15769	false							
977616	16494	0	6136	32952	0	50264	0	0	1996	0	73583	0	2317		9297	30983	302	44128	65595	0	5671	0	1996	999	3561	12336	5022	2183	15897	0	2437	566	0	13806	3003	0	0	0	2437	5671	true							
977652	13483	0	287	38243	0	45169	0	0	0	0	57762	0	395		7674	10058	3654	44882	57367	0	0	2639	0	0	6028	13829	4028	2615	19857	1369	3594	1329	1429	18826	7721	0	0	0	4963	0	true							
977951	120017	0	6032	102805	0	148294	0	0	44204	0	294790	0	9447		102378	8049	19970	142262	284861	0	482	2480	44204	19543	24249	58998	49620	8131	83247	13431	9216	3080	0	38619	25727	1813	3220	0	22647	449	false							
978118	591690	0	14440	64827	0	116547	0	0	20000	0	1065007	0	237595		147736	181014	54160	102107	827395	0	17	13298	20000	20000	42638	64450	73771	46656	107088	6567	26698	22978	8545	79779	64788	9374	4441	0	33265	0	true	8041	26508	36619	41407	375364	119195	
978239	23973	0	25206	75989	0	75989	0	0	0	0	78905	0	9672		6719	13423	1945	50783	69233	0	0	1945	0	0	3392	6853	2434	1159	10245	8248	7364	11119	941	7119	27672	0	0	0	15612	0	false							
978417	846	0	0	7845	0	9130	0	0	0	0	42866	0	0		18103	14340	3274	9130	42866	0	0	0	0	0	5487	10770	9524	1396	16038	0	503	0	0	9074	503	0	0	0	503	3958	true							
978622	80493	0	8071	97904	0	138751	0	0	0	0	201836	0	43224		21855	83073	9214	130165	158612	515	0	1267	0	0	5578	15518	7247	1621	21096	608	4487	3211	0	8109	8306	0	0	0	5095	0	true							
979133	18909	0	4931	35956	0	56603	0	0	0	0	107027	0	6686		30684	39418	5659	51672	100269	0	72	1659	0	0	9550	15638	19016	2070	25034	1412	763	252	0	15590	2427	2526	2521	0	2175	0	true							
979151	18033	0	6652	36540	0	50764	0	0	0	0	86130	0	32582		20622	23825	6445	44112	53548	0	0	2471	0	0	5599	9692	9545	5346	13219	1270	3363	4822	4636	9559	14091	0	0	0	4374	0	true							
979357	7880	0	921	3252	0	14953	0	0	0	0	29002	0	2372		10130	1423	1713	14032	26630	0	0	0	0	0	1395	7953	4200	4314	9348	0	1220	617	0	7732	1837	0	0	0	1220	0	true							
979375	13085	0	0	177875	0	383946	0	0	33750	0	2166481	0	495		297284	1357959	37130	383941	2132222	5	33764	10927	33750	33750	89426	366555	170351	9190	455981	26767	85162	46356	1630	338238	159915	0	0	0	111929	0	true	36005	166157	1335034	22925	5696	7389	
979629	50913	2	14861	91967	0	173718	0	0	0	0	254947	0	637		63329	107239	33503	158855	254310	0	0	14095	0	0	11389	27324	27441	20043	38133	1115	4936	2615	1933	22868	10599	0	0	0	6050	0	false							
979759	29552	0	22040	137264	0	208332	0	0	0	0	142486	0	2995		9199	87332	1208	186292	139491	0	0	217	0	0	6546	15502	111	0	21701	2768	674	0	0	12960	3442	0	0	0	3442	0	true							
980438	19071	0	4997	20142	0	46912	0	0	3583	0	123265	0	4037		43393	18333	5867	41915	115415	0	3813	1536	3583	2188	8490	40284	28712	3508	48738	258	2640	1444	525	37601	4867	0	0	0	2898	0	true							
980531	532197	0	4646	44055	0	69550	0	0	0	0	676991	0	53734		45011	28974	18182	64904	623257	0	0	6019	0	0	25405	32032	14420	2444	49148	4393	22511	7282	7332	29290	41518	0	0	0	26904	0	true							
980661	2104108	719	51576	521962	13852	840701	0	5032	0	0	14498005	0	1658546		700042	9358128	244723	751092	12831863	23462	2564	65586	0	0	540014	280327	212034	105422	820341	1106070	684569	79208	28125	437755	1897972	0	0	0	1790639	0	true	72461	65662	3461662	5414106	2097422	5183	
980773	89414	0	9787	83739	0	101145	0	0	2619	0	177863	4	7544		40961	14495	11848	91183	170117	175	198	1140	0	0	9024	21801	22179	9609	30825	267	3201	2044	5830	21652	11341	3220	5218	0	3467	0	true							
980951	17767	0	12169	67152	0	121232	0	0	38018	0	51197	0	3325		7002	19565	3046	106857	47381	2206	491	735	38018	38018	1628	3677	3474	1241	5305	2683	371	789	0	3018	3843	0	0	0	3054	0	true							
980960	10671	0	0	263525	0	361777	0	0	6805	0	157620	0	0		9345	115129	1098	361777	157620	0	0	614	6805	4250	4682	10752	4052	385	15434	3678	6094	1749	428	10526	11949	585	581	0	9772	0	true							
981275	1126133	0	97808	256743	0	330875	0	0	0	0	2211679	0	169022		365028	427084	91518	228406	2037864	4661	4793	25166	0	0	82202	279108	161288	42781	361310	9205	52169	24435	7274	200351	93083	230822	202150	0	61373	0	true	27737	60695	246657	180426	621338	504795	
981350	919	0	268	1938	0	6584	0	0	0	0	6052	0	1344		2215	198	197	6316	3910	0	798	111	0	0	246	668	1782	2238	913	0	0	0	0	2718	0	0	0	0	0	798	true							
981453	2383	0	304	4880	0	6774	0	0	0	0	16299	0	2402		4350	4627	898	6470	13897	0	0	0	0	0	1240	4020	2233	25	5260	1500	270	0	0	3168	1770	0	0	0	1500	0	true							
982142	66917	568	80488	123392	0	404616	0	0	0	0	298623	256	25688		100083	36139	49379	323560	272679	0	0	6964	0	0	17545	53861	56864	28272	71406	2373	9989	17926	8737	56459	39025	0	0	0	12362	0	false							
982348	222819	0	1614	13242	0	37396	0	5035	5035	0	411644	0	66936		57772	76261	18112	35782	339673	0	0	3472	0	0	24084	33476	23387	2051	36433	17345	7097	4870	254	25226	29567	0	0	0	24442	0	true							
982553	41552	0	12950	58328	0	118153	0	0	0	0	188051	0	3429		35263	73874	14770	105203	175904	0	8718	4551	0	0	14089	26652	18702	6534	40741	1584	3472	940	652	30714	6648	18519	24241	0	5056	0	true							
982937	17124	0	19981	30776	0	112780	0	0	0	0	183886	0	6763		52085	40339	21433	92799	176875	0	248	7821	0	0	20349	41844	37852	5152	61927	6151	5194	5773	4109	53112	21227	0	0	0	11345	248	true							
983055	2812	0	923	4631	0	9330	0	0	0	0	9696	0	316		4967	433	954	8407	9380	0	0	272	0	0	2764	2650	682	98	4856	0	259	0	0	1227	259	0	0	0	259	0	false							
983158	7967	0	3247	6526	0	13851	0	0	0	0	15699	0	1802		4050	560	719	10604	13897	0	0	144	0	0	1574	3994	1332	0	5568	0	271	0	0	2850	271	0	0	0	271	0	false							
983457	155805	2603	2443	495070	0	495070	0	0	7500	0	380663	0	4422		63683	112831	13497	490024	376241	0	0	717	7500	7500	20010	56538	17886	5019	76544	8836	1818	1118	801	35770	12573	0	0	0	10654	0	true	217302	240787	102790	10041	155284	521	
983550	13008	0	2633	40823	0	51292	0	0	732	0	68775	0	15256		9381	38060	886	48607	52787	52	732	0	732	498	2645	6494	4581	0	9139	0	3320	666	0	4340	3986	0	0	0	3320	0	true							
984258	65235	0	2907	28481	0	31889	0	0	0	0	385982	0	21287		28007	221550	11417	28982	364513	0	182	3409	0	0	13861	28954	12554	2591	42710	7464	25251	8244	278	29953	41237	0	0	0	32715	0	true							
984351	18605	20	7820	20765	0	47362	0	0	0	0	35989	0	6105		3018	11294	981	39522	29884	0	0	0	0	0	2280	3153	638	18	5433	0	0	0	0	3072	0	0	0	0	0	0	true							
984379	1133645	0	3166	294708	0	294708	0	0	68093	0	1580510	0	14822		82502	265436	43135	291542	1565441	0	247	15309	68093	67992	28256	50526	37380	29448	78771	4517	8550	11723	11029	63108	35819	67346	38096	0	13067	0	true	28909	12079	96490	168946	207327	911249	
984454	8890	0	844	12117	0	17735	0	0	0	0	30492	0	410		8090	7358	3126	16891	29335	0	747	537	0	0	3081	4699	3238	2205	7699	0	0	0	1021	5133	1021	0	0	0	0	747	false							
984650	974	0	2329	4678	0	4678	0	0	245	0	2649	0	671		594	536	173	2349	1978	0	0	0	245	245	326	764	49	0	1090	0	0	0	0	545	0	0	0	0	0	0	false							
984856	8724	0	468	16905	0	22051	0	0	744	0	95117	0	2112		22505	16240	5791	21583	93005	0	0	1862	744	0	4824	20015	31216	8768	24839	0	1619	3711	0	42318	5330	0	0	0	1619	0	true							
985451	16753	0	30047	34534	0	82887	0	0	0	0	38161	0	12149		5338	2613	946	52840	26012	0	0	293	0	0	2229	6224	157	24	8453	1727	855	7579	0	3296	10162	0	0	0	2582	0	true							
985479	82370	0	5634	58796	0	149801	0	0	2027	0	225234	0	2551		62466	41537	29287	144167	222683	0	0	7815	2027	2027	9388	25494	39878	17191	34882	955	1361	4604	2456	29485	9376	0	0	0	2316	0	false							
986159	26846	0	12206	15070	0	31672	0	0	4271	0	44177	0	2437		7103	1897	2943	19466	41740	0	0	0	248	248	1743	2780	5152	865	4523	2024	2254	0	617	3436	4895	0	0	4023	4278	0	true							
986551	10799	0	1764	16433	0	27432	0	0	0	0	53346	0	1112		18407	12164	3450	25668	52234	0	0	641	0	0	3234	10411	9588	1987	13645	1500	3029	255	379	6813	5163	0	0	0	4529	0	true							
986672	1432	0	5531	67915	0	90544	0	0	73264	0	637803	0	106936		123916	326480	31092	85013	530867	0	0	9731	0	0	27656	81471	76325	21093	109127	14786	41526	33288	13744	82630	103344	0	0	73264	56312	0	true							
986757	2606	0	3307	6000	0	9128	0	0	0	0	17859	0	1428		3416	3594	1246	5821	16431	0	0	388	0	0	1951	7094	1510	248	9045	0	593	263	0	7387	856	0	0	0	593	5221	false							
986935	15950	0	8399	26129	0	57737	0	0	0	0	82921	0	200		23957	5247	5436	49338	82721	0	0	1420	0	0	9164	34472	5333	0	43636	3907	8504	344	0	25012	12753	0	0	0	12411	0	false							
987053	116419	0	10493	15112	0	55661	0	0	3133	0	214877	0	4680		32244	21305	7020	45168	203039	0	7158	0	3133	2139	15252	36782	14370	1636	52034	2078	4071	1577	1387	35796	9113	0	0	0	6149	7158	true							
987231	26201	0	16904	26545	0	62447	0	0	21177	0	148966	0	25692		57764	8769	3918	45543	119797	0	3477	1097	21177	2749	18948	35266	20441	16056	54214	7626	4944	5400	5316	32947	23286	0	0	0	12570	3477	true							
987259	18346	0	6936	27806	0	50332	0	0	19955	0	145614	0	22152		25715	60600	4844	43396	122819	0	643	443	0	0	7130	18794	12667	4810	25924	6696	5953	8534	2084	17686	23267	1249	1249	14249	12649	0	true							
987352	7225	0	6838	45148	0	78924	0	0	0	0	127972	0	11507		25400	81729	14593	72086	116465	0	0	4404	0	0	6260	11296	10137	9077	17169	391	305	456	1097	11370	2249	0	0	0	696	0	true							
987576	5417	0	69	0	0	2699	0	0	0	0	22808	0	581		9494	2046	3980	2630	22227	0	0	1821	0	0	1152	4467	7941	0	5619	0	0	1786	0	4065	1786	0	0	0	0	0	false							
987651	11627	0	1822	20114	0	37536	0	0	0	0	42266	0	687		7464	14069	2496	35688	41579	26	0	653	0	0	4253	7818	2409	906	12071	0	908	0	276	7922	1184	0	0	0	908	0	false							
987848	34747	0	18263	15405	0	53191	0	0	0	0	52774	0	764		10457	515	4574	34896	52008	32	2	1264	0	0	7828	5569	1685	304	8494	813	1313	0	0	4929	2126	0	0	0	2126	0	true							
988144	32305	0	27627	32927	0	94117	0	0	0	0	139035	0	10858		39722	53057	14162	66490	128177	0	0	2710	0	0	8038	20922	15793	6562	28960	368	1158	560	272	11593	2358	0	0	0	1526	0	false							
988153	200176	0	1681	23772	0	34490	0	0	0	0	347527	0	56653		33211	70055	9052	32809	290874	0	0	276	0	0	14684	28737	9638	517	42122	8573	11303	3544	300	20365	23720	0	0	0	19876	0	true							
988256	818	0	1275	4091	0	8742	0	0	0	0	11033	0	518		2259	5691	698	7467	10515	0	0	167	0	0	774	1341	908	211	2115	1035	0	256	0	975	1291	0	0	0	1035	0	true							
988452	13637	0	5653	48650	0	78281	0	0	0	0	73704	0	2922		8441	38305	6306	72628	70782	0	0	3130	0	0	3822	9184	2182	172	13001	1191	3785	1427	0	6919	6402	0	0	0	4976	0	true							
988845	163210	0	11517	16311	0	28367	0	0	0	0	257172	0	18888		24227	26554	18939	16850	238284	0	0	1265	0	0	12490	35025	2955	214	47515	5332	11392	0	0	26457	16724	0	0	0	16724	0	true							
989141	10188	0	3412	18495	0	43179	0	0	0	0	73595	0	4480		24995	19270	6286	39767	69115	0	0	2183	0	0	8397	11172	15775	1145	17504	0	2178	5470	0	11494	7648	0	0	0	2178	0	false							
989347	26550	4	8664	39522	0	83828	0	0	0	0	114138	0	12421		28597	15820	11260	75160	101717	0	0	4820	0	0	9688	35326	11621	2013	44746	2906	7641	2573	0	30052	13119	0	0	0	10546	0	true							
989534	6692	0	4817	26868	0	36256	0	0	0	0	40705	0	2075		11645	7929	5730	31439	38630	0	0	2552	0	0	5487	10308	3580	109	15795	603	5034	963	0	7839	6600	0	0	0	5637	0	true							
989730	21043	0	24958	45877	0	84937	0	0	10420	0	78901	0	5795		13483	16684	5622	59979	73106	0	0	1828	10420	10420	10218	15538	7745	3275	24864	2015	1256	400	727	23293	4398	7964	8206	0	3271	0	true							
989758	11504	0	7449	37719	0	53382	0	0	10376	0	42737	0	9254		7790	8029	1194	42904	33311	3029	172	325	10376	10376	3053	15173	2879	99	18226	0	0	0	2000	13414	2000	10376	9905	0	0	0	true							
989851	4500	8	4464	20014	0	28725	0	0	0	0	43877	0	4268		7968	25503	2586	24253	39609	0	0	837	0	0	1571	5447	4624	764	7018	0	906	263	300	4438	1469	0	0	0	906	0	true							
990053	21402	0	1093	38403	0	47211	0	0	0	0	81620	0	8235		15257	29393	5627	46118	73385	0	0	2432	0	0	4067	7158	11308	3785	11225	1033	2532	679	263	11061	4507	0	0	0	3565	0	true							
990352	212871	0	2859	18284	0	31109	0	0	10013	0	429430	0	58968		72510	49201	19853	28248	318454	2	52008	2680	10013	10013	22531	61262	56021	14891	75113	5625	5011	2017	0	82195	12653	4195	788	0	10636	51092	true							
990642	22095	0	34092	32953	0	95262	0	0	0	0	87098	0	3923		21445	12630	6404	61003	83024	167	151	3052	0	0	6732	13959	15671	7440	20670	2473	2780	2435	881	22358	8569	0	0	0	5253	0	false							
991041	26569	1	7569	24039	0	63898	0	0	0	0	63744	0	2430		22267	5869	8206	56328	61314	0	0	2590	0	0	6362	12236	7274	3667	18598	0	518	432	817	7272	1767	0	0	0	518	0	true							
991078	5199	0	1822	47	0	8149	0	0	0	0	25486	0	837		8889	1327	1292	6327	24649	0	0	425	0	0	1335	5226	5553	3111	6530	0	1193	2039	503	6336	3735	0	0	0	1193	1986	false							
991135	10989	0	360	20959	0	31553	0	0	0	0	42927	0	250		9724	8886	3381	31193	42677	0	0	943	0	0	7813	5889	5097	1415	13288	1527	521	790	0	10489	2838	0	0	0	2048	0	true							
991340	425734	13	19470	299372	0	299372	0	0	402720	0	4763107	0	758063		866413	2867199	172458	278628	3980733	1261	24311	48147	402720	178414	203323	349879	517742	101074	553202	127120	101683	61248	8105	305605	298156	0	0	0	228803	16770	true	9795	50807	1273432	1010549	402608	22417	
991359	17022	0	1646	62159	0	72065	0	0	0	0	80860	0	3877		15402	29634	6590	70419	76492	0	491	2064	0	0	6948	13888	5342	2603	20836	720	2595	2108	0	13379	5423	4195	3491	0	3315	0	true							
991555	18282	0	10130	24033	0	68693	0	0	0	0	77933	0	13201		24043	19642	5725	58563	64732	0	0	637	0	0	6172	12094	13051	2845	18262	0	5070	778	0	10118	5848	0	0	0	5070	0	true							
991621	152300	0	8864	15716	0	27896	0	0	0	0	295658	0	22783		44675	60629	19136	19032	272875	0	0	6852	0	0	5220	15781	26281	16986	21001	1154	9855	5175	2277	19593	18461	0	0	0	11009	0	true							
991854	2287	0	489	5073	0	7431	0	0	0	0	7114	0	271		3078	915	221	6942	6843	0	0	0	0	0	1344	2403	165	0	3747	0	0	0	0	835	0	0	0	0	0	0	false							
992851	17624	0	10058	35967	0	62249	0	0	0	0	87247	0	14917		26126	26064	8121	51985	71953	206	377	1798	0	0	4953	19858	10049	3460	24811	2167	2418	654	0	12194	5239	0	0	0	4585	0	false							
993250	12930	0	3986	24231	0	34189	0	0	9859	0	80900	0	19710		19712	6009	3407	30203	51124	0	10066	907	9363	4547	10608	26139	16898	4246	36747	256	1864	737	1213	38179	4070	8182	8158	0	2120	9652	true							
993353	4693	3	217	2523	0	10974	0	0	0	0	30336	0	4824		7518	5552	1210	10754	25512	0	0	497	0	0	4413	11890	2463	67	16303	0	1258	0	0	11315	1258	6040	2838	0	1258	2710	true							
994435	61677	0	27754	257305	0	344422	0	0	8748	0	227545	0	19311		64944	45827	23632	316668	207925	0	309	6981	8748	6751	16552	36178	37742	15412	52730	3148	3109	3530	4372	40938	14159	8741	7432	0	6257	0	true							
994770	7272	0	0	0	0	0	0	0	0	0	25688	0	5740		8878	0	1396	0	18759	0	1189	457	0	0	2074	7305	4287	2371	9379	820	1060	500	0	7158	2380	0	0	0	1880	0	false							
995076	117118	0	88224	571316	0	571316	0	0	1578	0	522597	0	1502		52822	219677	30382	483092	521095	0	0	15351	0	0	14363	34002	38798	22793	48365	3224	17813	38535	16273	57135	75845	0	0	0	21037	0	false							
995272	40611	0	0	28700	0	70517	0	0	0	0	308035	0	7459		128138	32331	91402	70517	300576	0	0	41826	0	0	12890	52423	84789	58702	65313	2535	6681	9945	7128	80665	26289	0	0	0	9216	0	true							
995517	11711	0	13975	24709	0	94350	0	0	0	0	157106	0	2460		55592	22635	14354	80375	153050	0	1596	2371	0	0	15130	38914	14912	39711	54044	2308	5576	1279	4930	53075	14093	0	0	0	7884	9281	true							
995571	11075	0	8708	34684	0	48258	0	0	0	0	84941	0	4726		18273	17022	6746	39550	79467	0	748	2893	0	0	9685	32488	2776	11	41573	3947	6759	1177	0	26687	11883	745	0	0	10706	748	false							
995674	8038	0	14	9220	0	9307	0	0	0	0	63413	0	727		10015	27892	5033	9293	57469	0	5217	2750	0	0	2284	8043	12007	117	10327	507	405	3637	483	12436	5032	0	0	0	912	5217	false							
995955	2161	0	610	10073	0	15627	0	0	0	0	16631	0	1153		4725	1272	746	15017	15478	0	0	346	0	0	3362	7887	816	50	11249	346	738	0	0	7390	1084	0	0	0	1083	0	false							
996260	292921	0	0	43856	0	69327	0	70575	143885	0	2902969	22311	135240		153458	1686694	41745	69163	2672123	164	2720	1037	138886	92031	55979	246440	134664	2390	302419	223909	199267	56497	4208	286015	483881	0	0	4501	423176	2720	true	29416	7479	291262	1395432	141875	151046	
997052	4915	0	1379	61931	0	72236	0	0	0	0	187163	0	11868		24610	48721	2710	70367	156635	490	18660	1307	0	0	16940	62512	15510	2	79452	7435	24343	6785	0	70354	38563	1960	0	0	31778	19150	true							
997155	11217	1	4833	16181	0	29358	0	0	0	0	37542	0	4429		7339	12505	2015	24524	33113	0	0	383	0	0	1342	4826	2856	546	6168	0	2000	2250	0	2230	4250	0	0	0	1223	0	true							
997557	23922	0	1654	14393	0	28138	0	0	0	0	46099	0	3174		13787	1684	1892	26484	42925	0	0	0	0	0	2200	5556	5269	4558	7756	785	0	1871	254	3796	2910	0	0	0	785	0	false							
997650	24006	0	956	4624	0	6153	0	0	1181	0	153666	0	37646		18611	105827	6948	5197	116020	0	0	1321	1181	1181	6766	9684	4253	887	16420	435	610	1198	0	2979	2243	0	0	0	1045	0	true							
