"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFDK675	RCFDL189	RCFDL194	RCFDL195	RCFDL196	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	RCONL189	RCONL190	RCONL194	RCONL195	RCONL196	RCONL197	TEXTA545	
1557																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1948	288	0	0	36548	2626	20459	37	58955	0	0	0	0	0	0	0	0	0	0	10411	17	67105	1	5875	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1669																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11815	499	0	0	135919	12315	45954	46	193688	0	0	0	0	0	0	0	0	0	0	16741	13	243662	1	43423	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1829																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	19445	1596	3660	5	244103	22935	77746	125	344954	0	0	0	0	0	0	0	0	0	920	27141	46	406543	1	33971	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
1856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	0	0	0	0	67376	871	838	2	68214	0	0	0	0	0	0	0	0	0	0	255	1	109787	1	14811	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2040																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7744	476	0	0	126960	7969	36282	57	170985	0	0	0	0	0	0	0	0	0	12009	4344	8	198309	2	20377	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2161																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7326	344	252	1	75149	7350	37499	46	120226	0	0	0	0	0	0	0	0	0	0	7600	8	135854	1	14625	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2376																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						152000	0	75245	3881	2001	6	1052556	57917	280880	517	1410681	0	0	0	0	0	0	0	0	0	0	4621	5	2618441	1	408251	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	26	1	0	0	8364	615	2181	7	10596	27	0	0	0	0	0	0	0	0	0	633	2	11783	2	884	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2732																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15052	583	592	2	227860	10088	210884	212	454388	0	0	0	0	0	0	0	0	0	0	33482	46	540950	1	75538	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
2750																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1969	121	0	0	32427	2111	14672	29	49068	0	0	0	0	0	0	0	0	0	0	1238	3	58803	1	5331	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3177																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						58157	0	47806	1711	6593	15	490247	45720	247736	279	792383	0	0	0	0	3933	0	0	0	0	0	17634	42	1020685	2	96269	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3252																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6132	260	268	1	68923	6601	58886	58	134209	0	0	0	0	0	0	0	0	0	4821	41589	34	162670	1	19668	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3458																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	656	24	0	0	20109	1817	4969	7	25734	0	0	0	0	0	0	0	0	0	0	0	0	33758	1	3333	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3720																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6687	29	615	2	116830	12606	44402	58	168534	0	0	0	0	0	0	0	0	0	0	3515	5	212596	1	29247	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
3971																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	33476	1393	1280	4	438358	45996	54244	121	527358	0	0	0	0	0	0	0	0	0	0	7659	17	668760	1	85868	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4156																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5811	268	915	3	132332	9196	27770	44	166828	0	0	0	0	0	0	0	0	0	14885	7391	11	198862	1	18255	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4231																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	11776	304	7340	20	72723	6469	14206	27	106045	0	0	0	0	0	0	0	0	0	0	2828	7	123198	1	14659	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4437																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	10820	600	613	2	168023	13961	49462	81	228918	0	0	0	0	0	0	0	0	0	4299	7454	17	261642	1	25413	606	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
4839																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	13252	426	1679	2	210406	31013	56184	85	281574	52	0	0	0	0	0	0	0	0	0	10377	18	336447	1	32514	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5005																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	19077	1063	525	2	201672	16439	30594	68	251868	0	0	0	0	0	0	0	0	0	0	8042	14	334796	1	25669	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5069																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	677	24	541	2	205941	1773	109130	150	316289	0	0	0	0	0	0	0	0	0	0	21866	14	441656	1	129725	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5135																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	17200	978	826	3	198675	13356	89623	123	306324	0	0	0	0	0	0	0	0	0	0	17837	24	367528	1	39374	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5210																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	59396	7181	1387	5	635133	11959	125252	203	821168	0	0	0	0	0	0	0	0	0	1545	19430	43	1011131	1	81375	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5331																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7734	712	847	3	177568	10623	46511	85	238297	5637	0	0	0	0	0	0	0	0	7695	9591	15	397633	1	36205	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3971	172	1146	1	195110	12515	204782	239	405009	0	0	0	0	0	0	0	0	0	21462	52336	88	464059	1	44706	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
5751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4904	196	0	0	48665	3309	41271	44	94840	0	0	0	0	0	0	0	0	0	0	1043	3	121879	1	26818	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6039																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7449	488	564	2	52224	4618	18557	30	78794	0	0	0	0	0	0	0	0	0	0	10482	13	84721	1	8775	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6141																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1238	47	0	0	27559	2248	28211	32	57008	0	0	0	0	0	0	0	0	0	0	13947	9	63679	1	5095	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
6329																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	12858	597	1134	3	306041	28899	80524	175	400557	0	0	0	0	0	0	0	0	0	0	16418	36	433086	1	32739	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7009																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1022	23	3418	4	146428	4817	492039	380	642906	0	0	0	0	0	0	0	0	0	0	64008	3	742603	1	51807	0	false			true	337609	96004	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5424	422	905	2	77406	9089	54510	39	138245	0	0	0	0	0	0	0	0	0	0	5694	8	162357	1	15787	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7072																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	16270	481	286	1	76844	5139	9952	24	103352	0	0	0	0	0	0	0	0	0	0	300	1	136552	2	24212	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7157																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3093	104	274	1	31323	3033	9290	13	43980	0	0	0	0	0	0	0	0	0	0	1222	2	48810	1	4354	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7456																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2663	354	0	0	39224	3836	16468	24	58355	0	0	0	0	0	0	0	0	0	0	5193	6	64436	1	5145	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
7634																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4579	178	264	1	45936	2658	4103	11	54882	0	0	0	0	0	0	0	0	0	0	322	1	61045	2	5721	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8033																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5648	179	293	1	102275	5025	28377	42	136593	0	0	0	0	0	0	0	0	0	0	8221	12	166597	2	16484	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8462																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3848	164	755	2	59773	5265	72031	80	136407	0	0	0	0	0	0	0	0	0	0	15007	16	156684	1	14965	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
8631																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2686	109	435	1	42018	3632	9483	22	54622	0	0	0	0	0	0	0	0	0	0	3337	9	60549	1	6599	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9357																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	669	58	0	0	84170	3930	198912	215	283751	0	0	0	0	0	0	0	0	0	0	41546	74	361161	1	44174	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7047	220	0	0	59159	4769	21854	46	88060	0	0	0	0	0	0	0	0	0	0	8589	14	129372	2	9615	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9807																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						254674	0	64266	2931	3627	12	1114509	45915	568726	588	1751128	0	0	0	0	0	0	0	0	0	0	100421	136	2277638	1	277542	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
9955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1941	186	0	0	67939	6198	28731	42	98611	0	0	0	0	0	0	0	0	0	0	4826	8	113102	1	12801	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	47077	2274	2614	9	224302	28515	66146	125	340140	0	0	0	0	0	0	0	0	0	0	11193	22	371302	1	19213	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
10849																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	8475	356	257	1	178796	5064	43204	79	230732	0	0	0	0	0	0	0	0	0	0	21932	24	265235	1	26034	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									0						
10858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	6500	681	264	1	176897	19843	132804	147	316465	0	0	0	0	0	0	0	0	0	2331	22287	40	420760	1	32326	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11145																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7069	369	1709	3	99081	13890	34937	54	142797	0	0	0	0	0	0	0	0	0	0	2367	5	175008	1	16446	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11275																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						98268	0	43897	10956	4311	10	773047	64203	319505	520	1140762	1	4160	0	0	0	0	0	0	0	141188	89168	115	1304480	1	135744	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF														0	
11640																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	15204	607	2951	9	140086	9654	123947	133	282188	0	0	0	0	0	0	0	0	0	0	33199	31	343649	1	32996	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
11837																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	3894	226	312	1	46457	3364	24942	20	75605	0	0	0	0	0	0	0	0	0	0	603	2	99670	1	11422	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12030																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	21712	1039	1744	6	196920	16912	50304	83	270680	0	0	0	0	0	0	0	0	0	0	26641	31	311365	2	39378	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12142																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7764	304	351	1	112277	10100	51807	94	172199	0	0	0	0	0	0	0	0	0	0	11602	27	192030	1	20217	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12179																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2577	164	0	0	25176	1864	4321	6	32076	0	0	0	0	0	0	0	0	0	0	2028	2	39377	1	6685	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12245																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	7573	325	0	0	80339	9158	12812	25	100724	0	0	0	0	0	0	0	0	0	4462	2044	5	120676	1	13218	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12311	50632968	3272690	45727	0	0	35000	64986	132358	111229	649695	55564271	1	4559389	0	false			true	4631309	92822	CONF	CONF	CONF	CONF	CONF	CONF	0	129613	0	0	CONF	CONF	CONF	12851				3272690	7585404	0	1050198	70750	16247	51	26866080	3077229	19427753	14198											393401	7373457	4563											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	360103	19443	420844	20075	64447	107500	5440								
12647																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5217	203	507	2	44802	3944	34759	29	85285	0	0	0	0	0	0	0	0	0	0	1638	5	103589	1	9672	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	723	40	0	0	15257	1415	301	1	16281	0	0	0	0	0	0	0	0	0	0	0	0	17992	1	1485	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12937																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4837	164	2047	3	73008	4551	100612	92	180504	0	0	0	0	0	0	0	0	0	0	20199	29	218477	1	32902	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	29030	917	2588	6	360950	25729	253908	279	646476	0	0	0	0	0	0	0	0	0	1627	51965	67	759456	2	67801	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
12955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	5554	262	0	0	70366	7942	32934	58	108854	0	0	0	0	0	0	0	0	0	0	4258	10	125837	1	12853	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13103																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF						195469	0	55917	3090	6111	15	562694	46899	396749	453	1021471	0	0	0	0	0	0	0	0	0	0	57107	95	1332903	1	168074	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13251																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2018	366	0	0	30192	2570	8824	13	41034	0	0	0	0	0	0	0	0	0	0	0	0	44391	1	3537	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
13457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	1095	78	0	0	12800	1336	1662	4	15557	0	0	0	0	0	0	0	0	0	0	0	0	22032	1	6066	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14052																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	2483	101	285	1	43327	5680	4799	12	50894	0	0	0	0	0	0	0	0	0	0	2214	4	59106	1	6854	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
14155																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF							0	4739	289	275	1	75338	9118	17664	27	98016	0	0	0	0	0	0	0	0	0	3350	5926	7	118463	1	14504	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF															
