"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1856	1442	0	509	2681	0	4748	0	0	4101	0	60410	0	330	223	15401	27214	0	4239	31400	0	28680	0	4101	0	2070	19686	7174	995	21756	263	808	759	0	14524	1830	0	1071	18501	false							
2040	15693	16	2619	25700	0	47184	0	0	26161	0	106203	0	6008	776	27108	52998	3869	44549	100195	0	0	801	26161	9731	2431	9407	16916	6058	11838	500	1585	615	0	7704	2700	0	1899	221	true							
2161	29821	0	1431	31586	0	71232	0	0	502	0	64059	0	510	1179	10398	9064	7306	69801	63549	0	0	0	502	502	5414	9274	3852	188	14688	1054	3948	1191	253	8330	6446	0	5002	0	true							
2376	765402	0	49662	33213	0	223584	0	0	498000	0	2750599	0	358596	393242	426275	828245	118080	173922	2305748	0	86255	46405	498000	498000	182393	284278	381728	98958	463137	33151	85811	66564	24068	521083	209594	0	118654	82911	true	10772	20142	387122	433730	322784	103354	
2554	2532	0	248	20	0	6323	0	0	0	0	6149	0	481	0	3207	0	0	6075	5668	0	0	0	0	0	930	2139	432	116	3069	0	0	0	0	410	0	0	0	0	false							
2732	59039	0	9859	138224	0	172705	0	0	14206	0	338203	0	11211	20620	47400	128469	11467	162846	326992	0	0	3499	14206	14206	28760	30730	14466	2517	38879	37981	28174	8067	0	29073	74222	0	66155	0	true							
2750	15731	0	2465	5500	0	13811	0	0	0	0	30305	0	6636	5154	8302	403	1454	11346	23669	0	0	207	0	0	3441	4729	3960	414	7589	0	860	768	0	4242	1628	0	860	0	true							
3252	14384	0	57822	27187	0	87659	0	0	15223	0	75984	0	22918	76318	11216	13867	5274	29837	52317	0	749	0	15223	15185	13550	10317	3778	4906	23867	6118	7617	1446	0	21335	15182	0	13735	0	false							
3458	2474	0	3258	7050	0	14533	0	0	2000	0	27086	0	3966	5478	9564	3094	815	11275	23120	0	0	0	2000	0	4716	5782	7567	1669	10498	0	1484	300	0	10170	1784	0	1484	0	false							
3720	37072	0	29112	44394	0	130058	0	0	0	0	96213	0	10707	6213	20671	8517	5547	100946	85506	0	0	1774	0	0	11304	20744	1776	7	32048	2808	13485	500	0	13160	16793	0	16293	0	false							
3971	104588	0	89	23136	0	39341	0	0	101805	0	572349	0	10302	7567	144725	245483	19319	39216	486398	36	75649	6044	101805	60166	36678	94032	52226	19745	130710	1576	12903	3893	1225	57956	19597	0	14479	3722	true							
4156	20897	0	24725	43329	0	102227	0	0	11635	0	89385	0	9526	25072	19848	23891	4557	77502	76893	0	2966	1862	11635	11555	10443	17661	9073	3841	28104	500	2207	523	349	21170	3579	0	2707	2966	true							
4231	17487	0	16546	24446	0	45307	0	0	0	0	58206	0	1493	17689	15009	6516	12910	28761	56713	0	0	7428	0	0	4298	12573	6690	6798	16871	500	943	827	1573	15350	3843	0	1443	0	false							
4839	28098	0	6419	62139	0	74343	0	0	25208	0	193475	0	27608	20135	26870	50409	10175	67924	143785	0	22082	4660	25208	24472	22115	40318	29988	866	62433	9356	5565	6760	0	66416	21681	0	14921	22082	true							
5069	49200	0	0	30120	0	35988	0	0	49834	0	236826	0	249	0	44995	8618	969	35988	187057	0	49520	487	49834	13393	15762	68184	50146	9790	83946	8383	20969	5774	0	98887	35126	0	29352	36988	false							
5135	18120	0	36174	69515	0	131543	0	0	22262	0	229863	0	10535	41278	67364	53431	16675	95369	194115	0	25213	7102	21568	21568	52330	74588	6645	2	126918	7345	15401	2000	0	66201	24747	694	22746	2701	true							
5210	681453	2	51522	63578	0	109111	0	0	6316	0	1199541	0	69615	100652	197590	163997	60352	57587	1129691	0	235	17311	6316	3942	46880	95313	130662	22424	140097	9322	26826	18315	4349	97689	58812	0	36148	4525	true	4765	26496	103983	60014	449710	120342	
5461	312065	0	7726	44562	0	57289	0	0	62291	0	504459	0	16987	12151	7503	162511	3027	49563	487472	0	0	1834	62291	62291	5407	10195	1289	729	15602	5648	6206	410	0	10117	12264	0	11854	0	true							
5751	9324	0	3629	24141	0	46729	0	0	5538	0	120949	0	30495	29518	18163	67392	9018	43100	86629	0	3825	4293	5538	2727	9191	15309	11462	2129	24500	373	3073	2435	260	19928	6141	0	3446	0	true							
6039	37784	0	12823	94453	0	114536	0	0	0	0	122319	0	4673	8404	42490	13422	12506	101713	117646	0	0	2711	0	0	19147	40462	4278	532	59609	3268	2280	1145	0	21930	6693	0	5548	199	false							
6141	3936	7	12319	23249	0	35838	0	0	0	0	14300	0	1256	13575	4073	1291	1029	23512	13044	0	0	426	0	0	2144	3879	465	48	6023	0	2537	0	0	2463	2537	0	2537	0	true							
6329	49720	0	12983	199743	0	247169	0	0	5690	0	343312	0	10555	15306	76288	67564	13669	234186	332757	0	0	4157	5690	0	52461	91196	31105	8379	143657	13679	20870	5525	2813	106853	42887	0	34549	19476	false							
7009	0	0	0	149196	0	149196	0	0	0	0	561004	0	0	0	0	561004	0	149196	561004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	23410	0	15255	22974	0	116425	0	0	0	0	72746	0	5214	0	20725	16298	6554	101170	67532	0	0	251	0	0	3273	7658	11484	7390	10805	262	0	2971	0	9080	3233	0	262	0	true							
7072	64661	0	2885	32146	0	56769	0	0	4991	0	193545	0	12270	0	49066	35633	18713	53884	181026	0	249	5034	4991	2777	13204	36490	22426	6887	49694	807	11234	1333	870	29941	14244	0	12041	249	true							
7456	18714	0	14914	18007	0	37492	0	0	0	0	34683	0	1414	12828	10369	0	2186	22578	33269	0	0	237	0	0	2911	7280	3869	225	10191	252	594	838	0	3916	1684	0	846	0	true							
7634	7371	0	3386	10590	0	17802	0	0	0	0	39393	0	163	2074	12941	1030	4659	14416	39130	0	100	2342	0	0	5208	17161	2663	827	22369	1043	3805	0	285	12918	5133	0	4848	0	false							
8033	21496	0	2401	52635	0	84046	0	0	0	0	118751	0	903	2038	39808	74	6547	81645	101344	0	16504	3261	0	0	17268	35317	21283	10285	46500	3078	4100	3595	2255	44345	13028	0	6826	16504	true							
8462	1230	0	7771	64600	0	106724	0	0	0	0	44675	0	12870	18785	8031	6317	3534	98703	31805	250	0	1278	0	0	8632	11104	1263	0	19112	5873	10256	0	0	12968	16129	0	16129	0	true							
8631	17295	0	350	15757	0	21756	0	0	0	0	33995	0	767	641	8322	2205	2773	21406	33228	0	0	992	0	0	2179	5737	3950	1277	7825	0	1100	251	0	4821	1351	0	1100	0	true							
9357	120294	132	0	41863	0	49365	0	0	0	0	352230	7036	0	0	1162	228041	1097	49233	345194	0	0	473	0	0	653	732	602	0	1385	1206	702	0	0	825	1908	0	1908	0	true							
9553	16683	0	11174	19363	0	41625	0	0	7098	0	63889	0	3798	13963	15287	8074	6193	30451	51166	0	8925	0	7098	5460	13958	11886	9716	250	25844	645	2006	672	0	20523	3323	0	2651	3864	true							
9807	519227	0	27135	89890	0	143821	0	0	60000	0	1899438	0	396023	169960	140897	857292	69271	116686	1503415	0	0	3348	60000	60000	93641	66484	202969	7630	160125	104733	44142	1713	1607	229827	152195	0	148875	204282	true	7255	13318	470655	386636	335978	183249	
9955	11646	30	3671	26610	0	48656	0	0	2222	0	66685	0	17129	16836	7235	40747	1243	44955	49556	0	0	0	2222	2222	5110	6293	2191	390	11403	308	0	0	0	6749	308	0	308	0	true							
10250	138120	0	1105	24457	0	48461	0	0	467	0	324124	0	8437	6545	45260	103834	28124	47356	315438	0	249	9795	467	72	6947	21786	32644	5993	28733	0	3145	9059	2596	22110	14800	0	3145	498	true							
10849	72667	0	2896	10769	0	27720	0	0	0	0	223525	0	44835	29606	45923	21330	8608	24823	178690	1	0	2166	0	0	20500	68840	18018	741	84044	4051	15040	2337	0	62176	21427	0	19090	11220	false							
11145	30206	0	38000	45574	0	100809	0	0	0	0	100624	0	13890	598	16098	33976	7297	62665	86734	144	0	3628	0	0	3749	10852	5292	6405	14601	0	4835	2126	3183	10200	10144	0	4835	0	true							
11640	155871	4	4800	16215	0	28964	0	0	0	0	262427	0	33347	25974	36315	23525	18285	24160	229080	0	0	9705	0	0	10986	23660	16762	13407	34548	4105	5674	5508	2932	28499	18219	0	9779	0	true							
11837	5075	0	29488	6787	0	46143	0	0	0	0	33373	0	422	28047	14313	5493	2656	16655	32951	0	0	652	0	0	3429	9761	5368	3682	13190	261	305	0	0	7927	566	0	261	0	false							
12030	37862	0	23114	93957	0	130283	0	0	0	0	184021	0	1878	19999	59667	44899	19747	107169	181943	0	200	7300	0	0	23884	49502	16472	4471	73386	527	5321	295	788	34662	6931	0	5848	0	false							
12142	30421	0	9673	64297	0	120534	0	0	0	0	80449	0	3559	10157	21674	13595	7636	110861	76890	0	0	1428	0	0	16005	14169	765	0	24286	2795	2393	306	0	9265	5494	0	4542	0	false							
12179	6455	0	0	7601	0	11177	0	0	0	0	23454	0	500	500	7496	6944	1491	11177	22954	0	0	107	0	0	1140	2905	3839	1671	4045	0	500	0	0	2059	500	0	500	0	true							
12311	10634879	197	2393345	5207621	0	6619572	0	0	3360869	0	72221108	0	2433729	2384395	2059625	58727892	605869	4224212	69787379	1818	0	79707	3360869	3350621	449951	1066405	813710	169996	1516356	162625	130784	56965	7901	440437	358275	0	293409	0	true	565839	571973	21874496	34605349	631009	9978170	
12647	26408	0	2559	47361	0	57208	0	0	12720	0	89421	0	6978	0	17625	21527	5772	54649	82443	0	0	1129	12720	2952	7359	12091	6731	0	19449	290	4900	4428	5687	8556	15305	0	5190	0	false							
12656	2173	0	510	3864	0	5867	0	0	0	0	9359	0	1777	547	2790	1456	862	5357	7582	0	0	223	0	0	1271	2751	1486	222	4022	0	0	0	0	2940	0	0	0	0	true							
12937	10855	0	0	47140	0	64052	0	0	7869	0	94021	0	0	0	7351	35467	4716	64052	94021	0	0	3016	7869	7869	8287	9118	2165	286	17405	12218	14758	867	0	12505	27843	0	26976	0	true							
12946	62994	17	135679	87456	0	275522	0	0	2072	0	948660	0	303929	355036	137372	338150	49050	139826	644731	0	0	21777	2072	2072	64339	123589	75065	21435	186248	103751	101133	53974	4231	147056	263089	0	204561	0	true	32959	38099	151011	86772	56548	6446	
13103	472878	0	30233	80845	0	195781	0	0	25025	0	1442128	0	342744	0	161344	614582	65885	165421	1098033	127	1351	23432	25025	15000	27420	74210	98444	41646	101630	29651	39086	34277	9935	80376	112949	0	68736	0	true	8384	72844	294327	115678	186516	146984	
13251	3334	0	683	7512	0	11964	0	0	0	0	28501	0	1247	1659	6625	17572	1312	11281	27254	0	0	0	0	0	2239	4327	779	0	6566	0	250	0	0	720	250	0	250	0	true							
13457	3264	0	1057	4908	0	8960	0	0	0	0	10520	0	1043	1191	2251	2409	1195	7903	9477	0	0	251	0	0	736	2498	657	0	3234	560	396	0	0	1640	956	0	956	0	false							
14052	9498	0	4907	15943	0	26688	0	0	0	0	31492	0	4210	0	5192	13267	2400	21781	27282	0	0	837	0	0	2793	3197	1365	0	5990	262	0	1110	0	2163	1372	0	262	0	true							
14155	18093	0	1660	51684	0	90947	0	0	38622	0	88290	0	8815	5626	15186	34380	6587	89287	79475	0	0	2462	36451	35880	4615	13571	8371	2325	18186	2362	1301	1100	2171	13696	6934	0	3663	0	true							
14650	7303	0	2167	9240	0	13909	0	0	0	0	12544	0	103	1820	3182	847	1161	11742	12441	0	0	246	0	0	2248	1677	98	0	3687	0	0	370	0	841	370	0	0	0	false							
14753	14146	1	645	13686	0	13686	0	0	0	0	24813	0	1976	1078	7083	0	3310	13040	22837	0	0	757	0	0	3801	5294	686	127	9095	500	0	259	0	2825	759	0	500	0	false							
14865	75691	15	23031	205195	0	205195	0	0	39335	0	165440	0	15831	19172	22692	46798	10613	182149	149503	0	106	2757	39335	38989	17224	12895	7381	3091	26626	0	1857	503	0	17899	2360	0	1857	366	true							
14977	5473	0	0	7171	0	11428	0	0	0	0	29391	0	0	0	8416	1231	3350	11428	29391	0	0	1113	0	0	5034	9527	1944	324	14561	2606	2188	1064	0	8413	5858	0	4794	0	false							
16551	46378	48	7798	58022	0	101407	0	0	8016	0	178100	0	14089	12184	59808	44995	24522	92697	164011	864	0	7242	8016	1000	9962	28379	36603	1370	38341	1833	4947	3633	0	16506	10413	0	6779	0	true							
16748	17225	0	2248	22848	0	27760	0	0	0	0	47449	0	1457	0	10803	11244	4104	25512	45992	0	0	1577	0	0	2654	4590	7540	2492	6997	258	928	0	519	6472	1705	0	1186	0	false							
17110	0	0	0	0	0	0	0	0	0	0	110571	0	6481	0	13800	0	5666	0	104090	0	0	3176	0	0	50685	0	0	0	50685	59886	0	0	0	36885	59886	0	59886	0	false							
17147	4248467	0	152968	329731	0	452076	0	0	380721	0	6750135	0	963317	616	962396	1070156	157950	298445	5786818	663	0	30734	380721	143737	186774	559916	418734	102623	734269	30741	98124	31269	3331	305651	163465	0	128865	0	true	2433	164632	603802	303778	2012285	2236171	
17259	12118	0	1148	9895	0	15666	0	0	0	0	31514	0	2957	3605	9996	1577	4750	14518	28557	0	0	1881	0	0	3030	6038	5968	676	9068	300	0	1549	258	5716	2107	0	300	0	false							
17950	55686	232	40971	78063	0	168862	0	0	43612	0	260239	274	31401	49963	32785	123135	10962	127659	216564	0	12000	4396	31612	31612	12812	27886	11192	2609	40698	8174	16357	2058	330	21714	26919	12000	24531	0	true							
17978	55996	0	0	3431	0	29891	0	0	0	0	157798	0	911	661	52234	3773	34498	29891	144972	0	11915	14246	0	0	14260	34471	11078	17729	48731	1545	16443	254	2249	25304	20491	0	17988	0	true							
18050	75221	0	55565	175149	0	249466	0	0	0	0	247475	0	11312	60900	45663	56457	11077	193901	236163	0	0	3158	0	0	18800	41377	17493	1969	59472	8530	20304	6815	508	33976	36158	0	28834	0	true							
18135	33581	0	0	87154	0	114620	0	0	23334	0	123421	0	0	0	12272	53279	3812	114620	123421	0	0	683	23334	23334	4249	7047	4864	1499	11148	786	13196	4920	0	5387	18902	0	13982	0	true							
18827	249744	0	101200	304312	0	520416	0	0	7840	0	525552	0	90108	148547	76173	117996	23424	417459	435178	1757	266	5252	7840	7686	22445	40410	30956	17096	62855	17664	18426	9549	1266	34734	46906	0	36090	0	true	35318	51589	24009	60014	3990	229888	
18836	16777	0	1880	30081	0	40217	0	0	1962	0	87281	0	2454	2200	35866	12703	13013	38337	84827	0	0	4038	1962	1265	16401	18847	12429	6918	32409	791	1640	524	251	18730	3206	0	2431	0	true							
18854	85000	0	22677	213232	0	240989	0	0	184932	0	385050	0	42107	20757	31286	56671	3355	218312	307287	0	35656	1185	184932	166934	24204	119264	43597	1365	143389	8848	34823	11004	276	157143	54951	0	43671	35656	true							
19356	7813	0	4409	21632	0	38254	0	0	6001	0	33519	0	731	3215	9892	4737	1411	33823	26787	22	6001	0	0	0	3157	5273	4523	444	8430	259	6313	1000	0	3505	7572	6001	6572	0	true							
19936	14197	0	39186	62211	0	149664	0	0	0	0	119691	0	10724	40560	19886	56952	9193	110478	108967	0	0	4100	0	0	7132	18530	7328	7794	25662	1025	2720	2616	1398	20897	7759	0	3744	0	true							
19972	73974	0	0	0	0	0	0	0	0	0	73974	0	0	0	0	0	0	0	73974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	12223	0	5844	21611	0	31896	0	0	8046	0	54109	0	5738	0	23273	3752	7085	26052	48371	0	0	987	8046	4546	3639	14599	10390	3063	15239	804	3097	2542	0	8418	6443	0	3901	1741	true							
20633	63052	0	21942	25232	0	108192	0	0	5593	0	140072	0	859	17147	30007	16759	11948	86245	139213	5	0	3647	5593	5593	7524	17862	19995	10259	25277	300	845	2962	514	25633	4621	0	1145	3414	true							
20857	8315	0	8132	42556	0	67608	0	0	248	0	36909	0	8992	11226	4776	18101	2347	59476	27917	0	0	0	248	248	4734	2578	1454	136	7312	789	802	0	0	4125	1591	0	1591	0	true							
21256	1035	0	2182	2652	0	5393	0	0	0	0	3746	0	355	1666	1091	572	1536	3211	3391	0	0	823	0	0	74	154	858	229	228	0	0	0	823	225	823	0	0	0	true							
21359	12047	0	1923	12476	0	20471	0	0	0	0	25718	0	1469	762	4222	6632	3731	18548	24249	0	0	0	0	0	2165	3992	738	144	6157	0	0	0	0	2817	0	0	0	0	true							
21630	15643	0	2137	21643	0	32683	0	0	0	0	49700	0	5908	5343	8376	10220	1921	30546	43792	0	0	539	0	0	3167	10523	1482	0	13690	4554	4111	0	0	6796	8665	0	8665	0	true							
21658	22725	4	3847	23391	0	67094	0	0	1	0	81068	0	1254	1262	31937	10191	15583	63243	79814	0	0	5033	1	1	10723	13759	13217	5755	24482	2427	1140	308	823	11517	4698	0	3567	0	true							
22048	20410	0	15534	89034	0	89034	0	0	5043	0	86147	0	15165	24910	23235	0	6916	73500	70982	0	0	3053	5043	5043	14672	23934	9333	139	38508	11714	4864	1081	0	24843	17659	0	16578	0	true							
22543	18198	1	5546	29668	0	62122	0	0	0	0	37640	0	1642	0	6749	9115	3211	56575	35998	0	0	1177	0	0	1656	4349	1925	1743	6004	254	0	400	0	2924	654	0	253	0	true							
22552	14022	0	3229	18321	0	35109	0	0	4409	0	46034	0	4176	4547	13232	4432	3426	31880	41858	0	0	721	3409	249	3352	7754	14631	16	11106	567	261	1000	0	12521	1828	0	828	1618	true							
22730	46	0	12500	60558	0	90164	0	0	0	0	76041	0	7542	14025	12326	57599	3547	77664	68499	0	0	804	0	0	4376	5146	4419	2380	7477	0	1200	874	0	3996	2074	0	1200	0	true							
22936	13134	0	3603	63829	0	85580	0	0	0	0	85584	0	593	2313	21515	34350	6376	81977	84991	0	0	1348	0	0	7316	13032	12691	30	20347	0	4326	705	0	11554	5031	0	4326	0	true							
23456	10880	0	2746	14728	0	48463	0	0	0	0	55490	0	9077	8954	20782	6682	5765	45674	46413	43	0	2866	0	0	3056	7704	13139	6772	10760	1500	4591	897	269	9889	7257	0	6091	0	true							
23504	1290058	0	177843	558379	0	672190	0	0	212593	0	2670183	0	409865	560281	63780	1157761	19554	494347	2260318	0	0	6044	160428	155516	24729	62207	37388	5028	86936	11591	27051	12198	42172	65572	93012	11296	38642	0	true	55135	6791	348618	516597	449591	623645	
23643	14291	0	14292	37005	0	78614	0	0	0	0	95789	0	9674	18986	30055	2237	7377	64322	86015	0	100	2532	0	0	11473	29378	13601	0	40851	2667	13562	6457	2124	24397	24809	0	16229	0	false							
23755	59979	44	8442	45001	0	91561	0	0	0	0	95737	32	9702	14393	12960	13463	6250	83075	86003	0	0	1326	0	0	6030	6037	5196	2245	11988	1290	0	1500	0	6547	2790	0	1290	0	false							
24006	511034	11	13402	151480	0	342756	0	0	0	0	853962	0	19947	27811	165029	31021	60100	329343	834015	0	0	14935	0	0	29525	74261	75193	82733	103786	1047	12431	13442	23275	96683	50195	0	13478	0	true	48419	90954	20765	10256	426181	54268	
24378	18864	0	0	7590	0	13126	0	0	0	0	43467	0	513	500	17984	42	7101	13126	42954	0	0	1754	0	0	4061	4666	7766	7771	7712	297	0	0	0	6280	297	0	297	0	false							
24453	12032	0	1488	60799	0	82671	0	0	20170	0	175024	0	12418	11041	24998	119302	4047	81183	161115	0	1491	2836	20170	7587	10353	5887	13797	4419	16240	7117	789	1327	0	9459	9233	0	7906	1736	true							
24659	23204	0	1303	13600	0	25367	0	0	0	0	34490	0	1567	986	6230	1018	3279	24064	32923	0	0	1416	0	0	4675	3309	1328	374	7702	582	0	0	0	3456	582	0	582	0	true							
24668	236123	0	16595	36728	0	60163	0	0	212930	0	1414288	0	68679	74535	71906	828995	33180	43568	1343199	0	2410	18708	212930	212027	162845	41182	16495	6892	128377	76408	36295	8236	816	155509	121755	0	66465	0	false							
24949	46539	0	12888	92044	0	138655	0	0	7684	0	210531	0	6826	11982	69875	64860	14077	125767	203705	0	0	2799	7684	7684	17215	43931	32053	209	61129	1214	2660	1850	0	23533	5724	0	3874	0	true							
25357	12932	0	9973	46793	0	178716	0	0	16513	0	158701	572	6363	10157	51361	46513	9104	168743	151766	0	0	3797	16513	16513	34325	40619	8779	7762	74944	1252	2406	1443	2670	40124	7771	0	3658	0	true							
25647	11047	20	0	11685	0	13596	0	0	0	0	91421	0	33	0	16330	7876	5263	13576	64138	0	27250	2640	0	0	5984	16710	33302	9939	22694	2083	2638	1842	0	49605	6563	0	4721	27250	false							
26176	38415	0	246	22592	0	36803	0	0	52838	0	257163	0	21599	0	28993	68018	4446	36557	225676	0	9888	1426	52838	52612	25862	93414	16006	1989	119276	2819	9562	827	251	108278	13459	0	12381	9183	true							
26242	199118	0	39312	60576	0	119459	0	0	0	0	291589	0	14007	45626	36131	26788	13777	80147	277582	0	0	3771	0	0	16475	35673	6989	336	52148	758	4523	929	0	23342	6209	0	5281	0	true							
26457	2548	0	2084	4895	0	9097	0	0	0	0	16865	0	1611	2946	3919	7441	271	7013	15009	0	245	0	0	0	2148	2731	1265	232	4879	500	0	0	0	2457	500	0	500	0	true							
26765	12718	0	17034	149242	0	211466	0	0	0	0	275978	0	12140	25575	9100	182369	2649	194035	263838	397	0	1397	0	0	7355	20676	7443	2513	28031	9195	22735	8608	2366	28887	42904	0	31930	0	true							
27070	182990	0	1910	38742	0	38742	0	0	0	0	430835	0	7485	1887	138197	0	59656	36832	422638	0	712	17960	0	0	75126	100441	38749	4663	162503	10589	13302	3185	1790	80782	28866	0	22536	0	false							
27548	225342	0	29857	70959	0	174361	0	0	48440	0	448577	0	29999	36728	35128	134602	17897	136256	418578	8248	0	705	48440	48440	15514	16005	23886	8747	31519	8601	12559	2459	862	29024	24481	0	21160	248	true							
27614	68614	0	1817	86983	0	152522	0	0	0	0	179158	0	30364	30204	37118	38622	23137	150705	148794	0	0	8025	0	0	10066	13818	16031	10386	21233	10167	4873	5793	788	13183	21621	0	15040	0	true							
27847	50073	0	30059	88745	0	149866	0	0	16652	0	344918	0	42282	57260	103374	38410	29389	119807	290882	0	11754	12671	12645	12645	43147	85551	74236	5885	128698	7775	26402	12887	552	105445	47616	4007	34177	11754	true							
28013	436916	0	193829	149296	0	291434	0	0	150639	0	2580964	0	156865	317092	397293	1405119	80654	97605	2424099	0	0	29823	150639	65428	103951	240349	237670	45996	344300	8698	67041	32339	2886	230672	110964	0	75739	0	true	50001	47604	1258920	146199	434821	2095	
28152	25720	0	4365	32226	0	48575	0	0	1002	0	77809	0	10308	11108	18650	28300	7648	44210	67501	0	0	1786	0	0	3569	8303	10413	1249	11872	0	254	0	0	4885	254	1002	254	0	true							
