"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
1557																																																											11487	498	498	13.72%	20.46%	19.57%	10989	56150	80093	-99	0	9823	19.57%	1	0	11086	70	126	0	-99	0	0	0	0		0	0	10989	0	0	0	0	0	0	10989	0	0	0	0	0	0	0	0	0	498	0	196	0	0	80289	1362									
1669																																																											46639	1324	1324	17.67%	44.67%	43.40%	45315	104412	256498	168	0	1600	43.40%	1	0	45512	0	29	0	168	0	0	0	0		0	0	45315	0	0	0	0	0	0	45315	0	0	0	0	0	0	0	0	0	1324	0	29	0	0	256527	43744									
1829																																																											41355	3581	3770	9.37%	14.31%	13.01%	37585	288924	401064	918	0	3490	13.01%	1	0	46647	8144	0	0	918	0	0	0	0		0	0	37585	0	0	0	0	0	0	37585	0	0	0	0	0	0	0	0	0	3770	0	8144	189	0	409208	42239									
1856																																																											16928	686	686	12.87%	31.02%	29.77%	16242	54567	126235	-1283	0	14782	29.77%	1	0	15057	98	0	0	-1283	0	0	0	0		0	0	16242	0	0	0	0	0	0	16242	0	0	0	0	0	0	0	0	0	686	0	98	0	0	126333	1558									
2040																																																											23339	1840	1840	10.96%	16.08%	14.81%	21499	145149	196214	-33	0	4750	14.81%	1	0	22002	0	0	214	-33	0	0	0	0		0	0	21821	0	0	0	0	322	322	21499	0	0	0	0	322	0	0	0	0	1840	0	536	0	0	196750	17285									
2161																																																											16252	755	755	11.86%	22.08%	21.05%	15497	73608	130703	241	0	2356	21.05%	1	0	15738	0	0	0	241	0	0	0	0		0	0	15497	0	0	0	0	0	0	15497	0	0	0	0	0	0	0	0	0	755	0	0	0	0	130703	13141									
2376																																																											472151	30620	30620	13.47%	16.37%	15.30%	441531	2885087	3277621	-2368	0	25987	15.30%	1	0	439163	0	0	0	976	0	-2027	-1317	0		0	0	441531	0	0	0	0	0	0	441531	0	0	0	0	0	0	0	0	0	30620	0	0	0	0	3277621	415544									
2554																																																											1170	118	118	7.93%	12.38%	11.13%	1052	9450	13258	-30	0	1025	11.13%	1	0	1311	289	0	0	-30	0	0	0	0		0	0	1052	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	118	0	289	0	0	13547	316									
2732																																																											85196	3598	3598	13.95%	23.83%	22.83%	81598	357446	584933	107	0	5789	22.83%	1	0	82150	0	445	0	107	0	0	0	0		0	0	81598	0	0	0	0	0	0	81598	0	0	0	0	0	0	0	0	0	3598	0	445	0	0	585378	76254									
2750																																																											6921	568	568	10.50%	15.25%	13.99%	6353	45396	60484	-148	0	5321	13.99%	1	0	6270	0	0	0	-148	65	0	0	0		0	0	6353	0	0	0	0	0	0	6353	0	0	0	0	0	0	0	0	0	568	0	0	0	0	60484	1097									
3177																																																											105105	3392	3403	9.89%	19.73%	19.09%	101702	532783	1028828	-1006	0	59751	19.09%	1	0	105521	4630	195	0	-850	3	0	-159	0		0	0	101702	0	0	0	0	0	0	101702	0	0	0	0	0	0	0	0	0	3403	0	4825	11	0	1033653	46776									
3252																																																											24361	1399	1399	12.77%	22.04%	20.78%	22962	110527	179788	527	0	500	20.78%	1	0	23489	0	0	0	527	0	0	0	0		0	0	22962	0	0	0	0	0	0	22962	0	0	0	0	0	0	0	0	0	1399	0	0	0	0	179788	22462									
3458																																																											4220	320	320	9.51%	16.10%	14.88%	3900	26215	41016	20	0	1201	14.88%	1	0	3900	0	0	0	0	0	0	0	0		0	0	3900	0	0	0	0	0	0	3900	0	0	0	0	0	0	0	0	0	320	0	0	0	0	41016	2679									
3720																																																											34350	1701	1701	14.15%	24.73%	23.50%	32649	138918	230696	6	0	21000	23.50%	1	0	32655	0	0	0	6	0	0	0	0		0	0	32649	0	0	0	0	0	0	32649	0	0	0	0	0	0	0	0	0	1701	0	0	0	0	230696	11649									
3971																																																											106751	7733	7738	14.17%	17.35%	16.10%	99013	615113	698505	369	0	176278	16.10%	1	0	109397	9637	170	80	369	0	0	0	0		8	0	99133	0	0	0	0	120	120	99013	0	0	0	0	120	0	0	0	0	7738	0	10014	5	0	708519	-67250									
4156																																																											22726	1969	1969	9.56%	14.28%	13.04%	20757	159189	217024	-16	0	7857	13.04%	1	0	22524	1783	0	0	-16	0	0	0	0		0	0	20757	0	0	0	0	0	0	20757	0	0	0	0	0	0	0	0	0	1969	0	1783	0	0	218807	14683									
4231																																																											16184	757	757	13.23%	25.02%	23.85%	15427	64693	116607	-772	0	12600	23.85%	1	0	14655	0	0	0	-772	0	0	0	0		0	0	15427	0	0	0	0	0	0	15427	0	0	0	0	0	0	0	0	0	757	0	0	0	0	116607	2827									
4437																																																											29891	2011	2011	10.62%	18.59%	17.34%	27880	160783	262595	294	0	4713	17.34%	1	0	28866	0	0	692	294	0	0	0	0		0	0	27880	0	0	0	0	0	0	27880	0	0	0	0	1	0	0	0	0	2011	0	692	0	0	263287	23859									
4839																																																											40922	3308	3308	11.13%	15.56%	14.30%	37614	263042	338056	-302	0	16715	14.30%	1	0	37312	0	0	0	-302	0	0	0	0		0	0	37614	0	0	0	0	0	0	37614	0	0	0	0	0	0	0	0	0	3308	0	0	0	0	338056	20899									
5069																																																											172145	4760	4942	43.09%	46.13%	44.80%	167203	373195	388044	3186	0	8628	44.80%	1	0	170389	0	0	0	3186	0	0	0	0		0	0	167203	0	0	0	0	0	0	167203	0	0	0	0	0	0	0	0	0	4942	0	0	182	0	388044	158575									
5135																																																											57407	4025	4025	12.89%	17.70%	16.46%	53382	324285	414203	-93	0	25042	16.46%	1	0	54331	1042	0	0	-93	0	0	0	0		0	0	53382	0	0	0	0	0	0	53382	0	0	0	0	0	0	0	0	0	4025	0	1042	0	0	415245	29382									
5210																																																											107246	9481	9485	8.84%	14.24%	12.98%	97761	752975	1105685	-3262	-5127	10253	12.98%	1	0	94499	0	0	0	1865	0	0	-5127	0		0	0	97761	0	0	0	0	0	0	97761	0	0	0	0	0	0	0	0	0	9485	0	0	4	0	1100558	87508									
5461																																																											54550	4475	4475	9.74%	15.30%	14.04%	50075	356558	513858	-794	0	6300	14.04%	1	0	49281	0	0	0	-794	0	0	0	0		0	0	50075	0	0	0	0	0	0	50075	0	0	0	0	0	0	0	0	0	4475	0	0	0	0	513858	43775									
5751																																																											30836	1425	1425	15.75%	21.83%	20.82%	29411	141280	186774	933	0	9352	20.82%	1	0	31581	1089	148	0	933	0	0	0	0		0	0	29411	0	0	0	0	0	0	29411	0	0	0	0	0	0	0	0	0	1425	0	1237	0	0	188011	21296									
6039																																																											8703	762	762	9.31%	14.31%	13.06%	7941	60807	85320	-25	0	6069	13.06%	1	0	7916	0	0	0	-25	0	0	0	0		0	0	7941	0	0	0	0	0	0	7941	0	0	0	0	0	0	0	0	0	762	0	0	0	0	85320	1872									
6141																																																											6240	362	362	9.37%	21.59%	20.34%	5878	28898	62731	0	0	4700	20.34%	1	0	5878	0	0	0	0	0	0	0	0		0	0	5878	0	0	0	0	0	0	5878	0	0	0	0	0	0	0	0	0	362	0	0	0	0	62731	1178									
6329																																																											51681	5016	5016	9.13%	12.90%	11.64%	46665	400765	510933	115	0	22600	11.64%	1	0	47378	0	0	239	115	0	0	0	0		0	0	47024	0	0	0	0	359	359	46665	0	0	0	0	359	0	0	0	0	5016	0	598	0	0	511531	24663									
7009																																																											58291	0	731	8.17%	15.16%	14.97%	57560	384475	704295	1657	0	1052	14.97%	1	0	59217	0	0	0	1657	0	0	0	0		0	0	57560	0	0	0	0	0	0	57560	0	0	0	0	0	0	0	0	0	731	0	0	731	0	704295	56508									
7045																																																											20118	1255	1255	9.22%	20.04%	18.79%	18863	100376	204480	276	0	2425	18.79%	1	0	19139	0	0	0	276	0	0	0	0		0	0	18863	0	0	0	0	0	0	18863	0	0	0	0	0	0	0	0	0	1255	0	0	0	0	204480	16438									
7072																																																											29404	1568	1568	16.13%	20.60%	19.50%	27836	142716	172543	2	0	0	19.50%	1	0	32055	751	266	1280	-27	0	0	29	0		0	0	29756	0	0	0	0	1920	1920	27836	0	0	0	0	1920	0	0	0	0	1568	0	4217	0	0	176760	32053									
7157																																																											5157	240	240	9.86%	20.35%	19.40%	4917	25344	49873	-14	0	400	19.40%	1	0	4903	0	0	0	-14	0	0	0	0		0	0	4917	0	0	0	0	0	0	4917	0	0	0	0	0	0	0	0	0	240	0	0	0	0	49873	4517									
7456																																																											6971	649	649	7.87%	12.60%	11.43%	6322	55304	80310	-100	0	5000	11.43%	1	0	6222	0	0	0	-100	0	0	0	0		0	0	6322	0	0	0	0	0	0	6322	0	0	0	0	0	0	0	0	0	649	0	0	0	0	80310	1322									
7634																																																											7813	515	515	12.27%	19.25%	17.98%	7298	40583	59483	-15	0	8260	17.98%	1	0	7298	0	0	0	0	0	0	0	0		0	0	7298	0	0	0	0	0	0	7298	0	0	0	0	0	0	0	0	0	515	0	0	0	0	59483	-947									
8033																																																											25303	1050	1050	10.40%	17.99%	17.24%	24253	140687	233154	-7	0	5250	17.24%	1	0	24246	0	0	0	-7	0	0	0	0		0	0	24253	0	0	0	0	0	0	24253	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	233154	19003									
8462																																																											19435	619	619	10.14%	26.58%	25.73%	18816	73128	185518	516	0	700	25.73%	1	0	19332	0	0	0	516	0	0	0	0		0	0	18816	0	0	0	0	0	0	18816	0	0	0	0	0	0	0	0	0	619	0	0	0	0	185518	18116									
8631																																																											7291	430	430	10.08%	21.21%	19.96%	6861	34378	68089	11	0	1300	19.96%	1	0	6917	0	0	0	56	0	0	0	0		0	0	6861	0	0	0	0	0	0	6861	0	0	0	0	0	0	0	0	0	430	0	0	0	0	68089	5606									
9357																																																											56619	3220	3220	11.31%	15.70%	14.81%	53399	360652	472061	223	0	55160	14.81%	1	0	80456	26747	87	0	223	0	0	0	0		0	0	53399	0	0	0	0	0	0	53399	0	0	0	0	0	0	0	0	0	3220	0	26834	0	0	498895	25073									
9553																																																											13274	950	950	7.57%	12.10%	11.24%	12324	109677	162907	-786	0	2100	11.24%	1	0	11669	0	0	0	-216	130	0	0	-569		0	0	12324	0	0	0	0	0	0	12324	0	0	0	0	0	0	0	0	0	950	0	0	0	0	162907	10355									
9807																																																											327316	30768	30768	13.34%	13.55%	12.28%	296548	2415072	2223568	-54456	0	132272	12.28%	1	0	288403	0	0	0	670	0	0	0	-55126		0	0	342859	0	0	0	0	46311	46311	296548	0	0	0	0	46311	0	0	0	0	30768	0	46311	0	0	2269879	210587									
9955																																																											17444	992	992	12.69%	22.12%	20.87%	16452	78844	129637	-19	0	3133	20.87%	1	0	16433	0	0	0	-19	0	0	0	0		0	0	16452	0	0	0	0	0	0	16452	0	0	0	0	0	0	0	0	0	992	0	0	0	0	129637	13319									
10250																																																											33727	3201	3201	8.72%	13.33%	12.06%	30526	253106	350012	275	0	32300	12.06%	1	0	34480	0	0	1472	275	0	0	0	0		0	0	32733	0	0	0	0	2207	2207	30526	0	0	0	0	2207	0	0	0	0	3201	0	3679	0	0	353691	1905									
10849																																																											26479	1485	1485	9.80%	18.39%	17.35%	24994	144023	255142	-814	0	15391	17.35%	1	0	26100	694	0	491	-814	0	0	0	0		0	0	25729	0	0	0	0	735	735	24994	0	0	0	0	735	0	0	0	0	1485	0	1185	0	0	256327	11523									
11145																																																											20663	1808	1808	9.44%	14.31%	13.05%	18855	144443	199695	110	0	10000	13.05%	1	0	19415	450	0	0	110	0	0	0	0		0	0	18855	0	0	0	0	0	0	18855	0	0	0	0	0	0	0	0	0	1808	0	450	0	0	200145	9305									
11275																																																											155502	15934	15934	9.83%	12.20%	10.95%	139568	1274143	1419464	0	0	87519	10.95%	1	0	143507	3939	0	0	0	0	0	0	0		0	0	139568	0	0	0	0	0	0	139568	0	0	0	0	0	0	0	0	0	15934	0	3939	0	0	1423403	55988									
11640																																																											42925	2753	2753	10.82%	15.76%	14.75%	40172	272323	371329	107	0	34250	14.75%	1	0	40279	0	0	0	107	0	0	0	0		0	0	40172	0	0	0	0	0	0	40172	0	0	0	0	0	0	0	0	0	2753	0	0	0	0	371329	5922									
11837																																																											12409	485	485	12.26%	23.40%	22.49%	11924	53021	97298	-404	0	12000	22.49%	1	0	12605	0	0	434	-404	0	0	0	0		0	0	12575	0	0	0	0	651	651	11924	0	0	0	0	651	0	0	0	0	485	0	1085	0	0	98383	1009									
12030																																																											52896	2939	2939	15.37%	22.99%	21.71%	49957	230087	324968	85	0	600	21.71%	1	0	50042	0	0	0	85	0	0	0	0		0	0	49957	0	0	0	0	0	0	49957	0	0	0	0	0	0	0	0	0	2939	0	0	0	0	324968	49357									
12142																																																											23654	1491	1491	10.32%	18.34%	17.18%	22163	128980	214778	-1653	0	14500	17.18%	1	0	20510	0	0	0	98	0	0	-1751	0		0	0	22163	0	0	0	0	0	0	22163	0	0	0	0	0	0	0	0	0	1491	0	0	0	0	214778	7663									
12179																																																											7959	262	262	19.82%	34.60%	33.46%	7697	23003	38826	2	0	0	33.46%	1	0	7698	0	0	0	1	0	0	0	0		0	0	7697	0	0	0	0	0	0	7697	0	0	0	0	0	0	0	0	0	262	0	0	0	0	38826	7696									
12311	6462597	651157	746630	8.54%	11.19%	9.89%	5715967	57772481	66948361	-171391	0	5846468	9.51%	0	5983401	620760	23789	13322	32111	0	5743	-209244	0		0	0	5496920	0	0	0	0	0	0	5496920	0	0	239030	239030	19983	219047	95400	0	0	746630	0	677854	73	0	67626215	308324																						1																																														
12647																																																											12372	877	877	12.29%	17.68%	16.43%	11495	69983	93539	0	0	9412	16.43%	1	0	11495	0	0	0	0	0	0	0	0		0	0	11495	0	0	0	0	0	0	11495	0	0	0	0	0	0	0	0	0	877	0	0	0	0	93539	2083									
12656																																																											1791	125	125	10.14%	18.13%	16.86%	1666	9879	16431	0	0	460	16.86%	1	0	1666	0	0	0	0	0	0	0	0		0	0	1666	0	0	0	0	0	0	1666	0	0	0	0	0	0	0	0	0	125	0	0	0	0	16431	1206									
12937																																																											33765	1811	1811	16.58%	21.73%	20.57%	31954	155378	192691	-6	0	6000	20.57%	1	0	31954	0	0	0	0	0	0	0	0		0	0	31954	0	0	0	0	0	0	31954	0	0	0	0	0	0	0	0	0	1811	0	0	0	0	192691	25960									
12946																																																											118224	12350	12507	8.70%	11.99%	10.72%	105717	986269	1214671	565	0	55743	10.72%	1	0	123534	16399	853	0	565	0	0	0	0		0	0	105717	0	0	0	0	0	0	105717	0	0	0	0	0	0	0	0	0	12507	0	17252	157	0	1231923	67226									
12955																																																											14704	1290	1290	9.76%	12.27%	11.19%	13414	119847	137443	0	0	9800	11.19%	1	0	13414	0	0	0	0	0	0	0	0		0	0	13414	0	0	0	0	0	0	13414	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	137443	3614									
13103																																																											227686	12063	22290	12.87%	14.65%	13.22%	205396	1554055	1596362	11284	4933	34519	13.20%	1	0	225567	6628	2462	0	16217	0	0	-4933	0		0	0	205193	0	0	0	0	0	0	205193	0	0	203	203	0	203	0	0	48	22290	0	9090	10179	0	1610385	179764									
13251																																																											4740	311	311	10.83%	19.18%	17.92%	4429	24719	40881	8	0	2000	17.92%	1	0	4437	0	0	0	8	0	0	0	0		0	0	4429	0	0	0	0	0	0	4429	0	0	0	0	0	0	0	0	0	311	0	0	0	0	40881	2429									
13457																																																											6255	177	177	23.87%	44.07%	42.83%	6078	14192	25466	13	0	202	42.83%	1	0	6078	0	0	0	0	0	0	0	0		0	0	6078	0	0	0	0	0	0	6078	0	0	0	0	0	0	0	0	0	177	0	0	0	0	25466	5863									
14052																																																											7756	523	523	12.40%	18.58%	17.33%	7233	41735	58322	13	0	2688	17.33%	1	0	7247	0	0	1	13	0	0	0	0		0	0	7233	0	0	0	0	0	0	7233	0	0	0	0	1	0	0	0	0	523	0	1	0	0	58323	4546									
14155																																																											18465	1677	1677	9.61%	13.80%	12.54%	16788	133848	174655	-17	0	336	12.54%	1	0	16902	0	0	0	114	0	0	0	0		0	0	16788	0	0	0	0	0	0	16788	0	0	0	0	0	0	0	0	0	1677	0	0	0	0	174655	16583									
14650																																																											3706	296	296	10.07%	15.75%	14.49%	3410	23536	33878	0	0	500	14.49%	1	0	3500	90	0	0	0	0	0	0	0		0	0	3410	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	296	0	90	0	0	33968	3000									
