"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
1669	31140	5	16501	67654	0	131715	0	0	0	0	108053	0	357	16858	27104	18266	8915	115175	107656	34	40	2611	0	0	9962	25666	5879	3116	35060	2308	9715	1271	730	17519	14024	0	0	12023	0	false							
1856	1144	0	685	3276	0	6650	0	0	0	0	41695	0	1737	2200	4944	15329	0	5965	27134	0	12824	0	0	0	2120	10257	6384	395	12377	3000	3064	0	0	14213	6064	0	0	6064	7447	false							
2161	28948	0	1335	40154	0	79607	0	0	0	0	80440	0	7170	815	8909	23345	6729	78272	72289	0	981	0	0	0	5958	11518	2365	732	17476	868	5759	947	0	11664	7574	14461	0	6627	0	true							
2732	55854	0	11749	112181	0	162506	0	0	7000	0	353573	0	11320	22319	40483	114700	12179	150757	342253	0	0	4419	7000	7000	21692	37880	17735	3743	59396	42111	31756	25896	2206	40567	101969	0	0	73867	0	true							
2750	12822	0	2418	5854	0	14017	0	0	4000	0	41232	0	5970	4014	8469	546	1600	11599	29365	0	5897	502	0	0	2535	8486	10680	67	10315	5046	266	785	0	13298	6097	0	4000	5311	5897	true							
3252	14566	0	66066	31343	0	94091	0	0	4841	0	73721	0	23615	78924	11337	12900	4940	28025	47169	0	2937	0	4332	3731	5819	12729	8292	2306	18548	9438	6403	884	384	17808	17110	1982	509	15841	1931	false							
3458	2345	0	2643	5170	0	10940	0	0	3000	0	35992	0	5905	5779	10757	2732	1095	8297	30087	0	0	269	3000	3000	4701	11965	7992	1264	13666	792	2873	1040	288	15164	4993	0	0	3665	0	true							
3720	46283	0	28072	53751	0	139702	0	0	0	0	97086	0	2982	27718	20428	6544	5437	111630	94104	0	0	1463	0	0	12752	15411	4080	239	28123	2734	7986	1057	0	12054	11777	0	0	10719	0	true							
3971	96890	0	39	21745	0	37370	0	0	23387	0	497354	0	4675	1890	97644	221604	16753	37331	466338	0	26341	4871	23387	15245	34792	61386	42913	17063	96178	3803	10359	3779	4765	58510	22706	0	0	14162	2954	true							
4156	21800	0	10681	44323	0	92189	0	0	0	0	114947	0	26736	26454	16548	42884	4071	81508	83747	0	4464	1806	0	0	14965	16034	8804	4213	30999	1012	3064	1323	848	27468	6247	13330	0	4076	4464	true							
4231	17334	0	19400	26009	0	50754	0	0	0	0	53702	0	505	17232	13556	5476	11323	31354	53197	0	0	6817	0	0	3756	9704	11123	3045	13460	500	390	1856	517	14073	3263	0	0	890	0	true							
5069	57005	0	0	29709	0	31873	0	0	43785	0	196045	0	742	0	28012	8430	1066	31873	168884	0	26419	622	43785	19916	9185	49736	30855	4542	58921	6215	22790	2589	4698	66306	36292	0	0	29005	8464	false							
5135	21986	0	35658	76303	0	139510	0	0	33903	0	257571	0	10648	38441	80254	47188	17513	103837	211280	15	35643	8367	32909	32909	62296	75824	10369	435	138120	9506	29181	786	0	68670	39473	0	994	38687	1490	true							
5210	742008	4	29444	69631	0	116951	0	0	0	0	1303294	0	110116	120422	219173	153433	62141	87503	1193178	0	0	14701	0	0	72051	180136	79645	8044	209061	15997	38306	9518	4157	120703	67977	2458	0	49021	12170	true	25437	23862	95223	58210	462310	127546	
5461	337392	0	11087	57256	0	57256	0	0	0	0	492061	0	13889	18138	5322	128797	2077	46169	478172	0	0	820	0	0	4371	6916	1273	291	11287	6418	6192	411	0	7528	13021	42083	0	12610	0	true							
5751	10878	0	3451	35410	0	58906	0	0	3229	0	121539	0	26436	25811	17410	65710	8533	55455	91107	0	3996	4062	3229	1244	11731	16846	8636	1914	28577	1895	2313	907	709	21717	5824	0	0	4208	1491	true							
6039	36104	0	16467	105726	0	125204	0	0	0	0	129424	0	1965	12186	38515	22288	10629	108737	127459	0	0	2342	0	0	17187	38209	7809	418	55396	1833	3829	1747	0	25108	7409	0	0	5662	99	true							
6329	61329	0	13207	247995	0	307026	0	0	10614	0	464876	0	40608	11905	81431	138370	12057	293329	421570	490	2698	3030	10614	10614	56173	127203	26249	2654	183246	15198	30689	6118	893	130848	52898	69932	0	45887	19672	false							
7009	0	0	0	119757	0	119757	0	0	0	0	766950	0	0	0	0	766950	0	119757	766950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	26881	0	12294	27343	0	101793	0	0	0	0	77349	0	5784	0	20316	14980	6440	89499	71565	0	0	282	0	0	2308	10324	17490	1672	12632	263	0	3431	0	11478	3694	0	0	263	0	true							
7072	71341	0	899	42084	0	66422	0	0	6934	0	198336	0	16234	9750	37560	44640	15635	65523	182102	0	0	4449	6934	6934	11884	31867	18749	4576	43751	1325	11037	2364	554	29516	15280	0	0	12362	0	true							
7456	19360	0	15291	18344	0	44007	0	0	0	0	40850	0	3251	15042	12048	0	2399	28716	35865	0	1734	0	0	0	3478	9649	6028	90	13127	259	1123	517	346	7197	2245	0	0	1382	1734	true							
7634	7966	0	1880	12301	0	17399	0	0	0	0	43823	0	109	615	12077	1339	5916	15519	43714	0	0	4071	0	0	5586	17184	4000	768	22770	1972	4753	255	0	15461	6980	0	0	6725	0	false							
8033	26235	0	1839	62579	0	93260	0	0	0	0	167778	0	938	1517	44317	62	7601	91421	147958	0	18882	4074	0	0	16314	40946	48553	4927	57260	2458	7630	19333	1320	66423	30741	0	0	10088	18882	true							
8462	1175	0	6019	74700	0	117628	0	0	0	0	38902	0	9618	13781	7691	4021	3535	111358	29284	251	0	1327	0	0	8654	9336	1074	0	17226	4261	10381	0	0	11373	14642	0	0	14642	0	true							
8631	16935	0	202	17598	0	22974	0	0	0	0	33382	0	1025	886	7662	2406	2470	22772	32357	0	0	1051	0	0	1254	4708	4040	2357	5961	491	1193	0	0	4697	1684	0	0	1684	0	true							
9357	112361	192	996	40673	0	49319	0	0	25000	0	381576	9468	0	0	26021	240049	1007	48131	372108	0	0	437	25000	25000	25263	1099	101	207	26362	1679	816	0	0	650	2495	5087	0	2495	0	true							
9553	17568	0	11297	18928	0	41750	0	0	7249	0	69254	0	3552	14145	16784	7164	6785	30453	63219	0	2483	0	7249	7000	13939	11609	12167	1615	25548	666	3070	1455	0	22546	5191	0	0	3736	2234	true							
9807	486844	0	29084	110257	0	162489	0	0	0	0	1746133	0	341641	125212	80206	880139	79984	133405	1404492	0	0	1916	0	0	76320	108956	63064	1585	182628	91452	32748	5025	0	169719	129225	10600	0	122674	127602	true	9064	14036	540216	339903	293860	190445	
9955	10936	30	3855	30280	0	45929	0	0	4750	0	78881	0	22426	22015	6737	46200	888	42044	56455	0	0	0	4750	2242	4051	6764	7696	416	10815	500	2318	0	0	12190	2818	0	0	2818	0	true							
10250	162109	0	949	28066	0	53805	0	0	0	0	357606	0	7423	4843	45224	108230	27335	52856	349582	0	601	10319	0	0	12761	28218	27932	2444	40979	4108	7258	4012	536	26131	15914	2618	0	11366	745	true							
10849	63304	0	1673	9806	0	24008	0	0	0	0	198026	0	34660	36333	41749	24597	8601	22283	163366	52	0	2411	0	0	16374	54807	16915	562	65642	2484	16513	2067	404	46909	21468	0	0	18997	3219	false							
11145	34833	0	37954	57527	0	114363	0	0	6112	0	116152	0	15069	4504	26671	23590	8228	76225	101083	184	0	4680	6112	1059	3800	15355	15926	3624	19155	580	10056	7594	793	12035	19023	0	0	10636	0	true							
11640	158566	0	6268	16485	0	28981	0	0	0	0	268570	0	41630	31756	33781	23453	18087	22713	226940	0	0	10139	0	0	12667	24350	17105	9560	36957	2173	14735	2787	3174	29901	22869	0	0	16908	0	true							
11837	5882	0	40767	8594	0	60444	0	0	0	0	36754	0	80	39309	13193	6407	2552	19677	36674	0	0	525	0	0	2656	8387	6773	3329	11043	264	1805	835	416	7952	3320	0	0	2069	0	true							
12030	38574	0	44279	119236	0	155607	0	0	0	0	189576	0	1598	40301	52602	51877	17375	111328	187778	0	200	6071	0	0	18240	44970	14753	6096	63210	537	8100	6429	0	31457	15066	0	0	8637	0	false							
12142	29820	0	10256	71281	0	125609	0	0	0	0	77238	0	2235	9102	18971	12183	6809	115353	75003	0	0	1618	0	0	14231	13380	1527	1	22833	3745	2039	312	0	10168	6096	0	0	5460	0	true							
12311	8943282	48	1291984	9913098	0	10751214	0	0	2571883	0	74917959	0	3504198	1907305	2922515	60693456	578320	9444793	71400996	14389	12765	118664	2571883	2571883	1409940	2363211	521057	42572	3773151	388739	509388	44670	1644	1414265	944441	1986199	0	898127	0	true	761727	625242	25556997	33640422	300224	8627944	
12647	27269	0	2300	48570	0	58718	0	0	18846	0	99996	0	6270	0	11662	33037	3652	56418	93726	0	0	246	18846	13159	3825	9382	4627	0	13207	3037	13132	5687	0	6172	21856	0	0	16169	0	false							
12656	2574	0	689	4386	0	6888	0	0	0	0	8463	0	1469	584	2584	1195	819	6199	6994	0	0	219	0	0	695	2931	945	123	3626	0	0	0	0	2110	0	0	0	0	0	true							
12946	73584	0	226861	197098	0	421943	0	0	64914	0	997564	0	281966	311968	145980	322886	48950	195082	715598	0	0	21853	0	0	61569	166747	69737	13014	227375	111540	129764	45941	2783	165087	290028	82137	64914	241304	0	true	42005	21572	161074	69597	68014	5570	
13103	477771	0	29419	96989	0	213825	0	0	42166	0	1673740	0	387724	0	178261	786426	67705	184256	1284639	150	1377	27416	42166	15025	33753	129227	95250	16486	162980	30074	71785	27851	5117	96455	134827	0	0	101859	0	true	8982	76503	366116	154618	186463	168039	
13251	3927	0	673	8855	0	13895	0	0	0	0	30843	0	2734	2317	5674	20727	1173	13222	28109	0	0	0	0	0	1543	3474	1173	0	5017	0	0	0	0	515	0	0	0	0	0	true							
13457	3149	0	546	4399	0	7400	0	0	0	0	9453	0	824	360	2032	1668	1155	6854	8629	0	0	0	0	0	1175	1853	636	0	3028	570	402	0	0	1632	972	0	0	971	0	false							
14155	21740	0	10234	57935	0	98612	0	0	2171	0	96411	0	12096	3943	16813	35385	6173	86541	84074	1837	241	2737	0	0	5323	18984	7610	1105	24307	365	2304	3595	0	16207	6264	39809	0	2669	0	true							
14650	7574	0	2272	9477	0	14448	0	0	0	0	20178	0	952	1992	3437	1184	1333	12176	19226	0	0	506	0	0	2348	2102	2568	3262	3901	253	255	631	0	6843	1139	0	0	508	0	false							
14753	16898	1	1006	15197	0	15197	0	0	0	0	26950	0	2442	1409	6381	0	2784	14190	24508	0	0	812	0	0	3577	5133	496	82	8710	500	0	264	0	2907	764	0	0	500	0	false							
14865	262495	5	10292	67824	0	67824	0	0	0	0	372728	0	48392	35094	24319	65915	12414	57527	324336	0	0	3489	0	0	19605	12414	7214	2200	27869	571	958	1356	0	17114	2885	18158	0	1529	0	true							
14977	4618	0	0	8814	0	13121	0	0	0	0	27431	0	0	0	7700	1050	3083	13121	27431	0	0	1124	0	0	5017	11281	1852	323	16298	1296	1995	0	0	10773	3291	0	0	3291	0	false							
16551	46397	0	8880	63506	0	108635	0	0	5764	0	171775	0	9478	9933	49752	45070	23246	99318	162297	437	0	7078	5764	2985	9334	28181	32625	1259	37515	1288	1517	6103	0	21647	8908	0	0	2805	0	true							
16748	16626	0	2290	22301	0	27133	0	0	0	0	43193	0	1423	0	10025	8362	3058	24843	41770	0	0	1061	0	0	3240	6092	6300	905	9312	0	825	842	0	6513	1667	0	0	825	0	false							
17110	0	0	0	0	0	0	0	0	0	0	137824	0	6723	0	22835	0	8819	0	131101	0	0	4432	0	0	63727	0	0	0	63727	74097	0	0	0	40892	74097	0	0	74097	0	false							
17147	5874689	25	517215	529841	0	909226	0	0	562285	0	9055438	0	1133999	942	956369	1487537	179765	390997	7921439	989	0	40414	562285	142522	234437	984508	146929	35280	1218945	52058	221013	17080	1907	444785	292058	7439	0	213574	0	true	9525	258432	897341	390896	2055127	3353788	
17259	13117	0	1720	10843	0	17080	0	0	0	0	33269	0	2784	4004	9565	1330	4745	15360	30485	0	0	2011	0	0	3200	7261	4889	798	10461	300	798	1059	518	6582	2675	0	0	1098	0	false							
17950	91463	371	41698	97919	0	204640	0	0	18047	0	339974	268	55121	50904	38343	144776	21068	162571	264576	0	20009	9838	0	0	12670	31148	16679	4918	43553	9982	25728	2610	0	27072	38320	38632	18047	35710	0	true							
17978	53108	0	0	2710	0	31811	0	0	0	0	139242	0	961	711	45657	2763	31536	31811	135668	0	2613	13501	0	0	12469	28580	15668	13407	41048	2473	7611	332	2832	24467	13248	0	0	10083	0	true							
18050	81934	0	65701	207687	0	280965	0	0	0	0	265151	0	4969	65582	42466	47673	11835	215264	260182	0	0	4119	0	0	26089	45594	18739	715	70450	11181	23000	10225	0	48671	44406	13843	0	33691	0	false							
18135	25898	0	0	96284	0	121729	0	0	4939	0	96925	0	0	0	12640	33211	3650	121729	96925	0	0	811	4939	4939	7386	6690	2079	1809	13687	4638	14637	577	0	5324	19852	4939	0	19275	0	true							
18827	748132	0	15296	60796	0	97898	0	0	160	0	1057970	0	215772	198392	68630	136010	22556	80789	841916	1813	282	7050	160	160	19915	50945	25678	10069	70860	14617	44206	7637	761	37977	67221	0	0	58823	0	true	36248	19249	47365	41444	164749	465849	
18836	18155	0	1643	31283	0	40645	0	0	0	0	93746	0	3103	1303	35968	13668	12958	39002	90643	0	0	4847	0	0	14000	17139	19853	6577	27272	1142	1575	783	855	21600	4355	2440	0	2717	0	true							
18854	72750	0	45219	346514	0	349810	0	0	24090	0	407966	0	25997	398	25540	132678	2359	304591	322958	0	59011	831	24090	24090	45857	64746	34789	1442	110603	13189	32491	9521	503	121294	55704	176231	0	45679	59011	true							
19356	10155	0	4221	20392	0	35530	0	0	8097	0	43096	0	779	2830	8533	4094	1359	31289	32520	20	9797	0	0	0	2671	5605	3446	1282	8201	4810	9774	263	996	4471	15843	0	8097	13585	0	false							
19936	16557	0	41304	57909	0	154002	0	0	0	0	147324	0	12352	47872	18744	84285	8593	112698	134972	0	0	3764	0	0	7992	17852	7707	3689	25844	2058	3752	1654	1777	18496	9241	0	0	5810	0	true							
19972	80354	0	0	0	0	0	0	0	0	0	80354	0	0	0	0	0	0	0	80354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	13734	0	1936	23472	0	35518	0	0	14964	0	67210	0	4590	0	29645	8625	7634	33582	62620	0	0	1617	11130	2220	4706	15631	10884	6340	18744	0	3672	3616	0	7916	7288	3834	0	3672	748	true							
20633	51045	0	13669	26509	0	120042	0	0	0	0	135589	0	8712	11457	28888	22855	10778	106368	125896	5	981	3395	0	0	6114	28036	17808	3606	34150	524	3858	1476	267	26676	6125	16254	0	4382	2671	true							
20857	9466	0	9719	17817	0	49965	0	0	0	0	58682	0	8946	12609	4492	36427	2346	40246	49736	0	0	0	0	0	1769	4906	1730	231	6675	806	3346	0	0	4144	4152	0	0	4152	0	true							
21256	972	0	2342	2274	0	5083	0	0	0	0	3393	0	315	1690	562	527	1321	2741	3078	0	0	849	0	0	323	453	234	33	776	0	0	849	0	481	849	0	0	0	0	true							
21359	13828	0	2195	10868	0	19361	0	0	0	0	31570	0	2866	1816	4189	10600	4002	17166	28704	0	0	0	0	0	1590	3578	504	470	5168	1000	0	0	0	1953	1000	0	0	1000	0	true							
21658	25651	1	4262	22949	0	68208	0	0	3	0	87549	0	4606	5199	32730	8738	14890	63945	82943	0	0	5219	3	3	6426	23829	11416	4387	30255	1436	4124	1182	360	13328	7102	0	0	5560	0	true							
22048	23642	0	6934	81921	0	81921	0	0	6270	0	93782	0	8036	9517	22225	0	6446	74987	85746	0	0	2694	6270	4286	9882	23385	15145	4386	33267	7249	5451	4096	546	30573	17342	814	0	12700	0	true							
22543	51959	0	15408	62644	0	100256	0	0	0	0	94395	0	3299	0	13906	15183	4463	84848	91096	0	0	1391	0	0	1829	12027	6925	1057	13765	537	4622	255	0	7934	5414	2002	0	5158	0	true							
22552	14171	0	2042	18091	0	32772	0	0	6149	0	49632	0	3288	2566	17149	4253	3210	30730	46344	0	0	0	6149	249	4342	10669	13853	18	15011	808	1268	250	0	11733	2326	0	0	2076	0	true							
22730	38	0	16476	74256	0	102876	0	0	0	0	71473	0	10989	19800	9472	56962	2915	86400	60484	0	0	528	0	0	3396	3303	4541	1535	6028	0	850	848	0	3302	1698	0	0	850	0	true							
23456	20052	0	9157	23623	0	87438	0	0	0	0	98244	0	11038	15081	36011	12023	13562	78281	87206	0	0	5137	0	0	5980	22363	19820	7344	28343	850	7635	1262	915	19496	10662	0	0	8485	0	true							
23504	1438057	0	123565	648665	0	703626	0	0	162426	0	3114684	0	484877	360265	93884	1368650	14866	580061	2629807	0	0	3426	120101	120101	30369	126277	14543	7140	156646	9897	37291	80149	2311	84445	129648	1608	0	47188	17574	true	60440	5952	471922	620495	438789	95507	
23643	15385	0	19053	36094	0	75912	0	0	0	0	108521	0	10925	27823	28466	2298	6750	56859	97496	0	100	2343	0	0	10903	28875	19159	0	39778	1663	19243	10997	0	30469	31903	0	0	20906	0	true							
23755	63191	35	7735	51516	0	96631	0	0	0	0	97594	33	8695	12270	10132	14002	4823	88861	88866	0	0	1163	0	0	3848	7210	3938	1366	11058	2370	765	903	0	6230	4038	250	0	3135	0	false							
24006	363931	10	10048	141008	0	315280	0	0	77500	0	995300	0	23785	28458	186050	162208	59957	305222	971515	0	0	17278	77500	47500	53449	176344	110359	53601	229793	10542	30020	18907	15942	207702	75411	0	0	40562	0	true	50039	91213	116369	45839	290122	62530	
24378	19572	0	0	7187	0	13035	0	0	0	0	41607	0	523	500	14201	669	5817	13035	41084	0	0	1525	0	0	3309	4995	7213	5542	7068	308	0	0	0	6858	307	0	0	308	0	false							
24453	19730	0	5175	83305	0	110647	0	0	6687	0	163809	0	11203	13201	12827	112838	3798	105472	152357	0	249	2797	6687	3787	5306	8886	7109	1538	14192	5138	2700	563	0	10012	8401	1375	0	7838	249	true							
24659	19693	0	1100	14327	0	25425	0	0	0	0	28001	0	1086	518	4293	530	2802	24325	26915	0	0	1041	0	0	2518	2314	2060	189	3093	436	0	261	0	2788	697	0	0	436	0	true							
24668	308062	0	40328	46346	0	72990	0	0	0	0	1459119	0	171131	162418	108794	434300	46698	31190	1283891	1472	4097	28622	0	0	137567	249611	16377	2403	349947	130337	157537	22623	302	297165	310799	189635	0	253312	0	false							
24949	45053	0	16602	94473	0	139674	0	0	0	0	198626	0	5584	10959	64501	56589	12222	122091	193042	981	0	2692	0	0	11366	39563	39744	465	50870	1044	2411	2122	269	26637	5846	8969	0	3455	0	true							
25357	212896	0	8829	10112	0	49328	0	0	0	0	372929	584	6051	9010	35313	72810	9463	40499	366294	0	0	4552	0	0	28851	33103	12660	4163	61954	1571	3057	3818	0	43463	8446	0	0	4628	0	true							
25647	20698	2	0	25783	0	28184	0	0	0	0	136884	0	34	0	34992	6697	6851	28182	125142	0	11708	3115	0	0	11467	50718	28545	561	62185	1326	11149	5722	0	56299	18197	0	0	12475	11708	false							
26176	47063	0	492	21660	0	39930	0	0	40695	0	261015	0	32226	0	26493	23718	4997	39438	225427	0	3362	2100	40695	37886	51748	101369	15047	971	153117	2908	12417	5775	0	142642	21100	39965	0	15325	11679	true							
26457	2172	0	2532	5521	0	9098	0	0	0	0	17838	0	2597	4379	2993	9862	445	6566	14996	0	245	259	0	0	1853	2180	1007	4	4033	501	0	259	0	2051	760	0	0	501	0	true							
26765	49070	0	27692	120261	0	173149	0	0	6764	0	1530072	0	86360	86618	68871	975578	4879	145274	1443712	183	0	1732	6764	6764	56638	106222	27165	2773	162860	89043	148239	74518	826	123927	312626	6764	0	237282	0	true	51350	8509	82827	195993	47113	1957	
27070	190309	0	16254	126981	0	126984	0	0	1011	0	527991	0	8157	898	153126	48565	62796	110730	517707	0	2127	21229	1011	1000	68038	130143	43037	5805	186060	8198	24750	8048	1097	93896	42093	11355	0	32326	0	false							
27548	358090	0	58769	24321	0	181802	0	0	636	0	651387	0	50756	83614	52836	177725	24104	114699	597603	8334	3028	1197	636	636	17070	43057	20966	9153	60127	5656	17764	1648	258	37410	25326	58330	0	23420	2790	true							
27614	94614	0	3952	87878	0	162662	0	0	0	0	203327	0	33268	36521	38095	32883	15816	158710	170059	0	0	796	0	0	8061	30970	13306	3076	38351	10427	8290	1429	271	17318	20417	0	0	18717	0	true							
27847	53926	0	36973	97446	0	177373	0	0	4133	0	379283	0	37546	58130	116446	45506	36004	140400	331084	0	10653	16930	0	0	40014	97450	85195	3612	137464	5212	32844	14982	542	109825	53580	18599	4133	38056	9263	true							
28013	762714	0	164266	137734	0	275945	0	0	259024	0	3185521	0	212195	336442	563303	1374255	89185	111679	2973326	0	0	34687	259024	211197	398660	391023	89343	34563	789683	65701	57141	8520	3601	350286	134963	0	0	122842	0	true	55743	55936	1197773	176482	759796	2918	
28152	28178	0	6052	36348	0	55145	0	0	12	0	81451	0	8336	8948	17712	28551	7884	49093	73115	0	0	2063	12	0	4027	10134	8333	1453	14161	0	521	252	0	6236	773	2665	0	521	0	true							
28675	14190	0	13552	34729	0	35562	0	0	35485	0	87355	0	8211	0	45709	16115	4260	22010	79144	0	0	940	33185	23119	18290	16314	16108	1178	34604	3350	806	0	1004	6181	5160	0	2300	4156	0	false							
28732	18994	0	2447	31102	0	38408	0	0	0	0	47662	0	4999	5734	7171	8919	3185	35961	42663	0	0	1323	0	0	4096	7531	2415	38	11627	270	4249	1150	0	6909	5669	0	0	4519	0	true							
29476	2380	0	921	6638	0	23715	0	0	5761	0	67202	0	6887	910	13319	4439	3630	22794	45026	0	15289	2286	0	0	5049	16448	24488	4516	21497	3803	3327	2752	0	37182	9882	4389	3580	7130	21859	true							
29636	83064	0	38445	89074	0	153703	0	0	0	0	747029	0	107738	136532	97666	407793	36301	114912	639291	346	0	17495	0	0	42788	56248	66494	21294	99036	22392	16203	20856	9897	89158	69348	0	0	38595	0	false							
29878	648209	0	0	33369	0	131059	0	0	0	0	1148850	0	0	0	220705	16888	85333	131059	1148850	0	0	28285	0	0	66348	207853	96223	28798	274201	9713	44915	18787	11116	178517	84531	0	0	54628	0	true	19576	90744	16195	693	638489	9720	
30052	2787	0	0	11734	0	14114	0	0	0	0	12124	0	0	0	1316	6437	152	14114	12124	0	0	0	0	0	240	2216	190	0	2456	0	251	0	0	1331	253	0	0	251	0	true							
30502	422657	0	14476	34402	0	75567	0	0	0	0	657350	0	99417	97723	56239	122922	20562	61091	557926	0	7	5755	0	0	20625	48961	15866	12639	69425	2680	8028	913	2059	41852	13680	0	0	10708	0	true							
30650	9770	0	1925	26171	0	43619	0	0	5	0	60658	0	490	5	9993	27538	2844	41694	60168	0	0	630	5	5	5259	6179	4550	0	11438	277	5394	1692	0	5995	7363	5	0	5671	0	true							
