"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
6039	33403	0	15413	108818	0	128661	0	0	0	0	126697	0	2612		40695	18408	11222	113248	124085	0	0	2232	0	0	12424	48594	6466	358	61018	1100	4745	1200	0	27147	7045	0	0	5845	99	false							
6329	59639	0	14813	250328	0	314239	0	0	5614	0	437105	0	23058		90271	89020	12277	299426	412746	0	1301	2952	5614	5614	41155	144788	42613	3193	185943	4435	41980	9643	639	141478	56697	35494	0	46415	21573	false							
7009	0	0	0	58659	0	58659	0	0	0	0	657254	0	0		0	657254	0	58659	657254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	27317	0	11832	24882	0	100004	0	0	0	0	77646	0	5928		20561	16154	6156	88172	71718	0	0	278	0	0	3265	7797	16883	2460	11062	263	0	3507	0	9844	3770	0	0	263	0	true							
7072	72833	0	1660	40886	0	65527	0	0	7005	0	200283	0	17662		41265	43194	16449	63867	182380	0	241	4501	7005	7005	13984	33923	17261	4035	47907	0	13107	1398	548	27938	15053	0	0	10000	0	true							
7456	22281	0	14062	16955	0	38772	0	0	0	0	47171	0	4937		12596	0	2473	24710	40500	0	1734	0	0	0	2516	10300	6903	236	12816	2713	1116	764	342	7359	4935	0	0	3829	1734	true							
7634	8159	0	2069	11350	0	16652	0	0	0	0	43207	0	139		12206	1296	5867	14583	42968	0	100	3866	0	0	4054	17773	4248	752	21827	1347	5033	545	0	14621	6925	0	0	6380	0	false							
8033	26098	0	2012	52304	0	80339	0	0	0	0	151281	0	963		43312	68	7183	78327	128209	0	22109	3637	0	0	8266	37045	52655	5507	45211	7556	4012	10073	0	60161	21641	0	0	11568	22109	true							
8462	1244	0	4766	72128	0	115161	0	0	0	0	39138	0	9240		7344	5408	3580	110145	29898	250	0	1401	0	0	10887	10058	1260	0	20287	5524	4263	494	0	14861	10281	0	0	9787	0	true							
8631	17782	0	288	18262	0	23043	0	0	0	0	34170	0	987		7705	2415	2563	22755	33183	0	0	1058	0	0	1299	4487	3676	3089	5786	0	1423	0	0	4845	1423	0	0	1423	0	true							
9357	115753	175	538	40494	0	46566	0	0	55000	0	349156	9333	0		895	174200	1137	45853	339823	0	0	435	55000	55000	55747	493	544	206	56240	1400	813	0	0	56095	2213	5214	0	2213	0	true							
9553	17161	0	14044	19403	0	43271	0	0	8249	0	61597	0	3701		13658	7878	6124	29227	56656	0	1240	0	8249	8000	3220	21429	7588	250	24649	433	2755	882	0	18829	4070	0	0	3188	991	true							
9807	470249	0	33561	102641	0	154939	0	0	0	0	1724591	0	313455		76907	838531	81344	121378	1411136	0	0	1755	0	0	32765	161362	84176	1847	194127	81413	48542	5705	0	203244	135660	10600	0	129955	162790	true	8165	11540	533370	305161	289331	180918	
9955	11440	30	3924	26923	0	40482	0	0	3250	0	74663	0	23863		6948	45266	990	36528	50800	0	0	0	3250	3250	5684	5721	3104	246	11405	0	2800	402	0	7807	3202	0	0	2800	0	true							
10250	150735	0	1202	27383	0	51824	0	0	0	0	340414	0	7472		44150	104339	28128	50621	332096	1	846	10763	0	0	7418	23906	36971	2273	31324	817	6167	6137	1652	26418	14773	2442	0	6984	745	true							
10849	58197	0	2043	10189	0	27168	0	0	0	0	195173	0	35161		43802	26825	8823	25124	160012	1	0	2444	0	0	17610	47985	22997	839	60142	2067	15304	3349	0	45628	20721	0	0	17371	3999	false							
11145	34183	0	36719	41758	0	98296	0	0	1059	0	107263	0	14349		20214	22091	7780	61373	92914	204	0	4161	1059	0	2746	11078	14334	4221	13824	816	3084	14456	254	12165	18610	0	0	3900	0	true							
11640	171662	0	6115	16338	0	28515	0	0	0	0	291070	0	41494		34553	30469	18305	22400	249576	0	0	10397	0	0	12458	29330	13870	9801	41706	2608	15311	3708	1854	30906	23480	0	0	17919	0	true							
11837	5517	0	25928	9164	0	45578	0	0	0	0	35735	0	186		13325	7635	2698	19650	35549	0	0	632	0	0	1507	9643	3410	6208	11150	0	568	331	916	7443	1815	0	0	568	0	true							
12030	39117	0	19758	101188	0	139208	0	0	0	0	186925	0	1577		52799	52001	17554	119450	185148	0	200	5976	0	0	17024	37810	24292	3075	54834	2533	2598	8475	0	29402	13606	0	0	5131	0	false							
12142	29088	0	10027	66754	0	125072	0	0	0	0	78835	0	4244		19096	12794	6831	115045	74591	0	0	1638	0	0	11956	15676	1454	0	22834	2971	3596	1300	0	9990	7867	0	0	5973	0	true							
12179	6824	0	513	9225	0	12598	0	0	0	0	23319	0	1048		6576	7328	1524	12085	22271	0	0	403	0	0	1685	4260	2256	966	5944	0	0	0	0	2591	0	0	0	0	0	true							
12311	9122036	26	1033462	7762401	0	8345783	0	0	2639287	245	75265604	0	3787531		3691007	59405286	652221	7286465	71465315	25830	12513	142435	2639287	2634039	670633	3943477	953031	41773	4614110	222914	785838	118694	1923	1917907	1129369	1615374	0	1008752	0	true	635977	497459	24485866	33198520	307023	8800562	
12647	26591	0	1697	38629	0	48066	0	0	19674	0	90797	0	5791		12434	23303	4258	46369	85006	0	0	496	19674	12997	4574	9151	4785	0	13725	8983	6733	6677	0	6076	22393	0	0	15716	0	false							
12656	2356	0	920	4946	0	7343	0	0	0	0	8519	0	1502		2527	1142	830	6423	7017	0	0	223	0	0	697	2550	1663	111	3247	0	0	0	0	2494	0	0	0	0	0	true							
12946	65106	0	213395	175771	0	387244	0	0	87749	0	1005978	0	324981		135517	337060	47098	173849	680997	0	0	21497	0	0	67893	114712	95874	14667	181619	104680	157687	45004	3295	157629	310666	82535	87749	262367	0	true	32938	22908	155550	79425	60620	4486	
13103	473819	0	26481	89432	0	205841	0	0	42166	0	1608741	0	368584		180980	737083	67710	179079	1238487	281	1670	26537	42166	0	32598	85248	142379	15889	117846	22005	63604	31701	4415	95134	121725	0	0	85609	0	true	9823	76808	330900	152374	182299	175531	
13251	4055	0	1021	8006	0	12395	0	0	0	0	29187	0	2535		5819	18784	1130	11374	26652	0	0	0	0	0	1163	4106	1078	0	5269	0	0	0	0	528	0	0	0	0	0	true							
13457	3537	0	512	4381	0	7115	0	0	0	0	9586	0	817		2199	1419	1186	6603	8769	0	0	0	0	0	479	2546	639	0	3025	0	965	0	0	1466	965	0	0	965	0	false							
14155	20497	0	11862	52639	0	96024	0	0	4171	0	95007	0	15742		15769	35007	5628	81463	78427	2699	838	2328	0	0	7473	13052	10268	1194	20525	258	3847	3411	0	16218	7516	42342	2000	4105	0	true							
14650	7697	0	4195	9511	0	16569	0	0	0	0	17901	0	170		3470	1166	1233	12374	17731	0	0	409	0	0	1350	2547	2023	1490	3072	1000	253	375	0	3939	1628	0	0	1253	0	false							
14753	14371	0	926	12778	0	12778	0	0	0	0	24425	0	2366		6574	0	2893	11852	22059	0	0	730	0	0	2772	6176	313	29	8948	500	0	264	0	2716	764	0	0	500	0	false							
14865	88809	0	28488	219235	0	219235	0	0	0	0	202657	0	20816		26713	63423	12755	190747	181841	0	0	3648	0	0	20392	15193	9833	2195	31381	566	904	1342	0	20900	2812	36104	0	1470	1737	true							
14977	4773	0	0	7091	0	10244	0	0	0	0	27050	0	0		7755	1023	3193	10244	27050	0	0	1124	0	0	3828	11045	2597	339	14873	425	2481	537	0	10054	3444	0	0	2906	0	false							
16551	44997	0	6448	63259	0	106089	0	0	6917	0	168430	0	10040		55357	43337	24087	99155	158390	486	0	7308	6917	2153	8347	26051	35883	1175	34398	1025	3082	4534	0	16098	8641	0	0	4107	0	true							
16748	16023	0	2641	21391	0	26869	0	0	0	0	42830	0	1417		10455	7705	3340	24228	41413	0	0	1174	0	0	2641	7387	6660	751	9996	265	869	530	0	6983	1664	0	0	1134	0	false							
17110	0	0	0	0	0	0	0	0	0	0	97983	0	6646		19001	0	5481	0	91337	0	0	4359	0	0	51620	0	0	0	51620	46363	0	0	0	32619	46363	0	0	46363	0	false							
17147	4847387	0	338585	425434	0	746085	0	0	202830	0	7693773	0	1114312		930606	1195250	161007	406188	6579461	1312	0	33888	202830	80175	273413	726800	344447	34521	1000213	51983	178542	40235	1194	448575	271953	10573	0	167969	0	true	1356	59393	695160	320781	1801512	2829834	
17259	12893	0	1384	10452	0	16181	0	0	0	0	33751	0	3612		9404	1552	4527	14797	30139	0	0	1767	0	0	2233	8191	4910	720	10424	600	300	1839	513	6650	3252	0	0	900	0	false							
17950	64185	447	35714	80419	0	164439	0	0	36500	0	304706	267	51612		30516	132241	10650	128278	213628	0	39199	4354	0	0	9333	25458	14064	3701	34558	31285	21522	2917	0	22040	55724	39574	36500	52807	0	true							
17978	54032	0	0	2737	0	31911	0	0	0	0	142610	0	938		47549	2697	32803	31911	139267	0	2405	14490	0	0	9792	33330	15296	15084	43122	3332	5658	570	2820	25952	12380	0	0	8990	0	true							
18050	77937	0	61957	189450	0	276366	0	0	0	0	260764	0	5281		42862	49666	11365	214409	255483	0	0	3712	0	0	26954	39978	19824	966	65068	2950	31448	11040	0	44861	45438	11498	0	34398	0	false							
18135	27174	0	0	102967	0	128153	0	0	14192	0	121545	0	8437		13155	48683	3734	128153	111432	0	1676	729	14192	14192	6552	8920	3404	1640	14833	8869	14240	2063	0	7361	25172	14192	0	23109	0	true							
18827	744380	0	10815	60766	0	96046	0	0	159	0	1028605	0	173839		70020	125874	22483	83423	854623	1808	143	6184	159	159	13967	50635	33154	11888	64601	14191	22595	10434	1487	39623	48707	0	0	36786	0	true	39706	20460	56783	34439	172177	467650	
18836	17497	0	1457	31023	0	41262	0	0	0	0	94117	0	2807		36489	14062	12993	39805	91310	0	0	4717	0	0	16159	17486	15293	9043	30654	254	2723	769	832	21492	4578	2985	0	2977	0	true							
18854	69401	0	50028	291821	0	294825	0	0	31596	0	401633	0	38215		27476	119331	2949	244797	315463	0	47955	1247	31596	31596	31905	95418	26120	791	127323	19350	33284	6033	0	126758	58667	171531	0	52634	47955	true							
19356	9121	0	5418	16845	0	34557	0	0	13144	0	45725	0	1777		8806	3754	1472	29119	30083	20	13865	0	0	0	2225	6873	2998	936	9076	1000	8347	8424	2047	4226	19818	0	4097	8847	0	false							
19936	16227	0	36181	60421	0	143705	0	0	0	0	143079	0	11825		19397	79555	8938	107524	131254	0	0	3930	0	0	6354	19375	8747	4234	25729	766	3153	3282	1385	19314	8586	0	0	3919	0	true							
19972	75870	0	0	0	0	0	0	0	0	0	75870	0	0		0	0	0	0	75870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	12253	0	1497	22800	0	29919	0	0	14892	0	61616	0	3713		29635	5104	7408	28422	57903	0	0	1007	11130	2220	3523	9989	17059	7150	13512	2321	2203	2015	0	8086	6539	3762	0	4524	1247	true							
20633	52925	0	11313	26822	0	118860	0	0	0	0	133176	0	815		26561	24983	10889	107542	132361	5	0	3459	0	0	4994	16108	23753	4437	20820	250	3786	1675	265	22731	5976	17949	0	4036	2671	true							
20857	8498	0	8472	12498	0	42099	0	0	0	0	57006	0	7781		4415	35365	2370	33627	49225	0	0	0	0	0	2078	4323	1769	370	6401	262	1341	3000	0	4125	4603	0	0	1603	0	true							
21256	992	0	3313	2543	0	6284	0	0	0	0	3227	0	314		621	542	1371	2971	2913	0	0	842	0	0	84	522	204	41	606	0	0	842	0	230	842	0	0	0	0	true							
21359	12860	0	2300	10634	0	18150	0	0	0	0	27146	0	1920		3984	8460	3798	15850	25226	0	0	0	0	0	681	4082	687	376	4763	0	0	0	0	1842	0	0	0	0	0	true							
21658	21865	1	5503	23796	0	67775	0	0	3	0	83545	0	1468		32681	9093	15361	62271	82077	0	0	5532	3	3	8405	18762	15117	3475	27167	955	2226	3341	306	13078	6828	0	0	3181	0	true							
22048	23080	0	11083	82577	0	82577	0	0	8206	0	96032	0	9249		22526	0	6711	71494	86783	0	0	2934	8206	2005	14734	18902	18502	3087	33636	9426	5316	2984	0	32699	17726	807	0	14742	0	true							
22543	51584	19	10941	55524	0	94882	0	0	0	0	89379	0	6665		12990	13713	4396	83922	82714	0	0	1438	0	0	3843	6637	8203	1258	10478	255	1595	2291	0	6951	4141	0	0	1850	0	true							
22552	14046	0	2408	15687	0	29166	0	0	5510	0	47144	0	2792		13449	3771	3389	26758	44352	0	0	546	5510	859	3988	10202	13053	18	14190	0	1066	1000	0	13812	2066	0	0	1066	249	false							
22730	140	0	15314	65651	0	94234	0	0	0	0	71406	0	8454		9900	56350	3032	78920	62952	0	0	543	0	0	3370	4300	3871	1667	7102	0	1708	0	0	3308	1708	0	0	1708	0	true							
23456	19680	0	9859	21902	0	84814	0	0	0	0	96677	0	10992		35593	12620	13324	74955	85685	0	0	4797	0	0	7294	18549	20706	6671	25843	1374	6897	1974	912	17627	11157	0	0	8271	0	true							
23504	1589495	0	64655	526567	0	585801	0	0	122710	0	3254567	0	489923		60998	1388151	15363	521146	2764644	0	0	3943	80060	80060	36151	91972	15825	7110	128123	18825	50491	54965	1582	90060	125863	4486	694	69316	17827	true	52722	6579	449631	628883	417226	287251	
23643	15149	0	17982	36021	0	75232	0	0	0	0	102030	0	10798		28240	2045	6386	57250	91132	0	100	1733	0	0	9799	29091	18943	0	38890	2542	13600	10863	0	29592	27005	0	0	16142	0	true							
23755	61007	33	6022	44908	0	87349	0	0	0	0	94162	33	7175		10168	13534	5009	81294	86954	0	0	1285	0	0	3367	7023	4105	1608	10311	355	2362	800	0	5936	3517	0	0	2717	0	false							
24006	366629	2	12598	142655	0	321350	0	0	77520	0	971005	0	27505		184454	148134	59953	308750	943500	0	0	16866	77520	30000	29576	157252	134217	64005	186828	2371	33411	19457	15953	200596	71192	0	0	35782	0	true	49375	90805	98194	49940	301220	54735	
24378	19675	0	0	7270	0	12835	0	0	0	0	41545	0	507		14766	815	5914	12835	41038	0	0	1304	0	0	2942	4900	7705	5204	6612	304	0	0	0	5985	304	0	0	304	0	false							
24453	18365	0	7100	70188	0	96252	0	0	6687	0	162837	0	12450		12738	107298	3899	89152	149889	0	498	2873	6687	1149	3192	8414	9815	1627	11606	9343	3319	1465	0	10310	14126	1340	0	12661	498	true							
24659	20334	0	820	12910	0	22055	0	0	0	0	29413	0	1535		5225	676	3236	21235	27878	0	0	1075	0	0	3132	3361	986	204	3577	721	0	0	0	2458	721	0	0	260	0	true							
24668	284530	0	30162	72859	0	93308	0	0	0	245	1359284	0	169519		87825	498495	40450	60692	1183875	2454	5645	25314	0	0	133770	144640	18874	1090	218547	132664	105736	39485	0	210549	277885	162905	0	159890	0	false							
24949	45072	0	10719	90588	0	134138	0	0	0	0	189972	0	4142		63268	54536	12288	122879	185830	540	0	2374	0	0	19999	34599	31010	392	54571	1023	1349	1727	265	22732	4364	4710	0	2372	0	true							
25357	201474	0	12445	11623	0	47049	0	0	0	0	349674	581	6812		34850	59288	9024	34604	342281	0	0	3905	0	0	22358	39782	12570	4645	62140	3222	2539	3795	0	44506	9556	0	0	5761	0	true							
25647	16187	1	0	16329	0	18277	0	0	0	0	116495	0	33		27943	6789	6111	18276	99282	0	17180	2858	0	0	9479	43784	26614	1761	52937	673	6260	4948	0	53694	11881	0	0	6933	17180	false							
26176	45475	0	246	21393	0	35644	0	0	41985	0	262756	0	26202		36848	24425	5058	35398	233016	0	3538	2116	41985	39193	36746	111524	22023	1416	148269	1413	12879	6855	0	134861	21147	40833	0	14292	12931	true							
26457	2570	0	1550	4966	0	9008	0	0	0	0	20526	0	5792		3146	12254	452	7458	14734	0	0	256	0	0	1302	2678	953	12	3980	0	501	256	0	1799	757	0	0	501	0	true							
26765	46297	0	8060	101285	0	149637	0	0	4749	0	1507211	0	79185		67946	954892	5134	141394	1428026	183	0	1739	4749	4749	41765	97428	47638	2335	139193	72488	136038	106949	1381	121220	316856	4749	0	208526	0	true	72326	51542	89627	197157	44858	1438	
27070	159261	0	1408	37677	0	37677	0	0	1000	0	405090	0	6125		132977	0	57250	36269	397204	0	1761	18893	1000	1000	60933	107705	45411	2490	157794	4848	16643	7405	393	83564	29289	0	0	21491	0	false							
27548	281803	0	37931	26331	0	156044	0	0	2636	0	589466	0	37219		36844	214998	16975	50988	545291	67125	6956	346	2636	2636	9856	29206	21853	8755	39062	8998	11906	1584	507	32826	22995	63775	0	20904	6719	true							
27614	86628	0	2617	86529	0	160510	0	0	0	0	199462	0	35557		39149	34719	15815	157893	163905	0	0	791	0	0	7417	22850	21872	4440	28313	7506	10796	2963	270	17430	21535	0	0	18302	0	true							
27847	55816	0	30746	97295	0	166163	0	0	4088	0	377589	0	33490		119592	33176	34927	135417	332835	0	11264	15717	0	0	26327	106554	96207	5066	132881	12562	26537	14224	1121	114562	54444	6285	4088	39099	11100	true							
28013	736496	0	177245	126076	0	252476	0	0	237908	0	3109833	0	149636		545209	1368994	92260	75231	2960197	0	0	36443	237908	175581	290797	440897	96911	57261	731694	37711	67138	9665	3963	340657	118477	0	0	104849	0	true	7963	67268	1161728	207266	735126	1370	
28152	27127	0	5428	29989	0	47434	0	0	1513	0	80819	0	9149		17703	29590	7874	42006	71670	0	0	1921	0	0	3209	10375	8458	1544	13584	516	0	0	0	5883	516	2073	1513	516	0	true							
28675	13631	0	12815	32125	0	33009	0	0	30653	0	82014	0	8283		40992	16420	4353	20194	73731	0	0	1063	28153	15776	7891	19805	14519	4588	27696	2256	1860	540	504	5811	5160	0	2500	4116	0	false							
28732	19283	0	2755	31676	0	38801	0	0	0	0	48614	0	3529		7475	10765	3240	36046	45085	0	0	1072	0	0	2997	8761	2427	43	11758	796	2234	1309	0	6752	4339	0	0	3030	0	true							
29476	2769	0	1135	4813	0	18927	0	0	5722	0	66204	0	10259		11068	4419	3890	17792	42002	0	13943	2402	0	0	4701	13495	22795	3632	18196	7491	4087	2815	0	33555	14393	2470	3541	11578	17005	true							
29636	77687	0	45398	71530	0	147902	0	0	0	0	648520	0	110054		92422	350906	34729	102504	538466	0	0	16898	0	0	21150	67313	53408	19655	88463	8291	24276	15323	10511	69104	58401	0	0	32567	0	false							
29878	654309	0	0	35564	0	130527	0	0	0	0	1098744	0	0		206312	17947	84741	130527	1098744	0	0	27819	0	0	63341	196935	74119	22587	260276	13036	32493	15112	8865	150670	69506	0	0	45529	0	true	18701	87518	17165	782	645767	8542	
30052	3110	0	0	10177	0	12303	0	0	0	0	11934	0	0		1368	6030	142	12303	11934	0	0	0	0	0	525	1159	1110	0	1684	0	0	0	0	1427	0	0	0	0	0	false							
30502	399006	1	12417	35469	0	76311	0	0	30997	0	673503	0	92378		61209	120106	22082	63893	581118	0	7	6542	30997	30997	43182	59075	23794	10629	102089	3210	9418	3025	2057	75471	17710	0	0	12628	0	true							
30650	9809	0	488	24460	0	39954	0	0	5	0	60699	0	559		9977	28324	2812	39466	60140	0	0	466	5	5	3040	8568	4055	0	11608	3863	1464	1574	0	5687	6901	5	0	5327	0	true							
