"IDRSSD"	RCONF066	RCONF067	RCONF068	RCONF069	RCONF070	RCONF071	RCONF072	RCONF073	RCONF670	RCONF671	RCONF672	RCONF673	RCONF674	RCONF675	RCONF676	RCONF677	RCONF678	RCONF679	RCONF680	RCONF681	RCONL191	RCONL192	RIADF184	RIADF560	
	RETAIL ORGTNS CLSD-END 1-4 FAM:1ST L	RETAIL ORGTNS CLSD-END 1-4 FAM: JR L	WHSL ORG PRCH 1T4 FIRST	WHSL ORG PRCH 1T4 JR	CLSD-END 1-4 FAM RESDTL MTGS:FIRST L	CLSD-END 1-4 FAM RESIDTL MTGS:JR LIE	CLOSED-END 1-4 FAM RESDTL MTGS:FST L	CLOSED-END 1-4 FAM RESDTL MTG:JR LIE	RTL ORGTN QTR 1-4 RES MTG LN TOT CMI	RTL ORGTN QTR 1-4 RES MTG LN PRNPL A	WHOL ORGTN QTR 1-4 RES MTG LN TOT CM	WHOL ORGTN QTR 1-4 RES MTG LN PRNPL 	1-4 RES MTG LN HLD SALE QTR TOT CMTM	1-4 RES MTG LN HLD SALE QTR PRNPL AM	1-4 RES MTG LN HLD SALE TOT CMTM CR	1-4 RES MTG LN HLD SALE QTR PRNPL CR	RPRH INDMN 1-4 RES MTG CL 1ST LIEN	RPRH INDMN 1-4 RES MTG CL JR LIEN	RPRH INDMN 1-4 RES MTG TOT CMTM OL	RPRH INDMN 1-4 RES MTG PRNPL AMT OL	REP AND WARRNTY TO US GOVT AGCY	REP AND WARRNTY TO OTHR PARTIES	NONINT INC FOR QTR FROM SALE 1-4 MTG	NONINT INC FROM SALE OE 1 TO 4 RES M	
688257																					CONF	CONF			
688453																					CONF	CONF			
688556																					CONF	CONF			
689209	843	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	5	0	
689357																					CONF	CONF			
689759																					CONF	CONF			
691042																					CONF	CONF			
691556																					CONF	CONF			
691743																					CONF	CONF			
691958																					CONF	CONF			
692450																					CONF	CONF			
692478																					CONF	CONF			
692704																					CONF	CONF			
692946																					CONF	CONF			
692973	84098	869	14279	0	87853	869	25063	0	0	0	0	0	0	0	0	0	171	0	0	0	CONF	CONF	2395	0	
693073																					CONF	CONF			
693224	257354	0	0	0	217174	0	100066	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	7315	0	
693345	2059	0	0	0	31502	0	2072	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	779	0	
693662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
693952	14808	0	0	0	14868	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	241	0	
694146																					CONF	CONF			
694771																					CONF	CONF			
694847																					CONF	CONF			
694904	0	0	2607244	0	2032575	0	1059340	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	58229	0	
695077																					CONF	CONF			
695134																					CONF	CONF			
695349																					CONF	CONF			
695648																					CONF	CONF			
695732																					CONF	CONF			
695947																					CONF	CONF			
696047																					CONF	CONF			
696168																					CONF	CONF			
696430	27090	0	0	0	25239	0	4005	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	627	0	
696551																					CONF	CONF			
696645																					CONF	CONF			
697035																					CONF	CONF			
697147																					CONF	CONF			
697156																					CONF	CONF			
697231	29299	0	0	0	29025	0	2664	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
697633	278244	7	0	0	212783	0	163311	7	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	8025	0	
697754																					CONF	CONF			
697763	27	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	20	0	
697950																					CONF	CONF			
697978																					CONF	CONF			
698144	12845	0	0	0	11494	0	1876	0	0	0	0	0	0	0	0	0	151	0	0	0	CONF	CONF	315	0	
698546																					CONF	CONF			
698649																					CONF	CONF			
698957																					CONF	CONF			
699105	17931	0	0	0	18928	0	3567	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	267	0	
699132	19499	0	0	0	14315	0	7650	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	463	0	
699253																					CONF	CONF			
699534																					CONF	CONF			
699552																					CONF	CONF			
700140																					CONF	CONF			
700252																					CONF	CONF			
700430																					CONF	CONF			
700458																					CONF	CONF			
700672																					CONF	CONF			
700739																					CONF	CONF			
701062	201253	0	31168	0	221700	0	20446	0	0	0	0	0	0	0	0	0	765	0	0	0	CONF	CONF	2603	0	
701222																					CONF	CONF			
701259	10091	0	0	0	9464	0	2316	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	285	0	
701736	241254	6497	0	0	224870	6388	77998	1301	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	9831	0	
701839																					CONF	CONF			
701857																					CONF	CONF			
701950																					CONF	CONF			
702050																					CONF	CONF			
702117	17434	0	0	0	13239	0	8083	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	254	0	
702359																					CONF	CONF			
702612																					CONF	CONF			
702676																					CONF	CONF			
702836																					CONF	CONF			
702911	9911	0	0	0	9505	0	406	0	0	0	0	0	0	0	0	0	58	0	0	0	CONF	CONF	261	0	
702966																					CONF	CONF			
703039																					CONF	CONF			
703178																					CONF	CONF			
703552																					CONF	CONF			
703767																					CONF	CONF			
704326																					CONF	CONF			
704447																					CONF	CONF			
704559	16803	0	0	0	15708	0	2576	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	276	0	
704737																					CONF	CONF			
704755																					CONF	CONF			
705378																					CONF	CONF			
705444																					CONF	CONF			
705556																					CONF	CONF			
705565																					CONF	CONF			
705958																					CONF	CONF			
706030																					CONF	CONF			
706058																					CONF	CONF			
706151																					CONF	CONF			
706236																					CONF	CONF			
706254																					CONF	CONF			
706450																					CONF	CONF			
706656																					CONF	CONF			
707354	0	0	12890	0	13245	0	2455	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
707877	21012	0	0	0	19812	0	2725	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	432	0	
708052																					CONF	CONF			
708164																					CONF	CONF			
708333																					CONF	CONF			
708379																					CONF	CONF			
708454																					CONF	CONF			
708753																					CONF	CONF			
709031																					CONF	CONF			
709143																					CONF	CONF			
709358																					CONF	CONF			
709451																					CONF	CONF			
709554																					CONF	CONF			
709602	51474	0	0	0	47901	0	3788	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	944	0	
709639																					CONF	CONF			
709648																					CONF	CONF			
709956																					CONF	CONF			
710176																					CONF	CONF			
710859																					CONF	CONF			
711472	10019	0	0	0	9864	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
711520																					CONF	CONF			
711548																					CONF	CONF			
711753																					CONF	CONF			
711801																					CONF	CONF			
711959																					CONF	CONF			
712031																					CONF	CONF			
712059																					CONF	CONF			
712273																					CONF	CONF			
712648																					CONF	CONF			
712956																					CONF	CONF			
713038																					CONF	CONF			
713047																					CONF	CONF			
713074																					CONF	CONF			
713140																					CONF	CONF			
713252																					CONF	CONF			
713476	44517	0	0	0	65542	0	4247	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1430	0	
713926																					CONF	CONF			
714165																					CONF	CONF			
714437																					CONF	CONF			
714839																					CONF	CONF			
714978																					CONF	CONF			
715032																					CONF	CONF			
715050																					CONF	CONF			
715144	11293	0	0	0	12042	0	705	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	112	0	
715340																					CONF	CONF			
715470																					CONF	CONF			
715630																					CONF	CONF			
715751																					CONF	CONF			
715872																					CONF	CONF			
715975																					CONF	CONF			
716374																					CONF	CONF			
716413	152216	0	16386	0	171459	0	16442	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	8045	0	
716655																					CONF	CONF			
716833	47606	0	0	0	52726	0	11668	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	997	0	
716851																					CONF	CONF			
716954																					CONF	CONF			
717232																					CONF	CONF			
717513																					CONF	CONF			
717670																					CONF	CONF			
717737																					CONF	CONF			
717924	37970	0	0	0	39857	0	2707	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	752	0	
718079																					CONF	CONF			
718145																					CONF	CONF			
718275																					CONF	CONF			
718538																					CONF	CONF			
718547																					CONF	CONF			
718556																					CONF	CONF			
719030																					CONF	CONF			
719441																					CONF	CONF			
719610																					CONF	CONF			
719656																					CONF	CONF			
719955																					CONF	CONF			
719964																					CONF	CONF			
720157																					CONF	CONF			
720166																					CONF	CONF			
720344																					CONF	CONF			
720746																					CONF	CONF			
720858																					CONF	CONF			
720951																					CONF	CONF			
721350																					CONF	CONF			
721574																					CONF	CONF			
721659																					CONF	CONF			
721752																					CONF	CONF			
721949																					CONF	CONF			
722227																					CONF	CONF			
722432																					CONF	CONF			
722544	23393	0	0	0	23393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	547	0	
722777	632500	0	227972	0	651451	0	429443	0	0	0	0	0	0	0	0	0	11163	0	0	0	CONF	CONF	280	0	
722816																					CONF	CONF			
723112	2748050	0	2277022	0	4709219	0	1788497	0	0	0	0	0	0	0	0	0	161497	0	0	0	CONF	CONF	39686	0	
723158																					CONF	CONF			
723550																					CONF	CONF			
723653																					CONF	CONF			
723710																					CONF	CONF			
723747																					CONF	CONF			
723756																					CONF	CONF			
723822																					CONF	CONF			
723868																					CONF	CONF			
724230																					CONF	CONF			
724548																					CONF	CONF			
724744																					CONF	CONF			
724753																					CONF	CONF			
724847																					CONF	CONF			
724904	14953	0	0	0	24517	0	957	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	559	0	
724940																					CONF	CONF			
725077																					CONF	CONF			
725376																					CONF	CONF			
725732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	264	0	
725741																					CONF	CONF			
725844																					CONF	CONF			
725853																					CONF	CONF			
726234																					CONF	CONF			
726355																					CONF	CONF			
726458																					CONF	CONF			
726953																					CONF	CONF			
727156																					CONF	CONF			
727174	404215	0	0	0	365516	0	404215	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	6345	0	
727343																					CONF	CONF			
727455																					CONF	CONF			
727473	242300	0	0	0	253734	0	27938	0	0	0	0	0	0	0	0	0	920	0	0	0	CONF	CONF	0	0	
728452																					CONF	CONF			
728742																					CONF	CONF			
728948																					CONF	CONF			
728957																					CONF	CONF			
729011																					CONF	CONF			
729057																					CONF	CONF			
729132																					CONF	CONF			
729178																					CONF	CONF			
729310																					CONF	CONF			
729459																					CONF	CONF			
729570																					CONF	CONF			
729842																					CONF	CONF			
729945																					CONF	CONF			
730446																					CONF	CONF			
730745																					CONF	CONF			
730857																					CONF	CONF			
731050																					CONF	CONF			
731247	76832	0	0	0	75410	0	18904	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	862	0	
731957																					CONF	CONF			
732178																					CONF	CONF			
732253																					CONF	CONF			
732459																					CONF	CONF			
732637																					CONF	CONF			
732758																					CONF	CONF			
732918																					CONF	CONF			
732954																					CONF	CONF			
733054																					CONF	CONF			
733540																					CONF	CONF			
733559																					CONF	CONF			
733661																					CONF	CONF			
733755																					CONF	CONF			
733951																					CONF	CONF			
734051																					CONF	CONF			
734248																					CONF	CONF			
734350																					CONF	CONF			
734538																					CONF	CONF			
734613																					CONF	CONF			
734949																					CONF	CONF			
735049																					CONF	CONF			
735067																					CONF	CONF			
735142																					CONF	CONF			
735357																					CONF	CONF			
735414																					CONF	CONF			
735441	29348	0	0	0	28450	0	1996	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	400	0	
735656																					CONF	CONF			
735768																					CONF	CONF			
735852	68821	0	0	0	68571	0	13384	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1483	0	
735973																					CONF	CONF			
736158																					CONF	CONF			
736206	3558	0	0	0	3304	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	76	0	
736448																					CONF	CONF			
736550																					CONF	CONF			
736662																					CONF	CONF			
736877																					CONF	CONF			
737548	14788	0	0	0	17030	0	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	387	0	
737632																					CONF	CONF			
737753																					CONF	CONF			
738013	24240	0	0	0	25863	0	2188	0	0	0	0	0	0	0	0	0	162	0	0	0	CONF	CONF	644	0	
738040	11257	0	0	0	8921	0	10556	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	320	0	
738143																					CONF	CONF			
738255																					CONF	CONF			
738303																					CONF	CONF			
738572																					CONF	CONF			
738657																					CONF	CONF			
738769																					CONF	CONF			
739159																					CONF	CONF			
739346																					CONF	CONF			
739355																					CONF	CONF			
739430																					CONF	CONF			
739560	1306352	0	366064	0	1708853	0	278740	0	0	0	0	0	0	0	0	0	678	0	0	0	CONF	CONF	24413	0	
739832																					CONF	CONF			
739850																					CONF	CONF			
740249																					CONF	CONF			
741068																					CONF	CONF			
741152																					CONF	CONF			
741273																					CONF	CONF			
741330	161024	0	0	0	141591	0	55362	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3148	0	
741358																					CONF	CONF			
741639																					CONF	CONF			
741648																					CONF	CONF			
741844																					CONF	CONF			
741871	577748	111	0	0	601032	117	192367	19	0	0	0	0	0	0	0	0	4083	0	0	0	CONF	CONF	20997	0	
741956																					CONF	CONF			
741974																					CONF	CONF			
742056																					CONF	CONF			
742355																					CONF	CONF			
742542																					CONF	CONF			
742636																					CONF	CONF			
742944																					CONF	CONF			
743053																					CONF	CONF			
743679	18510	0	0	0	18224	0	2672	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	330	0	
743857	46814	0	0	0	44146	0	8324	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1128	0	
743950																					CONF	CONF			
744238																					CONF	CONF			
744256																					CONF	CONF			
744573																					CONF	CONF			
744854																					CONF	CONF			
745150																					CONF	CONF			
745347																					CONF	CONF			
745374																					CONF	CONF			
745570	205094	0	0	0	210395	0	23570	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	11641	0	
745646																					CONF	CONF			
745776																					CONF	CONF			
745954																					CONF	CONF			
746157																					CONF	CONF			
746223																					CONF	CONF			
746429																					CONF	CONF			
746513																					CONF	CONF			
746755																					CONF	CONF			
746942																					CONF	CONF			
746979																					CONF	CONF			
747051																					CONF	CONF			
747172																					CONF	CONF			
747257																					CONF	CONF			
747743																					CONF	CONF			
747846																					CONF	CONF			
748254																					CONF	CONF			
748357																					CONF	CONF			
748441																					CONF	CONF			
748964																					CONF	CONF			
749242	72428	0	49207	0	121465	0	25386	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	993	0	
749635	38174	0	0	0	32757	0	6816	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	785	0	
749840																					CONF	CONF			
749943																					CONF	CONF			
749952																					CONF	CONF			
750051																					CONF	CONF			
750127																					CONF	CONF			
750154																					CONF	CONF			
750239	5507	0	0	0	7163	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	181	0	
750341																					CONF	CONF			
750444																					CONF	CONF			
750846																					CONF	CONF			
750864	0	0	24652	0	33884	0	6886	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	-11	0	
751254																					CONF	CONF			
751656	34464	0	2609	0	37149	0	3394	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	513	0	
751759	5656	0	0	0	4958	0	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	115	0	
751852																					CONF	CONF			
751955																					CONF	CONF			
752644																					CONF	CONF			
752653																					CONF	CONF			
752831																					CONF	CONF			
753052																					CONF	CONF			
753324																					CONF	CONF			
753548																					CONF	CONF			
753641																					CONF	CONF			
753856																					CONF	CONF			
754068																					CONF	CONF			
754246																					CONF	CONF			
754536																					CONF	CONF			
754826																					CONF	CONF			
754853																					CONF	CONF			
754929	5791	0	0	0	5767	0	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
755047																					CONF	CONF			
755252																					CONF	CONF			
755421																					CONF	CONF			
755458																					CONF	CONF			
755850																					CONF	CONF			
756343																					CONF	CONF			
756848																					CONF	CONF			
757377																					CONF	CONF			
757452																					CONF	CONF			
757612																					CONF	CONF			
757676																					CONF	CONF			
757779																					CONF	CONF			
758703	25656	0	0	0	26762	0	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	500	0	
758842																					CONF	CONF			
758851																					CONF	CONF			
759045																					CONF	CONF			
759072	0	0	0	0	236140	5574	149	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
759250																					CONF	CONF			
759540																					CONF	CONF			
759625																					CONF	CONF			
760210																					CONF	CONF			
760331																					CONF	CONF			
760340																					CONF	CONF			
760434																					CONF	CONF			
760649																					CONF	CONF			
760854																					CONF	CONF			
760939																					CONF	CONF			
760957																					CONF	CONF			
761244																					CONF	CONF			
761347																					CONF	CONF			
761459																					CONF	CONF			
761543																					CONF	CONF			
761806	197135	0	0	0	164678	0	88963	265	0	0	0	0	0	0	0	0	240	0	0	0	CONF	CONF	4066	0	
761833																					CONF	CONF			
761851																					CONF	CONF			
761954																					CONF	CONF			
762045																					CONF	CONF			
762054																					CONF	CONF			
762353																					CONF	CONF			
762447	19952	0	0	0	19271	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	388	0	
762474	65796	0	0	0	59567	0	27136	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2119	0	
762625																					CONF	CONF			
762773																					CONF	CONF			
763211																					CONF	CONF			
763556																					CONF	CONF			
763677																					CONF	CONF			
763752																					CONF	CONF			
763930																					CONF	CONF			
764030	52009	65	536	0	46417	25	18924	63	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	115	0	
764058																					CONF	CONF			
764067																					CONF	CONF			
764142																					CONF	CONF			
764151																					CONF	CONF			
764441																					CONF	CONF			
764816																					CONF	CONF			
764843																					CONF	CONF			
764982	29179	0	0	0	27893	0	6017	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	759	0	
765019	40531	0	0	0	44645	0	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1662	0	
765046																					CONF	CONF			
765130																					CONF	CONF			
765318																					CONF	CONF			
765354																					CONF	CONF			
765505																					CONF	CONF			
765662																					CONF	CONF			
765877																					CONF	CONF			
766052																					CONF	CONF			
766164																					CONF	CONF			
766258																					CONF	CONF			
766735																					CONF	CONF			
767040																					CONF	CONF			
767152																					CONF	CONF			
767246																					CONF	CONF			
767255																					CONF	CONF			
767554	10951	0	45177	0	55453	0	17180	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	527	0	
767572																					CONF	CONF			
767611																					CONF	CONF			
767705																					CONF	CONF			
767732																					CONF	CONF			
767769																					CONF	CONF			
767817																					CONF	CONF			
767974																					CONF	CONF			
768074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	-3	0	
768252																					CONF	CONF			
768458																					CONF	CONF			
768476																					CONF	CONF			
768953																					CONF	CONF			
769156																					CONF	CONF			
769334																					CONF	CONF			
770068																					CONF	CONF			
770273																					CONF	CONF			
770367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
770451																					CONF	CONF			
770545																					CONF	CONF			
770639																					CONF	CONF			
770657																					CONF	CONF			
770853	14387	0	0	0	15426	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	446	0	
771047																					CONF	CONF			
771140																					CONF	CONF			
771458	23582	18	0	0	24762	49	6999	18	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	731	0	
771609																					CONF	CONF			
771636																					CONF	CONF			
771748																					CONF	CONF			
771878	15368	0	0	0	14624	0	2585	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	17	0	
772008	39335	0	0	0	41048	0	4001	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	195	0	
772240																					CONF	CONF			
772446																					CONF	CONF			
772558																					CONF	CONF			
772745																					CONF	CONF			
772754																					CONF	CONF			
773032																					CONF	CONF			
773171																					CONF	CONF			
773247	36005	0	0	0	33289	0	5720	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	449	0	
773443																					CONF	CONF			
773470																					CONF	CONF			
773546																					CONF	CONF			
773742																					CONF	CONF			
774132	44769	0	255280	0	293629	0	70164	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	4879	0	
774235																					CONF	CONF			
774253																					CONF	CONF			
774262	1194	0	4752	0	8614	0	853	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
774347																					CONF	CONF			
774655																					CONF	CONF			
774851																					CONF	CONF			
775054																					CONF	CONF			
775214	21319	0	0	0	22132	0	9405	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	372	0	
775241																					CONF	CONF			
775456																					CONF	CONF			
775540																					CONF	CONF			
775773																					CONF	CONF			
776248																					CONF	CONF			
776275																					CONF	CONF			
776369																					CONF	CONF			
776547																					CONF	CONF			
776659																					CONF	CONF			
776734																					CONF	CONF			
776752																					CONF	CONF			
777254																					CONF	CONF			
777366																					CONF	CONF			
777375																					CONF	CONF			
777441																					CONF	CONF			
777553																					CONF	CONF			
777777	10769	141	0	0	9998	141	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	150	0	
777870																					CONF	CONF			
777964																					CONF	CONF			
778466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
778738																					CONF	CONF			
779016																					CONF	CONF			
779351	49207	0	52744	0	109694	0	33740	0	0	0	0	0	0	0	0	0	313	0	0	0	CONF	CONF	2306	0	
779360																					CONF	CONF			
779641																					CONF	CONF			
779650																					CONF	CONF			
779968																					CONF	CONF			
780049																					CONF	CONF			
780218																					CONF	CONF			
780263																					CONF	CONF			
780562																					CONF	CONF			
780722																					CONF	CONF			
780955																					CONF	CONF			
781028	3547	0	0	0	2716	0	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
782016																					CONF	CONF			
782306	9089	0	0	0	10879	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	181	0	
782351																					CONF	CONF			
782548																					CONF	CONF			
782650																					CONF	CONF			
783161	20281	0	0	0	19840	0	3220	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	647	0	
783246																					CONF	CONF			
783349																					CONF	CONF			
783648	43160	0	0	0	49426	0	13068	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
783844	35211	0	0	0	35326	0	9838	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	838	0	
783910																					CONF	CONF			
783956																					CONF	CONF			
783965																					CONF	CONF			
784159																					CONF	CONF			
784430																					CONF	CONF			
784944																					CONF	CONF			
785062	40278	0	0	0	32140	0	12128	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	578	0	
785147																					CONF	CONF			
785473																					CONF	CONF			
785857																					CONF	CONF			
785923																					CONF	CONF			
785932																					CONF	CONF			
785950																					CONF	CONF			
786210	6872	0	0	0	6926	0	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	113	0	
786256																					CONF	CONF			
786274	189210	0	0	0	126297	0	147021	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	3518	0	
786340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
786443																					CONF	CONF			
786555																					CONF	CONF			
786612																					CONF	CONF			
786733																					CONF	CONF			
786742																					CONF	CONF			
786948																					CONF	CONF			
787141																					CONF	CONF			
787253																					CONF	CONF			
787459																					CONF	CONF			
787842																					CONF	CONF			
788559																					CONF	CONF			
788652																					CONF	CONF			
788773																					CONF	CONF			
789051																					CONF	CONF			
790150																					CONF	CONF			
790271																					CONF	CONF			
790534	3318	0	0	0	4326	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	128	5	
790543																					CONF	CONF			
790703	14269	0	0	0	15294	0	4164	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	478	0	
790721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	11	0	
790851																					CONF	CONF			
790918																					CONF	CONF			
790972																					CONF	CONF			
791045	4893	0	0	0	5443	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	82	0	
791072	7593	0	0	0	7030	0	1603	0	0	0	0	0	0	0	0	0	327	0	0	0	CONF	CONF	198	0	
791205																					CONF	CONF			
791353																					CONF	CONF			
791746																					CONF	CONF			
791821																					CONF	CONF			
791942																					CONF	CONF			
792248																					CONF	CONF			
792453																					CONF	CONF			
792640																					CONF	CONF			
792659																					CONF	CONF			
792743																					CONF	CONF			
793571																					CONF	CONF			
794149																					CONF	CONF			
794336																					CONF	CONF			
794345																					CONF	CONF			
794475																					CONF	CONF			
794608																					CONF	CONF			
794653																					CONF	CONF			
795249																					CONF	CONF			
795548																					CONF	CONF			
795959																					CONF	CONF			
795968	88887	0	6092	0	90840	0	11228	0	0	0	0	0	0	0	0	0	377	0	0	0	CONF	CONF	-573	0	
796125																					CONF	CONF			
796152																					CONF	CONF			
796451																					CONF	CONF			
796572	27656	113	0	0	28610	113	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	635	0	
796657																					CONF	CONF			
797140																					CONF	CONF			
797319																					CONF	CONF			
797467	42852	0	0	0	47115	0	9333	0	0	0	0	0	0	0	0	0	118	0	0	0	CONF	CONF	745	0	
797775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
798277																					CONF	CONF			
798512																					CONF	CONF			
798857																					CONF	CONF			
799359																					CONF	CONF			
799470																					CONF	CONF			
799612	9402	0	0	0	8621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	222	0	
799751																					CONF	CONF			
799854																					CONF	CONF			
799939																					CONF	CONF			
799948																					CONF	CONF			
800134																					CONF	CONF			
800442																					CONF	CONF			
800479																					CONF	CONF			
800657	35605	0	0	0	32009	0	7602	0	0	0	0	0	0	0	0	0	360	0	0	0	CONF	CONF	1114	0	
800853																					CONF	CONF			
801047																					CONF	CONF			
801056																					CONF	CONF			
801654																					CONF	CONF			
802110	48855	0	0	0	49007	0	16908	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
802174																					CONF	CONF			
802679																					CONF	CONF			
802866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
803144																					CONF	CONF			
803256																					CONF	CONF			
803265																					CONF	CONF			
803461																					CONF	CONF			
803649																					CONF	CONF			
803658																					CONF	CONF			
803957																					CONF	CONF			
804150																					CONF	CONF			
804338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
804374	31031	0	0	0	32629	0	10743	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	589	0	
804422																					CONF	CONF			
804758																					CONF	CONF			
804815																					CONF	CONF			
804860																					CONF	CONF			
804963	323109	0	0	0	374956	380	145046	0	0	0	0	0	0	0	0	0	197	0	0	0	CONF	CONF	6691	0	
805045																					CONF	CONF			
805250																					CONF	CONF			
805335																					CONF	CONF			
805447																					CONF	CONF			
