"IDRSSD"	RCONF066	RCONF067	RCONF068	RCONF069	RCONF070	RCONF071	RCONF072	RCONF073	RCONF670	RCONF671	RCONF672	RCONF673	RCONF674	RCONF675	RCONF676	RCONF677	RCONF678	RCONF679	RCONF680	RCONF681	RCONL191	RCONL192	RIADF184	RIADF560	
	RETAIL ORGTNS CLSD-END 1-4 FAM:1ST L	RETAIL ORGTNS CLSD-END 1-4 FAM: JR L	WHSL ORG PRCH 1T4 FIRST	WHSL ORG PRCH 1T4 JR	CLSD-END 1-4 FAM RESDTL MTGS:FIRST L	CLSD-END 1-4 FAM RESIDTL MTGS:JR LIE	CLOSED-END 1-4 FAM RESDTL MTGS:FST L	CLOSED-END 1-4 FAM RESDTL MTG:JR LIE	RTL ORGTN QTR 1-4 RES MTG LN TOT CMI	RTL ORGTN QTR 1-4 RES MTG LN PRNPL A	WHOL ORGTN QTR 1-4 RES MTG LN TOT CM	WHOL ORGTN QTR 1-4 RES MTG LN PRNPL 	1-4 RES MTG LN HLD SALE QTR TOT CMTM	1-4 RES MTG LN HLD SALE QTR PRNPL AM	1-4 RES MTG LN HLD SALE TOT CMTM CR	1-4 RES MTG LN HLD SALE QTR PRNPL CR	RPRH INDMN 1-4 RES MTG CL 1ST LIEN	RPRH INDMN 1-4 RES MTG CL JR LIEN	RPRH INDMN 1-4 RES MTG TOT CMTM OL	RPRH INDMN 1-4 RES MTG PRNPL AMT OL	REP AND WARRNTY TO US GOVT AGCY	REP AND WARRNTY TO OTHR PARTIES	NONINT INC FOR QTR FROM SALE 1-4 MTG	NONINT INC FROM SALE OE 1 TO 4 RES M	
473501	16598	0	0	0	12061	0	4537	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	464	0	
473930																					CONF	CONF			
474058																					CONF	CONF			
474245																					CONF	CONF			
474254	0	0	1489	0	1680	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	12	0	
474357																					CONF	CONF			
474450																					CONF	CONF			
474544																					CONF	CONF			
474656																					CONF	CONF			
474759	13715	0	0	0	14191	0	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	357	0	
474777																					CONF	CONF			
474919	318943	75	0	0	322882	90	51383	4	0	0	0	0	0	0	0	0	693	0	0	0	CONF	CONF	7027	0	
475046																					CONF	CONF			
475345																					CONF	CONF			
475354			4327		4942		426														CONF	CONF			
475653																					CONF	CONF			
475756																					CONF	CONF			
476070																					CONF	CONF			
476342																					CONF	CONF			
476445																					CONF	CONF			
476454																					CONF	CONF			
476472																					CONF	CONF			
476539																					CONF	CONF			
476810	8708000	0	2361000	0	9729000	5000	4648000	0	0	0	0	0	0	0	0	0	481000	0	0	0	CONF	CONF	92000	0	
476968																					CONF	CONF			
477059																					CONF	CONF			
477303																					CONF	CONF			
477321																					CONF	CONF			
477349	18168	0	0	0	17015	0	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	458	0	
477376																					CONF	CONF			
477639																					CONF	CONF			
477648																					CONF	CONF			
477844																					CONF	CONF			
478140																					CONF	CONF			
478195																					CONF	CONF			
478252																					CONF	CONF			
478430																					CONF	CONF			
478476																					CONF	CONF			
478533																					CONF	CONF			
478766																					CONF	CONF			
478944																					CONF	CONF			
479053																					CONF	CONF			
479071																					CONF	CONF			
479268	5698	0	0	0	5698	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	CONF	CONF	190	0	
479370	12156	0	0	0	12720	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	212	0	
479446																					CONF	CONF			
479567																					CONF	CONF			
479754																					CONF	CONF			
479839																					CONF	CONF			
479914																					CONF	CONF			
480059																					CONF	CONF			
480228	10980854	411	204327	0	9963886	674	6599663	7577	0	0	0	0	21063	9158	523211	85527	531899	0	19685	16419	CONF	CONF	1737727	-731	
480246																					CONF	CONF			
480330																					CONF	CONF			
480433																					CONF	CONF			
480723	49035	0	0	0	47258	0	6194	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	460	0	
480808	11692	0	0	0	13163	0	2926	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	392	0	
480853																					CONF	CONF			
481140																					CONF	CONF			
481159																					CONF	CONF			
481177	51446	0	0	0	55797	0	5893	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1556	0	
481355	38786	0	0	0	37182	0	9886	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	920	0	
481430																					CONF	CONF			
481542	10429	0	0	0	9260	0	4125	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	105	0	
481579																					CONF	CONF			
481627																					CONF	CONF			
481748																					CONF	CONF			
481944																					CONF	CONF			
482053																					CONF	CONF			
482156	309487	0	0	0	307876	0	53885	0	0	0	0	0	0	0	0	0	1	0	0	0	CONF	CONF	9980	0	
482370																					CONF	CONF			
482446																					CONF	CONF			
482772	98345	0	0	0	98479	0	18330	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1777	0	
483032																					CONF	CONF			
483274																					CONF	CONF			
483537																					CONF	CONF			
483751																					CONF	CONF			
484057																					CONF	CONF			
484141																					CONF	CONF			
484776																					CONF	CONF			
484927																					CONF	CONF			
485054																					CONF	CONF			
485139																					CONF	CONF			
485214																					CONF	CONF			
485456																					CONF	CONF			
485559	45751	0	0	0	45459	0	344979	3536	0	0	0	0	0	0	518	489	94281	0	0	0	CONF	CONF	11986	402	
486248																					CONF	CONF			
487142																					CONF	CONF			
487357																					CONF	CONF			
487843																					CONF	CONF			
488055																					CONF	CONF			
488167	334	0	0	0	457	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	12	0	
488318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
488420																					CONF	CONF			
488653																					CONF	CONF			
488756																					CONF	CONF			
489016																					CONF	CONF			
489155																					CONF	CONF			
489249																					CONF	CONF			
489548																					CONF	CONF			
489623	87550	0	0	0	82623	0	16064	0	0	0	0	0	0	0	0	0	275	0	0	0	CONF	CONF	1740	0	
489641																					CONF	CONF			
489913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
490179																					CONF	CONF			
490348																					CONF	CONF			
490450	1879	0	0	0	2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	60	0	
490535	12892	0	51563	0	63609	0	3281	0	0	0	0	0	0	0	0	0	23	0	0	0	CONF	CONF	0	0	
490544																					CONF	CONF			
490843	165	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	11	0	
490937																					CONF	CONF			
490955																					CONF	CONF			
491224	137027	0	0	0	132172	0	76374	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	-703	0	
491251																					CONF	CONF			
491402																					CONF	CONF			
491653																					CONF	CONF			
491822																					CONF	CONF			
491934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
492173																					CONF	CONF			
492650																					CONF	CONF			
492810																					CONF	CONF			
493013																					CONF	CONF			
493077																					CONF	CONF			
493143																					CONF	CONF			
493152																					CONF	CONF			
493741																					CONF	CONF			
493844																					CONF	CONF			
494168																					CONF	CONF			
494261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
494654																					CONF	CONF			
495044																					CONF	CONF			
495277																					CONF	CONF			
495419																					CONF	CONF			
495558																					CONF	CONF			
495857																					CONF	CONF			
496434																					CONF	CONF			
496845																					CONF	CONF			
496957																					CONF	CONF			
497039																					CONF	CONF			
497404	35554	0	0	0	491	0	63810	0	0	0	0	0	0	0	0	0	518	0	0	0	CONF	CONF	261	0	
497570	1196	0	21845	0	23222	0	6387	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	89	0	
497655																					CONF	CONF			
497851																					CONF	CONF			
497954																					CONF	CONF			
497972																					CONF	CONF			
498148																					CONF	CONF			
498184	19266	0	1952	0	22745	0	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	317	0	
498317																					CONF	CONF			
498362	21320	0	0	0	22230	0	3633	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	524	0	
498456																					CONF	CONF			
498531																					CONF	CONF			
498625																					CONF	CONF			
498942																					CONF	CONF			
499154																					CONF	CONF			
499453																					CONF	CONF			
499501																					CONF	CONF			
499538																					CONF	CONF			
499743																					CONF	CONF			
499752																					CONF	CONF			
499855																					CONF	CONF			
500256																					CONF	CONF			
500658																					CONF	CONF			
501039																					CONF	CONF			
501105	343971	0	196284	0	375488	10	333020	0	0	0	0	0	0	0	0	0	3002	0	0	0	CONF	CONF	33651	227	
501132																					CONF	CONF			
501459																					CONF	CONF			
501655																					CONF	CONF			
501758																					CONF	CONF			
501767																					CONF	CONF			
501815																					CONF	CONF			
501972	128178	0	3137	0	129516	0	28597	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	4433	0	
502111																					CONF	CONF			
502353																					CONF	CONF			
502447																					CONF	CONF			
502559																					CONF	CONF			
502652																					CONF	CONF			
502746																					CONF	CONF			
502849	13132	0	0	0	13135	0	3576	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	302	0	
503453	10636	0	0	0	12117	0	1385	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	321	0	
503547																					CONF	CONF			
503640																					CONF	CONF			
504142																					CONF	CONF			
504311																					CONF	CONF			
504535																					CONF	CONF			
504647																					CONF	CONF			
504713	4851882	76	15196655	4475	17281557	4216	8222749	648	0	0	0	0	0	0	0	0	58267	0	0	0	CONF	CONF	380477	0	
505242																					CONF	CONF			
505550																					CONF	CONF			
505831																					CONF	CONF			
505916																					CONF	CONF			
506052																					CONF	CONF			
506249	83859	0	0	0	88469	0	12005	0	0	0	0	0	0	0	0	0	275	0	0	0	CONF	CONF	1542	0	
506276																					CONF	CONF			
506922	68728	0	0	0	61015	0	25827	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1308	0	
507068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
507152																					CONF	CONF			
507330																					CONF	CONF			
507349																					CONF	CONF			
507479																					CONF	CONF			
507509	82598	0	0	0	77258	0	9914	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1465	0	
508270																					CONF	CONF			
508346	17067	0	0	0	18147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	468	0	
508355																					CONF	CONF			
508841																					CONF	CONF			
509400																					CONF	CONF			
509642																					CONF	CONF			
509811	30570	0	0	0	31172	0	1040	0	0	0	0	0	0	0	0	0	240	0	0	0	CONF	CONF	751	0	
509857																					CONF	CONF			
509950	178296	6	0	0	182040	12	46523	1	0	0	0	0	0	0	0	0	1194	0	0	0	CONF	CONF	1661	0	
510330																					CONF	CONF			
510648																					CONF	CONF			
510871	68261	0	53095	0	53217	0	60393	0	0	0	0	0	0	0	0	0	38150	0	0	0	CONF	CONF	1322	0	
510938																					CONF	CONF			
510947																					CONF	CONF			
511618																					CONF	CONF			
511832																					CONF	CONF			
512839																					CONF	CONF			
513050																					CONF	CONF			
513256																					CONF	CONF			
513322																					CONF	CONF			
513340																					CONF	CONF			
513546																					CONF	CONF			
513854																					CONF	CONF			
513920																					CONF	CONF			
513957																					CONF	CONF			
514048																					CONF	CONF			
514057																					CONF	CONF			
514066																					CONF	CONF			
514132																					CONF	CONF			
514356																					CONF	CONF			
514440																					CONF	CONF			
514655	0	0	23656	0	23151	0	6214	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
514776	1643	0	0	0	2816	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
514936																					CONF	CONF			
514972																					CONF	CONF			
515054																					CONF	CONF			
515250																					CONF	CONF			
515353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	
515979																					CONF	CONF			
516154																					CONF	CONF			
516378																					CONF	CONF			
516855																					CONF	CONF			
516873																					CONF	CONF			
517049																					CONF	CONF			
517357																					CONF	CONF			
517441																					CONF	CONF			
517674																					CONF	CONF			
517834																					CONF	CONF			
517900	365380	0	0	0	367898	0	101596	0	0	0	0	0	0	0	0	0	682	0	0	0	CONF	CONF	7679	0	
518037																					CONF	CONF			
518073																					CONF	CONF			
518176																					CONF	CONF			
518354																					CONF	CONF			
518877																					CONF	CONF			
519070																					CONF	CONF			
519146																					CONF	CONF			
519360																					CONF	CONF			
519445																					CONF	CONF			
519874																					CONF	CONF			
520003																					CONF	CONF			
520423																					CONF	CONF			
520777																					CONF	CONF			
521064																					CONF	CONF			
521158																					CONF	CONF			
521251																					CONF	CONF			
521608																					CONF	CONF			
521804																					CONF	CONF			
521952																					CONF	CONF			
521970																					CONF	CONF			
522034																					CONF	CONF			
522454																					CONF	CONF			
522605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	26	0	
522669																					CONF	CONF			
522753																					CONF	CONF			
522847	2804	0	0	0	2671	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	34	0	
522856																					CONF	CONF			
522959																					CONF	CONF			
523161																					CONF	CONF			
523648																					CONF	CONF			
523974																					CONF	CONF			
524579	24639	0	0	0	26459	0	4226	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	826	0	
524757																					CONF	CONF			
524766																					CONF	CONF			
524953																					CONF	CONF			
524971	27779	0	0	0	25939	0	3020	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	488	0	
525053																					CONF	CONF			
525156																					CONF	CONF			
525352																					CONF	CONF			
525446																					CONF	CONF			
525549	28560	0	0	0	27932	0	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	1091	0	
526452																					CONF	CONF			
526519																					CONF	CONF			
526676																					CONF	CONF			
526751																					CONF	CONF			
526854																					CONF	CONF			
527057																					CONF	CONF			
527178																					CONF	CONF			
527507	12615	0	0	0	10676	0	3334	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	154	0	
527600																					CONF	CONF			
527749																					CONF	CONF			
527954	241356	0	0	0	249651	0	54278	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	6148	0	
528102																					CONF	CONF			
528241																					CONF	CONF			
528616																					CONF	CONF			
528849	26729	0	0	0	26109	0	3397	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	354	0	
528858																					CONF	CONF			
528960																					CONF	CONF			
529172																					CONF	CONF			
529275	64021	0	0	0	62724	0	19232	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	730	0	
529341																					CONF	CONF			
529659																					CONF	CONF			
529855	16826	0	8025	0	21658	0	7612	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	589	0	
