"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLG24	RCONLG25	RIADG377	
412667																																																																31894	0		38999			38339	0		0	131093	0	0	0	695	332		43146	82	0	29	75	509	0	45973	5836	31573	21136	10106	15394				0	0					0	1071	13255	5486							0														41204				0		0	65								102													855		CONF	CONF		
412751																																																																0	65207	6529	10886	2291747	0	2291747	10022		52307	4783685	0	157	0	464064	5449	402788	335914	1269	8956	14831	8946	172808	251214	900534	217717	1276906	1462609	434783	2339	0	0	0	0	50938	0				49205	216780	605160	626166	0	157				0	0														305309				49861	34693	288562	41223							0	1643	0	0	1270	46656	1368	567	0	0	0	0	0	0	4169	567	CONF	CONF		
412845																																																															0	83378	2846		28364			16528	742		342	219486	0	0	129	50103	1666		36255	1682	2830	4819	9130	8220	22351	22294	26262	25367	51137	20529	21794				0	49					1804	642	9220	13971							18													0	49753				1563		0	83								5747													4001		CONF	CONF	0	
412872																																																																0	0		0			9673	737		0	40199	0	0	0	28381	0		1933	372	192	505	545	13299	13468	0	1369	7396	312	2609	132				0	0					846	0	0	512							0													0	0				33		0	0								12													38		CONF	CONF	0	
413141																																																																7558	33813	0	0	8627	0	8627	38217		0	2620632	0	0	0	2381157	29334	92265	38532	13849	32540	47366	40119	209106	1996556	15567	12016	41339	52835	74636	35785	0	0	0	0	0	4364				0	40972	28057	46474	0	0				6893	6280														2282123				7607	1401	0	1401							0	0	0	82	35	326	150	0	0	121	0	0	0	0	5022	0	CONF	CONF		
413208		0	3534130	10293866	56964	21594746	4282219	732738	40564	0	68513125	0	330782	18535856	32731	16603381	45729717	2146197	897462	256975	228713	44842	22729	2762	0	0	333861	1106931	72836	1266674	0			0	1907403	601156	5133041	0	0													14042241	467197	0	0	43193	0	4348	0	0	0	228592		0	3534130	4694	56964	21594746	4282219		732738	40564	0	68513124	0	0		18535856	32731	6823048		1883321	5147781	3853240	2247084	3509202	1344667							25491	0	333861	1106931	72836					0	1907403	601156	5133041						419656	114816													0						551729	9737442									0	0	0	0	0	0				0				228592		CONF	CONF	0	
413347																																																																4887	0		1300			9050	839		1343	39093	0	0	0	15256	0		8138	432	853	4306	6256	3118	264	1191	5662	6995	8704	745	538				0	0					104	18	273	3808							0														0				0		0	0								951													1264		CONF	CONF		
413543																																																															0	33435	536		18676			12177	746		1519	97334	0	0	0	15990	1170		14593	194	1203	4712	9083	336	461	12006	9360	18787	12622	11527	17042				0	26					1426	0	0	4171							0														10574				0		0	0								3089													4373		CONF	CONF		
413646																																																																52368	13737		49610			93882	5170		1083	380215	0	0	0	56094	1590		77364	3373	7007	17059	18784	2657	6440	24123	48148	127988	90361	12490	9734				589	289					4788	1587	47206	30450							363													0	142551				681		0	1674								7248													12850		CONF	CONF	0	
413673																																																																1442	1386		286			13480	2395		158	105048	0	0	0	43243	1723		10547	5512	7819	8732	5938	3131	11899	6401	6432	19411	10302	12780	5844				0	61					1023	1322	19360	15678							0														74756				373		0	5								2666													820		CONF	CONF		
413758																																																																26973	0		40836			24090	414		0	115764	0	0	0	1772	0		37390	0	0	6	1766	0	0	35571	16657	31095	24718	2062	2169				0	0					0	0	0	15178							0														36691				0		0	27								3479													2995		CONF	CONF		
414102																																																																0	16795		3			30313	0		0	278998	0	0	0	133536	45408		74569	7385	8784	30378	60324	17819	4615	51833	6567	21632	37599	22618	0				0	0					2445	5812	16994	24755							0														38915				0		0	33								1093													1811		CONF	CONF		
414652																																																															0	14054	0		23321			11434	0		0	71990	0	63	1073	9021	54		25572	421	664	765	515	5231	1420	24466	2586	7264	10163	11486	6351				716	0					0	66	6779	338							0													0	18817				0		0	69								3899													2176		CONF	CONF	0	
414764																																																															0	9794	4146		7730			62225	373		0	373779	15	0	0	84444	1872		59259	3300	9675	9546	21348	24435	16140	48392	36394	97168	51909	45136	7597				0	17					23845	30584	26629	95778							0													0	292188				80		0	200								12209													13948		CONF	CONF	0	
414858																																																																12340	2701		14642			23537	0		0	127591	319	0	0	42350	657		19529	2753	6670	5986	1939	5960	18619	13271	8293	24999	10282	13500	15208				0	0					2577	4633	11788	5226							0														110792				298		0	131								1824													5504		CONF	CONF		
415770																																																																299	1533		0			1519	0		0	78696	60	0	1518	73043	479		2181	577	1298	3758	6043	23852	36867	240	66	374	847	4186	0				0	0					0	898	0	0							513														64118				303		0	0								718													267		CONF	CONF		
416245																																																															289	148133	590118	17816	46756	1745551	0	1745551	356452		239495	7211777	0	2160	30963	1176531	33650	698675	1237905	133208	135670	188286	240036	322220	150979	1656255	500828	1943385	1144165	623628	149218	0	289	0	208	10354	20081				39270	370557	921461	1401564	0	2160				3184	1205														4726154				3926	63050	18863	80866							0	22929	0	0	0	633	0	109	0	0	0	0	0	0	6570	109	CONF	CONF		
416272																																																															0	0	1629		0			8958	1233		397	58011	0	0	0	36179	183		1733	783	851	1274	2053	14516	16542	116	770	8220	3442	7005	2279				0	11					1364	373	3807	2909							23													0	33719				1101		0	62								449													457		CONF	CONF	0	
416339																																																																24791	1300		17563			8151	566		0	71950	0	129	0	13000	44	5855	20848	562	1272	2825	3515	803	4025	5665	14837	12165	7801	7068	10163				0	0					1072	0	2832	246							0													0	31020				0		0	1793								349													114		CONF	CONF	0	
416357																																																															0	16225	0		31372			5350	0		0	58394	0	0	0	1438	0		27515	7	291	391	556	160	0	18944	8604	12181	15611	160	1385				0	0					0	0	0	1343							0														0				0		0	0								2279													387		CONF	CONF		
416656																																																															0	65340	0		14897			16804	303		292	203811	45	35889	0	39461	1095		15581	1770	6124	12741	3962	11474	3194	9669	26773	53992	34257	27643	11913				81	0					3331	7284	1593	9660							163														132818				0		0	257								3236													4333		CONF	CONF		
416674																																																																1662	16296		2			44787	6797		8909	366366	0	0	689	90399	901		97595	1578	3992	17769	12427	11568	42545	56244	42553	70979	70900	33229	1428				380	129					27715	33945	69224	62066							224													0	134052				2137		0	2240								245													669		CONF	CONF	0	
416973																																																																250	621		0			182	14815		0	48820	0	0	0	25933	4040		1954	967	1464	2018	500	4097	16650	14395	1025	970	1032	867	4391				206	23					81	1065	0	1006							0														21960				0		0	6								340													252		CONF	CONF		
417626																																																																0	5453		0			21089	2594		42	330183	0	0	0	192682	1157		33825	2165	3929	7492	17787	138174	21636	12740	14991	34869	52810	10973	7577				0	1					6239	8854	38240	49674							0														0				7768		0	1								1288													2869		CONF	CONF		
417710																																																															0	324	480		11			2431	596		0	36199	0	0	0	16676	16		3736	1024	3254	172	386	2761	8769	6873	2221	3039	1581	4001	1677				0	0					0	0	5665	7738							310													0	16676				0		0	53								690													1519		CONF	CONF	0	
418100																																																															0	0	6998		0			26790	10328		0	284321	7	0	0	154563	3064		2873	8506	28819	49146	48527	7379	7718	6086	8443	52411	27558	11327	19228				0	0					8613	1315	54033	18213							0													0	98500				5728		0	0								0													411		CONF	CONF	0	
418249																																																															0	62932	31804		132487			107944	4108		17606	656483	2169	0	0	146903	4619		128826	2504	1538	3713	3178	81363	54495	59844	82103	101711	104826	136498	22740				0	758					2647	8736	49883	47192							8													0	343456				5422		15201	9542								5917													10373		CONF	CONF	0	
418436																																																																962	0		890			2052	0		823	7608	0	0	0	1036	0		1759	15	63	325	208	424	0	714	967	1188	2193	1511	0				0	148					0	159	0	347							0														0				0		0	1								1119													71		CONF	CONF		
418856																																																																195	0		711			2773	0		0	11473	0	423	0	2165	0		7271	0	346	194	721	449	455	1531	5394	1710	670	0	2				0	2					4168	0	611	16							0													0	0				0		0	0								174													235		CONF	CONF	0	
419406																																																																701	169432	0	11865	620324	0	620324	339424		25149	3900759	0	0	5744	1433791	39147	207396	552282	40214	97554	278472	222168	650246	141595	287998	126516	643761	301195	924692	167938	0	0	0	0	2923	0				24665	97874	386291	693348	0	0				3526	547														1080062				4823	31891	0	31891							0	6380	0	0	215	109	37	825	0	111	0	0	0	0	17554	825	CONF	CONF		
419460																																																															0	6550	1833		446			32309	0		352	178472	0	0	0	27467	411		16828	2431	1452	628	3723	6851	11955	9203	8028	39300	36441	43118	14915				0	0					3516	13962	19352	54380							180													0	69033				0		0	32								17413													449		CONF	CONF	0	
419675																																																																4028	63237		4162			135347	6211		0	760438	2145	115250	0	118037	3625		82741	2562	1700	5682	6640	31910	69328	40109	59405	126712	182168	148822	86542				0	77					5724	49969	81463	160161							203													0	207118				0		1491	408								8731													4662		CONF	CONF	0	
419947																																																															0	3780	231		5921			6002	0		418	22050	0	0	0	2650	11		8728	127	283	487	1452	259	0	3997	4321	6052	4264	229	0				0	0					61	0	0	1591							0														0				20		0	0								639													746		CONF	CONF		
420578																																																																60	5197		0			7281	0		0	159504	0	0	0	102842	725		11855	13541	45912	13160	11181	7885	9829	10849	12769	20007	10080	2821	84				0	0					523	9038	16286	12748							130														155359				3603		0	0								1075													3729		CONF	CONF		
420644																																																															736	50790	6388		12071			28364	8691		2773	209725	0	0	237	20681	2012		48269	2187	4293	6549	4617	3035	0	61277	23053	61338	24491	15343	0				933	161					4611	16451	31430	17053							328													0	77				4657		0	3979								552													2049		CONF	CONF	0	
420653																																																															0	28631	2748		17453			21714	1933		0	122672	219	418	0	19787	325	6197	30022	2421	1998	2564	2471	7777	2553	15896	14189	17126	16808	27558	11460				14	0					2274	897	4139	13348						0	0														39802				0		0	52							0	5339	0	0	0	0	0			0	0	0	0	0	3819	0	CONF	CONF		
420877																																																															0	511	0		190			13723	0		141	54536	0	0	0	26752	218		3818	976	1250	605	765	11398	11758	2285	1997	7843	4735	10246	249				0	0					1056	1048	4115	4565							0														0				0		0	0								609													1608		CONF	CONF		
421445																																																																23517	2164		13915			8340	1142		3461	78325	0	0	0	10448	338		15785	482	2067	4421	1199	1506	399	3381	25844	22819	9900	4683	812				0	112					976	237	0	10612							131														35583				0		0	7								1202													1854		CONF	CONF		
421539																																																															0	1193	4941		22			21832	4287		0	122153	0	0	0	18006	241		20058	1060	1044	4142	10617	688	428	20212	6178	25936	34455	10962	3319				0	71					2824	14315	16731	34272							0														0				0		0	11								435													2972		CONF	CONF		
