"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
5210	549419	6	55211	47818	0	88657	0	0	1265	0	926488	0	53713		157823	121626	52744	33440	872775	0	0	10528	1265	1265	40025	83886	88746	7622	121542	14804	15880	4479	0	62456	35163	0	30684	0	true	6672	23510	78410	43216	371008	124698	
5461	312666	0	6702	39976	0	52004	0	0	49856	0	495923	0	13405		8316	152054	3406	45302	482518	0	0	1906	49856	49838	6008	9797	2044	726	15805	4689	7529	409	0	10260	12627	0	12218	0	true							
5751	9165	0	3762	23710	0	44823	0	0	5790	0	115678	0	24106		18172	63632	9228	41061	87003	0	4569	4452	5790	2482	10072	12252	12938	2532	22324	923	1229	1708	1227	19622	5087	0	2152	0	true							
6039	41150	0	14382	102351	0	123957	0	0	0	0	134671	0	5710		45231	14649	13939	109575	128961	0	0	3364	0	0	16636	48251	5469	501	64887	5187	2301	526	0	25626	8014	0	7488	199	false							
6141	3786	12	13483	13235	0	36487	0	0	0	0	14908	0	1511		4339	1065	1084	22992	13397	0	0	423	0	0	2385	4569	798	35	6954	800	1470	0	0	3448	2270	0	2270	0	true							
6329	44893	0	15581	186040	0	233192	0	0	5690	0	326020	0	8039		75574	62459	13973	217611	317981	0	0	4843	5690	0	47457	91078	29902	6109	138535	8455	27355	5813	2499	98972	44122	0	35809	8187	false							
7009	0	0	0	89592	0	89592	0	0	0	0	710831	0	0		0	710831	0	89592	710831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
7045	23012	0	12182	20878	0	109731	0	0	0	0	80020	0	5444		20668	23412	6342	97549	74576	0	0	277	0	0	4250	7729	9645	8485	11764	792	0	0	2696	9440	3488	0	792	0	true							
7072	40576	0	0	16162	0	24953	0	0	2963	0	129082	0	6376		37115	20851	15810	24953	122706	0	0	4886	2963	757	12819	22795	17462	5605	35614	252	2597	262	5864	21565	8975	0	2849	0	false							
7157	1973	0	1786	5317	0	10738	0	0	0	0	29478	13	937		9261	14162	2443	8952	28528	0	0	720	0	0	2859	7308	2644	0	10167	0	532	0	0	3550	532	0	532	0	false							
7456	26230	0	13951	17402	0	35383	0	0	0	0	42122	0	1325		10390	0	2153	21432	40797	0	0	236	0	0	2404	8425	3294	293	10829	0	1143	333	0	4026	1476	0	1143	0	true							
7634	7338	0	1987	10444	0	15759	0	0	0	0	39359	0	222		12868	945	5109	13772	39037	0	100	2654	0	0	4648	17842	2367	1098	22489	768	4071	0	282	13087	5121	0	4839	249	true							
8033	20699	0	2470	55137	0	85448	0	0	0	0	113397	0	897		41988	98	6726	82978	103746	0	8754	3323	0	0	14402	38218	18346	7672	52620	5939	1915	3883	2225	36650	13962	0	7854	5054	true							
8462	1291	0	7070	66266	0	106439	0	0	0	0	40844	0	8065		9543	6162	3575	99119	32779	250	0	1256	0	0	10190	10434	1407	0	20101	5356	5519	485	0	12488	11360	0	10875	0	true							
8631	17515	0	352	16342	0	22720	0	0	0	0	33939	0	747		8726	1807	2894	22368	33192	0	0	999	0	0	3120	5333	3717	1350	8452	0	836	261	0	4794	1097	0	836	0	true							
9357	136019	57	499	47995	0	54920	0	0	9430	0	380999	6647	0		1107	240957	1817	54364	374352	0	0	472	9430	9430	1501	587	31	0	2088	0	1903	0	0	1012	1903	0	1903	0	true							
9553	17457	0	10489	17934	0	40769	0	0	7348	0	65234	0	1604		15634	8918	6306	30280	54206	0	9424	3016	7348	5460	3347	22980	8923	249	26227	423	2341	594	0	19865	3358	0	2764	4113	true							
9807	474981	0	41285	85445	0	149147	0	0	60000	0	1716079	0	306010		143332	762619	68048	107862	1410069	0	0	4733	60000	60000	20849	136478	191103	8299	157327	73549	44171	2423	1607	213397	121750	0	117720	191450	true	7860	13247	484245	278374	305561	169420	
9955	12146	14	3727	21396	0	42224	0	0	2496	0	70037	0	17456		7618	42546	1298	38483	52581	0	0	0	2496	2496	4889	6754	2398	298	11643	0	1006	0	0	6721	1006	0	1006	0	true							
10250	126418	0	1012	23238	0	53666	0	0	7969	0	307539	0	7780		45773	97750	30665	52654	299510	0	249	11553	7969	7776	8582	21637	27248	11667	30219	751	2364	7799	3322	23361	14236	0	3115	498	true							
10849	67576	0	2125	10928	0	26897	0	0	0	0	210705	0	46400		44287	22695	8403	24771	164305	1	0	2020	0	0	21870	56451	18908	760	73271	6828	11007	4327	283	53702	22445	0	17835	8582	false							
11145	30435	0	39671	45597	0	103463	0	0	0	0	97915	0	12011		16821	29271	7859	63604	85904	188	0	3906	0	0	3619	11912	5937	6202	15531	795	3931	2786	3028	10849	10539	0	4726	0	true							
11640	155099	2	5696	18495	0	30395	0	0	0	0	265393	0	39986		37718	25368	18505	24541	225407	156	0	9557	0	0	12381	23420	16776	12986	35784	4894	6402	4125	3941	27846	19362	0	11296	0	true							
11837	5356	0	18687	6984	0	35667	0	0	0	0	33842	0	434		14457	5333	2907	16980	33408	0	0	764	0	0	2887	10660	6037	3004	13527	0	565	0	0	8131	565	0	565	0	true							
12030	37213	0	16762	88123	0	120275	0	0	0	0	179823	0	2005		61557	39122	20291	103513	177618	0	200	1768	0	0	22430	52062	19844	4397	74492	356	3810	293	296	37176	4755	0	4166	0	false							
12142	29485	0	14767	59346	0	118178	0	0	0	0	83822	0	7067		22208	13610	7574	103411	76755	0	0	1174	0	0	13906	16416	734	0	24391	2709	6656	306	0	8848	9671	0	9364	0	false							
12179	5811	0	0	6734	0	10224	0	0	0	0	22343	0	753		7577	6176	1473	10224	21590	0	0	107	0	0	1288	3277	3650	1388	4565	0	753	0	0	2026	753	0	753	0	true							
12311	11044755	46	2241942	5878978	0	7182490	0	0	3690070	0	70754206	0	3000575		2505017	56153474	677758	4938100	67753631	2402	0	94979	3690070	3674822	747618	1232358	796997	227049	1979976	338495	128195	72691	12574	499005	551955	0	466690	0	true	601400	557032	21997278	31383450	656769	10357820	
12647	24295	0	1621	39052	0	48140	0	0	14704	0	91321	0	5449		19568	21383	6496	46519	85872	0	0	1431	14704	4198	6290	14738	7010	321	21028	1984	3937	4686	6677	8791	17284	0	5921	0	false							
12656	2046	0	572	3979	0	5995	0	0	0	0	9215	0	1949		2816	1482	898	5423	7266	0	0	227	0	0	1236	2761	1564	126	3997	0	0	0	0	2871	0	0	0	0	true							
12937	10856	0	0	41308	0	56203	0	0	4884	0	89320	0	0		8268	34073	4855	56203	89320	0	0	3233	4884	4884	9576	10815	2500	399	20391	10087	9738	1276	0	15022	21101	0	19825	0	false							
12946	62456	43	137631	88989	0	279717	0	0	2301	0	890497	0	256360		139809	283523	50587	142043	634137	0	0	23104	2301	2301	53411	137417	76340	23772	189102	122298	95625	31984	3671	151131	253578	0	217608	0	true	31301	36472	145948	79098	55256	7200	
13103	494147	0	34355	79850	0	203817	0	0	25025	0	1388176	0	354412		153378	563720	65546	169267	1032419	195	1345	23244	25025	0	28855	54890	79742	58608	83745	27053	45046	23951	12164	68717	108214	0	72099	0	true	8473	71740	292013	107591	184112	118855	
13251	3180	0	1012	7059	0	11575	0	0	0	0	27307	0	1141		6903	16500	1288	10563	26166	0	0	0	0	0	1811	5217	598	0	7028	0	0	0	0	724	0	0	0	0	true							
13457	3013	0	1166	4126	0	8484	0	0	0	0	10262	0	1195		2691	2053	1297	7318	9067	0	0	0	0	0	999	2758	485	0	2411	0	954	0	0	1551	954	0	954	0	false							
14052	9964	0	1562	14743	0	22095	0	0	0	0	30739	0	2782		5342	12496	2470	20533	27957	0	0	850	0	0	1990	3519	1720	0	5509	0	1050	0	0	1886	1050	0	1050	0	true							
14155	16729	0	1670	44240	0	83811	0	0	32001	0	86333	0	10470		15687	38293	6548	82141	75863	0	0	2420	32001	31631	3873	13162	7396	2130	17035	2252	1124	1080	294	10874	4750	0	3376	0	true							
14650	6959	0	4020	9259	0	15759	0	0	0	0	12682	0	211		3357	1002	1274	11739	12471	0	0	257	0	0	2228	1805	319	0	3635	0	0	369	0	995	369	0	0	0	false							
14753	15097	0	838	13801	0	13801	0	0	0	0	26354	0	2225		7659	0	3395	12963	24129	0	0	772	0	0	2694	7074	593	135	9768	500	0	259	0	2837	759	0	500	0	false							
14865	72578	3	22443	190533	0	190533	0	0	36001	0	162102	0	14296		24265	42776	10800	168087	147806	0	0	2833	36001	35902	19840	12750	8789	3555	29685	250	1314	251	0	20669	1815	0	1564	0	true							
14977	4777	0	0	6251	0	9691	0	0	0	0	28016	0	0		8618	1265	3338	9691	28016	0	0	1443	0	0	3313	10113	2681	300	13426	1760	3368	438	0	7789	5566	0	5128	0	false							
16551	43055	0	5703	57676	0	99780	0	0	10518	0	179181	0	9779		63753	45762	25524	92785	169402	1292	0	8353	10518	5487	13246	32880	31738	2671	36483	846	3887	4813	282	16782	9828	0	4733	0	true							
16748	18310	0	2228	21530	0	26300	0	0	0	0	48223	0	1447		11181	10156	4351	24072	46776	0	0	1750	0	0	3760	4911	5636	3613	8465	0	761	559	516	6740	1836	0	761	0	false							
17110	0	0	0	0	0	0	0	0	0	0	117155	0	6455		13471	0	4755	0	110700	0	0	2834	0	0	45820	0	0	0	45820	71335	0	0	0	32349	71335	0	71335	0	false							
17147	3506230	0	76882	227926	0	338966	0	0	418256	0	5708642	0	871359		930296	909632	147160	260652	4837283	1432	0	26000	418256	116471	211205	271417	548074	143946	464560	33821	35000	46008	3309	244346	118138	0	68821	0	true	554	27344	550611	242726	1705645	1794096	
17259	13027	0	1694	10149	0	15993	0	0	0	0	32131	0	2949		9830	1667	4959	14299	29182	0	0	2087	0	0	1898	8090	5507	443	9988	260	300	682	256	6109	1498	0	560	0	false							
17464	199236	0	81907	523003	0	523003	0	0	125200	0	2228821	0	144137		109848	1809510	47324	441096	2082723	0	1961	6397	125200	123962	64506	86171	41213	15994	150677	3157	5247	2131	1656	98036	12191	0	8403	245	true	265539	168057	1048261	561543	185483	13753	
17950	54592	272	36146	74218	0	159105	0	0	42093	0	258096	312	31088		32424	120634	10848	122687	214696	0	12000	4454	30093	30093	11042	31204	9613	2711	42149	13879	7036	6855	530	22146	28300	12000	20915	0	true							
17978	58246	0	0	3766	0	30992	0	0	0	0	162387	0	889		54383	3692	36223	30992	149984	0	11514	15286	0	0	14048	38343	11002	16986	52391	14468	4569	309	724	25996	20070	0	19037	0	true							
18050	70616	0	44258	164161	0	231993	0	0	0	0	243837	0	12839		46081	54173	11052	187735	230998	0	0	3269	0	0	18822	40051	19164	2136	58275	5978	16854	15792	251	34092	38875	0	22832	0	true							
18135	32459	0	0	87790	0	117082	0	0	27146	0	120444	0	243		13331	48177	3499	117082	120201	0	0	310	27146	27146	5220	8497	4830	1804	13555	4869	8500	4408	1681	7019	19458	0	13369	0	true							
18827	271245	0	71788	292732	0	481919	0	0	7823	0	534627	0	87867		80499	117034	24720	408586	446539	1545	221	5522	7823	7671	14912	49856	31322	19447	64768	625	23307	4835	2043	35039	30810	0	23932	0	true	32963	51029	25308	54120	4716	241152	
18836	16763	0	1856	29243	0	38137	0	0	2266	0	90992	0	2578		37328	13399	13181	36281	88414	0	0	4153	2266	1808	16835	21385	13539	6001	35337	665	1382	1023	0	20432	3070	0	2047	0	true							
18854	72711	0	80715	271272	0	298534	0	0	204810	0	290409	0	29883		30054	24169	2960	217819	223242	0	37284	977	204810	200584	24876	81048	27983	2665	105893	11980	30271	14707	0	106517	56958	0	42251	37284	true							
19356	8214	0	4903	17558	0	37380	0	0	6000	0	35216	0	1047		10616	4623	1470	32410	34169	67	0	0	0	0	2600	6531	4169	822	9127	1000	4257	3000	0	3506	8257	4000	5257	0	false							
19936	14102	0	25373	52677	0	133633	0	0	0	0	119828	0	9728		20071	56053	9593	108260	110100	0	0	4626	0	0	8025	17661	8338	8390	25686	809	1320	2327	2803	22343	7259	0	2129	0	true							
19972	73129	0	0	0	0	0	0	0	0	0	73129	0	0		0	0	0	0	73129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false							
20053	11433	0	1431	20399	0	25027	0	0	9308	0	57526	0	7458		26717	4038	7610	23596	50068	0	0	703	9308	4188	13440	7740	14759	208	13917	1800	2819	1288	0	9430	5907	0	4619	2980	true							
20633	65855	0	22373	26989	0	97989	0	0	6343	0	149259	0	836		31465	20330	12806	75611	148423	5	0	4011	6343	6343	6945	17715	18965	14530	24660	306	607	2880	1126	26690	4919	0	913	0	true							
20857	7960	0	10355	32161	0	71592	0	0	248	0	37583	0	8126		4894	18963	2149	61237	29457	0	0	0	248	248	1958	5284	1259	319	7242	259	1039	542	0	3926	1840	0	1298	0	true							
21256	1118	0	2602	2544	0	5616	0	0	0	0	3864	0	354		1034	558	1614	3014	3510	0	0	818	0	0	70	200	869	231	270	0	0	0	818	336	818	0	0	0	true							
21359	12242	0	2373	10951	0	18220	0	0	0	0	27852	0	1636		4261	7315	3780	15847	26216	0	0	0	0	0	1323	5201	826	74	6524	0	871	0	0	3163	871	0	871	0	true							
21630	16031	0	2216	21856	0	32793	0	0	0	0	55715	0	6202		9484	10398	2332	30577	49513	0	0	787	0	0	4745	11650	1834	147	16395	5320	5589	0	0	8892	10909	0	10909	0	true							
21658	22730	2	4391	19954	0	63181	0	0	1	0	81135	0	1145		32442	9583	16320	58788	79990	0	0	5522	1	1	7404	14305	15283	7262	19985	1601	1081	1440	446	11812	4568	0	1878	0	true							
22048	21452	0	25508	101256	0	101256	0	0	5529	0	80078	0	12591		22815	0	7060	75748	67487	0	0	2970	5529	5529	15800	20373	8910	135	36173	7063	4039	2306	0	22403	13408	0	11102	0	true							
22543	17349	21	9530	27876	0	62975	0	0	0	0	39328	0	993		6690	11479	3283	53424	38335	0	0	1317	0	0	2564	3779	1394	2099	6342	0	253	0	409	3146	662	0	253	0	true							
22552	13967	0	2720	15128	0	31778	0	0	1000	0	42358	0	3462		13216	3922	3434	29058	38648	0	248	734	1000	0	3463	8642	10424	16	12105	0	924	1000	0	9329	1924	0	924	987	true							
22730	143	0	8406	60803	0	87540	0	0	0	0	75927	0	6929		12786	57448	3143	79134	68998	0	0	458	0	0	4048	5009	5222	2417	7465	0	1640	0	0	3910	1640	0	1640	0	true							
22936	14000	0	2720	53430	0	73109	0	0	0	0	86898	0	1081		22126	34917	6452	70389	85817	0	0	1479	0	0	6688	17036	10901	30	23724	1357	1297	672	0	12529	3326	0	2654	0	true							
23456	11596	0	2393	15222	0	47843	0	0	0	0	53309	0	7392		20507	6560	6197	45389	45917	61	0	3010	0	0	3088	7756	10723	7968	10844	2325	1575	827	891	9028	5618	0	3900	0	true							
23504	1213987	0	38668	446477	0	506460	0	0	160180	0	2571238	0	417886		73238	1131633	20410	467792	2153352	0	0	6287	158838	143168	32663	54275	44792	5940	86938	5734	29161	11224	41829	64432	87948	1342	34895	0	true	49139	3852	308835	501161	411483	626496	
23643	13778	0	16283	33740	0	76095	0	0	0	0	95398	0	9553		30687	2238	7619	59812	85745	0	100	2818	0	0	10316	27788	17385	113	38104	3263	12570	5967	1980	24915	23780	0	15833	0	false							
23755	54250	40	5922	44488	0	87056	0	0	0	0	91351	32	10531		13298	13472	6434	81094	80788	0	0	1302	0	0	4805	7652	4881	2530	12450	977	1284	0	1500	6570	3761	0	2261	0	false							
24006	520243	0	16377	137696	0	324496	0	0	0	0	844958	0	22049		162801	29097	62055	308119	822909	0	0	14658	0	0	30030	68970	76249	71389	98161	2516	6398	17225	22843	83837	48980	0	8914	0	true	53164	79095	24018	5079	440588	48433	
24378	18995	0	0	7474	0	12907	0	0	0	0	44983	0	503		18751	196	7363	12907	44480	0	0	1786	0	0	3837	6472	6125	9063	9248	295	0	0	0	6746	295	0	295	0	false							
24453	9076	0	4867	53050	0	72739	0	0	20167	0	162051	0	13087		25312	107229	4494	67872	147225	0	1739	3189	20167	7584	4527	12714	10902	6976	17241	7080	1973	1574	0	9807	10626	0	9053	1984	true							
24659	21580	0	962	12679	0	22979	0	0	0	0	33158	0	1490		6529	1029	3255	22017	31668	0	0	979	0	0	4430	3818	1438	284	4911	324	255	0	0	3441	579	0	255	0	true							
24668	145991	0	7876	102843	0	123861	0	0	194412	0	1135102	0	92938		70778	613747	31363	115985	1039023	0	3141	17748	194412	193511	139797	76873	18847	8059	149690	56528	47471	26977	812	172798	131788	0	60113	0	false							
24949	45644	0	9561	87488	0	130118	0	0	2000	0	201678	0	11811		75189	51621	14782	120557	189867	0	0	2873	2000	2000	22364	46853	29817	209	68998	562	1840	2768	0	24054	5170	0	2402	0	true							
25357	13795	0	13132	48629	0	172658	0	0	26712	0	170120	671	6648		60805	50245	9107	159526	162551	0	250	3965	26712	26712	26923	56737	6861	8257	83660	912	2308	1112	2970	37973	7302	0	3220	0	true							
25647	10955	4	0	12269	0	13684	0	0	0	0	76377	0	0		13679	6271	4652	13680	51654	0	24723	2449	0	0	5124	20579	22498	5662	25703	1378	3910	0	0	40184	5288	0	5288	24723	false							
26176	39626	0	245	23608	0	37191	0	0	44938	0	239774	0	18704		29417	35700	4592	36946	208849	0	12221	1325	44938	44938	16361	86846	14674	2080	103207	34170	6446	3365	506	90544	44487	0	40616	11766	true							
26242	185242	0	38457	63998	0	118288	0	0	0	0	264874	0	8523		35404	18652	14095	79831	256351	0	0	3939	0	0	12974	38330	5077	219	51303	0	3126	1255	0	21195	4381	0	3126	0	true							
26457	2228	0	1745	4764	0	8310	0	0	0	0	16623	0	1533		3996	7546	288	6565	14845	0	245	0	0	0	2168	2915	1045	221	5082	500	0	0	0	2353	500	0	500	0	true							
26765	10848	3	7396	127816	0	178890	0	0	0	0	276099	0	13750		9861	192514	2946	171192	262349	299	0	1571	0	0	8962	20792	9208	1807	29754	3535	18529	7312	2592	30908	31968	0	22064	0	true							
27070	189226	0	1152	35902	0	35902	0	0	0	0	438734	0	6641		140502	0	61086	34750	431343	0	750	18902	0	0	73462	102722	40297	5281	162983	9198	14427	4121	0	81260	27746	0	22750	0	false							
27548	226584	0	43977	73233	0	176409	0	0	19095	0	420771	0	25480		36840	115310	18544	123063	395291	9369	0	741	19095	19095	10434	16790	18304	13608	27224	6179	10761	2152	649	22296	19741	0	16940	0	true							
27614	66322	0	1455	94475	0	161100	0	0	0	0	173388	0	24787		38786	40690	24328	159645	148601	0	0	8368	0	0	9408	15989	15646	11148	22670	6191	3743	2043	2208	13405	14185	0	9934	0	true							
27847	48715	0	28193	112003	0	170360	0	0	21237	0	332277	0	42782		99148	34807	29575	142167	277995	0	11500	13254	17228	17228	28408	91467	79225	6136	119875	2163	25429	15281	646	106088	43519	4009	27592	11500	true							
28013	474958	0	140993	139113	0	255568	0	0	152258	0	2449229	0	115845		230782	1351777	77522	114575	2333384	0	0	27426	152258	104525	111656	216888	196671	34503	328544	8105	25969	21564	7138	328936	62776	0	34074	0	true	62366	52209	1100026	135905	473136	1822	
28152	23573	0	4112	25547	0	41297	0	0	0	0	74866	192	10746		19072	26825	7495	37185	63928	0	0	1655	0	0	7806	8699	6244	1465	13238	253	0	0	0	5142	253	0	253	0	true							
28255	34654	24	6286	69597	0	210989	0	0	0	0	110733	0	213		12730	27528	2485	204139	110416	540	104	564	0	0	8705	18786	4134	2047	27389	8260	1106	5115	400	20941	14881	0	9366	0	false							
