"IDRSSD"	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC869	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
2732	0	0	-1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88041	113192	50803	281610	0	22638	25402	281610	329650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	502	24	-850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	0	0	0	808	0	0	0	1864	13980	4222	43304	0	2796	2111	43304	48211	0	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	
3177	6272	1978	-297	441	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166418	41167	608646	219819	0	8233	304323	219819	532375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	410	82	-1923	215	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	919	0	0	0	919	0	0	0	27570	51144	7590	92688	0	10229	3795	92688	106712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	-505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	11582	3081	22946	0	2316	1541	22946	26803	0	192	192	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	1964	0	-1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	1035	0	0	0	19845	50984	30573	113854	0	10197	15287	113854	139338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971	2232	324	4412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3042	3042	0	0	3042	0	0	0	0	0	0	0	16143	0	0	1	16142	0	0	0	34867	88148	126215	465182	0	17630	63108	465182	545920	0	1753	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156	699	0	-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6511	0	0	0	6511	0	0	0	4629	37700	53944	120052	0	7540	26972	120052	154564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	0	0	-1668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44430	24255	45341	0	8886	12128	45341	66355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437	903	82	-1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3905	0	0	0	3905	0	0	0	25046	82388	47701	110722	0	16478	23851	110722	151051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839	1114	0	-5978	130	0	0	0	130	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0	0	0	1142	0	0	0	8506	68431	42983	221636	0	13686	21492	221636	256814	0	5400	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069	0	0	-9834	381	0	0	0	381	68	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4190	0	0	0	4190	0	0	0	38581	1701	46279	327918	0	340	23140	327918	351398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135	1184	0	-3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	341	0	0	0	57225	28523	51252	273419	0	5705	25626	273419	304750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210	4941	0	-11483	2871	0	0	0	2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14419	195191	321444	538591	0	39038	160722	538591	738351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461	2227	0	-7006	384	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3696	0	0	0	3696	0	0	0	14306	144777	32000	311502	0	28955	16000	311502	356457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751	468	115	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6379	0	0	0	6379	0	0	0	12353	33090	31251	115331	0	6618	15626	115331	137575	0	253	253	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039	106	22	-1136	67	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	0	0	0	1919	0	0	0	10879	18911	5896	52374	0	3782	2948	52374	59104	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141	0	0	-414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	24102	16604	16539	0	4820	8302	16539	29661	0	7050	7050	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	414	0	-5983	665	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6495	0	0	365	6130	0	0	0	30626	55895	73182	340835	0	11179	36591	340835	388605	0	5396	5396	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009	0	0	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	5201	298772	3134	323285	0	59754	1567	323285	384606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045	829	0	-443	97	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9462	78567	49577	51753	0	15713	24789	51753	92255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072	1297	313	2760	830	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17815	17815	0	0	17815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4350	18557	104355	59037	0	3711	52178	59037	114926	0	5763	5763	0	0	0	0	0	0	0	0	0	0	0	0	0	
7157	0	0	-205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1433	1433	0	0	0	1433	0	0	0	0	0	0	0	0	1883	18468	8949	18515	0	3694	4475	18515	26684	0	1472	1472	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456	255	5	-388	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4568	14992	690	48633	0	2998	345	48633	51976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634	55	0	-1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	21	0	0	0	5754	8225	11059	35549	0	1645	5530	35549	42724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033	971	0	-1074	756	0	0	0	756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5204	0	5204	0	0	0	0	0	23891	45456	56676	104766	0	9091	28338	104766	142195	0	26900	26900	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462	0	0	-507	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8140	130587	6154	41524	0	26117	3077	41524	70718	0	5550	5550	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631	101	0	-696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1125	0	0	0	1125	0	0	0	6336	21173	12788	27789	0	4235	6394	27789	38418	0	2981	2981	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357	484	0	23987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19895	88679	78655	222335	0	17736	39328	222335	279399	0	147	147	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553	1570	0	-941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11550	45294	8352	96882	0	9059	4176	96882	110117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	13628	0	-253183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153399	0	0	153399	0	0	0	983	110419	260002	724901	1614891	0	52000	362451	1614891	2029342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955	495	0	-1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1287	0	0	0	1287	0	0	0	21552	31240	4520	74740	0	6248	2260	74740	83248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250	758	115	636	1096	0	0	0	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	46	0	0	0	30439	84567	38445	206128	0	16913	19223	206128	242264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849	110	1451	-2257	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1791	0	0	0	1791	0	0	0	68806	31264	36434	121691	0	6253	18217	121691	146161	0	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145	823	198	-1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8421	21857	67807	95173	0	4371	33904	95173	133448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11275	22209	1084	-12077	597	0	107	490	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32303	32303	0	11017	21286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	80684	117851	311496	916078	0	23570	155748	916078	1095396	0	2037	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640	2458	220	-2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16606	0	0	0	16606	0	0	0	11787	109861	62987	201374	0	21972	31494	201374	254840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837	755	21	-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	108	0	0	0	3662	45342	8312	30492	0	9068	4156	30492	43716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030	284	0	-8393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	582	0	0	0	46022	39434	53435	190471	0	7887	26718	190471	225076	0	2862	2862	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142	1005	46	-1220	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16797	70581	36465	92808	0	14116	18233	92808	125157	0	3500	3500	0	0	0	0	0	0	0	0	0	0	0	0	0	
12179	690	84	-314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	242	90	0	0	0	972	5279	20304	12039	0	1056	10152	12039	23247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12245	619	82	2972	605	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3936	30611	35122	47390	0	6122	17561	47390	71073	0	1202	1202	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311																																																																									
12647	310	0	-1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1999	21481	18152	54482	0	4296	9076	54482	67854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656	0	0	-289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	5734	6500	5812	0	1147	3250	5812	10209	0	5212	5212	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937	0	0	-1919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8631	0	0	0	8631	0	0	0	25188	9151	30368	138235	0	1830	15184	138235	155249	0	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946	9290	990	-1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19756	0	0	69	19687	0	0	0	5037	152276	252160	498292	0	30455	126080	498292	654827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12955	0	0	-1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1463	1463	0	0	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23482	21755	89462	0	4696	10878	89462	105036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	8585	0	18659	142	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8656	140310	491659	919226	0	28062	245830	919226	1193118	0	614	614	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251	0	0	-476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12969	2486	5598	21680	0	497	2799	21680	24976	0	520	520	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457	0	0	-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	16	0	0	0	3972	8602	28	11302	0	1720	14	11302	13036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052	172	1	-394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	26	0	0	0	7461	5312	12994	31215	0	1062	6497	31215	38774	0	582	582	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155	686	0	-1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8991	8991	0	0	8991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	17051	59355	92929	0	3410	29678	92929	126017	0	4620	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650	0	0	-306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	7290	1888	2380	20024	0	378	1190	20024	21592	0	369	369	0	0	0	0	0	0	0	0	0	0	0	0	0	
