"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
2925620	20130630	Chino Commercial Bank, NA	35366	Chino	CA	917105639	
2925666	20130630	Pinnacle Bank	35583	Nashville	TN	37201	
2925723	20130630	Rumson-Fair Haven Bank & Trust	35381	Rumson	NJ	7760	
2927615	20130630	Advantage Bank	57072	Loveland	CO	80538	
2929075	20130630	Indiana Community Bank	57037	Goshen	IN	46526	
2929392	20130630	Cornerstone National Bank & Trust Company	57061	Palatine	IL	60067	
2931603	20130630	World's Foremost Bank	57079	Sidney	NE	69160	
2936840	20130630	BANK OF ALPENA	57029	ALPENA	MI	49707	
2938143	20130630	The Bank of Commerce	35451	Sarasota	FL	34236	
2938198	20130630	Northbrook Bank and Trust	57082	Northbrook	IL	60062	
2938769	20130630	OXFORD UNIVERISTY BANK	57034	OXFORD	MS	38655	
2939001	20130630	Century Bank of Florida	35558	Tampa	FL	33612	
2939391	20130630	Peoples Bank	57058	Sheridan	AR	72150	
2939663	20130630	Union Community Bank	35257	Lancaster	PA	176013076	
2941068	20130630	Nicolet National Bank	57038	Green Bay	WI	54301	
2941509	20130630	Foundation Bank	35566	Bellevue	WA	98004	
2942690	20130630	SIGNATURE BANK	57053	NEW YORK	NY	10017	
2942823	20130630	United Bank of El Paso	57119	El Paso	TX	79912	
2943389	20130630	TomatoBank, N.A.	35474	Alhambra,	CA	91801	
2943615	20130630	Community Bank of Pickens County	35513	Jasper	GA	301430040	
2947556	20130630	First Electronic Bank	35533	Sandy	UT	84070	
2947800	20130630	Republic Bank	35344	Port Richey	FL	34668	
2948058	20130630	First Commercial Bank	57069	Jackson	MS	39236	
2948423	20130630	The Bank of Clovis	57022	Clovis	NM	88101	
2948450	20130630	HBank Texas	57027	Grapevine	TX	760992327	
2949710	20130630	THE National Bank	57918	Moline	IL	612657728	
2949970	20130630	United Trust Bank	35393	Palos Heights	IL	60462	
2950604	20130630	Covenant Bank	57039	Clarksdale	MS	38614	
2950677	20130630	CIT Bank	35575	Salt Lake City	UT	84120	
2953418	20130630	OptimumBank	35430	Ft. Lauderdale	FL	33308	
2954059	20130630	BCB COMMUNITY BANK	35541	BAYONNE	NJ	7002	
2954497	20130630	Willamette Valley Bank	57033	Salem	OR	97301	
2955458	20130630	Park Cities Bank	57057	Dallas	TX	75206	
2957014	20130630	American State Bank & Trust Company	57144	Great Bend	KS	67530	
2958048	20130630	Kilgore National Bank	35548	Kilgore	TX	75662	
2958972	20130630	Northstar Bank	57097	Bad Axe	MI	48413	
2960555	20130630	American Heritage Bank	57025	Clovis	NM	88102	
2960788	20130630	Wheaton College Trust Company, N.A.	57150	Wheaton	IL	60187	
2961703	20130630	Mission Oaks National Bank	57021	Temecula	CA	92590	
2963266	20130630	First Carolina State Bank	35530	Rocky Mount	NC	27804	
2963275	20130630	Mission Bank	57137	Kingman	AZ	86401	
2963547	20130630	Landmark Community Bank	57112	Pittston	PA	186401816	
2963864	20130630	TRADITIONS FIRST BANK	57092	ERIN	TN	37061	
2966306	20130630	American Express Bank, FSB	35328	Salt Lake City	UT	84184	
2966614	20130630	Carolina Trust Bank	57026	Lincolnton	NC	28902	
2967349	20130630	Liberty Bank of Arkansas	3878	Jonesboro	AR	72401	
2967796	20130630	PEOPLES BANK OF BEDFORD COUNTY	35604	SHELBYVILLE	TN	37160	
2970657	20130630	Schaumburg Bank & Trust Company, N.A.	57103	Schaumburg	IL	60007	
2973041	20130630	First Community Trust National Association	57179	Dubuque	IA	52002	
2973386	20130630	SEI Private Trust Company	35388	Oaks	PA	19456	
2980209	20130630	Barclays Bank Delaware	57203	Wilmington	DE	19801	
2986407	20130630	Westfield Bank, FSB	57077	Westfield Center	OH	44251	
2989006	20130630	Guardian Bank	57127	Valdosta	GA	31602	
2992501	20130630	Cornerstonebank	35027	Atlanta	GA	30327	
2992547	20130630	John Deere Financial, f.s.b.	35237	Madison	WI	53717	
2997216	20130630	COMMUNITY BANK OF SANTA MARIA	57073	SANTA MARIA	CA	93454	
2997748	20130630	FIRST CENTURY BANK, NATIONAL ASSOCIATION	57123	GAINESVILLE	GA	30501	
2997926	20130630	Cumberland Bank & Trust	57091	Clarksville	TN	37040	
2998576	20130630	Celtic Bank	57056	Salt Lake City	UT	84111	
3005097	20130630	COMMUNITY BANK OF MISSOURI	57141	RICHMOND	MO	64085	
3010000	20130630	Mariner's Bank	35479	Edgewater	NJ	7020	
3010318	20130630	AMERICAN PATRIOT BANK	57169	GREENEVILLE	TN	37745	
3010363	20130630	Bankcda	57074	Coeur D'alene	ID	83814	
3013823	20130630	CRESCOM BANK	57135	Charleston	SC	29401	
3015939	20130630	AMG National Trust  Bank	57295	Englewood	CO	801116020	
3016347	20130630	Georgia Banking Company	57071	Atlanta	GA	30339	
3017081	20130630	Northwestern Mutual Wealth Management Company	57093	Milwaukee	WI	53202	
3019982	20130630	THE FREEDOM BANK OF VIRGINIA	57184	Vienna	VA	22180	
3020447	20130630	Farmers Bank	57335	Ault	CO	80610	
3022076	20130630	Beach Community Bank	57131	Fort Walton Beach	FL	32548	
3022610	20130630	Flatirons Bank	57280	Boulder	CO	80302	
3025134	20130630	American Founders Bank, Inc	57113	Lexington	KY	40507	
3025406	20130630	Bridge Bank, N.A.	57086	San Jose	CA	95113	
3025929	20130630	GOGEBIC RANGE BANK	57192	IRONWOOD	MI	49938	
3027763	20130630	Cornerstone Bank	57250	Overland Park	KS	66221	
3028902	20130630	PREMIER VALLEY BANK	57098	FRESNO	CA	93720	
3029253	20130630	Everence Trust Company	57109	Goshen	IN	46528	
3029589	20130630	Cedar Rapids Bank and Trust	57244	Cedar Rapids	IA	52401	
3030697	20130630	Regents Bank, National Association	57177	La Jolla	CA	920374264	
3032833	20130630	Cheyenne State Bank	57363	Cheyenne	WY	82001	
3034257	20130630	First Community Bank of Central Alabama	57124	Wetumpka	AL	36092	
3034695	20130630	MAIN STREET BANK CORP.	57162	WHEELING	WV	26003	
3035759	20130630	Live Oak State Bank	57187	Dallas	TX	75204	
3037874	20130630	Neighborhood National Bank	57210	Alexandria	MN	56308	
3039636	20130630	Mission Valley Bank	57101	Sun Valley	CA	91352	
3040418	20130630	COMMUNITY FEDERAL SAVINGS BANK	57129	WOODHAVEN	NY	11421	
3041358	20130630	First Commerce Bank	57273	Marysville	KS	66508	
3041974	20130630	Citizens Bank of Pennsylvania	57282	Philadelphia	PA	191037053	
3042234	20130630	Bank of Brenham N.A.	57102	Brenham	TX	77833	
3042560	20130630	Harrington Bank, FSB	57262	Chapel Hill	NC	27516	
3043651	20130630	Summit Bank	57289	Tulsa	OK	74135	
3045383	20130630	Vanguard National Trust Company	57304	Malvern	PA	19355	
3047659	20130630	SOUND BANKING COMPANY	57095	MOREHEAD CITY	NC	28557	
3048487	20130630	1st Bank Yuma	57298	Yuma	AZ	85364	
3048861	20130630	United Legacy Bank	57164	Longwood	FL	32790	
3048937	20130630	Union Federal Savings Bank	57189	North Providence	RI	02904	
3048982	20130630	Seaway Community Bank	57240	St. Clair	MI	48079	
3049514	20130630	Premier Service Bank	57059	Riverside	CA	92506	
3049635	20130630	Douglas National Bank	57230	Douglas	GA	31533	
3049699	20130630	Venture Bank	57249	Bloomington	MN	55435	
3049729	20130630	PLUS INTERNATIONAL BANK	57083	Miami	FL	33131	
3051432	20130630	Freedom National Bank	57254	Greenville	RI	02828	
3052813	20130630	CommerceWest Bank	57176	Irvine	CA	92612	
3057818	20130630	Apollo Bank	35599	Miami	FL	33130	
3058114	20130630	COUNTRY CLUB TRUST COMPANY NA	57402	PRAIRIE VILLAGE	KS	66206	
3058329	20130630	FREDERICK COUNTY BANK	57255	FREDERICK	MD	21701	
3058619	20130630	City Bank New Mexico	57302	Ruidoso	NM	88345	
3066025	20130630	The Goldman Sachs Trust Company, N.A.	57337	Wilmington	DE	19801	
3067929	20130630	Town & Country Bank	57312	Las Vegas	NV	89147	
3068579	20130630	Embassy Bank for the Lehigh Valley	57228	Bethlehem	PA	18017	
3070545	20130630	UNITED COMMUNITY BANK OF WEST KENTUCKY, INC	57301	MORGANFIELD	KY	42437	
3075474	20130630	First Chatham Bank	57252	Savannah	GA	31412	
3076220	20130630	THE BUSINESS BANK OF ST LOUIS	57358	CLAYTON	MO	63105	
3076248	20130630	Stifel Bank & Trust	57311	St. Louis	MO	63141	
3076284	20130630	UNITI BANK	57120	BUENA PARK	CA	90621	
3076453	20130630	Bank of Southern California, NA	57044	San Diego	CA	92130	
3076604	20130630	SIGNATURE BANK, NATIONAL ASSOCIATION	57269	TOLEDO	OH	436233279	
3082052	20130630	Community Bank of Broward	57300	Weston	FL	333263253	
3085240	20130630	Citizens National Bank	57320	Windsor	VA	23487	
3086256	20130630	Greater Hudson Bank, National Association	57145	Middletown	NY	10941	
3089752	20130630	Securian Trust Company, N.A.	57405	Saint Paul	MN	551012098	
3090338	20130630	Pascack Community Bank	57215	Waldwick	NJ	7463	
3090833	20130630	DRAKE BANK	57336	ST PAUL	MN	55107	
3093964	20130630	Grand Bank, National Association	57274	Hamilton	NJ	08619	
3097243	20130630	Prairie Mountain Bank	57453	Great Falls	MT	59405	
3102893	20130630	Washington Business Bank	57167	Olympia	WA	98506	
3103591	20130630	UNITED BANK & TRUST NA	57391	MARSHALLTOWN	IA	50158	
3105308	20130630	Eastside Commercial Bank, N.A.	57132	Bellevue	WA	98005	
3108907	20130630	PROVIDENT MUNICIPAL BANK	57339	Montebello	NY	10901	
3109043	20130630	Bank of New Canaan	57368	New Canaan	CT	6840	
3109146	20130630	LEADER BANK, NATIONAL ASSOCIATION	57134	ARLINGTON	MA	2474	
3109584	20130630	Regal Financial Bank	57236	Seattle	WA	98104	
3110197	20130630	SouthEast Bank	57348	Athens	TN	37303	
3112070	20130630	Independence Bank National Association	57285	Houston	TX	77040	
3116519	20130630	American Eagle Bank	57359	South Elgin	IL	60177	
3117431	20130630	Grand Bank	57378	Dallas	TX	75248	
3118447	20130630	Affinity Bank	57264	Atlanta	GA	30328	
3120646	20130630	PATRIOT BANK	57416	MILLINGTON	TN	38053	
3120897	20130630	Heritage Bank	57548	Topeka	KS	66614	
3121072	20130630	EnerBank USA	57293	Salt Lake City	UT	84106	
3121081	20130630	PCSB Commercial Bank	57232	Brewster	NY	105090417	
3121308	20130630	Community National Bank	57395	Monett	MO	65708	
3122828	20130630	INTERCONTINENTAL BANK	57214	WEST MIAMI	FL	33144	
3122994	20130630	Sanibel Captiva Community Bank	57425	Sanibel	FL	339573215	
3125137	20130630	FRANKLIN COMMUNITY BANK, NATIONAL ASSOCIATION	57259	ROCKY MOUNT	VA	24151	
3125315	20130630	HIGHLANDS COMMUNITY BANK	57420	COVINGTON	VA	24426	
3125557	20130630	Oregon Coast Bank	57373	Newport	OR	97365	
3128174	20130630	Peoples Bank	57362	Colleyville	TX	76034	
3128923	20130630	BANK OF LINCOLN COUNTY	57396	FAYETTEVILLE	TN	37334	
3129902	20130630	Independent Bank of Texas	57476	Irving	TX	75038	
3131400	20130630	Commerce Bank of Arizona, Inc	57279	Tucson	AZ	85716	
3133011	20130630	ENTERPRISE NATIONAL BANK, N.J.	57055	KENILWORTH	NJ	7033	
3133570	20130630	Eagle Community Bank	57477	Maple Grove	MN	55369	
3134250	20130630	Summit Community Bank	57401	East Lansing	MI	48823	
3134399	20130630	Capital Bank of Texas	57495	Carrizo Springs	TX	78834	
3134698	20130630	Bank of Commerce	57491	Duncan	OK	73533	
3135097	20130630	Texas Community Bank	57431	The Woodlands	TX	77384	
3138146	20130630	Western Alliance Bank	57512	Phoenix	AZ	85004	
3139321	20130630	Community Bank Owatonna	57468	Owatonna	MN	55060	
3140309	20130630	West One Bank	57534	Kalispell	MT	59901	
3140822	20130630	Liberty National Bank	57505	Sioux City	IA	51106	
3141726	20130630	Forcht Bank, National Association	57415	Lexington	KY	40509	
3142358	20130630	Bankers Trust Company	57484	Cedar Rapids	IA	52406	
3143805	20130630	Pacific Commerce Bank	57065	Los Angeles	CA	90013	
3145162	20130630	Gateway Community Bank	57275	Roscoe	IL	61073	
3145797	20130630	York Traditions Bank	57377	York	PA	174024643	
3145984	20130630	Pathfinder Commercial Bank	57497	Oswego	NY	13126	
3146150	20130630	U.S. CENTURY BANK	57369	MIAMI	FL	33172	
3148033	20130630	Grand Mountain Bank, Fsb	57531	Granby	CO	80446	
3148613	20130630	Commerce National Bank & Trust	57429	Winter Park	FL	32789	
3149012	20130630	THe Biltmore Bank of Arizona	57479	Phoenix	AZ	85018	
3150205	20130630	Worthington National Bank	57414	Arlington	TX	760107112	
3150447	20130630	Charles Schwab Bank	57450	Reno	NV	89502	
3151417	20130630	maple bank	57581	champlin	MN	55316	
3153233	20130630	Metropolitan Capital Bank and Trust	57488	Chicago	IL	60611	
3153288	20130630	Xenith Bank	57487	Richmond	VA	23219	
3153297	20130630	FIRST COMMERCE BANK	57465	LEWISBURG	TN	37091	
3153345	20130630	Victory Community Bank	57277	Ft.Mitchell	KY	41017	
3154780	20130630	Horizon Community Bank	57411	Lake Havasu City	AZ	86403	
3157183	20130630	Orange County Business Bank	57338	Irvine	CA	92614	
3158546	20130630	First Western Trust Bank	57607	Denver	CO	80202	
3160978	20130630	Integrity Bank and Trust	57587	Monument	CO	80132	
3161144	20130630	United American Bank	57447	San Mateo	CA	94401	
3162767	20130630	MWABank	57366	Rock Island	IL	61201	
3165320	20130630	Georgia Commerce Bank	57521	Atlanta	GA	30339	
3165357	20130630	Community First Bank of Indiana	57511	Kokomo	IN	46901	
3165599	20130630	COUNTRY BANK	57498	PRESCOTT	AZ	86301	
3166699	20130630	Tolleson Private Bank	57522	Dallas	TX	75205	
3166729	20130630	Cabarrus Bank & Trust	57545	Concord	NC	28026	
3168563	20130630	Steele Street Bank & Trust	57575	Denver	CO	80206	
3170276	20130630	County Commerce Bank	57423	Ventura	CA	93003	
3174920	20130630	Citizens Bank & Trust	57483	Guntersville	AL	35976	
3176812	20130630	FLORIDIAN COMMUNITY BANK	57382	DAVIE	FL	33328	
3177378	20130630	Alliance Banking Company	57424	Winchester	KY	403912952	
3177426	20130630	First Capital Bank	57552	Germantown	TN	38138	
3179082	20130630	Torrey Pines Bank	57577	San DIego	CA	92130	
3180136	20130630	Independence Bank	57379	East Greenwich	RI	2818	
3181197	20130630	Capmark Bank	57529	Midvale	UT	840476543	
3183584	20130630	Community National Bank of the Lakeway Area	57445	Morristown	TN	37814	
3184228	20130630	Falcon National Bank	57603	Foley	MN	56329	
3185485	20130630	Tidelands Bank	57594	Mt. Pleasant	SC	29464	
3185579	20130630	Clarion County Community Bank	57624	Clarion	PA	162141053	
3185896	20130630	TRINITY BANK N.A.	57543	FORT WORTH	TX	76107	
3187395	20130630	Willamette Community Bank	57513	Albany	OR	97321	
3187612	20130630	Arizona Bank & Trust	57620	Phoenix	AZ	85016	
3187630	20130630	Congressional Bank	57614	Bethesda	MD	20817	
3188646	20130630	Integrity Bank	57557	Camp Hill	PA	17011	
3188712	20130630	Fox River State Bank	57504	Burlington	WI	53105	
3189063	20130630	Commercial Bank of California	57417	Costa Mesa	CA	92626	
3189634	20130630	FIRST BANK OF CHARLESTON INC	57514	CHARLESTON	WV	25302	
3192960	20130630	Western National Trust Company	57638	Salt Lake City	UT	84133	
3194638	20130630	Seacoast Commerce Bank	57428	San Diego	CA	92128	
3194692	20130630	Traditions Bank	57554	Cullman	AL	35055	
3195064	20130630	First Advantage Bank	57596	Coon Rapids	MN	55433	
3198421	20130630	Bank of Virginia	57627	Midlothian	VA	23112	
3199811	20130630	Heritage Bank of the Ozarks	57576	Lebanon	MO	65536	
3200034	20130630	Gulf Coast Community Bank	57564	Pensacola	FL	32502	
3202702	20130630	Optum Bank	57408	Salt Lake City	UT	84120	
3202962	20130630	Fidelity Bank	57621	Wichita Falls	TX	76308	
3203996	20130630	1st Equity Bank Northwest	57611	Buffalo Grove	IL	60089	
3204993	20130630	Capital Pacific Bank	57562	Portland	OR	97205	
3205253	20130630	Liberty Bell Bank	57524	Marlton	NJ	8053	
3205909	20130630	Colonial Virginia Bank	57630	Gloucester	VA	23061	
3207921	20130630	Signature Bank	57631	Minnetonka	MN	55343	
3208049	20130630	Midsouth Bank	57659	Murfreesboro	TN	37133	
3211937	20130630	Texstar National Bank	57704	Universal City	TX	78148	
3212149	20130630	UBS Bank USA	57565	Salt Lake City	UT	84111	
3212402	20130630	Pacific City Bank	57463	Los Angeles	CA	90010	
3213333	20130630	COMMUNITY BANK OF GEORGIA	57579	BAXLEY	GA	31513	
3213735	20130630	First Financial Trust & Asset Management Co NA	57757	Abilene	TX	79601	
3214059	20130630	Avidbank	57510	Palo Alto	CA	94301	
3216017	20130630	Beverly Bank and Trust Co NA	57701	Chicago	IL	60643	
3216316	20130630	American Continental Bank	57444	City of Industry	CA	91748	
3217331	20130630	The Hometown Bank of Alabama	57540	Oneonta	AL	35121	
3217957	20130630	Mainstreet Community Bank of Florida	57598	Deland	FL	32720	
3218280	20130630	Oculina Bank	57559	Fort Pierce	FL	34949	
3219175	20130630	Midtown Bank & Trust Company	57580	Atlanta	GA	303081139	
3219269	20130630	Members Trust Company	57470	Tampa	FL	33637	
3220500	20130630	Preston State Bank	57650	Dallas	TX	75248	
3220863	20130630	Continental Bank	57571	Salt Lake City	UT	84101	
3221468	20130630	VERITEX COMMUNITY BANK	57665	Dallas	TX	75225	
3223305	20130630	1st State Bank	57626	Saginaw	MI	48604	
3223408	20130630	Homeland Community Bank	57632	McMinnville	TN	37110	
3223417	20130630	Gateway Bank	57644	Mendota Heights	MN	55118	
3224302	20130630	First Southwest Bank	57741	Alamosa	CO	81101	
3224375	20130630	Golden State Bank	57585	Upland	CA	91786	
3224478	20130630	Heritage Community Bank	57656	Greeneville	TN	37745	
3224580	20130630	Comenity Capital Bank	57570	Salt Lake City	UT	84121	
3227442	20130630	Commerce National Bank	57566	Newport Beach	CA	92660	
3228908	20130630	Medallion Bank	57449	Salt Lake City	UT	84121	
3229642	20130630	AMERICAN INVESTORS BANK AND MORTGAGE	57695	EDEN PRAIRIE	MN	55344	
3229875	20130630	FIRST NATIONAL TRUST COMPANY	57793	HERMITAGE	PA	16148	
3232204	20130630	FIRST COMMUNITY BANK	57903	SANTA ROSA	CA	95401	
3232370	20130630	First National Bank of Decatur County	57694	Bainbridge	GA	39819	
3235410	20130630	Santa Cruz County Bank	57591	Santa Cruz	CA	950622305	
3235689	20130630	American Trust Bank of East Tennessee	57689	Knoxville	TN	37919	
3242575	20130630	American Enterprise Bank of Florida	57709	Jacksonville	FL	32256	
3243282	20130630	Summit Bank	57706	Eugene	OR	97401	
3247589	20130630	Redwood Capital Bank	57610	Eureka	CA	95501	
3247598	20130630	1st Century Bank, N.A.	57657	Los Angeles	CA	90067	
3248849	20130630	MainStreet Bank	57742	Fairfax	VA	22030	
3252510	20130630	Beach Business Bank	57678	Manhattan Beach	CA	902662436	
3253571	20130630	Washingtonfirst Bank	57696	Reston	VA	20190	
3253834	20130630	Lakeview Bank	57785	Lakeville	MN	550444719	
3254297	20130630	Bank Of Walker County	57640	Jasper	AL	35501	
3261549	20130630	Mountain 1st Bank & Trust Company	57763	Hendersonville	NC	28792	
3262788	20130630	CedarStone Bank	57684	Lebanon	TN	37087	
3265257	20130630	Mountain Valley Community Bank	57711	Cleveland	GA	30528	
3266487	20130630	Flint River National Bank	57786	Camilla	GA	31730	
3266825	20130630	MERCANTIL COMMERCEBANK TRUST COMPANY, N.A.	57852	Coral Gables	FL	33134	
3267738	20130630	Valliance Bank	57841	Oklahoma City	OK	73118	
3268173	20130630	EMIGRANT MERCANTILE BANK	57834	NEW YORK	NY	10017	
3268249	20130630	Greene County Commercial Bank	57710	Catskill	NY	12414	
3269590	20130630	Sovereign Bank	57787	Dallas	TX	75252	
3269974	20130630	Emerald Bank	57550	Dublin	OH	43017	
3270046	20130630	VISIONBank	57892	Fargo	ND	58103	
3271007	20130630	First America Bank	57722	Bradenton	FL	34205	
3271799	20130630	Meridian Bank	57777	Devon	PA	19333	
3271986	20130630	Timberline Bank	57857	Grand Junction	CO	81505	
3272956	20130630	Peoples Community National Bank	57686	Bremen	GA	30110	
3274709	20130630	COASTALSTATES BANK	57756	HILTON HEAD ISLAND	SC	29928	
3274772	20130630	Post Oak Bank, N. A.	57729	Houston	TX	77027	
3275939	20130630	National Bank of Commerce	57764	Birmingham	AL	35209	
3276543	20130630	Alliance Bank & Trust Company	57733	Gastonia	NC	28052	
3277241	20130630	Empire State Bank	57672	Newburgh	NY	12550	
3277876	20130630	GREAT FLORIDA BANK	57719	Miami Lakes	FL	33016	
3277988	20130630	Penn Liberty Bank	57844	Wayne	PA	19087	
3280335	20130630	North Texas Bank, N.A.	57817	Decatur	TX	76234	
3280625	20130630	Providence Bank, LLC	57754	South Holland	IL	60473	
3281293	20130630	Select Bank & Trust Company	57783	Greenville	NC	27858	
3281510	20130630	Bay Commercial Bank	57716	Walnut Creek	CA	94596	
3282012	20130630	PEOPLESTRUST BANK	57569	HAMILTON	AL	35570	
3282021	20130630	First Madison Bank & Trust	57898	Colbert	GA	30628	
3282692	20130630	First Sound Bank	57799	Seattle	WA	98104	
3282852	20130630	Howard Bank	57776	Ellicott City	MD	21043	
3283372	20130630	Mother Lode Bank	57637	Sonora	CA	95370	
3283765	20130630	Indiana Business Bank	57713	Indianapolis	IN	46240	
3284070	20130630	Ally BANK	57803	MIDVALE	UT	84047	
3284100	20130630	Maryland Financial Bank	57821	Towson	MD	21204	
3284397	20130630	Beal Bank USA	57833	Las Vegas	NV	89134	
3284445	20130630	T Bank, N.A.	57703	Dallas	TX	75248	
3284490	20130630	Sterling Bank	57813	Poplar Bluff	MO	63901	
3284780	20130630	PINNACLE BANK	11256	Rogers	AR	72758	
3285246	20130630	FIRST STATE BANK	57910	NASHUA	IA	50658	
3285778	20130630	Nantahala Bank & Trust Company	57784	Franklin	NC	28734	
3286999	20130630	Bank of Grove	57915	Grove	OK	74344	
3287503	20130630	BUCKS COUNTY BANK	57804	DOYLESTOWN	PA	18901	
3287660	20130630	Toyota Financial Savings Bank	57542	Henderson	NV	890747132	
3288452	20130630	Paragon National Bank	57874	Memphis	TN	38119	
3288742	20130630	Lake National Bank	57879	Mentor	OH	44060	
3290231	20130630	HIGHLAND COMMERCIAL BANK	57732	MARIETTA	GA	30064	
3290240	20130630	Truxton Trust Company	57825	Nashville	TN	37205	
3293540	20130630	Pacific Valley Bank	57740	Salinas	CA	93901	
3294583	20130630	Hamilton State Bank	57810	Hoschton	GA	30548	
3295320	20130630	Independence Bank	57688	Newport Beach	CA	92660	
3296149	20130630	Target Bank	57769	Salt Lake City	UT	84111	
3296859	20130630	One World Bank	57901	Dallas	TX	75229	
3297490	20130630	Texas Brand Bank	57922	Garland	TX	75042	
3299168	20130630	Palmetto Heritage Bank & Trust	57880	Pawleys Island	SC	29585	
3299814	20130630	NewDominion Bank	57888	Charlotte	NC	28204	
3301641	20130630	Patriot Bank	57789	Trinity	FL	34655	
3301865	20130630	Bank of Michigan	57861	Farmington Hills	MI	48334	
3302312	20130630	Bank of Santa Clarita	57816	Santa Clarita	CA	91355	
3303298	20130630	RBS Citizens, National Association	57957	Providence	RI	02903	
3303917	20130630	Rockford Bank & Trust	57927	Rockford	IL	61107	
3303944	20130630	Pacific West Bank	57872	West Linn	OR	97068	
3303953	20130630	Pioneer Commercial Bank	57849	Troy	NY	12180	
3306280	20130630	Legacy National Bank	57953	Springdale	AR	72766	
3306598	20130630	United Citizens Bank of Southern Kentucky	57867	Columbia	KY	42728	
3308145	20130630	Thurston First Bank	57862	Olympia	WA	985077877	
3308314	20130630	The Bank of Oswego	57877	Lake Oswego	OR	97034	
3308471	20130630	FRANKLIN COUNTY UNITED BANK	57851	DECHERD	TN	37324	
3308529	20130630	Bank of Bozeman	57952	Bozeman	MT	59718	
3308574	20130630	Superior Bank	57884	Hazelwood	MO	63042	
3309393	20130630	1st Trust Bank	57869	Hazard	KY	41701	
3309571	20130630	Prime Alliance Bank	57920	Woods Cross	UT	84087	
3310287	20130630	Bessemer Trust Company of Delaware, N.A.	58011	Wilmington	DE	19801	
3312124	20130630	VisionBank	58000	Topeka	KS	66614	
3313943	20130630	ReconTrust Company, National Association	58026	Simi Valley	CA	93063	
3314043	20130630	First Resource Bank	58039	Savage	MN	55378	
3314119	20130630	Freedom Bank	58010	Columbia Falls	MT	59912	
3316739	20130630	Southerntrust Bank	57897	Goreville	IL	62939	
3317192	20130630	1st Advantage Bank	57899	St. Peters	MO	63376	
3317932	20130630	ConnectOne Bank	57919	Englewood Cliffs	NJ	7632	
3320576	20130630	EH NATIONAL BANK	57734	Beverly Hills	CA	90212	
3320781	20130630	Two Rivers Bank & Trust	58013	Burlington	IA	52601	
3322468	20130630	Verus Bank of Commerce	58025	Fort Collins	CO	80525	
3324994	20130630	Independence National Bank	57951	Greenville	SC	29601	
3325759	20130630	Sonabank	57968	McLean	VA	22101	
3327164	20130630	Bank of Houston	57965	Houston	TX	770572132	
3328376	20130630	Civic Bank & Trust	58040	Nashville	TN	37203	
3329702	20130630	Bank of Georgetown	57941	Washington	DC	20007	
3333848	20130630	Alarion Bank	57845	Ocala	FL	34470	
3335301	20130630	People's Bank and Trust Company of Clinton County	58172	Albany	KY	42602	
3336607	20130630	MONUMENT BANK	57942	BETHESDA	MD	20814	
3337097	20130630	Commonwealth Business Bank	57873	Los Angeles	CA	90010	
3338357	20130630	OJAI COMMUNITY BANK	57850	OJAI	CA	93023	
3338704	20130630	Nature Coast Bank	57773	Hernando	FL	34442	
3339046	20130630	Stonegate Bank	57934	Fort Lauderdale	FL	33304	
3339925	20130630	Edgebrook Bank	57772	Chicago	IL	60646	
3340725	20130630	Quontic Bank, Fsb	57807	Great Neck	NY	11021	
3340903	20130630	Legacy State Bank	57882	Loganville	GA	30052	
3341393	20130630	Flint Community Bank	58074	Albany	GA	31721	
3342671	20130630	Anchor Commercial Bank	57931	Juno Beach	FL	33408	
3343146	20130630	Sumner Bank & Trust	57954	Gallatin	TN	37066	
3344321	20130630	Tradition Capital Bank	58057	Edina	MN	55435	
3345065	20130630	Freedom Bank of America	57945	St Petersburg	FL	33701	
3345168	20130630	COMMUNITY NATIONAL BANK	57828	GREAT NECK	NY	11021	
3345449	20130630	square 1 bank	58021	Durham	NC	27701	
3345944	20130630	Puget Sound Bank	57955	Bellevue	WA	98004	
3346268	20130630	Business Bank	57978	Burlington	WA	98233	
3346633	20130630	Eagle Bank	58282	Polson	MT	59860	
3347603	20130630	Eclipse Bank, Inc.	58049	Louisville	KY	40207	
3347911	20130630	Libertad Bank SSB	58082	Austin	TX	78704	
3348468	20130630	PEACH STATE BANK & TRUST	57923	GAINESVILLE	GA	30501	
3348888	20130630	SERVISFIRST BANK	57993	BIRMINGHAM	AL	35209	
3349241	20130630	First Resource Bank	57967	Exton	PA	19341	
3349643	20130630	RelianzBank	58122	Wichita	KS	67205	
3350546	20130630	Founders Community Bank	57924	San Luis Obispo	CA	93401	
3350658	20130630	First Vision Bank of Tennessee	58201	Tullahoma	TN	37388	
3350724	20130630	Signature Bank of Arkansas	89	Fayetteville	AR	727030010	
3351440	20130630	Main Street Bank	57878	Bingham Farms	MI	48025	
3352399	20130630	H & R BLOCK BANK	58124	KANSAS CITY	MO	64105	
3353154	20130630	BMO Harris Central National Association	58216	Roselle	IL	60172	
3353172	20130630	California United Bank	57904	Encino	CA	91436	
3353266	20130630	Southern Bank & Trust	58143	Clarkesville	GA	30523	
3354599	20130630	St. Louis Bank	58018	Town And Country	MO	63017	
3355587	20130630	First Priority Bank	58092	Malvern	PA	19355	
