"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
776275																																		0	120	0	0	0		0	0	0	120	0	0	212	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.florasavingsbank.com	
776369																																		0	0	0	0	0		0	0	0	0	0	0	1647	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			https://www.fsbodem.com	
776547																																		0	0	0	0	17327	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	7045	0	10282	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.meadecountybank.com	
777254																																		0	0	0	0	0		0	0	0	0	0	0	412	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			fsbmn.com	
777366	0	0	10000	0	35000	true	0	162	0	0	0	false	0	0	10000	25000	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0					35000			0	0	0	0	0								0										0		false	false				0	0	0	0	0	0	0	0	0		0	0	0	0	0																															www.bankorient.com	
777375																																		0	387	0	0	1839	true	0	151	0	236	0	0	409	0	0	0	false	0	0	0	0	0	0	1839	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true											FIDELITY SAVINGS															www.fidelitysavingsonline.com	
777441																																		0	0	0	0	0		0	0	0	0	0	0	449	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.fbandtbank.com	
777870																																		256	390	0	256	0		0	390	0	0	0	0	617	0	256	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.altoonabank.com	
778738																																		4196	2075	37700	0	37771	true	1080	0	0	355	0	1720	2885	2	0	3116	true	0	0	0	37700	0	0	71	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.citizensbank24.com	
779016																																		259	48	14292	259	33561		0	0	0	48	0	0	6716	3	259	0			0	0	14292	11726	5855	1688	0	0	0	0	0	0	0					0																																														www.mbtc.com	
779351																																		13169	2706	2000	12785	11543	true	384	1000	0	1518	0	188	33764	4	24868	0	true	0	330	0	2000	4000	4000	0	0	330	447	343	423	15000	1543	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.merchantsbank.com	
779360																																		300	562	0	300	0		0	0	0	0	0	562	1465	1	300	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.communitybanknet.com	
779641																																		0	125	0	0	489		0	0	0	125	0	0	647	0	0	0			0	0	0	0	0	489	0	0	0	0	0	0	0					0																																														www.portaustinbank.com	
779650																																		949	204	0	0	24122		949	0	0	53	0	151	6386	2	0	0			0	0	0	2500	14000	7622	0	0	0	0	0	0	0					0																														www2.iraservicecenter.com		www2.hsaservicecenter.com		Web3secureinternetbank.com		Web3secureinternetbank.com/pbipbi1961		Web3secureinternetbank.com/Webcapture.Web/Winter								www.chippewavalleybank.com	
779968																																		205	0	0	189	0	true	0	0	0	0	0	0	0	0	189	16			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.sbical.com	
780049																																		0	1	0	0	480		0	0	0	0	0	1	1133	0	0	0			0	0	0	0	119	361	0	0	0	0	0	0	0					0																																														www.bankofkilmichael.com	
780218																																		2574	159	18589	1317	43489	true	1257	136	0	23	0	0	3555	1	1317	0	true	0	0	0	25489	6000	12000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.theubank.com	
780263																																		0	0	0	0	0		0	0	0	0	0	0	792	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																				Ozona Bank															http://www.ozonabank.com	
780562																																		0	0	21000	0	21000		0	0	0	0	0	0	4299	2	0	0			0	0	21000	0	0	0	0	0	0	0	0	0	0																								1	true																										http://www.icb.biz	
780722																																		0	1965	548	0	38701	true	0	1138	0	827	0	0	13723	4	0	0	false	0	0	0	548	2737	21293	14123	4750	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.hebronsavingsbank.com	
780955																																		0	420	0	0	0	true	0	0	0	0	0	420	682	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.waumandeebank.com	
781028																																		0	3166	80500	0	101061	true	0	2269	0	882	0	15	7219	1	0	0	true	0	0	0	80500	10894	9667	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.essexbank.com	
782016																																		0	0	0	0	0		0	0	0	0	0	0	2550	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bankofmaysville.com	
782306																																		2081	2868	477776	0	773360	true	2081	0	0	0	0	2868	40398	4	0	0	true	0	70000	0	477776	168878	47444	8073	75000	70000	0	0	1189	0	1189	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.brooklinebank.com	
782351																																		0	1219	0	0	5000		0	0	0	0	0	1219	1758	1	0	0			0	0	0	5000	0	0	0	0	0	0	0	0	0					0																															N/A															www.firstnationalnorthfield.com	
782548																																		0	18	46	0	4797		0	0	0	18	0	0	370	0	0	0			0	0	46	251	2718	1782	0	0	0	0	0	0	0					0																																														WWW.CLINTONBANKKY.COM	
783161																																		1679	0	0	1679	0	true	0	0	0	0	0	0	4134	2	2040	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.thatsmybank.com	
783246																																		270	408	8146	0	20911		270	260	0	148	0	0	0	0	0	0			0	0	8146	4606	3424	4735	12161	0	0	0	0	0	0																																				Marengo Bank facility of Grinnell State Bank															www.grinnellbank.com	
783349																																		0	276	0	0	0	false	0	0	0	63	0	213	112	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
783648																																		4992	3323	220000	4992	270000	true	0	0	0	13	0	3310	58909	7	5770	0	true	0	0	0	220000	0	0	50000	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	205	2103	0																	www.centier.com	
783844																																		2228	1104	0	2228	0	true	0	1104	0	0	0	0	6518	3	3336	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.citizenbank.com	
783910																																		398	100	6099	0	7365		0	100	0	0	0	0	3963	2	0	398			0	0	6099	1148	104	14	5000	0	0	0	0	0	0					0																																														www.nvboh.com	
784159																																		474	311	6344	0	9379		474	0	0	254	0	57	987	1	0	0			0	0	6344	3035	0	0	0	0	0	0	0	0	0					0																																														www.peoplescommunitybank.com	
784430																																		0	650	0	0	0	true	0	0	493	131	0	26	1528	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.merchantsandcitizensbank.com	
785147																																		221	98	0	0	0		221	0	0	48	0	50	2306	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fnbky.com	
785473																																		4215	0	54223	1546	144223	true	2098	0	0	0	0	0	2541	1	1596	571	true	0	0	0	54223	50000	10000	30000	65000	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fsbbank.net	
785857																																		0	1171	0	0	83		0	0	0	379	0	792	55	0	0	0			0	0	0	0	0	83	0	0	0	0	0	0	0					0																																														www.jpstonecb.com	
785923																																		3600	0	1219	382	6219	true	3218	0	0	0	0	0	2147	1	797	0	true	0	0	0	1219	5000	0	0	0	0	0	0	0	0	0	true	true	0	0	1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.lcnb.mobi		www.lcnb.org		www.lcnbcorp.com		www.enb.com		www.lcnbyourhometownlender.com		www.cnbweb.net		www.cnbweb.org	www.cnbweb.viz	www.eatonnational.com	www.vnbweb.bz	www.lcnb.com	
785932																																		0	1965	0	0	0		0	1258	314	90	0	303	64	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.cnb-usa.com	
785950																																		0	3329	0	0	40000		0	0	160	2461	0	708	5157	1	0	0			0	0	5000	20000	15000	0	0	0	0	0	0	0	0					0																														www.legacy-bank.com		www.legacy-bank.info		www.legacy-bank.net		www.legacy-bank.org		www.legacy-bank.us		www.legacy-bankks.com		www.legacy-bankks.co	www.legacy-bankks.info	www.legacy-bankks.net	www.legacy-bankks.org	www.legacy.bank	
786210																																		0	182	2500	0	49724	true	0	182	0	0	0	0	29461	5	0	0	false	0	100	0	2500	19552	12000	15572	0	100	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.traditionalbank.com	
786256																																		0	0	0	0	0	true	0	0	0	0	0	0	11	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.gostatebank.com	
786274																																		11213	408	305000	11213	305000	true	0	405	0	3	0	0	1891	2	11213	0	true	0	0	0	305000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true										www.mutualofomahaebank.com																www.mutualofomahabank.com	
786340																																		838	276	879	0	879		838	29	0	156	0	91	206	0	0	0			0	0	879	0	0	0	0	0	0	0	0	0	0					0																																														www.fanb.net	
786443																																		0	28	0	0	2000		0	0	0	28	0	0	364	0	0	0			0	0	0	2000	0	0	0	0	0	0	0	0	0					0																																														http://thenecedahbank.com	
786555																																		148	0	1500	0	11371		148	0	0	0	0	0	1193	0	0	0			0	0	1500	5000	3500	1000	0	0	16	0	355	0	0					0																																														www.peoplesstatebank.com	
786612																																		5126	745	0	116	12297	true	5010	0	0	734	0	11	23274	6	116	0	true	0	0	0	0	10000	0	2297	0	0	0	0	0	0	0	true	false	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.sbtbank.com	Miners Bank, A Division of Mid Penn Bank		Scottdale Bank & Trust, A Division of Mid Penn Bank													www.midpennbank.com	
786733																																		0	0	9537	0	9537		0	0	0	0	0	0	4877	3	0	0			0	0	9537	0	0	0	0	0	0	0	0	0	0																																																			http://www.jsb.bank	
786948																																		0	0	0	0	0		0	0	0	0	0	0	590	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.firstbankhampton.com	
787141																																		13	0	500	0	1000		13	0	0	0	0	0	0	0	0	0			0	0	500	500	0	0	0	0	0	0	0	0	0																																																			www.esbanks.com	
787459																																		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.prinsbank.com	
787842																																		0	59	0	0	1000		0	0	0	10	0	49	115	0	0	0			0	0	0	0	1000	0	0	0	0	0	0	0	0																																																			http://www.firstiowastatebank.com	
788559																																		94	0	14441	0	14441	true	94	0	0	0	0	0	497	0	0	0			0	0	14441	0	0	0	0	0	0	0	0	0	0	true	true																																																	http://www.farmersanddrovers.com	
788652																																		0	370	2000	0	5000	true	0	0	0	89	0	281	320	0	0	0			0	0	2000	3000	0	0	0	0	0	0	0	0	0	true	false																																																	http://www.woodlandbank.com	
788773																																		1489	102	1566	1489	10745		0	102	0	0	0	0	0	0	1489	0			0	0	1566	1872	4475	2742	4506	0	0	90	0	0	90					102																			1	true																										www.htbmn.com	
789051																																		0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbcunningham.com	
790150																																		0	329	0	0	0		0	0	0	329	0	0	509	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.bankofiberia.com	
790271																																		946	149	9500	530	15500	true	416	0	0	149	0	0	6913	4	530	0	false	0	0	0	9500	2000	4000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.washingtonsavings.net	
790534																																		3451	0	295000	326	350000	true	3125	0	0	0	0	0	591	0	542	0	true	0	0	0	295000	55000	0	0	40000	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://www.cdrateline.com																http://www.totalbank.com	
790543																																		5208	650	47245	0	47245		5208	650	0	0	0	0	2846	2	0	0			0	0	47245	0	0	0	0	0	0	0	0	0	0					0																														https://webcap03.fiservmw.net/WebCaptureWeb/MerchantCapture.do?appId=EBI1450&FID=073910114		https://web15.secureinternetbank.com/EBC_EBC1961/EBC1961.ashx?WCI=Process&STU=141165f314bf4da5827d65cceed0f0cc&WCE=Passmark		https://web15.secureinternetbank.com/pbi_pbi1961/pbi1961.ashx?Rt=073910114&LogOnBy=connect3&PRMACCESS=Account												www.bankcsb.com	
790703																																		1243	80	38779	1243	59658		0	80	0	0	0	0	3668	1	1243	0			0	0	48779	6000	2253	2626	12000	0	0	0	0	0	0					0																														www.CheckingFinder.com		www.Kasasa.com														www.leebank.com	
790918																																		363	1115	89077	363	121077	true	0	50	0	80	0	985	20130	3	363	0	true	0	0	0	89077	25000	5000	2000	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://www.fkc.bank																http://www.fkc.bank	
791072																																		2	0	0	0	1884		2	0	0	0	0	0	479	0	0	0			0	0	0	0	216	1668	0	0	0	0	0	0	0																																																			www.interstatebankssb.com	
791353																																		0	547	0	0	0	true	0	37	80	430	0	0	2019	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankwestmn.com	
791746																																		0	27	0	0	0		0	0	0	0	0	27	696	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.1sttrust.com	
791821																																		0	0	0	0	0		0	0	0	0	0	0	1359	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																			www.movetoncb.com		www.nationalcapitalbankinvestments.com		www.ncbmobile.com		www.ncbwash.com		www.ncbwash.xvz		www.cbbwash1.com						www.nationalcapitalbank.com	
791942																																		0	50	0	0	0		0	30	0	20	0	0	1369	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.npesb.com	
792248																																		0	31	1598	0	7394		0	0	0	0	0	31	238	0	0	0			0	0	1598	3698	701	1397	0	0	0	0	0	0	0																																																			www.ftsbbancroft.com	
792453																																		0	0	2000	0	2000		0	0	0	0	0	0	0	0	0	0			0	0	2000	0	0	0	0	0	0	0	0	0	0					0																																														www.statebankofdowns.com	
792640																																		0	188	0	0	0	true	0	0	0	90	0	98	577	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.yourfullservicebank.com	
792659																																		0	0	0	0	0		0	0	0	0	0	0	1113	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.nbt-texas.com	
793571																																		0	0	30400	0	60146	true	0	0	0	0	0	0	12557	3	0	0	false	0	0	0	30400	17675	10000	0	0	0	0	0	2071	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.millingtonbank.com	
794149																																		0	109	0	0	0	true	0	91	0	18	0	0	4704	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	www.cnbtxk.com	
794336																																		0	0	0	0	0		0	0	0	0	0	0	5252	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														WWW.FNBSM.COM	
794345																																		0	0	1750	0	12639		0	0	0	0	0	0	4166	2	0	0			0	0	1750	3300	2550	5039	0	0	0	0	0	0	0					0																																														www.bluegrassbank.com	
794475																																		0	0	6544	0	26521		0	0	0	0	0	0	146	0	0	0			0	0	6544	7718	2250	10009	0	0	0	0	0	0	0																								1	true																										www.eurekahomestead.com	
794653																																		0	17	24	0	681		0	0	0	0	0	17	613	2	0	0			0	0	24	488	48	121	0	0	0	0	0	0	0																																																			http://www.fnbstjames.com	
795249																																		0	0	3565	0	6014	true	0	0	0	0	0	0	11	0	0	0	false	0	0	0	3565	1646	803	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://fsb-britt.com	
795548																																		0	0	29200	0	32400	true	0	0	0	0	0	0	564	0	0	0	true	0	0	0	29200	3200	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.citizensstateonline.com	
795959																																		0	40	2000	0	3100	true	0	0	0	40	0	0	2448	1	0	0			0	0	2000	0	1100	0	0	0	0	0	0	0	0	true	false																																	http://www.kasasa.com																http://www.kennetttrustbank.com	
795968	24493	2768	175000	24493	235699	true	0	12646	6	30004	0	true	1054021	0	175000	50000	0	0	0	0	0	0	10699	0	0	0		0	0	250	0	162	0					235699			0	0	2606	0	0								0										0		true	true				0	0	0	0	0	0	0	0	0		0	0	0	0	0											0	0	0	0																	www.boh.com	
796152																																		0	0	0	0	0	true	0	0	0	0	0	0	167	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.bankatfsb.com	
796451																																		0	25	0	0	0		0	0	0	25	0	0	35	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																				Bank of Memphis, A Division of Bank of Kirksville		Bank of Downing, A Division of Bank of Kirksville		Bank of LaPlata, A Division of Bank of Kirksville		Bank of Macon, A Division of Bank of Kirksville		Bank of Moberly, A Division of Bank of Kirksville							www.bankofkirksville.com	
796572																																		2054	701	0	1724	0		330	414	0	74	0	213	100	0	3471	0			0	0	0	0	0	0	0	0	0	0	0	0	0					174																			1	true																										www.justcallhome.com	
796657																																		18	0	0	0	0		18	0	0	0	0	0	3873	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.mylcsb.com	
797140																																		0	705	9250	0	23500	true	0	0	0	126	0	579	1753	0	0	0	false		0	0	9250	9750	4500	0	0	0	0	0	0	0	0	true	false																								false	false	false	false																						http://www.thebankofnewglarus.bank	
797775																																		0	2269	32000	0	160000	true	0	0	0	1030	0	1239	180	0	0	0	false	0	0	0	32000	63000	65000	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://WWW.BSSBANK.com	
798277																																		894	0	22987	894	64535		0	0	0	0	0	0	617	0	894	0			0	0	22987	18699	20700	2149	0	0	0	0	0	0	0					0																																														www.fairportsavingsbank.com	
798512																																		0	0	0	0	0		0	0	0	0	0	0	212	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fnbfirst.com	
799359																																		75	0	2250	0	2250	true	75	0	0	0	0	0	187	2	0	0			0	0	2250	0	0	0	0	0	0	0	0	0	0	true	false																																																	https://www.myredrockbank.com	
799751																																		0	633	2400	0	2400	true	0	334	0	0	0	299	5031	2	0	0	true	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.mn-bank.com	
799854																																		0	65	0	0	0		0	0	30	35	0	0	726	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.cnbccity.com	
799939																																		0	0	0	0	0		0	0	0	0	0	0	663	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																				
799948																																		0	38	0	0	0		0	38	0	0	0	0	934	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.firstteller.com	
800134																																		322	27	3500	194	3500		128	0	0	0	0	27	2837	1	194	0			0	0	3500	0	0	0	0	0	0	0	0	0	0					0																															The Harvard State Bank Hebron Branch		The Harvard State Bank Oregon Branch		The Harvard State Bank Rockford Branch											www.webhsb.com	
800442																																		0	114	0	0	0		0	0	0	0	0	114	521	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			www.bankofwinona.com	
800479																																		0	0	0	0	0		0	0	0	0	0	0	600	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																			www.tarborosavingsbank.com																www.tarborosavingsbank.com	
800657																																		17776	2147	250000	15663	276464	true	2113	67	608	1079	0	393	235	0	15663	0	true	0	8	0	250000	0	0	0	0	8	0	0	26456	0	26456	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bremer.com	
800853																																		0	0	0	0	0		0	0	0	0	0	0	3490	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.centinelbank.com	
801047																																		574	15	11500	62	11500	true	512	0	0	0	0	15	3104	1	109	0	true	0	0	0	11500	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankfirststate.com	
801056																																		0	0	1100	0	8700		0	0	0	0	0	0	815	1	0	0			1800	0	1100	1300	1700	2800	0	1800	0	0	0	0	0					0																																														www.fsb-online.com	
801654																																		0	0	0	0	0		0	0	0	0	0	0	1914	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														fsbcolumbus.com	
802866	0	0	700000	0	707425	true	0	27474	3	0	0	true	0	7425	700000	0	0	0	0	7425	0	0	0	0	0	0	2909	0	0	0	0	0	0					707425			0	0	0	0	0								0										0		false	false				0	0	0	0	0	0	0	0	0		0	0	0	0	0											0	0	0	0																	www.svb.com	
803256																																		0	0	0	0	0		0	0	0	0	0	0	754	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			http://www.triumphbanks.com	
803265																																		0	0	0	0	0		0	0	0	0	0	0	193	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.robertleestatebank.com	
803649																																		162	13	0	0	850		162	0	0	13	0	0	15029	3	0	0			0	0	0	0	680	170	0	0	0	0	0	0	0																																																			http://www.greenbeltbank.com	
803658																																		0	4925	0	0	179		0	0	4925	0	0	0	70	0	0	0			179	0	0	0	0	0	0	179	0	0	0	0	179																																																			www.trimontbank.com	
803957																																		343	363	0	0	0	true	343	0	0	127	0	236	40	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																										true																									http://www.kodabank.com	
804150																																		0	0	0	0	0	true	0	0	0	0	0	0	143	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.vergasstatebank.com	
804338																																		0	0	25600	0	92600	true	0	0	0	0	0	0	27701	5	0	0	false	0	0	0	25600	30000	0	37000	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://WWW.FIRSTBANKHP.COM	
804374																																		168	1139	10000	168	16706		0	480	0	659	0	0	3854	2	168	0			0	0	10000	5737	969	0	0	0	0	0	0	0	0																								1	true																										www.hfbla.com	
804422																																		0	81	0	0	0		0	0	0	81	0	0	1243	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.fmbankcraig.com	
804758																																		0	0	1000	0	18404		0	0	0	0	0	0	1656	1	0	0			0	0	4782	7294	1900	4428	11075	0	0	0	0	0	0																																																			www.banksix.com	
804815																																		0	196	0	0	0		0	0	0	0	0	196	1387	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0					0																																														www.edonstatebank.com	
804860																																		0	92	0	0	4500	true	0	0	0	92	0	0	884	0	0	0	false	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												https://www.csbroma.com	
804963	42163	9354	5648250	35033	7301429	true	0	1984	1	53415	7130	true	0	41826	5648250	1450000	0	58492	3100000	41826	94307	2481	6073	143096	0	0	6350	0	0	0	0	0	0					7301429			369	653	3587	0	4745								0										0		true	true				0	0	0	0	0	0	0	0	0		0	0	0	0	0															http://www.bankofthewest.com/bancwestcorp.htm		https://www.fhb.com		www.essexcredit.com												www.bankofthewest.com	
805045																																		0	0	1500	0	12500		0	0	0	0	0	0	3212	2	0	0			0	0	1500	3500	5500	2000	1500	0	0	0	0	0	0					0																																														www.esb1.com	
805250																																		82	449	9929	82	9929	true	0	104	0	270	0	75	214	0	82	0	false	0	0	0	9929	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnb.com	
805335																																		0	80	0	0	0	true	0	0	0	0	0	80	860	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankofmonticelloga.com	
805447																																		0	0	3378	0	3529		0	0	0	0	0	0	0	0	0	0			0	0	3378	151	0	0	0	0	0	0	0	0	0					0																														www.fsbcolfax.com																www.fsbankcolfax.com	
805670																																		0	104	0	0	1450		0	0	0	104	0	0	256	0	0	0			0	0	0	1450	0	0	0	0	0	0	0	0	0	true	false																																																		
805755																																		792	143	0	0	0	true	792	38	0	105	0	0	2546	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fnbnorth.com	
805876																																		241	412	199	0	13190	true	241	244	0	168	0	0	352	0	0	0	false	0	0	0	199	0	10491	2500	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.PennCrest.BANK	
806220																																		188	851	0	0	5000		188	0	0	851	0	0	1058	1	0	0			0	0	0	5000	0	0	0	0	0	0	0	0	0					0																																														http://www.sandhillsbank.com	
