"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWP793	RCOWP870	
328777																																																																																																		943074	150618									
329149																																																																																																		123371	7171									
329345																																																																																																		303973	10264									
329550																																																																																																		301450	8322									
329952																																																																																																		468984	45971									
330239																																																																																																		279829	33235									
330248																																																																																																		150810	11207									
330453																																																																																																		47453	3336									
330855																																																																																																		1046395	83438									
330873																																																																																																		171657	123									
330949																																																																																																		157188	7184									
331076																																																																																																		118907	13002									
331375																																																																																																		191241	977									
331544																																																																																																		104585	13541									
331553																																																																																																		41734	2374									
331713																																																																																																		358370	42608									
332055																																																																																																		169530	12893									
332224																																																																																																		304708	20553									
332345																																																																																																		19562	1187									
332402																																																																																																		366759	9288									
332671																																																																																																		81132	24351									
332756																																																																																																		49041	5296									
333034																																																																																																		209561	20985									
333052																																																																																																		69962	7755									
333203																																																																																																		580574	44690									
333650																																																																																																		305644	16987									
333856																																																																																																		130738	9638									
333940																																																																																																		59416	6000									
334264																																																																																																		287012	12530									
334648																																																																																																		167729	9817									
334657																																																																																																		74308	1284									
335346																																																																																																		198750	26296									
335355																																																																																																		138726	8041									
335757																																																																																																		29095	1153									
336147																																																																																																		101462	7093									
336361																																																																																																		113631	8976									
336576																																																																																																		322100	22698									
336950																																																																																																		22917	1379									
337247																																																																																																		50931	6839									
337340																																																																																																		125260	1927									
338178																																																																																																		195222	0									
338646																																																																																																		174805	11513									
338758																																																																																																		342507	22323									
338851																																																																																																		66934	1139									
338945																																																																																																		69970	4135									
339054																																																																																																		63221	4010									
339072																																																																																																		927565	213137									
339353																																																																																																		64814	3231									
339456																																																																																																		350062	17973									
339607																																																																																																		798780	78723									
339773																																																																																																		1348479	222693									
339858																																												27006957	1248007																																																															
339876																																																																																																		31471	6491									
339951																																																																																																		832647	94270									
340135																																																																																																		911627	62721									
340144																																																																																																		697022	38364									
340256																																																																																																		358566	9334									
340443																																																																																																		78507	11342									
340649																																																																																																		146364	12334									
340742																																																																																																		459164	-62265									
340751																																																																																																		482296	41615									
341310																																																																									0																									435605	35117									
342054																																																																																																		325013	19983									
342175																																																																																																		728925	70846									
342362																																																																																																		422929	10563									
342410																																																																																																		1159672	21931									
342634																																																																																																		11915461	650650									
343051																																																																																																		97777	12513									
343248																																																																																																		31394	4785									
343257																																																																																																		47948	516									
343378																																																																																																		10148	2496									
343770																																																																																																		52389	5477									
343903																																																																																																		387374	48166									
343958																																																																																																		59181	979									
344647																																																																																																		771684	40779									
344816																																																																					9736													0											0					370953	9736									
344852																																																																																																		38982	1869									
345309																																																																																																		914716	127310									
345345																																																																																																		266414	23721									
345747																																																																																																		373144	20755									
345756																																																																									-462																									259840	31699									
345877																																																																																																		145339	11633									
346379																																																																																																		125808	5684									
346566																																																																																																		59772	4053									
346771																																																																																																		174476	5233									
347022																																																																																																		162823	18906									
347639																																																																																																		235696	6286									
347956																																																																																																		386120	27191									
348159																																																																																																		74136	1825									
348207																																																																																																		1095641	8490									
348542																																																																																																		242417	21590									
348551																																																																																																		435450	20134									
348720																																																																																																		498591	53579									
348748																																																																									0																									139646	11397									
349129																																																																																																		154705	13978									
349343																																																																																																		149016	14118									
349370																																																																																																		392642	53778									
350572																																																																									0																									140713	2920									
350657																																																																																																		41944	2961									
350750																																																																																																		136825	12357									
351131																																																																																																		56094	9063									
351560																																																																																																		188390	16763									
351850																																																																																																		266936	21441									
351878																																																																																																		98229	11331									
352035																																																																																																		254571	2542									
352370																																																																																																		84369	12851									
352651																																																																																																		30400	2337									
352745																																																																																																		186957	16358									
352772																																																																																																		4200868	-42270									
352820																																																																																																		125610	12840									
353238																																																																																																		189488	20829									
353546																																																																																																		118565	9482									
353555																																																																									-2966																									3817440	340649									
353724																																																																																																		207926	20941									
353957																																																																																																		45498	8291									
354057																																																																																																		118848	12938									
354253																																																																																																		61357	2931									
354310																																																																																																		2156091	163992									
354552																																																																																																		328715	21075									
354851																																																																																																		47227	3773									
355120																																																																																																		389942	34867									
355559																																																																																																		280787	22676									
355737																																																																																																		15752	1015									
355746																																																																																																		199230	11566									
355821																																																																																																		265558	5561									
355858																																																																																																		734506	149230									
356145																																																																																																		28598	-1881									
356239																																																																																																		225076	21424									
356659																																																																																																		221761	24109									
356752																																																																																																		51061	4330									
357049																																																																																																		248383	35809									
357151																																																																																																		90864	13472									
357526																																																																																																		141361	3428									
357553																																																																																																		176730	15969									
357777																																																																																																		235980	25804									
357937																																																																																																		237007	21811									
358112																																																																																																		140947	7114									
358149																																																																																																		37415	4170									
358233																																																																																																		112101	11732									
358448																																																																																																		91465	3686									
358756																																																																																																		53878	5020									
359324																																																																																																		95501	2272									
359360																																																																																																		622520	-130853									
359472																																																																																																		68978	13973									
359650																																																																																																		21293	1685									
359744																																																																																																		36033	1971									
359838																																																																																																		90807	8549									
359856																																																																																																		18527	2820									
360777																																																																																																		34151	6362									
360843																																																																																																		99852	5530									
360955																																																																																																		19371	2259									
361055																																																																																																		941451	50430									
361167																																																																																																		3472093	202860									
361279																																																																																																		105567	4256									
361354																																																																																																		79281	8070									
361439																																																																																																		291832	24405									
361653																																																																																																		499751	32019									
362043																																																																																																		46912	894									
362155																																																																																																		156408	14435									
362717																																																																																																		809585	11255									
362753																																																																																																		105354	9087									
362856																																																																																																		106238	8598									
362940																																																																																																		55524	6579									
363442																																																																																																		19492	2352									
363648																																																																									0																									184178	16461									
363657																																																																									0																									585392	72051									
363778																																																																																																		60627	6402									
364131																																																																																																		132742	-1448									
364270																																												122459	14118																																																															
364430																																																																																																		107262	6409									
364449																																																																																																		1229405	29100									
364850																																																																																																		66481	2540									
365325																																																																																																		5760658	175457									
365455																																																																																																		514860	24891									
365576																																																																																																		289912	33096									
365745																																																																																																		177449	3647									
365848																																																																																																		113918	7275									
365875																																																																																																		6851	815									
365950																																																																																																		71090	915									
366078																																																																																																		315694	6304									
366238																																																																																																		594904	29089									
366247																																																																																																		120122	13865									
366359																																																																																																		56381	4545									
366658																																																																																																		90436	6527									
366854																																																																									0																									37417	-619									
367150																																																																																																		55167	4482									
367178																																																																																																		112490	15134									
367431																																																																																																		220852	4223									
367543																																																																																																		298947	29677									
367954																																																																																																		181759	9394									
368054																																																																																																		89854	13275									
368175																																																																																																		851977	17377									
368344																																																																																																		168504	6337									
368429																																																																																																		204268	-5050									
368522																																																																																																		154032	12695									
368933																																																																																																		109344	10553									
368951																																																																																																		156670	19430									
369453																																																																																																		135710	8774									
369659																																																																																																		718082	42572									
370020																																																																																																		261403	29358									
370271																																																																																																		45407905	291366									
370347																																																																																																		99811	8934									
370721																																																																																																		131216	14164									
370758																																																																																																		21295	960									
370833																																																																																																		40534	173									
370954																																																																																																		54965	3694									
371223																																																																																																		125579	10160									
371232																																																																									0																									143061	8004									
371362																																																																																																		250388	10701									
371559																																																																																																		73833	8695									
371755																																																																																																		82154	3214									
371849																																																																																																		63604	5319									
371858																																																																																																		108620	11255									
371924																																																																																																		541645	39255									
371942																																																																																																		90100	7343									
372444																																																																																																		85211	6928									
372538																																																																																																		565403	88693									
372556																																																																																																		155687	5554									
372640																																																																																																		123746	6544									
372855																																																																																																		74717	3934									
373058																																																																																																		59220	3199									
373115																																																																																																		788367	62896									
373272																																																																																																		42696	4265									
373553																																																																																																		66679	1478									
373601																																																																																																		1654819	3584									
374130																																																																																																		98663	10035									
374354																																																																																																		62433	4782									
374653																																																																																																		1347342	127980									
374774																																																																																																		98637	3402									
375034																																																																																																		2062421	102423									
375043																																																																																																		901509	60995									
375379																																																																																																		44935	5031									
375502																																																																																																		628232	0									
375566																																																																																																		309118	17507									
375650																																																																																																		33111	4032									
376068																																																																																																		50040	5861									
376237																																																																																																		63697	4637									
376273																																																																																																		1753021	222976									
376433																																																																																																		96140	-5833									
376442																																																																																																		322647	30277									
376657																																																																																																		59358	7660									
376947																																																																																																		132704	16975									
377663																																																																																																		78940	2610									
377850																																																																																																		49477	1707									
377908																																																																																																		3521437	148660									
378044																																																																																																		23274	1383									
378110																																																																																																		52007	4598									
378549																																																																																																		83777	-4750									
378558																																																																																																		78990	7325									
378642																																																																																																		65174	11033									
378651																																																																																																		324066	28212									
378950																																																																																																		168227	23714									
379050																																																																																																		19916	888									
379153																																																																																																		71779	2570									
379171																																																																																																		509197	24143									
379359																																																																																																		373051	21846									
379470																																																																																																		104577	16098									
379649																																																																																																		152614	48198									
379920																																																																																																		13819948	243013									
380346																																																																																																		107663	9336									
380458																																																								0																																										388465	-1848									
380533																																																																																																		68919	4204									
380654																																																																																																		171891	8630									
380841																																																																																																		35168	2072									
380878																																																																																																		125130	22490									
380944																																																																									-36																									90711	-49									
381026																																																																																																		48084	5706									
381343																																																																																																		924124	8370									
381754																																																																																																		17313	1305									
381839																																																																																																		163488	14312									
381932																																																																																																		216459	11030									
381950																																																																																																		232120	22438									
382050																																																																																																		245507	18292									
382069																																																																																																		545224	32673									
382256																																																																																																		42833	3326									
382274																																																																																																		4809	641									
382443																																																																																																		134449	24276									
382537																																																																																																		144823	10319									
382649																																																																																																		343332	23372									
382658																																																																																																		158837	16947									
382667																																																																																																		3628130	79721									
382742																																																																																																		73545	-945									
382854																																																																																																		99310	2500									
384018																																																																																																		1124775	10684									
384278																																																																																																		1011836	122156									
384335																																																																																																		91691	12757									
384353																																																																																																		13165	177									
384652																																																																																																		567748	-9780									
384830																																																																																																		112327	2526									
385350																																																																																																		100986	5233									
385471																																																																																																		288283	28970									
385547																																																																																																		106961	17176									
385686																																																																																																		276269	37262									
386049																																																																																																		68733	9561									
386142																																																																																																		84140	6650									
386432																																																																																																		106078	13970									
386450																																																																																																		249553	4368									
386731																																																																																																		205502	25441									
386825																																																																																																		103864	2364									
386852																																																																																																		208618	755									
387055																																																																																																		93487	7782									
387671																																																																																																		225848	39665									
388155																																																																																																		153244	8383									
388258																																																																																																		34515	3821									
388557																																																																																																		34916	244									
388744																																																																																																		166755	3079									
388753																																																																																																		34432	752									
388874																																																																																																		108686	10169									
388940																																																																																																		70282	1728									
389059																																																																																																		85243	2028									
389358																																																																																																		115628	11482									
389376																																																																																																		58781	8747									
389826																																																																																																		30479	949									
390167																																																																																																		17442	17254									
390336																																																																																																		354515	49950									
390372																																																																																																		465195	59964									
390840																																																																																																		173205	7384									
391418																																																																																																		199369	30494									
391557																																																																																																		33096	2340									
391575																																																																																																		184748	-509									
391959																																																																																																		61272	241									
391977																																																																																																		562335	69352									
392152																																																																																																		26002	1585									
392255																																																																																																		78302	5972									
392778																																																																																																		435417	56914									
393252																																																																																																		108578	10989									
393355																																																																																																		123705	7095									
393757																																																																																																		64150	190									
393850																																																																																																		104695	185									
393953																																																																																																		472276	44302									
394156																																																																																																		77958	4270									
394259																																																																																																		309249	24493									
395238																																																																																																		25993264	-21809									
395274																																																																																																		107002	5991									
395836																																																																																																		579290	42887									
396057																																																																																																		63284	-11									
396244																																																																																																		335865	46621									
396253																																																																									0																									233963	8008									
396356																																																																																																		37767	5020									
396954																																																																																																		204939	13594									
397456																																																																																																		72609	6233									
397531																																																																																																		778103	36817									
397540																																																																																																		1171046	110424									
397559																																																																																																		135848	1437									
397755																																																																																																		116798	2485									
397858																																																																																																		51146	4669									
398051																																																																																																		69347	6876									
398248																																																																																																		296012	23627									
398350																																																																																																		1978528	82829									
398631																																																																																																		199227	5774									
398668																																																																									0																									1937528	557284									
398837																																																																																																		170458	6612									
399357																																																																																																		25002	1410									
399517																																																																																																		2091125	92167									
399731																																																																																																		98362	8435									
399973																																																																																																		100853	10251									
400057																																																																																																		175808	8678									
