"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
579364																																																															36955	3951	3951	8.6394%	11.7691%	10.5109%	33004	313999	382019	19	0	3.7691%	0	0	21137	10.5109%	1	0	35122	2002	97	0	19	0	0	0	0		0	0	33004	0	0	0	0	0	0	33004	0	146	0	146	146	0	0	0	0	3951	0	2245	0	0	384264	13966										
579636																																																															7696	407	407	8.1675%	15.8720%	15.0326%	7289	48488	89244	39	0	7.8720%	0	0	3000	15.0326%	1	0	8051	0	0	415	39	32	0	0	0		0	0	7565	0	0	0	0	276	276	7289	0	0	0	0	276	0	0	0	0	407	0	691	0	0	89935	5012										
580155																																																															40476	3640	3640	10.8671%	13.9747%	12.7179%	36836	289638	338969	1	0	5.9747%			19084	12.7179%	1	0	38054	1010	206	0	100	0	0	-98	0		0	0	36836	0	0	0	0	0	0	36836	0	0	0	0	0	0	0	0	0	3640	0	1216	0	0	340185	18969										
580548																																																															31228	2893	2893	10.1720%	13.0630%	11.8528%	28335	239057	278558	614	0	5.0630%	0	0	5700	11.8528%	1	0	28953	0	4	0	614	0	0	0	0		0	0	28335	0	0	0	0	0	0	28335	0	0	0	0	0	0	0	0	0	2893	0	4	0	0	278562	22639										
580847																																																															12261	857	857	10.0307%	13.7854%	12.8218%	11404	88942	113691	280	0	5.7854%			6200	12.8218%	1	0	11826	0	142	0	280	0	0	0	0		0	0	11404	0	0	0	0	0	0	11404	0	0	0	0	0	0	0	0	0	857	0	142	0	0	113833	5346										
580874																																																															17302	1633	1633	9.1523%	13.2610%	12.0094%	15669	130473	171202	17	0	5.2610%			0	12.0094%	1	0	15747	0	0	47	0	0	0	0	0		0	0	15700	0	0	0	0	31	31	15669	0	0	0	0	31	0	0	0	0	1633	0	47	0	0	171249	15730										
581237																																																															11512	303	303	16.1336%	45.5704%	44.3710%	11209	25262	69476	0	0	37.5704%			1700	44.3710%	1	0	11209	0	0	0	0	0	0	0	0		0	0	11209	0	0	0	0	0	0	11209	0	0	0	0	0	0	0	0	0	303	0	0	0	0	69476	9509										
581358																																																															17996	1139	1139	11.5082%	17.1039%	16.0213%	16857	105216	146478	441	0	9.1039%	0	0	16000	16.0213%	1	0	17298	0	0	0	441	0	0	0	0		0	0	16857	0	0	0	0	0	0	16857	0	0	0	0	0	0	0	0	0	1139	0	0	0	0	146478	857										
582177																																																															12606	495	495	7.2403%	12.7502%	12.2495%	12111	98869	167271	-140	0	4.7502%			0	12.2495%	1	0	12341	0	0	222	-140	0	0	0	0		0	0	12259	0	0	0	0	148	148	12111	0	0	0	0	148	0	0	0	0	495	0	222	0	0	167493	12481										
582654																																																															7372	475	475	12.0058%	19.6314%	18.3665%	6897	37552	57447	288	0	11.6314%	0	0	700	18.3665%	1	0	7185	0	0	0	288	0	0	0	0		0	0	6897	0	0	0	0	0	0	6897	0	0	0	0	0	0	0	0	0	475	0	0	0	0	57447	6197										
582878																																																															4844	73	73	11.4218%	20.5350%	20.2255%	4771	23589	41771	0	0	12.5350%			0	20.2255%	1	0	4771	0	0	0	0	0	0	0	0		0	0	4771	0	0	0	0	0	0	4771	0	0	0	0	0	0	0	0	0	73	0	0	0	0	41771	4771										
582953																																																															22146	2007	2007	9.3741%	11.5940%	10.5433%	20139	191013	214837	98	0	3.5940%	0	0	12534	10.5433%	1	0	20853	616	0	0	98	0	0	0	0		0	0	20139	0	0	0	0	0	0	20139	0	0	0	0	0	0	0	0	0	2007	0	616	0	0	215453	8221										
582971																																																															66002	4148	4148	10.7380%	17.2821%	16.1960%	61854	381909	576029	154	0	9.2821%	0	0	0	16.1960%	1	0	63508	0	0	0	154	0	0	0	0		1500	0	61854	0	0	0	0	0	0	61854	0	0	0	0	0	0	0	0	0	4148	0	1500	0	0	577529	63354										
583071																																																															20139	898	898	16.7056%	28.1350%	26.8804%	19241	71580	115177	-454	0	20.1350%			0	26.8804%	1	0	18970	0	0	0	0	0	0	-454	0		0	0	19424	0	0	0	0	183	183	19241	0	0	0	0	183	0	0	0	0	898	0	183	0	0	115360	19424										
583138																																																															22968	1892	1892	9.5709%	13.0547%	11.9794%	21076	175936	220210	711	0	5.0547%			8940	11.9794%	1	0	24249	2462	0	0	711	0	0	0	0		0	0	21076	0	0	0	0	0	0	21076	0	0	0	0	0	0	0	0	0	1892	0	2462	0	0	222672	14598										
583268																																																															29948	1607	1607	10.5256%	12.4667%	11.7977%	28341	240224	269257	13	0	4.4667%			3676	11.7977%	1	0	28354	0	0	0	13	0	0	0	0		0	0	28341	0	0	0	0	0	0	28341	0	0	0	0	0	0	0	0	0	1607	0	0	0	0	269257	24665										
583352																																																															48025	2745	2745	10.1222%	21.9714%	20.7155%	45280	218580	447332	1248	0	13.9714%			9278	20.7155%	1	0	51636	5108	0	0	1248	0	0	0	0		0	0	45280	0	0	0	0	0	0	45280	0	0	0	0	0	0	0	0	0	2745	0	5108	0	0	452440	41110										
583745																																																															1853	127	127	9.3560%	18.2185%	16.9698%	1726	10171	18448	-40	0	10.2185%			102	16.9698%	1	0	1727	0	0	0	-40	41	0	0	0		0	0	1726	0	0	0	0	0	0	1726	0	0	0	0	0	0	0	0	0	127	0	0	0	0	18448	1665										
583754																																																															3893	108	108	11.4216%	45.1991%	43.9452%	3785	8613	33139	33	0	37.1991%			800	43.9452%	1	0	3818	0	0	0	33	0	0	0	0		0	0	3785	0	0	0	0	0	0	3785	0	0	0	0	0	0	0	0	0	108	0	0	0	0	33139	2985										
583905																																																															116637	4404	6986	13.4624%	18.6415%	17.5249%	109651	625686	814497	977	0	10.6415%	0	0	0	17.5249%	1	0	110628	0	0	0	4933	0	0	-3956	0		0	0	109651	0	0	0	0	0	0	109651	0	0	0	0	0	0	0	0	0	6986	0	0	2582	0	814497	109651										
584377																																																															97159	6890	6890	8.3714%	13.8901%	12.9051%	90269	699484	1078300	8929	0	5.8901%			30453	12.9051%	1	0	117038	17105	735	0	8929	0	0	0	0		0	0	90269	0	0	0	0	0	0	90269	0	0	0	0	0	0	0	0	0	6890	0	17840	0	0	1096140	77656										
584724																																																															41807	2375	2375	9.7924%	12.9127%	12.1791%	39432	323767	402680	22	0	4.9127%			9925	12.1791%	1	0	39454	0	0	0	22	0	0	0	0		0	0	39432	0	0	0	0	0	0	39432	0	0	0	0	0	0	0	0	0	2375	0	0	0	0	402680	29507										
584920																																																															179789	13731	13731	9.6937%	16.3895%	15.1378%	166058	1096977	1713042	-4154	-4167	8.3895%	0	0	27155	15.1378%	1	0	181546	19442	199	0	14	0	0	-4167	0		0	0	166058	0	0	0	0	0	0	166058	0	0	0	0	0	0	0	0	0	13731	0	19641	0	0	1728516	158545										
585235																																																															14857	560	560	10.8960%	28.3883%	27.3182%	14297	52335	131213	581	0	20.3883%	0	0	8996	27.3182%	1	0	15374	496	0	0	581	0	0	0	0		0	0	14297	0	0	0	0	0	0	14297	0	0	0	0	0	0	0	0	0	560	0	496	0	0	131709	5797										
585749																																																															51473	5701	5701	8.0877%	11.3070%	10.0546%	45772	455233	565946	1054	0	3.3070%			22800	10.0546%	1	0	54491	6049	1561	0	1109	0	0	0	0		0	0	45772	0	0	0	0	0	0	45772	0	0	0	0	0	0	0	0	0	5701	0	7610	0	0	573556	30637										
586027																																																															64890	1409	1421	37.2468%	57.9877%	56.7179%	63469	111903	170401	204	0	49.9877%	0	0	3450	56.7179%	1	0	63673	0	0	0	204	0	0	0	0		0	0	63469	0	0	0	0	0	0	63469	0	0	0	0	0	0	0	0	0	1421	0	0	12	0	170401	60019										
586072																																																															81663	5472	5472	12.6951%	18.7709%	17.5131%	76191	435051	600162	0	0	10.7709%	0	0	30000	17.5131%	1	0	79272	319	175	1479	0	0	0	0	0		5	0	77294	0	0	0	0	1103	1103	76191	0	0	0	0	1103	0	0	0	0	5472	0	3081	0	0	603243	49272										
586335																																																															9015	159	159	9.9058%	23.6969%	23.2789%	8856	38043	89402	206	0	15.6969%	0	0	928	23.2789%	1	0	9062	0	0	0	206	0	0	0	0		0	0	8856	0	0	0	0	0	0	8856	0	0	0	0	0	0	0	0	0	159	0	0	0	0	89402	7928										
586960																																																															10185	504	504	8.7019%	19.3948%	18.4351%	9681	52514	111251	321	0	11.3948%			4000	18.4351%	1	0	10002	0	0	0	321	0	0	0	0		0	0	9681	0	0	0	0	0	0	9681	0	0	0	0	0	0	0	0	0	504	0	0	0	0	111251	5681										
587677																																																															73657	1598	1611	20.4823%	58.0237%	56.7546%	72046	126943	351748	-131	0	50.0237%			0	56.7546%	1	0	71959	0	0	0	-109	22	0	0	0		0	0	72046	0	0	0	0	0	0	72046	0	0	0	0	0	0	0	0	0	1611	0	0	13	0	351748	72090										
587752																																																															9659	710	710	15.4544%	17.2049%	15.9402%	8949	56141	57906	0	0	9.2049%			9343	15.9402%	1	0	10867	1109	235	0	0	0	0	0	0		0	0	9523	0	574	0	0	0	574	8949	0	0	0	0	0	0	0	0	0	710	0	1918	0	0	59824	1524										
587800																																																															637868	33278	44075	13.9710%	16.1179%	15.0042%	593793	3957518	4250178	-7961	0	8.1179%			6926	15.0042%	1	0	618428	31035	1560	0	17253	0	0	-25213	0		0	0	593793	0	0	0	0	0	0	593793	0	0	0	0	0	0	0	0	0	44075	0	32595	10797	0	4282773	619463										
588245																																																															17934	1343	1343	13.5470%	16.7836%	15.5268%	16591	106854	122470	35	0	8.7836%			5058	15.5268%	1	0	16591	0	0	0	0	0	0	0	0		0	0	16591	0	0	0	0	0	0	16591	0	0	0	0	0	0	0	0	0	1343	0	0	0	0	122470	11498										
588348																																																															20046	1620	1620	10.1541%	12.7866%	11.7533%	18426	156773	181463	-17	0	4.7866%	0	0	2136	11.7533%	1	0	18409	0	0	0	-17	0	0	0	0		0	0	18426	0	0	0	0	0	0	18426	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	181463	16290										
588441																																																															27045	2561	2564	8.7073%	12.2615%	11.0991%	24481	220568	281154	196	0	4.2615%			14875	11.0991%	1	0	24677	0	0	0	196	0	0	0	0		0	0	24481	0	0	0	0	0	0	24481	0	0	0	0	0	0	0	0	0	2564	0	0	3	0	281154	9606										
588478																																																															36195	606	606	11.7836%	29.3238%	28.8329%	35589	123432	302022	0	0	21.3238%			28117	28.8329%	1	0	35589	0	0	0	0	0	0	0	0		0	0	35589	0	0	0	0	0	0	35589	0	0	0	0	0	0	0	0	0	606	0	0	0	0	302022	7472										
589158																																																															12179	1095	1095	12.2443%	13.9150%	12.6640%	11084	87524	90524	60	0	5.9150%			5125	12.6640%	1	0	11144	0	0	0	60	0	0	0	0		0	0	11084	0	0	0	0	0	0	11084	0	0	0	0	0	0	0	0	0	1095	0	0	0	0	90524	5959										
589439																																																															5891	279	279	14.5581%	27.0515%	25.7703%	5612	21777	38549	82	0	19.0515%			1000	25.7703%	1	0	5694	0	0	0	82	0	0	0	0		0	0	5612	0	0	0	0	0	0	5612	0	0	0	0	0	0	0	0	0	279	0	0	0	0	38549	4612										
589523																																																															60696	4919	4919	9.5128%	15.5224%	14.2644%	55777	391023	586336	3072	0	7.5224%	0	0	22385	14.2644%	1	0	58849	0	0	0	3072	0	0	0	0		0	0	55777	0	0	0	0	0	0	55777	0	0	0	0	0	0	0	0	0	4919	0	0	0	0	586336	33392										
589943																																																															90445	8006	8006	9.7375%	11.6640%	10.6315%	82439	775422	846613	1603	0	3.6640%			56162	10.6315%	1	0	98533	12381	2110	0	2326	0	-723	0	0		0	0	82439	0	0	0	0	0	0	82439	0	0	0	0	0	0	0	0	0	8006	0	14491	0	0	861104	40768										
590145																																																															10556	460	460	17.2390%	28.7355%	27.4833%	10096	36735	58565	21	0	20.7355%	0	0	156	27.4833%	1	0	10117	0	0	0	21	0	0	0	0		0	0	10096	0	0	0	0	0	0	10096	0	0	0	0	0	0	0	0	0	460	0	0	0	0	58565	9940										
590220																																																															55764	2810	2810	10.2251%	15.4522%	14.6736%	52954	360880	517883	278	0	7.2358%	0	0	6321	11.7358%	1	0	42630	0	0	0	278	0	0	0	0		0	0	42352	0	0	0	0	0	0	42352	10602	0	0	10602	0	10602	0	0	0	2810	0	0	0	0	517883	36031										
590248																																																															62680	4740	4816	9.2181%	12.0813%	11.1530%	57864	518818	627722	171	0	4.0813%			24753	11.1530%	1	0	68681	7463	659	0	606	0	-436	0	0		0	2525	57864	0	0	0	0	0	0	57864	0	0	0	0	0	0	0	0	0	5523	707	10647	783	0	638369	43757										
590640																																																															34939	2049	2049	12.3710%	21.0966%	19.8594%	32890	165614	265864	1199	0	13.0966%	0	0	8830	19.8594%	1	0	34296	0	0	124	1199	0	0	0	0		0	0	32973	0	0	0	0	83	83	32890	0	0	0	0	83	0	0	0	0	2049	0	124	0	0	265988	24267										
590949																																																															28624	2296	2296	11.7758%	15.5915%	14.3409%	26328	183587	223578	21	0	7.5915%			7907	14.3409%	1	0	26328	0	0	0	0	0	0	0	0		0	0	26328	0	0	0	0	0	0	26328	0	0	0	0	0	0	0	0	0	2296	0	0	0	0	223578	18400										
590976																																																															69998	5253	5253	14.6184%	16.7246%	15.4695%	64745	418534	442900	0	0	8.7246%			2328	15.4695%	1	0	64745	0	0	0	0	0	0	0	0		0	0	64745	0	0	0	0	0	0	64745	0	0	0	0	0	0	0	0	0	5253	0	0	0	0	442900	62417										
591209																																																															43785	1441	1441	17.5607%	31.3195%	30.2888%	42344	139801	241130	-1491	0	23.3195%			0	30.2888%	1	0	40853	0	0	0	570	0	0	-2061	0		0	0	42344	0	0	0	0	0	0	42344	0	0	0	0	0	0	0	0	0	1441	0	0	0	0	241130	42344										
591320																																																															42027	4171	4185	8.2466%	12.6664%	11.4051%	37842	331798	458880	609	0	4.6664%	0	0	27600	11.4051%	1	0	40594	0	0	1286	609	0	0	0	0		0	0	38699	0	0	0	0	857	857	37842	0	0	0	0	857	0	0	0	0	4185	0	2143	14	0	461023	12385										
591357																																																															7836	553	553	9.8040%	16.0874%	14.9521%	7283	48709	74286	10	0	8.0874%	0	0	150	14.9521%	1	0	7403	0	120	0	0	0	0	0	0		0	0	7283	0	0	0	0	0	0	7283	0	0	0	0	0	0	0	0	0	553	0	120	0	0	74406	7243										
591366																																																															35346	2598	2598	9.8756%	17.0463%	15.7934%	32748	207353	331606	-382	0	9.0463%			14594	15.7934%	1	0	34445	2079	0	0	-382	0	0	0	0		0	0	32748	0	0	0	0	0	0	32748	0	0	0	0	0	0	0	0	0	2598	0	2079	0	0	333685	20233										
591740																																																															2124	124	124	6.4737%	15.2029%	14.3154%	2000	13971	30894	94	0	7.2029%	0	0	550	14.3154%	1	0	2143	0	0	0	143	0	0	0	0		0	0	2000	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	124	0	0	0	0	30894	1499										
591825																																																															232852	15132	15132	9.6229%	13.5674%	12.6857%	217720	1716261	2262515	-6708	0	5.5674%	0	0	498236	12.6857%	1	0	337137	3797	1088	72744	-542	0	-1015	-5151	0		0	0	266216	0	0	0	0	48496	48496	217720	0	0	0	0	48496	0	0	0	0	15132	0	126124	0	0	2388639	-154391										
592439																																																															20377	283	286	8.0236%	15.9792%	15.7549%	20091	127522	250400	511	0	7.9792%			19778	15.7549%	1	0	20602	0	0	0	511	0	0	0	0		0	0	20091	0	0	0	0	0	0	20091	0	0	0	0	0	0	0	0	0	286	0	0	3	0	250400	313										
592448																																																															33246	3288	3288	8.4967%	12.8324%	11.5633%	29958	259079	352583	30	0	4.8324%			22114	11.5633%	1	0	34875	2504	124	102	30	0	0	0	0		0	0	32115	0	2089	0	0	68	2157	29958	0	0	0	0	68	0	0	0	0	3288	0	4819	0	0	357402	12731										
592550																																																															18190	1344	1344	11.1740%	15.7440%	14.5807%	16846	115536	150761	335	335	7.7440%			7753	14.5807%	1	0	17181	0	0	0	335	0	0	0	0		0	0	16846	0	0	0	0	0	0	16846	0	0	0	0	0	0	0	0	0	1344	0	0	0	0	151096	9093										
592644																																																															50203	2860	2860	9.6081%	20.5407%	19.3705%	47343	244408	492742	174	0	12.5407%			18000	19.3705%	1	0	47517	0	0	0	174	0	0	0	0		0	0	47343	0	0	0	0	0	0	47343	0	0	0	0	0	0	0	0	0	2860	0	0	0	0	492742	29343										
592859																																																															1660	87	87	8.3074%	18.8615%	17.8730%	1573	8801	18935	9	0	10.8615%			486	17.8730%	1	0	1587	0	0	0	9	0	0	0	0		0	0	1573	0	0	0	0	0	0	1573	0	0	0	0	0	0	0	0	0	87	0	0	0	5	18935	1092										
593007																																																															308105	21363	21363	7.9685%	11.7717%	10.9555%	286742	2617339	3598440	3220	0	3.7717%			168694	10.9555%	1	0	405926	90794	3337	13100	3942	0	-722	0	0		0	0	295475	0	0	0	0	8733	8733	286742	0	0	0	0	8733	0	0	0	0	21363	0	115964	0	0	3714404	234012										
593052																																																															79907	7206	7206	12.3384%	13.8651%	12.6148%	72701	576317	589226	1489	0	5.8651%	0	0	24606	12.6148%	1	0	81194	7004	0	0	1489	0	0	0	0		0	0	72701	0	0	0	0	0	0	72701	0	0	0	0	0	0	0	0	0	7206	0	7004	0	0	596230	55099										
593249																																																															40956	1874	1874	9.9777%	22.2755%	21.2563%	39082	183861	391694	621	0	14.2755%			24900	21.2563%	1	0	40003	300	0	0	621	0	0	0	0		0	0	39082	0	0	0	0	0	0	39082	0	0	0	0	0	0	0	0	0	1874	0	300	0	0	391994	14482										
593333																																																															8036	640	640	8.6170%	13.7415%	12.6471%	7396	58480	85830	91	0	5.7415%			2430	12.6471%	1	0	7487	0	0	0	91	0	0	0	0		0	0	7396	0	0	0	0	0	0	7396	0	0	0	0	0	0	0	0	0	640	0	0	0	0	85830	4966										
593771																																																															828	72	72	6.5699%	14.7567%	13.4735%	756	5611	11507	0	0	6.7567%			3097	13.4735%	1	0	756	0	0	0	0	0	0	0	0		0	0	756	0	0	0	0	0	0	756	0	0	0	0	0	0	0	0	0	72	0	0	0	0	11507	-2341										
593940																																																															12093	232	232	15.6440%	44.2400%	43.3913%	11861	27335	75818	91	0	36.2400%			2400	43.3913%	1	0	12045	0	0	56	91	0	0	0	0		0	0	11898	0	0	0	0	37	37	11861	0	0	0	0	37	0	0	0	0	232	0	93	0	0	75911	9554										
594433																																																															159264	6117	6117	10.2414%	18.8068%	18.0845%	153147	846843	1495379	5780	0	10.8068%			89261	18.0845%	1	0	183780	10401	381	8443	5780	0	0	0	0		0	0	158775	0	0	0	0	5628	5628	153147	0	0	0	0	5628	0	0	0	0	6117	0	24853	0	0	1520232	88739										
594451																																																															2104	85	85	8.0724%	21.7963%	20.9158%	2019	9653	25011	0	0	13.7963%			300	20.9158%	1	0	2019	0	0	0	0	0	0	0	0		0	0	2019	0	0	0	0	0	0	2019	0	0	0	0	0	0	0	0	0	85	0	0	0	0	25011	1719										
594853																																																															100217	5729	5729	11.1855%	16.1895%	15.2640%	94488	619026	844738	1913	0	8.1895%			30223	15.2640%	1	0	101881	5241	240	0	1912	0	0	0	0		0	0	94488	0	0	0	0	0	0	94488	0	0	0	0	0	0	0	0	0	5729	0	5481	0	0	850219	69745										
594938																																																															30655	1958	1958	9.6416%	14.9561%	14.0009%	28697	204966	297636	487	0	6.9561%			4800	14.0009%	1	0	29269	0	85	0	487	0	0	0	0		0	0	28697	0	0	0	0	0	0	28697	0	0	0	0	0	0	0	0	0	1958	0	85	0	0	297721	23982										
594947																																																															119314	10188	10188	8.4180%	11.2978%	10.3331%	109126	1056080	1296342	1690	0	3.2979%	0	0	4798	10.3331%	1	0	118810	7984	10	0	1398	0	0	0	292		0	0	109126	0	0	0	0	0	0	109126	0	0	0	0	0	0	0	0	0	10188	0	7994	0	0	1304336	112322										
595270																																																															1167962	101241	69273	9.1190%	14.6828%	13.8120%	1098689	7954620	12048397	-170609	-19103	6.6828%			67779	13.8120%	1	0	1076506	30397	8415	344	-23508	0	-127413	0	-19688		0	86431	1121528	0	22610	0	0	229	22839	1098689	0	0	0	0	229	0	0	0	0	101241	31968	148425	0	0	12177719	1179336										
595337																																																															19856	586	586	15.4797%	42.6946%	41.4346%	19270	46507	124486	398	0	34.6946%			2110	41.4346%	1	0	19689	0	0	0	398	21	0	0	0		0	0	19270	0	0	0	0	0	0	19270	0	0	0	0	0	0	0	0	0	586	0	0	0	0	124486	17181										
595430																																																															87937	3270	9405	8.3318%	10.9488%	9.7778%	78532	803163	942562	166	0	2.9488%			101484	9.7778%	1	0	134350	55433	220	0	166	0	-26	0	25		0	0	78532	0	0	0	0	0	0	78532	0	0	0	0	0	0	9500	0	0	12905	3500	55653	135	0	998215	32700										
595869	1566706	134894	134894	11.3955%	14.5211%	13.2708%	1431812	10789155	12564698	2693	0	6.5211%			1267515	13.2708%	0	1807683	372189	828	67	2693	49	0	0	0		0	0	1431857	0	0	0	0	45	45	1431812	0	0	0	0	45	0	0	0	0	134894	0	373173	0	0	12937871	537475																										1																																															
595944																																																															6748	436	436	10.4081%	14.6416%	13.6955%	6312	46088	60645	78	0	6.6416%			2050	13.6955%	1	0	6663	273	0	0	78	0	0	0	0		0	0	6312	0	0	0	0	0	0	6312	0	0	0	0	0	0	0	0	0	436	0	273	0	0	60918	4535										
596062																																																															50952	4320	4320	10.1933%	14.7761%	13.5233%	46632	344827	457476	671	0	6.7761%			9989	13.5233%	1	0	49090	1684	103	0	671	0	0	0	0		0	0	46632	0	0	0	0	0	0	46632	0	0	0	0	0	0	0	0	0	4320	0	1787	0	0	459263	38430										
596156																																																															34547	2674	2674	9.1795%	11.2818%	10.4086%	31873	306219	347219	364	0	3.2818%			16000	10.4086%	1	0	32237	0	0	0	364	0	0	0	0		0	0	31873	0	0	0	0	0	0	31873	0	0	0	0	0	0	0	0	0	2674	0	0	0	0	347219	15873										
596277																																																															2372	214	219	9.1175%	13.8568%	12.5774%	2153	17118	23614	11	0	5.8568%			0	12.5774%	1	0	2251	0	0	52	11	0	0	0	0		0	0	2188	0	0	0	0	35	35	2153	0	0	0	0	35	0	0	0	0	219	0	87	5	0	23701	2240										
596455																																																															14259	967	967	9.3533%	18.1000%	16.8725%	13292	78779	142111	193	0	10.1000%			9255	16.8725%	1	0	13485	0	0	0	193	0	0	0	0		0	0	13292	0	0	0	0	0	0	13292	0	0	0	0	0	0	0	0	0	967	0	0	0	0	142111	4037										
596642																																																															8704	631	631	10.6435%	17.4007%	16.1392%	8073	50021	75849	-24	0	9.4007%			5342	16.1392%	1	0	8049	0	0	0	-24	0	0	0	0		0	0	8073	0	0	0	0	0	0	8073	0	0	0	0	0	0	0	0	0	631	0	0	0	0	75849	2731										
596848																																																															121146	9197	9197	10.8981%	12.4690%	11.5224%	111949	971576	1027230	733	0	4.4690%	0	0	35000	11.5224%	1	0	113678	477	519	0	733	0	0	0	0		0	0	111949	0	0	0	0	0	0	111949	0	0	0	0	0	0	0	0	0	9197	0	996	0	0	1028226	77945										
596978																																																															18154	1009	1009	11.8876%	22.9827%	21.7053%	17145	78990	144226	552	0	14.9827%			0	21.7053%	1	0	17697	0	0	0	552	0	0	0	0		0	0	17145	0	0	0	0	0	0	17145	0	0	0	0	0	0	0	0	0	1009	0	0	0	0	144226	17145										
597041																																																															10934	580	580	11.2866%	17.6491%	16.7129%	10354	61952	91737	188	0	9.6491%	0	0	12536	16.7129%	1	0	13514	2972	0	0	188	0	0	0	0		0	0	10354	0	0	0	0	0	0	10354	0	0	0	0	0	0	0	0	0	580	0	2972	0	0	94709	790										
597313																																																															29354	2009	2009	8.8506%	14.2743%	13.2974%	27345	205642	308963	494	0	6.2743%			7404	13.2974%	1	0	27839	0	0	0	494	0	0	0	0		0	0	27345	0	0	0	0	0	0	27345	0	0	0	0	0	0	0	0	0	2009	0	0	0	0	308963	19941										
597452																																																															11860	720	720	9.7454%	15.8531%	14.8907%	11140	74812	114310	38	0	7.8531%			5708	14.8907%	1	0	11178	0	0	0	38	0	0	0	0		0	0	11140	0	0	0	0	0	0	11140	0	0	0	0	0	0	0	0	0	720	0	0	0	0	114310	5432										
597546																																																															28674	2634	2634	9.3184%	13.6538%	12.3996%	26040	210007	279448	624	0	5.6538%	0	0	7600	12.3996%	1	0	27966	410	526	0	624	0	0	0	0		0	0	26406	0	0	0	0	366	366	26040	0	0	0	0	366	0	0	0	0	2634	0	1301	0	0	280749	19742										
597658																																																															14599	936	936	10.1495%	19.5189%	18.2675%	13663	74794	134617	874	0	11.5189%	0	0	7000	18.2675%	1	0	14537	0	0	0	874	0	0	0	0		0	0	13663	0	0	0	0	0	0	13663	0	0	0	0	0	0	0	0	0	936	0	0	0	0	134617	6663										
598002																																																															30802	2310	2310	7.9351%	16.6842%	15.4329%	28492	184618	359064	547	0	8.6842%	0	0	10000	15.4329%	1	0	29039	0	0	0	547	0	0	0	0		0	0	28492	0	0	0	0	0	0	28492	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	359064	18492										
598048																																																															48169	4219	4219	9.5234%	14.2906%	13.0390%	43950	337067	461493	1702	0	6.2906%	0	0	14635	13.0390%	1	0	47881	1445	784	0	1702	0	0	0	0		0	0	43950	0	0	0	0	0	0	43950	0	0	0	0	0	0	0	0	0	4219	0	2229	0	0	463722	31544										
598132																																																															6368	310	310	14.2297%	25.9104%	24.6491%	6058	24577	42573	296	0	17.9104%	0	0	4000	24.6491%	1	0	6354	0	0	0	296	0	0	0	0		0	0	6058	0	0	0	0	0	0	6058	0	0	0	0	0	0	0	0	0	310	0	0	0	0	42573	2058										
598534																																																															437196	27386	112386	8.3009%	11.8998%	8.8408%	324810	3673976	3912930	2736	0	2.8408%			135198	8.4066%	1	0	337786	4832	13412	71	2736	0	0	0	0		0	0	316735	0	7878	0	0	0	7878	308857	16000	0	0	16000	47	15953	85000	0	0	112386	0	26240	0	0	3939170	199852										
598543																																																															8737	840	840	9.5641%	12.2711%	11.0913%	7897	71200	82569	56	0	4.2711%			4796	11.0913%	1	0	7953	0	0	0	56	0	0	0	0		0	0	7897	0	0	0	0	0	0	7897	0	0	0	0	0	0	0	0	0	840	0	0	0	0	82569	3101										
