"IDRSSD"	RCFD0071	RCFD0081	RCFD1754	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1754	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
1669																																							15228	7979	39310	73047	0	0	2541	0	13929	288619	242072	193	242265	0	2928	0	0	46354	800	288619	0	0	45739	0	0	800	0	60205	181867			0	139513	136585	-985	0	0	0	0	46354		
1856																																							33936	522	0	31848	0	98	334	0	2820	108084	64776	184	94960	0	572	30000	0	13124	500	108084	0	0	-9	0	0	13982	0	3075	61701			0	39098	38526	-1349	0	0	0	0	13124		
2040																																							2552	2884	0	43523	0	0	2042	379	7940	203653	157626	754	180883	0	2790	22500	0	22770	480	203653	0	0	18235	0	0	4270	0	23647	133978			0	134043	131253	-215	13080	0	0	3	22770		
2161																																							17151	8038	0	16506	0	0	3590	140	5225	156346	137708	2018	139726	0	975	0	0	16620	1000	156346	0	0	14267	0	0	1356	0	33609	104099			0	106169	105194	-3	502	0	0	0	16620		
2376																																							11432	23381	335374	43126	0	0	13455	1564	196929	4166164	2946044	66023	3684694	58	30562	616075	0	481412	500	4166164	0	0	425656	0	0	61332	0	175985	2770059			-16631	3571465	3540903	10555	0	0	56552	0	481470		
2554																																							2043	323	250	1736	0	289	149	0	290	14946	12324	20	13339	0	167	660	0	1607	50	14946	0	0	303	0	0	1275	0	2708	9616			0	10033	9866	-21	0	0	335	0	1607		
2732																																							82564	10179	0	74729	0	1112	3390	145	3961	597291	502474	2629	505103	0	4772	0	0	92188	0	597291	0	0	86715	0	0	5789	0	125852	376622			0	425983	421211	-316	0	0	0	0	92188		
2750																																							1001	629	0	8146	0	0	236	0	2681	55357	44897	729	48274	0	864	2500	0	7083	116	55357	0	0	544	0	0	6700	0	4840	40057			0	43528	42664	-277	0	0	148	0	7083		
3252																																							0	3857	0	81249	0	0	610	81	4198	192010	155136	288	167224	0	4068	8400	0	24786	200	192010	0	0	25354	0	0	300	0	29142	125994			0	106083	102015	-1068	0	0	3400	0	24786		
3458																																							1535	664	4674	4487	0	0	332	0	892	50037	42931	194	45367	0	388	1000	0	4670	100	50037	0	0	3513	0	0	1101	0	4846	38085			0	37733	37345	-44	108	0	242	1000	4670		
3720																																							22158	5648	72	74865	0	0	3672	844	9244	262570	219596	2404	226588	0	1665	0	0	35982	2400	262570	0	0	16666	0	0	18600	145	45596	174000			0	147587	145922	-1684	0	0	0	4588	35982		
3971																																							38213	5549	0	62688	963	12142	6281	995	28600	772425	558838	10354	656013	0	10216	86821	0	116412	2	772425	0	0	-53898	0	0	171276	4597	92410	466428			0	621041	610825	-968	1572	0	0	0	116412		
4156																																							7613	4721	0	42389	0	1783	6470	24	7755	217977	189316	565	195800	0	1950	5700	0	22177	1200	217977	0	0	15242	0	0	6657	0	43829	145487			0	147842	145892	-922	1330	0	0	219	22177		
4231																																							25440	1660	0	43256	0	0	782	908	1115	114930	98837	245	99082	0	653	0	0	15848	500	114930	0	0	4452	0	0	12100	0	25523	73314			0	42422	41769	-1204	0	0	0	0	15848		
5069																																							76153	1023	0	28150	0	0	35499	4231	6609	464736	268739	9249	277988	0	12025	0	0	186748	4500	464736	0	0	175633	0	0	4129	0	52813	215926			0	325096	313071	2486	0	0	0	0	186748		
5135																																							60234	3778	0	56293	0	1042	5584	6	15392	512041	407621	2594	444204	0	4606	33989	0	67837	651	512041	0	0	43727	0	0	24391	0	62798	344822			0	374318	369712	-932	0	0	0	0	67837		
5210																																							44650	18403	39894	152424	1694	15250	25339	287	77530	1611403	1345001	10808	1462443	0	13143	80216	0	148960	4798	1611403	0	0	109492	0	0	43353	1265	67576	1277425			0	1246798	1233655	-8683	0	0	0	26418	148960	1012	
5461																																							6404	16443	0	150786	0	0	11981	0	16213	625351	548213	5054	568267	0	6045	15000	0	57084	2059	625351	0	0	53738	0	0	4241	0	203216	344997			0	429569	423524	-2954	0	0	0	0	57084		
5751																																							1707	4725	0	37624	0	1230	2477	43	6792	203027	167228	1665	168893	0	2176	0	0	34134	600	203027	0	0	24980	0	0	8752	114	23999	143229			0	149807	147631	-198	684	0	0	0	34134		
6039																																							55919	2881	0	22044	548	0	7545	3772	2913	276836	245842	2094	247936	0	2881	0	0	28900	469	276836	0	0	-1875	0	0	30568	0	77000	168842			0	181595	178714	-262	2500	0	0	0	28900		
6329																																							29243	35253	0	29788	0	0	23986	533	21742	743117	663037	5902	674939	0	10404	0	0	68178	2600	743117	0	0	43304	0	0	22400	751	221911	441126			0	603174	592770	-126	9051	0	6000	0	68178		
7009																																							332215	836	0	342345	0	0	3265	0	10041	929714	844875	7688	852563	0	0	0	0	77151	500	929714	5166	0	75165	0	0	552	0	92106	752769			0	235846	235846	934	0	0	0	0	77151		
7045																																							12298	6049	0	116401	0	0	1791	226	3468	214261	195110	533	195643	0	1185	0	0	18618	100	214261	0	0	18561	0	0	2325	0	23661	171449			0	75213	74028	-2368	0	0	0	0	18618		
7072																																							1827	7668	0	21747	0	5744	6631	998	13698	320435	263830	3913	285003	0	1792	17260	0	35432	0	320435	0	0	31746	0	0	4060	0	38713	225117			0	260316	258524	-374	3598	0	0	0	35432	0	
7456																																							973	1296	0	12917	0	0	909	54	3263	91749	83658	157	83858	0	815	0	0	7891	400	91749	0	0	1900	0	0	5600	0	17808	65850			0	73152	72337	-9	0	0	43	0	7891		
7634																																							4040	656	1	12087	0	0	454	326	767	66438	57131	113	57244	0	1034	0	0	9194	200	66438	0	0	1267	0	0	8060	0	11441	45690			0	49141	48107	-333	0	0	0	0	9194		
8033																																							4028	4142	0	4740	0	0	5306	514	4996	265836	207082	3101	230319	0	1348	20136	0	35517	774	265836	0	0	29593	0	0	5226	0	48795	158287			0	237008	235660	-76	6450	0	0	0	35517		
8462																																							10225	8553	0	93396	0	0	390	0	937	174625	153641	242	153883	0	1076	0	0	20742	350	174625	0	0	21813	0	0	350	0	65061	88580			0	55640	54564	-1771	6560	0	0	0	20742		
8631																																							4552	2216	0	14183	0	0	3354	95	3124	63988	56565	685	57250	0	426	0	0	6738	500	63988	0	0	5679	0	0	800	0	15834	40731			0	36394	35968	-241	496	0	0	0	6738		
9357																																							760	5841	0	83659	800	26747	348	0	4660	517842	366369	2615	434584	0	3564	65600	0	83257	500	517841	0	0	29693	0	0	54660	0	130568	235801			0	398543	394979	-1596	48	0	0	0	83257		
9553																																							4914	2292	30846	21808	0	0	922	0	6809	163156	104971	1134	148859	0	1208	42754	0	14297	400	163156	0	0	13111	0	0	1700	0	19901	85070			0	96768	95560	-914	5	0	0	0	14297		
9807																																							57299	19877	0	344470	84	0	13415	32067	131486	2328991	1939999	4043	1967759	0	32178	0	0	361232	20000	2328991	0	0	229944	0	0	112271	0	96873	1843126			0	1761246	1729068	-983	0	0	0	23717	361232	1225	
9955																																							14344	2166	0	52752	0	0	1014	4	2249	153499	116860	152	134292	0	1550	17280	0	19207	110	153499	0	0	16486	0	0	3023	0	25751	91109			0	82520	80970	-412	0	0	0	0	19207		
10250																																							16242	7203	0	101834	0	0	9445	0	4869	425290	386455	1061	387516	0	3359	0	0	37774	1500	425290	0	0	7487	0	0	30800	0	90298	296157			0	289056	285697	-2013	0	0	0	0	37774		
10849																																							11386	1299	33642	73654	0	694	6974	7177	4579	272896	247212	410	247622	0	1215	0	0	25274	16	272896	0	0	12130	0	0	15375	0	27431	219781			0	134706	133491	-2247	0	0	0	0	25274	0	
11145																																							8409	7435	0	20199	94	450	5585	520	8884	261534	216767	1837	238617	0	2371	20013	0	22917	1000	261534	0	0	11137	0	0	11000	0	54802	161965			0	211579	209208	-220	750	0	0	0	22917	0	
11640																																							18167	9643	0	102354	0	0	4209	0	21784	378949	332150	2464	334614	0	3612	0	0	44335	650	378949	0	0	6049	0	0	39245	0	108241	223909			0	226404	222792	-1609	0	0	0	0	44335		
11837																																							329	1538	0	44449	0	0	1458	620	1538	91659	75797	125	78530	0	834	2608	0	13130	314	91660	0	0	2248	0	0	11686	0	8406	67391			0	42561	41727	-1118	0	0	0	0	13130		
12030																																							26504	27515	2360	23645	0	0	3924	2739	13318	372522	311747	2775	314522	0	8511	0	0	58000	300	372522	0	0	57445	0	0	300	0	95320	216427			0	269670	261159	-45	11358	0	0	0	58000		
12142																																							4455	8197	311	77469	0	0	5016	0	8883	230639	205816	3511	209327	0	1660	0	0	21312	1250	230639	0	0	9173	0	0	14650	0	66871	138945			0	125043	123383	-3761	2925	0	0	0	21312	0	
12179																																							5779	267	15	535	0	0	1166	0	2963	42751	34364	565	34929	0	136	0	0	7822	0	42751	0	0	7829	0	0	0	0	7471	26893			0	32162	32026	-7	0	0	0	0	7822		
12311																																							482741	845103	8681666	14063521	0	2508509	837711	28217	4663111	105292183	82636356	1393325	93605846	383572	740479	7522728	1063014	11302765	39999	105292183	162929	194692	2184047	694211	780000	9009121	709396	23399729	59236627			0	72345336	71604857	-710402	0	0	675000	120731	11686337	10211	
12647																																							7843	3948	27337	0	0	1004	4372	448	1165	157973	138959	232	139191	0	1047	0	0	18782	250	157973	0	0	1476	0	0	17056	110	39059	99900			0	101471	100424	0	11322	0	0	0	18782		
12656																																							2480	680	846	0	0	0	174	53	140	17369	15481	29	15510	0	221	0	0	1859	72	17369	0	0	1399	0	0	388	0	4293	11188			0	9778	9557	0	3439	0	0	0	1859		
12937																																							47494	1730	0	0	0	0	10846	0	958	201732	164661	2241	166902	0	2133	0	0	34830	750	201732	0	0	28830	0	0	5250	0	37585	127076			0	142837	140704	0	0	0	0	0	34830	0	
12946																																							16002	19926	0	223007	32	17746	19757	830	33985	1467064	1268629	15426	1315473	0	18287	31418	0	151590	1	1467063	0	0	94885	12331	0	59755	4705	162036	1106593			0	1133874	1115587	-3051	0	0	0	0	151590	3156	
13103																																							9373	22898	0	333875	0	13983	20147	1295	34945	2146273	1699779	39300	1872408	8718	15438	133329	0	265147	500	2146273	0	0	219041	0	0	34019	1475	234261	1465518			0	1723720	1708282	11587	0	0	0	0	273865		
13251																																							11906	2774	0	2390	0	0	125	159	1137	46752	41528	161	41689	0	498	0	0	5063	25	46752	0	0	3081	0	0	1975	0	6966	34562			0	28675	28177	-18	84	0	0	0	5063		
13457																																							4489	853	0	6521	0	0	7	0	1550	23458	17182	146	17328	0	214	0	0	6130	50	23458	0	0	266	0	0	5852	0	4411	12771			0	10252	10038	-38	0	0	0	0	6130		
14052																																							8339	1228	0	7192	0	150	1307	158	2026	59904	52705	122	52827	0	513	0	0	7077	1000	59904	0	0	4463	0	0	1688	0	15414	37292			0	40003	39490	-74	14	0	0	0	7077		
14155																																							1240	5202	0	12471	0	0	6895	227	7653	217706	189013	1207	196408	0	2659	5000	0	21298	176	217706	0	0	21096	0	0	160	313	24742	164271			0	186364	183705	-134	0	0	1188	0	21298		
14650																																							4499	2217	3667	14	0	90	256	100	1999	34399	29703	385	30088	0	587	0	0	4311	200	34399	0	0	3810	0	0	300	0	9714	19989			0	20648	20061	1	1496	0	0	0	4311		
14753																																							7105	1361	7879	4839	0	0	109	0	710	44241	39279	89	39368	0	502	0	0	4873	300	44241	0	0	2355	0	977	1277	0	14209	25070			0	21225	20723	-36	1515	0	0	0	4873		
14865																																							10008	11442	2851	23542	0	210	9184	1872	11498	400187	356231	2518	358749	0	4185	0	0	41439	730	400188	0	0	28442	0	0	12381	0	81851	274380			0	333765	329580	-114	0	0	0	0	41439		
14977																																							2647	1159	0	1588	0	0	1701	0	1840	52615	40945	70	43440	0	578	2425	0	9175	0	52615	0	0	9226	0	0	0	0	6362	34583			0	43422	42844	-51	836	0	0	0	9175		
16551																																							515	14723	23521	31660	646	4270	6523	317	8029	312937	275210	410	275620	0	3052	0	0	37317	175	312937	0	0	17047	0	0	19825	0	58854	216356			0	225785	222733	270	0	0	0	0	37317		
16748																																							5925	1389	13749	8896	0	265	2594	0	2762	81214	71862	568	72430	0	719	0	0	8784	400	81214	0	0	5857	0	0	2600	172	21933	49929			0	46181	45462	-73	0	0	0	0	8784	0	
17110																																							14745	3164	100	27992	0	0	2754	0	2744	132856	98607	10408	109015	0	279	0	0	23841	300	132856	0	0	16555	0	0	6986	0	0	98607			0	81636	81357	0	0	0	0	0	23841		
17147																																							32376	133893	522846	1094692	0	475297	93205	9071	351524	9720633	7541282	45855	8287911	0	77543	469261	0	1432722	10871	9720633	0	0	380148	2167	125	1064167	2046	1608661	5932621			0	7081059	7003516	-22589	0	0	109000	122513	1432722	0	
17259																																							5798	1129	1400	12231	0	0	1695	51	2857	61874	48756	1662	56360	0	172	0	0	5514	769	61874	0	0	4113	0	0	769	0	10362	38394			0	36885	36713	-137	0	0	5942	0	5514		
17950																																							11043	8094	0	213103	0	3792	6342	218	7307	490498	442741	1952	444693	0	4125	0	0	45805	725	490498	0	0	25722	0	0	22737	726	76387	366354			0	243998	239873	-3379	0	0	0	0	45805		
17978																																							4742	3125	156677	0	0	0	6174	2072	6009	306951	189572	251	192350	0	1445	2527	0	114601	0	306951	0	0	114601	0	0	0	0	4369	185203			0	129597	128152	0	0	0	0	0	114601		
18050																																							16195	9571	19800	179311	0	0	10473	0	11384	573491	494320	3561	517886	0	4887	20005	0	55605	1214	573491	0	0	50751	0	0	7671	0	190658	303662			0	331644	326757	-4031	0	0	0	0	55605		
18135																																							102	5580	26467	118165	0	0	12438	0	7210	282785	239455	755	259781	0	1209	3000	0	23004	456	282785	0	0	19493	0	0	6055	192	89025	150430			0	89540	88331	-3000	24300	0	0	16571	23004	0	
18827																																							54202	18956	0	123137	1667	12349	30504	310	43625	1249949	1045741	6418	1119859	0	6578	67700	0	130090	528	1249949	0	0	34445	0	0	97791	0	321331	724410			0	971777	965199	-2674	0	0	0	0	130090		
18836																																							3528	1840	0	9592	0	0	3919	1620	5988	153320	131272	1851	136108	0	1273	2985	0	17212	180	153320	0	0	15433	0	0	1676	0	32126	99146			0	128106	126833	-77	0	0	0	0	17212		
18854																																							120649	7122	0	0	0	1087	9319	150	6089	726807	642048	3460	645508	0	7702	0	0	81299	40	726807	0	0	67199	0	0	14060	840	149229	492819			0	589253	581551	0	0	0	0	0	81299		
19356																																							81	2901	55	19354	0	814	1169	0	3687	89115	77655	175	80603	0	1124	0	0	8512	2025	89115	0	0	3613	0	0	3713	0	22084	55571			0	61333	60209	-839	845	0	2773	0	8512		
19936																																							65756	2303	21481	41292	0	0	4562	148	8761	314985	278039	1195	287044	0	3525	7810	0	27941	420	314985	0	0	14520	0	0	13580	0	59690	218349			0	174207	170682	-579	0	0	0	0	27941		
19972																																							19502	1150	24826	0	0	0	488	0	3656	93533	72679	1186	73865	0	400	0	0	19668	0	93533	0	0	19668	0	0	0	0	187	72492			0	44311	43911	0	0	0	0	0	19668		
20053																																							483	2636	0	10700	0	0	335	4	2535	97867	84460	412	84872	0	1218	0	0	12995	150	97867	0	0	7014	0	0	6053	0	22052	62408			0	80910	79692	-222	1482	0	0	0	12995		
20633																																							4964	4455	0	62051	0	0	5983	11199	12024	293015	249874	3255	262581	0	2928	9452	0	30434	1106	293015	0	0	28114	0	0	2816	0	26247	223627			0	195131	192203	-1602	136	0	0	0	30434		
20857																																							856	2631	0	61754	0	142	1126	0	2443	135348	105742	141	119591	0	832	13708	0	15757	200	135348	0	0	1218	0	0	13800	0	24871	80871			0	67228	66396	539	0	0	0	0	15757		
21256																																							3984	173	0	2728	0	0	39	0	415	11644	10515	1	10516	0	78	0	0	1127	105	11643	0	0	590	0	0	495	0	2824	7691			0	4202	4124	-63	181	0	0	0	1127		
21359																																							7574	1513	236	8419	0	218	252	0	958	52274	46465	100	46623	0	323	58	0	5651	550	52274	0	0	1881	0	0	3350	0	10207	36258			0	33427	33104	-130	0	0	0	0	5651		
21658																																							6161	1970	0	27632	0	0	1678	100	4396	164911	146731	1539	148971	0	1888	701	0	15940	100	164911	0	0	12233	0	0	4157	0	21541	125190			0	123592	121704	-550	1270	0	0	0	15940		
22048																																							1475	3174	0	37225	0	0	4042	492	8152	210810	181997	1451	190729	0	1364	7281	0	20081	1000	210810	0	0	13627	0	0	6400	0	33965	148032			0	157614	156250	-946	0	0	0	0	20081		
22543																																							3184	877	0	4908	0	0	2493	0	900	143603	121558	306	129964	0	636	8100	0	13639	602	143603	0	0	7378	0	0	5698	891	32976	88582			0	114212	113576	-39	16774	0	0	0	13639		
22552																																							4195	1838	535	1480	0	0	2633	0	2314	104664	78602	613	95500	0	1372	4000	0	9164	100	104664	0	0	2664	0	0	6400	0	15960	62642			0	93041	91669	0	0	0	12285	0	9164		
22730																																							1656	3668	0	84704	0	0	3224	0	5279	187907	165582	720	174063	0	1376	1320	0	13844	250	187907	0	0	14927	0	0	300	0	62038	103544			0	90752	89376	-1633	0	0	1128	5313	13844	0	
22936																																							27661	1733	0	39474	0	0	3504	1390	5417	192780	173771	446	174217	0	1232	0	0	18563	725	192780	0	0	-2797	0	0	21474	0	64612	109159			0	110733	109501	-839	4100	0	0	0	18563		
23456																																							1003	4020	324	57400	0	0	2818	167	2259	204361	180182	528	180952	0	1678	242	0	23409	126	204361	0	0	22840	0	0	1012	0	23909	156273			0	137563	135885	-569	485	0	0	0	23409		
23504																																							31636	74238	169717	659076	0	110816	36043	175	175723	4412786	3560123	37738	3900161	119	31652	300863	0	512506	600	4412786	0	0	217558	0	0	310094	6338	1314251	2245872			0	3180676	3149024	-15746	0	0	0	1437	512625	0	
23643																																							2489	1064	0	72403	0	0	1489	508	6787	213909	172324	288	196267	0	1251	23655	0	17642	200	213909	0	0	18322	0	0	2300	86	37293	135030			0	129259	128008	-3180	1075	0	0	0	17642		
23755																																							9145	1440	0	52726	0	1011	6074	0	3756	201141	182183	1269	183452	0	1479	0	0	17689	110	201141	0	0	14156	0	0	4615	0	45133	137050			0	127480	126001	-1192	988	0	0	0	17689		
24006																																							52214	8471	361183	105473	0	6539	11598	460	37435	1479170	1239459	7230	1279093	20	4904	32404	0	200057	0	1479170	0	0	116741	0	0	103349	0	132445	1107014			-13083	899240	894336	-6950	1461	0	0	0	200077	0	
24378																																							5870	728	784	10451	0	0	1766	0	876	62488	54271	129	55200	0	194	800	0	7288	0	62488	0	0	7297	0	0	0	0	7151	47120			0	42024	41830	-9	183	0	0	0	7288		
24453																																							47092	3699	0	8565	0	2463	14745	408	3577	294358	258366	932	259298	0	2996	0	0	35060	929	294358	0	0	4274	0	0	29926	295	42609	215757			0	216245	213249	-69	265	0	0	0	35060	0	
24659																																							21453	1220	6539	0	0	0	726	25	433	64513	57775	311	58086	0	409	0	0	6427	50	64513	0	0	1927	0	0	4450	0	14005	43770			0	33389	32980	0	1137	0	0	0	6427		
24668																																							50952	13057	0	524020	0	708	18570	300	33418	1889123	1417177	6182	1679903	0	12098	255000	0	209220	625	1889123	0	0	61550	0	0	156588	3410	216267	1200910			0	1256786	1244688	-9543	0	0	0	1544	209220		
24949																																							57423	9443	0	64766	0	980	4987	1003	18297	386559	336937	3274	340211	0	4502	0	0	46348	1800	386559	0	0	12559	0	0	33223	444	91043	245894			0	233218	228716	-1234	500	0	0	0	46348	0	
25357																																							6849	5587	28651	16871	0	4253	5898	3119	8156	414388	345386	720	371106	0	3080	25000	0	43282	1608	414388	0	0	4918	0	0	36907	0	51253	294133			0	337218	334138	-151	866	0	0	0	43282	0	
25647																																							16889	227	0	4665	0	0	1526	0	1004	126126	108429	998	114427	0	1611	5000	0	11699	12	126126	0	0	-10273	0	0	22079	0	13919	94510			0	103426	101815	-119	0	0	0	0	11699		
26176																																							12879	719	0	15977	0	19	2328	833	10864	409946	274083	1696	359779	0	4183	84000	0	50167	1	409946	0	0	22001	440	0	29560	1079	25426	248657			-1061	368991	364808	-334	0	0	0	0	50167		
26242																																							5831	8084	0	69603	0	10846	12582	0	19694	485380	419505	1130	432542	0	3006	10000	0	52838	1	485380	0	0	28326	0	0	25669	0	33707	385798			0	361246	358240	-1158	500	0	0	1907	52838		
26457																																							1150	414	0	7194	0	0	201	0	254	30664	27329	41	27370	0	206	0	0	3294	100	30664	0	0	2964	0	0	250	0	4657	22672			0	21657	21451	-20	0	0	0	0	3294		
26765																																							37758	4704	1383	49897	0	3454	1669	97	9328	527089	469355	1719	471074	0	5241	0	0	56015	2000	527089	0	0	-16915	0	0	72272	0	147813	321542			0	424040	418799	-1342	0	0	0	0	56015		
27070																																							18704	2709	0	176686	230	0	6383	29	10127	594619	462679	982	463661	0	1000	0	0	130958	0	594619	0	0	133938	0	0	0	0	14131	448548			0	377855	376855	-2980	2896	0	0	0	130958	0	
27548																																							41471	16858	0	179265	5000	7714	12133	350	19232	779230	699815	3786	703601	0	6499	0	0	75629	250	779230	0	0	42811	0	0	33281	6496	71407	628408			0	495008	488509	-713	1	0	0	0	75629	2201	
27614																																							3252	6036	0	162791	0	3112	8876	62	13846	406380	330432	2664	369246	0	1387	36150	0	37134	1515	406380	0	0	32621	0	0	6139	0	87958	242474			0	209792	208405	-3141	0	0	0	0	37134		
27847																																							7059	9151	426	139370	0	0	10915	116	15314	586282	507450	2661	530095	0	4865	19984	0	56187	430	586282	0	0	49695	0	0	7982	0	98324	409126			0	408796	403931	-1920	0	0	0	0	56187		
