"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONJA22	
	US TREAS SECS-HLD-TO-MAT-AMRTZ COST	US TREAS SECS-AVL-FOR-SLE-FAIR VALUE	OTHR PASS-THRU SECS-HLD-AMORTZD COST	OTHR PASS-THRU SECS-AVL-FAIR VALUE	MBS-CMOS&REMICS-ALL OTHER-HLD-AMRTZ	MBS-CMOS&REMICS-ALL OTHER-AVL-FAIR	HISTCL COST OF ALL OTH AVL-FOR-SALE	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	US GOVT AGCY&CORP OBLIGS-AMRTZ COST	US GOVT AGCY&CORP OBLIGS-FAIR VALUE	SECS ISSD BY US ST&POL SUBDYS-AMRTZ	SECS ISSD BY US ST&POL SUBDYS-FAIR	FAIR VAL OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	MBS PT SCTY ISS FFG AMRTZ HTM SCTY	MBS PT SCTY ISS FFGNMA FV AFS SCTY	OTHR MBS ISS FFG AMRTZ HTM SCTY	OTHR MBS ISS FFG FV AFS SCTY	OTHR DMSTC DEBT SCTY AMRTZ HTM SCTY	OTHR DMSTC DEBT SCTY FV AFS SCTY	FOREIGN DEBT SCTY AMRTZ HTM SCTY	FOREIGN DEBT SCTY FV AFS SCTY	Equity securities with readily deter	
678070	0	0					222	101636	106041					0			20626	15805	48	0	0										
678258	0	0					0	6918	5145					0			920	0	0	0	0										
678454	0	0					723	0	21117					5847			0	3655	0	0	0										
678557	0	6228					117	0	19053					0			0	6052		0	4147									0	
678575	0	0					1543	5560	0					1399			460	0	0	0	0										
678717	0	0					17064	9965	226769					398774			0	46581		0	0									894	
678744	0	0					1648	0	13761					14687			0	6110	16	0	0										
679246	0	0					586	0	201					11159			0	201		0	0									0	
679451	0	0					585	0	35355					10343			0	18323		0	0										
679648	0	478					0	0	67595					0			0	15363	0	0	0										
680055	0	0					424	0	38852					0			0	25126		0	0										
680130	0	0					1002	0	101514					5412			0	20487	0	0	0										
680354	0	0					2418	29459	112419					445			29459	16983		0	14646									3880	
680457	59771	0					2791	65362	0					10579			5591	0	0	0	17683										
680747	0	0					66	72746	0					0			69749	0	0	0	0										
680813	0	0					11134	0	379046					191471			0	188919	0	0	82662										
681043	0	0					431	0	8322					6564			0	0	0	0	0										
681249	0	0					49	3055	0					0			1455	0	0	0	0										
682143	0	0					2179	11426	11826					15750			11425	6808		0	0									149	
682479	0	0					326	0	15267					7604			0	0	0	0	0										
682545	0	0					127	0	7746					0			0	2559	461	0	0										
682563	0	3418146					42585	1247154	10493946					0			1242151	6430105	0	9642	1298021										
682648	0	0					0	0	54778					0			0	34046		0	0										
683449	0	8893					1626	0	103765					16706			0	69371	80	0	10604										
683814	0	0					0	0	84482					0			0	48834	2256	0	0										
684455	0	0					3673	0	15770					0			0	13461	0	0	0										
685023	15437	0					396	16171	0					8779			734	0	0	0	0										
685368	0	0					1984	0	112870					0			0	21257	0	0	0										
685649	0	0					262	0	46646					10975			0	20874	0	0	1468										
685676	0	3831					5725	0	145711					69528			0	76562	0	0	0										
685779	0	0					1206	0	47542					18420			0	1054	0	0	36										
686459	0	0					1254	0	14977					4250			0	4426	0	0	0										
686570	0	0					100	0	7122					100			0	4768	0	0	0										
686655	0	501					534	0	37625					11076			0	30853	0	0	0										
686758	0	0					0	47515	53780					0			47515	0	43	0	0										
687009	0	5138					11888	151127	623242					156974			39887	49987		0	44896									13065	
687054	0	0					0	0	14596					0			0	3073	0	0	0										
687474	0	0					475	6	108992					155			6	41990	0	0	3664										
687830	0	1987					78	5371	20436					0			1496	3175	0	0	0										
687951	0	0					2760	136351	176140					0			58529	67009	68	0	29065										
688079	0	0					29973	30770	0					0			30770	0		0	0									0	
688257	0	0					0	135828	15667					0			0	0	0	0	0										
688453	0	0					4	0	13565					0			0	4181	18	0	0										
688556	0	0					128	393	37577					0			393	37577	0	0	0										
689209	0	0					14540	0	329262					280460			0	21903	3062	0	0										
689357	0	0					468	0	65993					0			0	30370		0	31606									0	
689759	0	4163					125	0	34720					214			0	1075	0	0	0										
691042	0	0					0	0	28752					0			0	10218	0	0	0										
691556	0	0					369	0	83504					0			0	61767	0	0	0										
691743	0	0					0	31625	2446					0			21626	0	0	0	0										
691958	0	0					1320	35909	0					8500			15006	0		0	0									0	
692450	0	0					161	10843	497					0			8847	0	0	0	0										
692704	0	0					356	0	0					63260			0	0		0	0									0	
692946	0	2926					1771	0	67284					0			0	3683	0	0	0										
693073	0	0					371	1121	2941					0			0	0	0	0	0										
693224	0	0					105719	198733	1248410					1212683			198733	362454	6219	0	31593										
693345	0	0					10228	0	800602					0			0	227890		0	26563									0	
693952	0	0					227	6	10024					803			0	5938	68	0	727										
694146	0	0					50	9100	6433					701			9100	6427	0	0	0										
694771	8094	8914					0	8184	8914					0			0	0	0	0	0										
694847	0	0					414	15092	47850					2500			15090	0	0	0	0										
694904	0	199430					620011	0	3138902					12545047			0	68607		250000	450000									29456	
695077	0	0					1391	0	14011					28000			0	0	0	0	0										
695134	0	0					620	0	11474					10000			0	0	0	0	0										
695349	0	2940					840	3620	59297					0			3620	15267	0	0	0										
695947	0	0					76	24	14057					0			24	7060	0	0	0										
696047	0	0					531	0	35209					5769			0	17563		0	0										
696168	0	0					0	0	0					0			0	0	0	0	0										
696430	0	0					1450	0	102443					0			0	19693	0	0	0										
696551	0	0					68	0	10748					0			0	3229	9	0	470										
696645	0	0					374	0	41352					0			0	14228	0	0	0										
697035	0	0					200	0	31712					73			0	10329	0	0	0										
697147	0	0					2120	0	75366					47250			0	30536	0	0	0										
697156	0	0					2821	0	25785					33428			0	9582	13	0	750										
697231	0	0					375	25	6330					28492			0	0	0	0	0										
697633	0	3656669					421901	1975729	11184730					2345682			897084	1653		0	0									18610	
697763	0	0					14227	1114287	2351970					0			588101	180635		0	114040									1764	
697950	0	0					170	0	2632					682			0	1519	0	0	0										
697978	996	0					5716	98198	70895					96983			0	0	4497	0	0										
698144	0	0					3494	2645	105899					1350			2645	7061		0	1961									0	
698546	0	492					131	0	19744					0			0	11833	0	0	0										
698649	0	0					1025	1900	54752					8000			1900	29365		0	0										
699105	0	0					4120	0	122731					47790			0	44773	3589	0	0										
699253	0	1673					85	0	5143					0			0	48	0	0	0										
699534	0	943					2575	43898	56128					47028			40956	7388		0	0									0	
700140	0	587					42	0	11536					0			0	913	0	0	0										
700252	0	0					99	2005	17923					0			0	13708	0	0	0										
700430	0	0					796	0	43989					18			0	17077	0	0	0										
700458	0	27033					135	5970	40234					0			5970	0	9	0	0										
701062	0	0					9007	177078	1326092					56000			0	177221		0	0									0	
701222	0	0					3674	0	35590					7669			0	6056		0	9514									0	
701259	0	6889					2712	0	122354					0			0	32859	0	0	14922										
701736	0	0					16657	51950	171698					241432			0	2981	0	0	0										
701839	0	4971					603	0	181566					1991			0	42524	0	0	13879										
701857	0	2988					155	8	6390					0			0	832	0	0	0										
701950	0	0					1324	3596	42371					19024			3596	26233	0	0	487										
702117	0	0					43778	487126	1265912					500772			204708	39386		0	154012									4038	
702359	0	496					1465	0	3945					17156			0	274	0	0	0										
702612	0	17442					6141	1844	143862					2902			0	9508		0	3472										
702836	0	0					0	19455	12173					0			12759	463	83	0	0										
702911	0	2017					1030	2215	172191					0			2215	58912		0	0									171	
702966	0	0					17	892	10605					0			0	6734	0	0	0										
703039	0	0					1282	0	28528					0			0	12547	0	0	0										
703552	0	0					3739	0	57439					0			0	15469	0	0	0										
703767	0	32607					7753	0	537389					0			0	140626		0	0									7296	
704447	1002	0					227	2788	11452					0			0	448		0	0									0	
704559	0	20920					7743	9467	225894					0			9326	15200		0	40923									0	
704755	0	9762					7003	11132	142876					15024			0	80	81	0	0										
705378	0	0					225	0	8415					2124			0	0	16	0	0										
705444	0	0					1440	0	55968					8722			0	15267	0	0	8710										
705556	0	0					557	0	54452					745			0	16214	0	0	2728										
706030	0	0					0	0	8993					0			0	1308	0	0	0										
706058	0	0					1043	0	8781					0			0	2972	0	0	0										
706236	0	1242					0	0	19760					0			0	4178	0	0	0										
706254	0	0					716	0	35031					12435			0	24620		0	0										
706450	0	0					107	0	4374					600			0	298	0	0	0										
706656	0	0					229	602	68905					0			602	20053	0	0	0										
707354	0	0					7025	0	244078					46100			0	86688	0	0	10685										
708333	0	0					72	0	60284					0			0	13286		0	0										
708379	0	0					93	4159	31081					0			4139	0	0	0	0										
708753	0	0					96	0	1225					0			0	1225	0	0	0										
709143	0	0					2152	0	140109					20750			0	43276		0	14183									0	
709358	0	0					1815	0	8238					31750			0	2016	0	0	0										
709451	0	0					650	0	13618					7000			0	13609		0	0									0	
709554	0	0					132	10203	51235					0			10203	234	0	0	0										
709602	0	60027					2512	38454	280623					0			38454	0		0	0									0	
709639	0	0					637	18076	167179					4549			10096	67816		0	0									0	
709956	0	0					101	0	11136					409			0	8990	0	0	0										
710176	0	494					1050	0	16448					10166			0	7898	15	0	0										
710859	0	0					1135	0	114405					7000			0	12125		0	12702										
711472	16054	58865	0	0	0	0	2356	88148	472794	0	1825225	348621	1339642	0	40434	320074	0	0	0	0	0	31660	93855	0	0	0	0	0	0		
711520	0	0					127	0	18580					0			0	2938		0	0									0	
711548	0	0					839	0	60600					0			0	20837	0	0	0										
711753	0	0					153	0	11864					0			0	4097	2619	0	0										
711801	0	22858					3120	0	61368					28250			0	645	10118	0	0										
712059	0	1004					1665	0	84420					16424			0	31766	0	0	249										
712273	0	0					2794	1017	0					13000			1017	0	0	0	0										
712648	0	0					2032	0	22186					43215			0	22186	0	0	0										
712956	0	0					0	76905	0					0			53771	0	0	0	0										
713047	0	1421					0	0	14161					0			0	6153	0	0	0										
713140	0	996					699	0	41645					0			0	4676	0	0	0										
713252	0	0					304	0	8640					3975			0	5976	35	0	0										
713476	0	0					1526	0	76339					36685			0	16649	0	0	0										
713926	125	0					11467	125	8312					48532			0	0		0	0									0	
714165	0	1926					68	15616	29087					0			15616	0	0	0	0										
714437	0	0					0	0	16208					0			0	1087	0	0	0										
714839	0	0					1684	4039	0					2500			289	0		0	0										
714978	0	0					2749	0	45377					31000			0	17669	101	0	0										
715032	0	0					74	0	2366					0			0	0	0	0	0										
715050	0	0					1192	0	2807					6000			0	571	0	0	0										
715144	0	35653					316	0	35653					0			0	0		0	1427										
715340	0	0					864	0	37762					0			0	6919	989	0	0										
715470	0	0					176	12	0					2775			0	0	0	0	0										
715630	0	0					1103	0	134804					158			0	55438		0	0									0	
715872	0	0					1981	0	48553					39000			0	43256	0	0	0										
715975	0	0					40	5003	0					0			5003	0	0	0	0										
716374	0	0					1979	1	264842					105			0	70801	0	0	0										
716413	0	712437					3178	0	899683					79692			0	3618		0	0										
716655	0	26418					796	243	82419					3275			243	710		0	11148									0	
716833	0	0					7212	0	190009					0			0	4294	0	0	48172										
716851	0	0					453	0	70678					0			0	17358	0	0	0										
716954	0	0					319	0	26410					12500			0	10104	0	0	0										
717232	0	0					79	0	42665					0			0	13140	221	0	0										
717513	0	0					2182	0	79840					0			0	23248		0	9673										
717670	0	0					75	0	981					0			0	0	0	0	0										
717737	0	0					6179	0	125991					30774			0	35338		0	260									0	
717924	0	0					2449	0	581683					0			0	54441		0	38559									23608	
718079	0	0					394	0	6945					0			0	2461	0	0	0										
718145	0	0					1341	34743	100233					15191			26900	57323	0	0	0										
718275	0	28642					0	0	39880					0			0	0	0	0	0										
718538	0	0					421	0	18557					2758			0	8015	0	0	0										
718556	0	971					39	28071	4901					0			9944	0	0	0	12956										
719030	0	0					13	0	13340					0			0	1950	0	0	0										
719610	0	0					425	0	61761					0			0	13040	0	0	0										
719656	0	0					2762	0	59515					16021			0	30892	0	0	23869										
719964	0	0					67	22542	11467					9			22542	0	0	0	0										
720157	0	12874					0	0	17910					0			0	622	0	0	0										
720344	0	0					246	0	33419					2073			0	20565		0	0									0	
720746	0	3732					498	0	120899					10000			0	62967		0	0										
720858	0	0					231	7030	17108					3000			7030	0		0	0										
720951	0	0					1021	0	59746					18444			0	9691		0	264									0	
721350	0	0					2521	553	5489					16445			550	2876	67	0	0										
721752	0	0					308	0	24844					0			0	5256	0	0	295										
721949	0	26401					2452	7640	176485					2000			1640	80723	0	0	7211										
722227	0	0					93	0	6764					0			0	283	0	0	0										
722432	0	0					2246	351	52711					40372			351	21742	0	0	0										
722544	0	0					2712	0	507259					0			0	268659	490	0	60813										
722777	0	590837	0	0	0	7067	632210	2877357	12331930	0	74554383	328798	60778140	1644522	0	138620	0	22		0	384389	1420789	4479301	1456568	6764762	0	351321	0	0	10927	
722816	0	0					2278	57722	212296					22000			45657	68037	0	0	0										
723112	0	96336	0	229	0	3189456	612331	21645	31205198	61943	138853640	0	122074729	8437245	0	64	21645	43758		0	662022	0	17548859	0	8113413	0	2211283	0	1800	11855	
723158	0	0					146	0	15142					196			0	1060	0	0	400										
723550	0	0					115	0	23388					0			0	16405	0	0	0										
723653	0	995					487	0	81340					951			0	40164	0	0	0										
723756	0	0					187	0	23888					2558			0	13888	0	0	0										
723822	0	0					427	0	30109					0			0	3146	0	0	0										
723868	0	0					270	0	139814					0			0	30668	0	0	0										
724230	0	0					853	0	17932					15976			0	4734	0	0	0										
724548	0	0					210	0	50383					0			0	13198	0	0	0										
724744	0	489					7107	4961	81550					40877			1620	52877	0	0	5764										
724904	0	0					1120	0	1994					18000			0	0	0	0	0										
724940	0	0					0	3935	0					0			535	0	0	0	0										
725077	0	0					817	0	25454					14659			0	14261	0	0	0										
725376	0	0					102	0	0					0			0	0		0	0										
725732	0	0	0	0	0	0	8257	18460	80842	0	2159788	3750	1970273	200168	0	2001	0	0	3928	0	0	13610	0	4850	0	0	61692	0	13221		
725741	0	7884					676	1192	47245					0			433	2791	0	0	0										
725853	0	0					216	0	15517					902			0	302	0	0	0										
726458	0	0					368	0	18638					3000			0	9672	0	0	203										
726953	0	0					6832	2500	74768					122349			0	71745	0	0	0										
727174	0	0					4613	0	0					0			0	0		0	0									0	
728452	0	499					315	0	34245					3450			0	23275	0	0	0										
728742	0	0					12996	3350	399681					3436			3350	107568		0	33343									0	
728948	0	0					3348	0	134710					56900			0	126844	0	0	0										
728957	0	0					304	0	44037					0			0	33974	0	0	0										
729011	0	99					1110	16293	42926					0			16293	2668	0	0	0										
729057	0	6587					332	1986	23630					243			1986	10607		0	0									0	
729132	0	0	0	0	0	0	3018	0	73392	0	472473	0	446077	59000	0	10191	0	0	0	0	0	0	18273	0	20092	0	24836	0	0		
729178	0	0					783	32455	10332					17272			7534	4273		0	0										
729310	0	10198					3600	63952	158583					63888			33584	11385	0	0	0										
729459	0	0					496	0	11094					9411			0	11094	0	0	0										
729570	0	1019					34	0	4762					0			0	227	0	0	0										
729842	0	0					736	0	37268					7487			0	17747	18	0	0										
729945	0	0					1888	16366	0					12439			5780	0		0	0										
730745	0	489					117	13759	3678					2000			13759	0	0	0	0										
731050	0	0					199	3092	7996					1900			3092	476	0	0	0										
731247	0	73467					12973	0	299941					235000			0	188669	0	0	0										
731957	0	0					5	0	2369					0			0	470	0	0	0										
732178	0	0					432	2114	29692					8520			2114	0	0	0	0										
732253	0	0					542	0	9521					0			0	785		0	0										
732459	0	7320					327	0	7568					5000			0	248	0	0	0										
732637	0	0					93	0	22024					0			0	7863	146	0	0										
732758	0	6864					850	493	34214					0			0	0	2864	0	0										
732918	0	0					12151	0	92186					178092			0	49481		0	5276									744	
732954	0	0					0	14325	7846					0			11835	5565	0	0	0										
733054	0	4701					2449	0	542202					170			0	329228	0	0	0										
733540	0	0					125	5317	0					0			4363	0		0	0									0	
733559	0	0					410	8846	0					4134			632	0	0	0	0										
733661	0	0					0	0	0					0			0	0	0	0	0										
733755	0	0					129	0	2474					0			0	482	0	0	0										
733951	0	0					1555	0	66167					24545			0	3530	0	0	0										
734051	0	0					117	0	4263					0			0	3664		0	0									0	
734248	0	0					785	0	71230					9000			0	27455		0	9347										
734350	0	0					3017	0	42688					13068			0	30149		0	0										
734538	0	1358					5661	0	47855					16500			0	6521	0	27883	25983										
734613	0	0					517	0	52569					0			0	12384	18	0	0										
735049	0	0					0	10322	23177					0			10322	0		0	0										
735067	0	0					1225	0	0					12860			0	0	0	0	0										
735414	746	0					286	12906	0					407			558	0	0	0	0										
735441	0	0					4478	0	14142					74528			0	7918	0	0	0										
735656	0	0					247	2700	30290					0			2700	11249	0	0	0										
735768	0	2985					3976	357	288320					15500			0	22958		0	0										
735973	0	0					511	0	35636					7000			0	7923	27	0	0										
736158	0	0					142	0	10698					0			0	6771	0	0	0										
736206	0	0					4242	264409	197348					3537			78555	0		0	0									587	
736448	0	0					2713	0	105538					39923			0	6732	826	0	1077										
736550	0	0					904	0	80076					300			0	53608	0	0	0										
736662	0	0					269	0	31131					0			0	19834	0	0	0										
737548	0	0					3411	0	86880					64200			0	58053	0	0	16910										
738013	0	0					4642	0	118205					152684			0	33230	0	0	2000										
738040	0	971					12179	68975	179685					114500			67975	2923	0	0	16102										
738143	0	0					305	0	180575					15000			0	0	0	0	19380										
738255	0	0					402	0	41249					1000			0	13858	0	0	0										
738303	0	0					7842	11998	98521					49850			4974	1157		0	0										
738572	0	0					588	0	4339					6000			0	1149	0	0	0										
738657	0	0					40	5924	2742					0			5313	2395	0	0	0										
738769	0	0					2395	0	118355					15869			0	33545	0	0	0										
739159	0	591					76	0	5846					0			0	1517		0	0										
739346	0	0					120	0	23352					0			0	23352	0	0	0										
739355	0	1948					2450	0	8713					36000			0	339	0	0	0										
739430	0	949					510	0	58593					0			0	22218	0	0	0										
739560	0	800					15000	0	584778					60000			0	103293	10515	0	0										
739832	0	0					351	0	15180					1500			0	11346	0	0	0										
740249	0	0					1130	0	59733					0			0	58634	0	0	0										
741068	0	0					76	0	1472					0			0	0	0	0	0										
741152	0	0					24	0	36360					0			0	2102	0	0	0										
741330	0	0					5003	0	90860					78593			0	29827	4778	0	0										
741358	0	0					0	356	0					600			356	0	0	0	0										
741648	0	0					57	0	5311					0			0	3750		0	0										
741844	0	996					120	0	30389					0			0	16348	2	0	0										
741956	0	0					452	0	6164					0			0	2048	0	0	0										
741974	0	0					4472	690	52					41330			0	0	0	0	0										
742056	0	0					151	0	48489					0			0	15248	0	0	0										
742355	0	0					452	12	7685					4351			0	7405	0	0	0										
742542	0	0					205	0	25612					4500			0	5300		0	0									0	
742636	0	0					71	0	35364					0			0	13564	0	0	0										
742944	1494	0					309	33803	0					0			20477	0	0	0	0										
743053	0	969					330	0	27113					4943			0	16710		0	0									0	
743679	0	0					3576	0	93022					46634			0	38462	28	0	19847										
743950	0	5422					123	0	40863					0			0	14640	0	0	0										
744238	0	9311					985	0	109664					0			0	46987		0	1000									0	
744256	0	0					294	0	33366					2005			0	15899	0	0	0										
744854	0	0					1894	1328	29112					42080			0	413	0	0	0										
745150	0	0					30	678	0					0			227	0		0	0									0	
745347	0	2443					191	0	62003					0			0	33696	0	0	8795										
745374	0	2703					1636	650	95137					15098			650	37151	3	0	0										
745570	0	0					890	0	39540					0			0	5336	0	0	1399										
745954	0	0					38	0	1020					0			0	145	0	0	0										
746157	0	0					1052	0	43485					20000			0	1371	0	0	0										
746223	0	0					1734	0	31819					0			0	0	0	0	0										
746429	0	1982					1606	1500	30271					4242			0	13145	13	0	0										
746513	0	0					2743	0	121276					2296			0	37228	177	0	30387										
746755	0	0					771	0	71787					12200			0	25238	0	0	0										
746942	0	492					137	0	8795					759			0	6328	0	0	0										
746979	0	0					107	23629	38473					18			4417	4034	0	0	0										
747051	0	3342					289	0	8790					3500			0	2199	0	0	0										
747257	0	8904					344	95	11683					1542			95	0	0	0	0										
748254	0	4962					322	0	74019					0			0	4300	0	0	747										
748357	0	0					25	38	0					80			0	0	0	0	0										
748441	0	2294					430	0	67069					4513			0	15742	0	0	0										
748964	0	0					493	0	94588					4322			0	67145	251	0	0										
749242	0	0					10522	0	945668					57362			0	226342		0	7753									0	
749635	0	0					1446	0	259176					0			0	71703	0	0	2871										
749840	5711	0					107	12264	0					0			5303	0	0	0	0										
749943	0	0					0	0	27156					0			0	11299	0	0	0										
749952	0	0					277	0	53689					3640			0	11704	0	0	0										
750051	0	0					343	0	74136					0			0	7031	0	0	0										
750127	0	0					285	0	23578					0			0	0	0	0	1447										
750154	0	0					398	1542	77333					924			1542	11283	0	0	4702										
750239	0	192494					1678	25097	635025					0			20097	15291	4903	0	16450										
750341	0	0					1581	180	69527					25000			180	49533	0	0	0										
750444	0	0					170	0	983					2855			0	0	0	0	0										
750846	0	0					128	0	8724					0			0	7398	0	0	0										
751254	0	0					628	134	37832					4400			0	0	0	0	0										
751656	0	20					9548	0	426483					15525			0	19177	0	0	21720										
751852	0	0					288	0	0					0			0	0		0	0										
752644	0	451					438	0	41937					1975			0	20194	0	0	0										
752653	0	0					1754	27619	40372					0			27619	0	0	0	0										
752831	0	0					659	4831	46279					10000			4831	10617	0	0	0										
753052	0	593					2	0	11771					0			0	9771	0	0	0										
753324	0	0					1165	0	128820					0			0	47164	0	0	0										
753641	0	0					203	0	3651					0			0	2261	0	0	0										
753856	0	0					0	15154	0					0			5765	0	0	0	0										
754068	0	0					1972	0	9233					0			0	3422		0	0										
754246	0	0					64	0	1196					0			0	1188	8	0	0										
754536	0	0					515	0	27114					80			0	8815	0	0	0										
754826	0	0					4651	98796	65719					0			28441	44731	0	0	1122										
754853	0	0					4390	0	167356					45500			0	66277		0	0										
754929	0	0					1379	122905	337211					0			117791	15778		0	0									0	
755047	0	0					1445	0	66753					0			0	27764		0	0									500	
755252	0	0					2924	1952	84199					35955			1952	39318	0	0	791										
755421	0	0					128	4150	6					0			250	0	6	0	0										
755458	0	0					2670	0	45101					13750			0	44983	0	0	0										
756343	0	0					214	959	0					0			959	0	0	0	0										
756848	0	4003					398	0	13187					2000			0	2318	0	0	0										
757377	0	0					2275	0	332429					7800			0	16635	0	0	0										
757452	0	0					4205	2475	23352					2000			2475	0	0	0	0										
757612	0	0					1068	0	88773					0			0	49012		0	0									0	
757779	0	499					666	0	18634					2188			0	5505	0	0	0										
758703	0	0					24506	93302	463328					532365			93302	119632	14193	0	13373										
758842	0	0					553	1000	42399					0			1000	26204	14	0	3411										
758851	0	4962					170	0	5052					0			0	0		0	0									0	
759045	0	0					1707	0	88864					27512			0	66118		0	0										
759625	0	0					400	0	18047					0			0	2773	88	0	0										
760210	0	0					280	0	19017					0			0	9646	0	0	0										
760331	0	20663					468	18	134281					0			0	16575	0	0	0										
760340	0	1732					225	0	3127					0			0	56	0	0	2371										
760434	0	243					73	19764	243					3000			9705	0		0	0										
760649	0	2475					240	0	10928					1863			0	0	0	0	0										
760854	0	1006					883	78605	143107					0			78605	5086	0	0	19828										
760939	0	0					0	0	10634					0			0	3117	0	0	0										
760957	0	0					250	0	24690					0			0	2314	0	0	0										
761244	0	0					1067	0	17212					0			0	8103	0	0	0										
761347	0	0					59	0	13					0			0	0	0	0	0										
761459	0	0					330	0	37912					700			0	12458	42	0	0										
761543	0	5440					931	0	41625					15105			0	19910	29	0	4761										
761806	0	449	0	0	236370	366894	132366	4408321	2773506	0	26747931	80611	24122060	1352871	0	0	692582	0		0	515299	2544104	1265268	935265	875881	0	265014	0	0	0	
761833	0	0					0	0	11521					0			0	3991		0	0									0	
761851	0	946					1933	19042	32059					13735			19042	19223	18	0	0										
761954	0	981					147	0	6367					0			0	750	0	0	0										
762045	0	0					1237	104	737					24285			104	0	0	0	0										
762353	0	0					2	0	4897					0			0	334	0	0	0										
762447	0	0					7566	69358	569862					60024			0	160225	192	0	132435										
762474	0	68411					37155	68054	150316					97449			0	0	0	0	0										
762773	0	0					531	0	9173					0			0	9173	0	0	0										
763211	0	0					535	45270	41424					1500			42245	257	0	0	9129										
763556	0	0					515	0	3016					0			0	0	0	0	0										
763677	0	0					2533	24259	358697					41000			0	60633	0	0	13779										
763752	0	0					65	0	61471					0			0	48654	0	0	0										
763930	0	0					1118	0	50157					15367			0	0		0	0										
764030	0	0					29204	0	847705					481707			0	106274		0	23270									1448	
764058	0	0					2023	0	182008					37128			0	88644	0	0	53256										
764067	0	0					223	0	26267					0			0	9740	0	0	0										
764142	0	0					1386	0	28042					2668			0	9377	0	0	3616										
764151	0	978					99	0	11205					0			0	2248	0	0	0										
764441	3933	0					0	30730	1116					0			19539	0		0	0										
764816	0	0					1268	0	12603					13407			0	9752	0	0	172										
765019	0	100					24394	7885	534103					267683			0	19917		0	13805									0	
765318	0	0					1119	0	9554					1381			0	0	0	0	0										
765354	0	1942					331	0	39868					0			0	9162	0	0	0										
765505	0	4443					5468	0	120897					91600			0	50638	0	0	0										
765662	0	0					893	34504	72817					6000			27404	4550	0	0	0										
765877	0	0					459	0	30959					8176			0	1556	0	0	0										
766052	0	0					121	0	38948					0			0	7422	0	0	0										
766164	0	1916					18581	0	192916					355000			0	36084		0	6751									4925	
766258	0	0					7719	0	359458					90000			0	108306	0	0	12512										
767040	0	1476					180	8266	4199					0			8266	0	0	0	0										
767152	0	0					70	0	13235					0			0	2909		0	0										
767246	0	0					0	0	249					0			0	0	0	0	0										
767255	0	0					204	0	24175					0			0	4602	0	0	0										
767554	0	0					223	129	45221					976			129	17787	0	0	0										
767572	0	0					354	0	9221					3200			0	0	0	0	0										
767611	0	0					110	1673	35531					0			1673	15935	0	0	0										
767732	0	0					424	0	92183					0			0	38011	0	0	0										
767817	0	0					217	0	8283					0			0	8283	0	0	0										
767974	0	10862					3251	0	11186					13500			0	0	0	0	0										
768074	0	0					9450	0	142872					200000			0	13045		0	0									0	
768252	0	9534					457	1069	39074					4982			69	1208	0	0	0										
768458	0	3944					449	0	31667					594			0	4022	1851	0	0										
768476	0	0					71	7364	0					0			0	0	0	0	0										
768953	0	0					6427	0	247600					0			0	219130	0	0	0										
769156	0	0					662	768	14964					1000			768	2592	0	0	0										
769334	0	0					182	0	44039					3945			0	27261	0	0	1710										
770068	0	0					526	0	30475					9000			0	23877	0	0	0										
770367	0	0					18000	0	778250					517000			0	86586		0	0									1933	
770451	0	3472					725	0	16794					9277			0	1528		0	0									0	
770545	0	0					101	4943	0					2050			1819	0	0	0	0										
770639	0	0					370	0	50608					0			0	35928	0	0	0										
770657	0	1803					1124	0	202843					0			0	11795	8	0	28646										
770853	0	0					3378	0	17090					2546			0	9469	0	0	0										
771047	0	0					12	0	9774					0			0	7170	0	0	0										
771140	0	0					1883	0	145942					23400			0	61158	0	0	7038										
771458	0	0					4466	58799	264759					30000			58799	32968	0	0	21532										
771609	0	49536					11489	0	192230					216996			0	58988	40437	0	0										
771748	0	0					191	0	57676					970			0	41924	250	0	0										
771878	0	0					972	13059	47903					0			0	0	973	0	0										
772008	0	0					9800	0	248636					106594			0	23064	3657	0	1506										
772240	0	0					145	2680	44253					0			2680	29203	0	0	246										
772446	0	0					252	0	0					0			0	0		1564	0										
772754	0	0					94	0	12015					0			0	7132	0	0	0										
773032	0	0					114	0	28710					0			0	21870	0	0	0										
773171	0	0					532	1011	0					10000			0	0	0	0	0										
773247	0	24584					36829	0	437044					532128			0	93867		0	130693									2820	
773443	0	56412					603	0	159973					0			0	27843		0	14418									0	
773470	0	0					6422	0	0					142000			0	0	0	0	0										
773546	0	0					300	500	43812					0			0	12866		0	0									0	
773742	0	14612					910	1555	99334					0			1555	22756	0	0	0										
