"IDRSSD"	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	RCONL136	RCONL137	RCONL138	
1557	0	0	0	0	0	0	0	0	0	47293	0	0	0	0	0	40636	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	4090	280	0	0	0	0	0	0	-988	471	29687	0	0	0	0	0	0	0	0	0	0	3307	37329	0	0	0	0	0	2569	443	0	413	41	-721	46	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	114	0	0	0	4561	32288	3348	39161	0	6458	1674	39161	47293	0	1908	1908	9728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80454	0	80011	
1669	0	0	0	0	0	0	0	0	1340	118840	0	0	0	0	0	88458	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	19708	4128	0	0	0	25998	0	24008	413	6511	65250	0	0	0	0	0	0	0	0	0	0	49740	38718	0	0	0	0	0	14609	337	78	867	0	-2092	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26297	96243	49740	76061	0	19249	24870	76061	120180	0	0	0	43343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255009	0	254672	
1829	0	0	0	0	0	0	0	0	0	273166	0	0	0	0	0	271393	1629	11973	11973	0	0	0	0	0	0	0	0	8209	13	0	0	0	0	2789	4363	0	0	0	0	0	0	-844	2365	84223	1276	5595	0	0	0	0	52	0	0	103	97163	174127	0	0	0	0	0	24191	8338	7	2596	202	4173	92	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	0	0	0	701	0	0	0	5161	91285	98641	205588	0	18257	49321	205588	273166	0	0	0	35261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392677	0	384455	
1856	0	0	0	0	0	0	0	0	124	75212	0	0	0	0	0	70026	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	13849	17404	0	0	0	0	0	0	-2231	0	23761	0	0	0	0	0	0	0	0	0	4556	1101	64369	0	0	0	0	0	2631	98	0	1576	0	-3199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13849	47297	1101	65326	0	9459	551	65326	75336	0	0	0	15505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124233	0	124135	
2040	0	0	0	0	0	0	0	0	2593	130425	0	0	0	0	0	116898	0	0	0	364	364	0	0	0	364	0	0	0	0	0	0	0	0	4222	5506	0	0	0	0	0	0	-4848	14017	40328	5063	4106	0	0	0	0	0	0	0	4992	20511	91395	0	0	0	0	0	10471	1031	0	1684	19	-8073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3649	0	0	0	3649	0	0	0	18239	64849	25593	107251	0	12970	12797	107251	133018	0	12339	12339	20956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203965	0	202934	
2161	0	0	0	0	0	0	0	0	0	67453	0	0	0	0	0	69206	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1471	14077	0	0	1	0	0	0	-488	1747	25000	777	0	0	0	0	0	0	0	0	0	35811	33395	0	0	0	0	0	6970	0	0	0	0	-1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3529	43971	36588	40365	0	8794	18294	40365	67453	0	4894	4894	14530	0	0	0	3088	309	309	0	0	0	0	0	0	0	0	0	123773	0	123773	
2376	0	0	0	0	0	0	4309	0	0	2567842	0	0	0	0	0	2368476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7226	1794	0	0	2439	28189	0	0	1052	0	338286	0	0	0	0	0	0	1742	0	0	0	141297	2227180	0	0	0	0	0	192231	0	0	0	0	-29338	232	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4309	9665	368269	145606	2421385	0	73654	72803	2421385	2567842	0	0	0	420952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2911045	-2161	2908884	
2554	0	0	0	0	0	0	0	0	36	8646	0	0	0	0	0	5616	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	4949	0	0	0	0	0	0	43	0	0	2280	834	0	0	0	0	0	0	0	0	305	5311	0	0	0	0	0	543	289	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4949	2585	6399	0	990	1293	6399	8682	0	0	0	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12470	0	12181	
2732	0	0	0	0	0	0	0	0	1224	316470	0	0	0	0	0	309361	0	0	0	1721	1721	0	0	0	1721	0	0	1112	0	0	0	0	0	110084	12807	0	0	0	0	0	0	791	0	83661	0	1250	0	0	0	0	0	0	0	0	54626	254735	0	0	0	0	0	14667	1112	174	0	0	-3292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110258	96468	54626	271087	0	19294	27313	271087	317694	0	0	0	78736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536590	0	535478	
2750	0	0	0	0	0	0	0	85	350	45004	0	0	0	0	0	40571	0	0	0	10	10	0	0	0	10	0	0	0	0	0	0	0	0	682	1865	0	0	0	0	0	0	-507	2488	10135	600	757	0	0	0	0	0	0	0	914	1375	38282	0	0	0	0	0	3057	0	8	524	15	-1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	112	0	0	0	3178	13438	1990	41671	0	2688	995	41671	45354	0	0	0	5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58138	0	58138	
3177	0	0	0	0	0	0	0	5	0	527026	0	0	0	0	0	748583	0	0	0	426	426	0	0	0	426	0	0	5255	0	0	0	0	0	86242	1377	0	0	41	2736	0	0	-4011	68311	48543	0	9017	0	0	0	0	0	0	0	0	573310	175274	0	0	0	0	0	56194	5258	137	6538	1897	-2534	502	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154731	59194	575207	227583	0	11839	287604	227583	527026	0	0	0	100396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013252	0	1007997	
3252	0	0	0	0	0	0	0	0	684	95788	0	0	0	0	0	87005	0	0	0	373	373	0	0	0	373	0	0	0	0	0	0	0	0	1534	2756	0	0	0	0	692	0	-99	23249	40198	5384	388	0	0	0	0	0	0	0	10155	438	76412	0	0	0	0	0	4388	0	93	486	45	-1989	193	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1343	0	0	0	1343	0	0	0	24876	53595	6559	82473	0	10719	3280	82473	96472	0	0	0	20490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165447	0	165447	
3458	0	0	0	0	0	0	0	0	63	26080	0	0	0	0	0	14389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6715	0	0	0	0	2898	-286	203	12596	0	201	0	0	0	0	0	0	0	0	2905	11484	0	0	0	0	0	834	0	0	0	0	-676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	12791	2905	22132	0	2558	1453	22132	26143	0	195	195	3507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38100	0	38100	
3720	0	0	0	0	0	0	0	0	0	133141	0	0	0	0	0	132501	0	0	0	280	280	0	0	0	280	0	0	0	0	0	0	0	0	27573	5099	0	0	0	204	100	0	-748	6610	34644	1032	0	0	0	0	0	0	0	0	4346	30492	97663	0	0	0	0	0	12455	1009	0	2664	0	-1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	0	0	23	1201	0	0	0	34183	46957	31647	107926	0	9391	15824	107926	133141	0	0	0	30231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210118	0	210118	
3971	0	0	0	0	0	0	0	6	6718	518837	0	0	0	0	0	480668	538	2945	2945	2291	2291	0	0	0	2291	0	0	10954	7	0	0	0	0	41724	16916	0	0	0	0	0	0	-2347	2997	67225	2974	16075	0	0	0	2510	0	0	0	1710	93864	385094	0	0	0	0	0	55290	18450	0	2190	261	2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6670	6670	0	0	6670	0	0	0	0	0	0	0	13589	0	0	1	13588	0	0	0	44721	90167	106280	454382	0	18033	53140	454382	525555	0	2126	2126	95663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672943	656	655149	
4156	0	0	0	0	0	0	0	0	0	151679	0	0	0	0	0	142550	54	675	675	339	339	0	0	0	339	0	0	1783	0	0	0	0	0	5683	3396	0	0	0	0	0	0	-105	583	40639	7262	1450	0	0	0	0	0	0	0	4219	43154	95177	0	0	0	0	0	16727	1783	0	2061	0	-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5884	0	0	0	5884	0	0	0	6266	50315	50416	116408	0	10063	25208	116408	151679	0	0	0	19544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210077	0	208294	
4231	0	0	0	0	0	0	0	0	25	65634	0	0	0	0	0	55550	0	0	0	208	208	0	0	0	208	0	0	0	0	0	0	0	0	9985	1740	0	0	0	0	0	0	-3363	0	42759	4514	0	0	0	0	0	0	0	0	78	11182	44290	0	0	0	0	0	4578	0	0	197	47	-4209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9985	44774	15743	48832	0	8955	7872	48832	65659	0	0	0	14966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112382	0	112382	
4437	0	0	0	0	0	0	0	0	324	145832	0	0	0	0	0	126296	0	0	0	6371	6371	0	0	0	6371	0	0	0	0	0	0	0	0	12288	1543	0	0	0	0	0	0	-856	0	80323	7743	549	0	0	0	0	0	0	0	0	41393	84903	0	0	0	0	0	13244	0	145	942	86	-3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	0	0	0	1089	0	0	0	12433	82808	49222	104983	0	16562	24611	104983	146156	0	0	0	26462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245869	0	244260	
