"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
11640	0	0					2356	0	109705					0	0	0			0	72150		0	0										0		
11837	0	0					101	0	56144					0	0	0			0	3947		0	0										0		
12030	0	16980					7913	1169	32074					0	0	0			807	0	0	0	0												
12142	0	0					708	122	76168					0	0	0			116	33994		0	0										0		
12311								0	0						0	0																0	0	0	
12647	0	0					154	18402	0					4000	0	0			17245	0	0	0	0												
12656	151	0					29	1912	0					0	0	0			1316	0		0	0										0		
12946	0	0					9899	0	255049					93725	0	0			0	171186		0	0										3689		
13103	0	0					5035	0	233575					80294	0	0			0	32133		0	0										162716		
13251	0	556					524	0	1964					0	0	0			0	1105	0	0	0												
13457	0	0					0	0	5047					0	0	0			0	4282	12	0	0												
14155	0	0					679	0	12934					5000	0	0			0	11686		0	0										28		
14650	0	0					55	4239	0					0	0	0			3979	0		0	0										0		
14753	0	0					181	4341	6178					0	0	0			4057	4355		0	0										35		
14865	0	0					780	1822	10449					70422	0	0			1822	1028	0	0	0												
14977	0	0					214	0	0					0	0	0			0	0	0	0	0												
16551	0	0					1354	18240	40164					3000	0	0			18240	34041		0	0										0		
16748	0	0					209	8037	10762					0	0	0			8037	0		0	0										0		
17110	100	0					219	100	0					0	0	0			0	0		0	0										75981		
17147	0	0					28740	898786	1886864					567753	0	0			374214	1094218		0	181150										0		
17259	0	0					263	980	7941					0	0	0			980	6575		0	0										0		
17950	0	1818					1811	0	288580					0	0	0			0	60046	0	0	0												
17978	26817	0					3355	109994	0					718	0	0			9729	0	0	0	0												
18050	0	0					937	16157	223697					0	0	0			14530	89936		0	0										0		
18827	0	0					7145	0	97709					70000	0	0			0	33989		0	0										1022		
18836	0	0					403	0	10212					3646	0	0			0	2462		0	0										0		
18854	0	0					1095	0	0					0	0	0			0	0		0	0										0		
19356	0	0					395	0	16922					0	0	0			0	15994	0	0	0												
19936	0	0					645	6468	75335					7612	0	0			294	6271		0	0										0		
19972	0	0					33	26508	0					0	0	0			26415	0		0	0										0		
20053	0	0					126	0	10758					4000	0	0			0	5474	0	0	0												
20633	0	0					950	0	32434					9055	0	0			0	14749		0	0										792		
20857	0	4016					586	0	55225					10376	0	0			0	47658		0	0										0		
21256	0	0					56	0	2835					0	0	0			0	0		0	0										0		
21359	0	255					370	239	7927					15	0	0			0	2086		0	0										0		
21658	0	1519					736	0	33586					5528	0	0			0	16984		0	0										0		
22048	0	0					1115	0	34927					9654	0	0			0	17910		0	0										0		
22543	0	4498					900	0	8961					20000	0	0			0	2640		0	0										970		
22552	0	0					630	244	907					9800	0	0			244	852		0	0										0		
22730	0	0					359	0	110011					353	0	0			0	60891		0	5380										0		
23456	0	503					682	239	63374					337	0	0			239	31983		0	0										0		
23504	0	49999					28987	111307	537746					340000	0	0			26926	37479		0	1670										0		
23643	0	0					1253	0	76311					0	0	0			0	46638		0	0										0		
23755	0	0					411	0	55883					4000	0	0			0	25206		0	0										215		
24006	0	1006					6340	286522	37426					117714	8305	8305			19906	0		0	0										0		
24378	0	0					433	1081	6488					0	0	0			1081	651	0	0	0												
24453	0	0					1304	2579	13077					0	0	0			0	0		0	0										0		
24659	1889	0					59	9043	0					0	0	0			6654	0	0	0	0												
24668	0	75293					5870	0	319551					0	0	0			0	236236		0	4993										0		
24949	0	0					1581	0	44952					36832	0	0			0	402		0	0										0		
25357	0	0					3405	10804	39436					0	0	0			0	5009	0	0	0												
25647	0	0					1440	0	15125					104070	0	0			0	0	0	0	0												
26176	0	0					3586	0	10191					116500	0	0			0	0		0	0										0		
26457	0	8070					0	0	8070					0	0	0			0	0		0	0										0		
26765	0	0					15424	1171	130589					150000	0	0			1070	2087		0	0										594		
27070	0	0					1916	0	151825					22790	0	0			0	58831		0	0										0		
27548	0	0					2343	0	299257					29000	0	0			0	71326		0	0										2469		
27614	0	0					1826	0	204074					20000	0	0			0	80441	0	0	0												
27847	0	0					2189	147	141322					13106	0	0			0	66940		0	0										0		
28013	0	0					30614	8648	1037489					607949	11671	1637			0	253		0	75000										214		
28152	0	1823					671	0	28583					852	0	0			0	13529		0	2050										0		
28675	0	0					1480	0	90973					30000	0	0			0	3455		0	0										23		
28732	0	0					262	366	9284					0	0	0			366	5387		0	0										0		
29476	0	0					617	3530	2318					2754	0	0			3530	2318	0	0	0												
29636	0	0					3979	0	627209					0	0	0			0	68015		0	193780										510		
29878	0	0					2693	0	39462					12000	0	0			0	0	0	0	0												
30052	0	0					119	0	0					121	0	0			0	0		0	0										0		
30502	0	0					922	0	154067					0	0	0			0	21559		0	99635										13607		
30650	0	0					701	0	18789					8000	0	0			0	6892		0	0										0		
30810								0	0						0	0																0	0	0	
31134	0	0					147	0	17841					0	0	0			0	12695		0	0										0		
31255	0	0					2865	0	130452					0	0	0			0	84598		0	0										0		
31657	0	0					347	75956	0					0	0	0			9902	0		0	0										0		
31826	0	0					1345	0	31858					15000	0	0			0	23337		0	0										0		
31835	0	3208					1906	2210	30242					13430	0	0			2210	10262		0	0										791		
32234	0	0					1927	0	132135					11303	0	0			0	98029	0	0	0												
32766	0	0					0	0	0					0	0	0			0	0	0	0	0												
32971	0	0					1355	2	25827					15000	0	0			0	24594		0	0										28		
33147	0	0					2825	0	12791					15558	0	0			0	1306		0	0										0		
33259	0	76482					1039	0	83428					0	0	0			0	4772		0	0										0		
33268	0	1062					0	0	95060					0	0	0			0	44639	0	0	0												
33370	0	0					463	376	0					2871	0	0			0	0		0	0										0		
33839	0	0					61	0	2982					2000	0	0			0	2378	0	0	0												
33857	0	0					5827	0	62447					111739	0	0			0	30956	0	0	0												
34425	0	0					5542	0	92560					71579	0	0			0	17671	0	0	1036												
34434	0	0					1024	8908	25474					0	5	5			8158	9911		0	0										0		
34537	0	102					38215	227092	976025					135000	0	0			0	29774		0	147492										6548		
34555	0	1028					4300	0	85396					2175	0	0			0	58615		0	0										0		
34742	0	0					2742	0	26659					0	0	0			0	8931		0	0										0		
35057	0	1041					938	0	8250					0	0	0			0	3342		0	0										104		
35301	5923000	5554000	476000	90000	212000	0	419000	42772000	30680000	12629000	171601000	0	158408000	13832000	920000	807000	29000	0	371000	1723000		2332000	3513000	17968000	11766000	9349000	4910000	8444000	2748000	0	3889000	0	4000	0	
35570	0	299991					229829	1176645	3186556					4259289	35714	35714			238725	0		0	449513										5157		
35646	0	500					1290	0	22591					0	0	0			0	21002		0	0										0		
35879	0	0					1076	0	33169					20580	0	0			0	11048		0	0										0		
36456	0	0					284	0	16803					0	0	0			0	8374		0	0										0		
36933	0	0					282	0	17909					3000	0	0			0	6750	0	0	0												
37051	0	0					182	0	1371					6000	0	0			0	871	0	0	0												
37341	0	0					141	0	4742					1000	0	0			0	2612		0	0										5		
37435	0	0					1360	17204	366958					0	0	0			11887	38706		0	0										0		
37640	0	0					13368	0	957551					91303	10207	10929			0	412117		0	73199										0		
37659	0	0					44	2993	267					0	0	0			2993	0		0	0										0		
37949	0	0					336	0	111861					14140	0	0			0	55302	0	0	4150												
38740	0	0					855	400	67921					19000	0	0			400	6901		0	0										0		
39327	8971	1010					491	10354	57515					0	0	0			1383	11853	0	0	0												
39756	0	0					712	0	95193					15619	0	0			0	68912		0	4602										0		
40033	0	0					309	4	19688					0	0	0			0	9274	0	0	0												
40499	0	0					17196	0	262710					341114	46855	46855			0	2008		0	0										0		
40855	0	0					902	0	11119					11817	0	0			0	10461		0	0										0		
41553	0	0					343	18183	34291					0	0	0			18183	0		0	0										0		
41629	0	1120					580	0	11023					3625	0	0			0	1882		0	0										0		
41825	0	2008					462	0	69518					2230	0	0			0	16422	0	0	0												
41955	0	0					201	0	8178					2912	0	0			0	2792		0	0										0		
42037	0	0					0	0	11560					0	0	0			0	8140	0	0	0												
42354	0	0					100	0	49425					0	0	0			0	11013		0	0										0		
42372	0	0					344	0	26158					0	0	0			0	6987		0	0										0		
42420	0	0					12272	297986	901139					63192	0	0			39139	7983		0	108484										0		
42448	0	0					8881	0	142444					135086	0	0			0	110927	0	0	0												
42457	0	0					688	5433	11991					1750	0	0			5433	0		0	0										0		
43052	0	0					400	0	17596					6500	0	0			0	8266	0	0	0												
43351	0	0					791	0	7808					17219	0	0			0	5534		0	0										0		
43856	0	0					968	3624	11080					0	0	0			3624	7164		0	0										0		
43959	0	0					234	0	109356					0	0	0			0	34941		0	0										0		
44040	0	0					1603	0	99312					5000	0	0			0	41357		0	0										0		
44433	0	0					2933	0	53496					35000	0	0			0	530		0	0										0		
44741	0	0					1643	0	103820					0	0	0			0	60282		0	0										2195		
44750	0	0					987	0	14811					0	0	0			0	6510		0	0										0		
44929	0	24029					1237	0	36347					0	0	0			0	7215		0	0										0		
45038	0	0					174	557	66751					4000	0	0			557	22115		0	18164										0		
45047	0	0					560	0	24483					0	0	0			0	0		0	0										0		
45056	0	0					211	9534	6399					1617	0	0			9534	0		0	0										0		
45430	0	0					664	12098	31824					0	0	0			12098	0		0	0										0		
45458	0	0					1117	0	40397					21338	0	0			0	21502		0	0										28		
45551	0	5220					4111	0	89588					30000	0	0			0	21662		0	0										0		
45560	0	0					4686	60753	302284					70000	0	0			4949	71311		0	0										4011		
45775	0	0					443	0	22126					8000	0	0			0	2158		0	0										0		
46053	0	0					2668	0	46317					0	0	0			0	17638		0	0										0		
46941	0	3000					538	2085	23538					8453	0	0			2085	6631	0	0	0												
47247	0	0					3990	1336	50965					79275	817	750			1336	23576		0	0										0		
47256	0	0					80	0	0					4000	0	0			0	0		0	0										0		
47452	0	7031					36	0	7396					100	0	0			0	0	0	0	0												
47500	0	0					1921	0	37055					30551	0	0			0	18538		0	0										20792		
48057	0	11002					237	0	29823					0	0	0			0	13535		0	0										0		
48150	0	306					253	0	4128					0	0	0			0	567		0	0										6		
48374	0	3024					13814	0	61766					98000	0	0			0	13145		0	580										166		
48440	0	0					547	865	34050					9706	0	0			865	11697	0	0	0												
49054	0	0					1168	0	10754					18829	0	0			0	1311		0	0										0		
49148	0	0					223	0	53809					4000	0	0			0	12885		0	0										0		
49241	0	0					8995	37487	65960					20173	0	0			17484	16658		0	0										0		
49652	0	0					1663	0	54423					25140	0	0			0	36079		0	0										0		
49858	0	0					1050	0	7340					0	0	0			0	4064	0	0	0												
49951	0	0					310	0	8610					0	0	0			0	0		0	0										0		
50144	0	0					346	50522	0					0	0	0			13043	0	0	0	0												
50461	0	0					0	0	0					0	0	0			0	0		0	0										0		
50872	0	0					3138	0	3543					34847	0	0			0	1765		0	0										0		
51253	0	0					1626	0	1612					50111	0	0			0	1606		0	0										0		
51356	0	0					0	0	9029					0	0	0			0	0		0	0										0		
51459	0	7151					2280	0	147210					0	0	0			0	35544		0	0										28		
51842	0	0					204	0	32832					4000	0	0			0	24324		0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0	0												
52951	0	0					639	0	52546					4476	0	0			0	26439		0	0										0		
53051	0	0					5	21393	0					0	0	0			1410	0		0	0										0		
54058	0	0					657	0	104690					6000	0	0			0	31653	0	0	0												
54656	0	16825					3537	0	919367					0	0	0			0	737401		0	0										0		
54973	0	5060					71512	124623	1389633					30000	0	0			0	28827		0	94975										0		
55336	0	0					2191	0	40883					2723	0	0			0	17002		0	0										0		
55635	0	2427					258	0	5739					2777	0	0			0	0	0	0	0												
55653	0	0					472	0	25013					0	0	0			0	8423		0	9294										0		
55970	0	14765					572	0	36163					1200	0	0			0	0	0	0	0												
56258	0	0					8	0	74556					21756	0	0			0	19416		0	0										0		
56351	0	0					8413	0	683179					0	0	0			0	453815		0	0										0		
56548	0	0					2183	0	65260					18000	0	0			0	0		0	0										28		
56717	0	0					4200	0	144440					75910	0	0			0	52495		0	0										0		
57040	0	1060					223	0	11635					0	0	0			0	8000		0	0										0		
57451	0	24819					737	0	299289					18600	0	0			0	80549		0	8491										790		
58225	0	8641					644	0	43506					1000	0	0			0	18471		0	535										0		
58243	0	24999					21732	359804	230140					61000	0	0			19923	15690		0	6633										0		
58355	0	0					131	0	0					4237	0	0			0	0	0	0	0												
58551	0	0					0	0	48896					0	0	0			0	27034	0	0	0												
58636	0	0					1496	0	98465					18000	0	0			0	20852		0	0										0		
58757	0	0					1655	0	23675					14490	0	0			0	3281		0	0										49		
58971	0	72954					8642	603768	1523046					0	0	0			3666	5352		0	430509										0		
59316	0	0					3677	0	196735					55956	0	0			0	57907		0	55204										0		
59352	0	0					118	4984	115196					0	0	0			0	40772		0	0										0		
59370	0	1005					640	963	9366					4000	0	0			0	2496		0	0										11		
59754	0	207					271	0	3893					500	0	0			0	2277		0	0										0		
60143	0	2852000	0	0	0	0	723000	0	12759000	60000	83794000	0	75677000	4827000	677000	482000			0	0		0	2000	0	997000	0	8910000			0	0	0	39000	0	
60330	0	0					1865	0	79848					18175	0	0			0	5531		5000	0										0		
60545	0	0					1127	0	68628					18000	0	0			0	40870		0	0										0		
60554	0	0					212	0	3777					1154	0	0			0	2926		0	0										22		
60648	0	0					764	3069	60673					0	0	0			3069	5742	0	0	0												
61122	0	0					4468	73975	135207					70000	0	0			20758	13556	0	0	36001												
61355	0	114028					3811	228	305747					0	0	0			228	113266		0	13346										0		
61476	0	0					5292	0	50747					40997	0	0			0	13445		0	0										0		
61757	0	10501					1324	1958	26335					0	0	0			1765	5246		0	0										0		
61832	0	0					1309	0	137543					70	0	0			0	79802	0	0	0												
61953	0	0					250	3388	28941					0	0	0			2611	19383		0	0										0		
62044	0	0					401	0	2522					74	0	0			0	322	0	0	0												
62110	101	0					126	101	12775					0	0	0			0	0	12775	0	0												
62147	0	0					104	0	29033					8452	0	0			0	16018		0	0										0		
63050	0	0					25	0	67168					0	0	0			0	31154		0	0										0		
63069	100	100328	0	0	0	0	65726	3457225	10542027	0	71469658	0	65278370	771877	968242	49155	852235	1473	668397	2146		0	0	481194	67462	1455299	10370618	0	0	0	0	0	48809	0	
63201	0	0					121	3067	61957					0	0	0			3067	28472		0	0										0		
63573	0	0					2884	0	57802					28710	0	0			0	0		0	0										0		
63733	0	0					3718	0	283320					48887	0	0			0	122013		0	0										95		
63742	0	0					690	0	21454					9947	0	0			0	11755		0	0										0		
63751	0	1169					68	0	1571					715	0	0			0	0		0	0										20		
64150	0	0					943	9249	69534					1336	0	0			9249	33210		0	0										0		
64552	0	0					550	0	17631					12912	0	0			0	1788		0	0										0		
64730	0	0					171	0	62121					0	0	0			0	1797		0	0										0		
65205	0	0					1774	5000	109385					0	0	0			0	2209		0	0										17141		
65513	0	0	0	0	0	0	375	78146	1169	0	347279	0	292386	58100					0	1169		0	0	0	0	0	0	40484		37662	0		0		
65559	0	6271					1	0	200490					0	0	0			0	49520		0	0										0		
65746	0	0					10308	0	73490					66410	0	0			0	7437		0	2749										0		
65858	0	0					593	0	411317					8023	0	0			0	98585		0	0										334		
66154	0	0					1128	0	18199					10985	0	0			0	10762		0	0										0		
66275	0	0					249	0	19085					15358	0	0			0	8001		0	0										0		
66677	0	0					2802	0	6003					41774	0	0			0	0		0	0										0		
67142	0	0					1800	0	55065					11000	0	0			0	51753		0	0										0		
67151	0	0					2379	7315	134762					38654	0	0			0	86089	0	0	0												
67209	0	0					5214	0	104820					191453	5210	5210			0	4609		0	2349										33473		
67254	0	0					0	0	112					0	0	0			0	0		0	0										0		
67656	0	0					1055	17752	113065					0	0	0			8230	43822		0	0										1006		
67870	0	0					833	0	19726					12456	0	0			0	0	0	0	0												
68671	0	0					450	0	0					7000	0	0			0	0	0	0	0												
68756	0	0					1617	10000	89764					0	0	0			0	19651		40925	0										0		
68831	0	0					384	128	40442					0	0	0			0	18624		0	0										0		
69333	0	0					4188	107711	195304					0	0	0			52122	38457		0	72751										0		
69678	0	11096					1322	1318	141033					0	0	0			1318	83810		0	21787										28		
70058	0	0					916	0	30354					3018	0	0			0	8239	0	0	0												
70218	0	0					83	0	2010					0	0	0			0	0		0	0										0		
70414	0	0					3387	1438	149056					2585	0	0			1438	52750		0	0										0		
70638	0	0					1320	0	34301					19903	0	0			0	31951		0	0										0		
70955	0	0					0	0	0					0	0	0			0	0		0	0										0		
71073	0	0					1329	1001	16186					32147	0	0			0	2727		0	0										0		
71457	0	21918					2067	310	95657					11893	0	0			310	42143	0	0	34281												
71859	0	0					117	0	4214					40225	0	0			0	1759	0	0	0												
72258	0	0					0	0	444850					0	0	0			0	90775		0	0										0		
72351	0	0					38	0	34521					0	0	0			0	14412		0	0										0		
72454	0	0					396	17639	0					6000	0	0			17639	0	0	0	0												
72678	0	0					4454	0	242224					14750	0	0			0	24822		0	0										15		
73116	0	0					746	0	133915					10000	0	0			0	8723		0	0										0		
73152	0	0					260	0	65781					0	0	0			0	28913	0	0	0												
73554	0	0					1304	3941	16175					27500	0	0			3941	0		5144	0										0		
73956	0	0					89	408	24603					0	0	0			408	5133		0	0										73		
74056	0	0					306	0	28313					3404	0	0			0	805		0	0										0		
74140	0	0					17259	0	380415					205000	0	0			0	146787		0	31269										0		
74403	0	2010					2334	0	82968					29312	0	0			0	0		0	44762										0		
74449	4905	0					25	4905	0					0	0	0			0	0		0	0										0		
75259	0	0					1629	0	1200					84113	0	0			0	1200		0	0										0		
75446	0	512					4003	1000	175737					36900	0	0			0	113238		0	0										13		
75455	0	17337					0	0	18654					0	0	0			0	0		0	0										0		
75558	0	0					1344	0	14384					58354	0	0			0	130		0	0										0		
75633															0	0	0	0										0	0			0	0	0	
75651	0	0					305	0	5193					0	0	0			0	3652		0	0										3870		
76153	0	0					370	1280	0					700	0	0			531	0		0	0										0		
76443	0	0					1373	0	26849					1043	0	0			0	8212		0	0										0		
76854	0	0					1701	0	48735					19798	0	0			0	27567		0	0										0		
77150	0	0					263	137	4379					4484	0	0			137	0		0	0										0		
77253	0	0					1284	2015	81609					0	0	0			910	48242		0	0										0		
77422	0	0					1126	0	20681					16000	0	0			0	757	0	0	0												
77851	0	0					11549	73741	275259					30204	0	0			73741	17667		0	8267										0		
78157	250	0					100	6952	2298					0	0	0			0	764		0	0										0		
78241	0	0					196	0	10815					0	0	0			0	4054		0	0										0		
78559	0	0					266	0	9787					750	0	0			0	4671		0	0										13		
79042	0	0					268	0	61709					2180	0	0			0	4518		0	0										0		
79127	0	1010					270	0	21665					65	0	0			0	7659	0	0	0												
79145	0	0					1570	0	14253					29084	0	0			0	3434		0	0										0		
79257	0	0					279	250	0					4778	0	0			250	0		0	0										0		
79855	0	12089					308	1082	22262					0	0	0			1082	0		0	301										0		
80150	0	0					476	0	118706					85	0	0			0	49815		0	0										0		
80374	0	4066					1768	0	27539					0	0	0			0	10654	3	0	0												
80431	0	0					519	0	16552					0	0	0			0	1401		0	0										0		
81175	0	3042					1705	53	18258					24807	0	0			0	4909		0	0										0		
82033	0	0					1031	0	39716					11000	0	0			0	13726	0	0	0												
82257	0	506					106	0	4577					0	0	0			0	1178		0	0										0		
82350	0	0					195	8	16994					35	0	0			0	1008	0	0	0												
82659	0	0					326	0	19358					1161	0	0			0	405		0	0										19		
83151	0	3292					732	0	9634					8000	0	0			0	618	0	0	0												
83236	25345	12315					0	25345	12315					0	0	0			0	0	0	0	0												
83375	0	0					2473	0	232666					96	1003	0			0	159375		0	0										1608		
83638	0	0	0	10730	0	0	64986	65616	1494331	15121	8106868	0	7291543	1050000				91574	0	63263		0	0	65616	436732	0	523500		353748	0	14784		24425	0	
83834	0	0					893	0	23800					1992	0	0			0	9561	0	0	0												
83852	0	0					44	0	14807					0	0	0			0	7020		0	0										0		
83955	0	0					171	145	7159					1327	0	0			145	3635	0	0	0												
84046	0	5029					325	0	42443					6598	0	0			0	27981	0	0	0												
84541	0	0					3367	114386	81034					36876	0	0			113636	0		0	1835										0		
84804	0	0					112	0	28014					0	0	0			0	14311		0	0										0		
85052	0	0					866	0	147098					0	0	0			0	28248		0	0										0		
85454	0	0					0	0	16723					0	0	0			0	15826	0	0	0												
85472	0	0					68445	870406	145180					551210	0	0			227045	2402		0	152821										15289		
85931	0	0					1590	15472	62256					5000	0	0			15472	18043		0	0										0		
86349	0	0					698	0	80457					0	0	0			0	15894		0	0										0		
86675	0	0					876	0	116056					0	0	0			0	11759		0	0										0		
87047	0	0					487	0	46085					0	0	0			0	33564		0	0										0		
87159	0	3006					294	3730	82344					0	0	0			3730	20121		0	0										0		
87234	0	0					1628	0	80422					16000	0	0			0	18045		0	17545										0		
87476	0	0					3145	0	6067					5000	0	0			0	0	0	0	0												
87579	0	0					4233	33029	0					83855	0	0			0	0		0	0										7451		
88231	0	0					3197	16159	7110					60035	0	0			14659	7110		0	0										0		
88259	0	2024					357	0	5940					3947	0	0			0	1764		0	0										0		
88352	0	0					0	0	33894					0	0	0			0	9353		0	0										0		
88455	0	0					3137	20384	148537					37000	0	0			20068	83192		0	0										0		
88950	0	0					661	0	3028					12223	0	0			0	751		0	0										0		
89032	0	15000					1007	7537	44786					0	0	0			6059	0	0	0	0												
89135	0	0					81	0	6612					0	0	0			0	1287		0	0										0		
89854	0	0					852	0	3174					8014	0	0			0	0		0	0										0		
89957	0	0					312	0	3					0	0	0			0	0	0	0	0												
90047	0	0					0	0	11734					0	0	0			0	10008	0	0	0												
90177	0	0					4707	13390	17772					99480	0	0			7956	0		0	0										80		
90328	0	0					2416	0	33006					15375	0	0			0	12978		0	0										34		
90337	0	0					3116	0	20740					13600	0	0			0	10301		0	0										0		
90579	0	0					551	1050	141562					0	0	0			1050	0		0	0										0		
91615	0	0					388	0	25104					3000	0	0			0	10015	0	0	0												
91754	0	14918					3770	0	532889					0	0	0			0	421246		0	0										0		
91950	0	0					57	0	6638					95	0	0			0	2298		0	0										0		
92144	0	0					78	0	20352					0	0	0			0	6109	0	0	0												
92676	0	0					1156	128	86129					0	0	0			0	6891		0	12549										38		
92706	0	0					1043	0	51772					13000	0	0			0	10472		0	0										1914		
92902	0	0					42	8432	10					0	0	0			8432	10		0	0										0		
93244	0	0					1653	2200	73493					33975	0	0			0	39305		0	3407										0		
93543	0	0					2738	0	59192					47038	0	0			0	46160		0	0										2042		
93619																																			
94139	0	0					2140	0	104697					0	0	0			0	66797		0	6028										0		
94522	0	0					932	0	38515					0	0	0			0	37653		0	0										1312		
94755	0	4073					623	0	64298					0	0	0			0	23250		0	0										0		
94858	0	0					307	0	37760					0	0	0			0	22484		0	0										0		
95051	0	0					204	0	1333					0	0	0			0	130		0	0										25		
95677	0	0					336	3	76					5000	0	0			0	0	0	0	0												
96553	526	0					157	4023	0					0	0	0			2226	0	0	0	0												
97055	0	0					2440	0	51841					53000	0	0			0	39485		0	0										84		
97279	0	0					303	0	11110					0	0	0			0	7491		0	0										0		
97457	0	0					650	0	2365					1500	0	0			0	2276	0	0	0												
97804	0	0					2653	0	93499					46700	0	0			0	4150		0	0										0		
