"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
791942																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	24557	632	14315	35	89060	6646	48397	70	176329	0	0	0	0	0	0	0	0	0	0	6357	12	202605	1	22396	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
792248																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4086	293	0	0	19168	2896	16904	31	40158	0	0	0	0	0	0	0	0	0	0	2807	5	54566	1	4879	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
792453																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2898	256	0	0	35845	2517	7157	16	45901	0	0	0	0	0	0	0	0	0	0	845	2	61389	1	7953	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
792640																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1427	80	0	0	38358	3785	4859	11	44644	0	0	0	0	0	0	0	0	0	0	371	1	52581	1	4416	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
792659																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4390	258	0	0	78734	7618	93615	320	176739	0	0	0	0	0	0	0	0	0	0	4739	14	195897	1	14674	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
792743																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4882	503	294	1	36826	3220	7269	11	49271	0	0	0	0	0	0	0	0	0	0	0	0	60673	1	6135	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
793571																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	30812	1269	3036	9	206584	12102	51097	94	291529	0	0	0	0	1484	0	0	0	0	0	10819	10	349196	1	33758	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
794149																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5372	268	305	1	119671	11381	37208	66	162556	0	0	0	0	0	0	0	0	0	0	8129	16	179386	1	15414	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
794336																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6608	279	2505	6	165157	7977	110728	165	284998	0	0	0	0	0	0	0	0	0	0	29249	33	397526	1	38561	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
794345																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	23566	2793	2292	7	97019	10490	20383	38	143259	0	0	0	0	0	0	0	0	0	1502	9516	18	171555	1	22891	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
794608																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	45464	2530	9693	22	251643	23615	105568	109	412368	0	0	0	0	0	0	0	0	0	0	13887	20	579214	1	75698	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
794653																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1138	55	0	0	21000	2557	1182	3	23320	0	0	0	0	0	0	0	0	0	0	0	0	27404	1	2476	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
795249																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4777	466	0	0	43852	3438	18076	36	66705	0	0	0	0	0	0	0	0	0	0	276	1	83471	1	9240	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
795548																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	15738	770	690	1	179244	14573	59523	75	255195	0	0	0	0	0	0	0	0	0	0	4653	11	304046	2	27091	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
795959																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4029	570	0	0	61199	7504	20691	31	85919	0	0	0	0	0	0	0	0	0	0	2076	5	100201	1	11222	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
795968	10147521	58243	0	0	0	0	0	0	0	0	12988083	1	847718	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	4340	0	0	CONF	CONF	56019	2848707	0	166508	29976	6065	14	4873724	547634	5042981	4085											0	1577290	1230											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	37121	0	403788	0	0	7416	0		
796125																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	105682	11625	3504	7	344782	28115	142061	193	596029	0	0	0	0	0	0	0	0	0	0	21086	29	681000	1	61533	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
796152																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2805	151	0	0	78394	7982	23451	45	104650	0	0	0	0	0	0	0	0	0	0	16599	27	118664	2	11697	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
796451																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10694	713	0	0	268377	22272	107917	99	386988	0	0	0	0	0	0	0	0	0	0	10228	7	459481	1	39284	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
796657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1928	237	260	1	52645	8374	12464	20	67297	0	0	0	0	0	0	0	0	0	0	2570	6	78148	1	7259	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
796769																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3834	250	0	0	48818	4910	4355	11	57009	0	0	0	0	0	0	0	0	0	0	1660	4	65912	1	6470	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
797140																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	13647	699	511	2	126178	14068	19045	45	159382	0	0	0	0	0	0	0	0	0	0	3872	10	192971	1	17127	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
797319																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4036	392	0	0	46490	4252	21410	26	71936	0	0	0	0	0	0	0	0	0	0	842	2	84818	1	11806	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
797467																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		109355	0	17660	671	1223	3	567173	42290	217346	405	803402	0	0	0	0	0	0	0	0	0	101	83678	119	955308	1	103260	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
797775																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		59808	0	121112	4680	6599	21	904849	41213	98058	261	1130618	0	0	0	0	0	0	0	0	0	0	5901	11	1337403	1	166803	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
798512																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4651	217	1261	1	35966	4130	9643	12	51521	0	0	0	0	0	0	0	0	0	0	1576	4	69036	1	6928	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
798857																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5002	333	607	2	131111	8488	65156	95	201876	0	0	0	0	0	0	0	0	0	0	29841	50	269636	1	27522	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
799359																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	147	14	0	0	15319	1116	1279	3	16745	0	0	0	0	0	0	0	0	0	0	330	1	20158	2	1333	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
799612																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		320812	0	18376	1798	1193	3	772351	67345	710534	746	1502454	0	0	0	0	0	0	0	0	0	12410	280832	309	1491659	1	134737	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
799751																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	15256	782	2452	7	107299	11034	33864	55	158871	0	0	0	0	0	0	0	0	0	0	5326	9	186951	1	17062	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
799854																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3777	124	0	0	71659	4531	14290	34	89726	0	0	0	0	0	0	0	0	0	0	2476	6	96991	2	8432	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
799939																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	70	11	0	0	11406	825	5117	8	16593	0	0	0	0	0	0	0	0	0	0	2138	5	19540	1	2061	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
799948																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6442	259	607	2	95619	8267	53527	62	156195	0	0	0	0	0	0	0	0	0	38	13707	12	166301	1	17470	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800134																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10170	549	321	1	149860	11773	54143	101	214494	0	0	0	0	0	0	0	0	0	2100	6425	8	239941	1	19602	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800442																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10809	318	529	2	65522	5430	19051	26	95911	0	0	0	0	0	0	0	0	0	0	2168	3	108137	1	10578	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800479																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2966	158	0	0	27633	1387	2429	7	33028	0	0	0	0	0	0	0	0	0	0	0	0	38015	1	5069	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800657																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		566683	0	89597	6413	5329	10	1220700	96282	896429	1027	2212054	0	2228	0	0	0	0	0	0	0	4007	204324	243	2699815	1	223455	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
800853																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3241	249	0	0	87565	8444	55800	71	146606	0	0	0	0	0	0	0	0	0	0	8109	17	165296	1	15147	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
801047																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	16604	743	823	3	152162	14215	60525	66	230114	0	0	0	0	0	0	0	0	0	625	23010	13	282367	1	30892	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
801056																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4437	178	874	2	51495	4741	15425	33	72232	0	0	0	0	0	0	0	0	0	0	2650	4	85656	2	6635	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
801654																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2900	112	0	0	54761	2502	33094	32	90755	0	0	0	0	0	0	0	0	0	0	5155	7	107811	1	15961	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
802110																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		1578345	0	340632	25449	7613	23	3731882	490732	1955029	1896	6035156	0	0	0	0	0	0	0	0	0	41626	194596	343	8543815	1	827249	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
802174																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1312	55	0	0	38676	2079	8326	17	48314	0	0	0	0	0	0	0	0	0	0	2708	5	57107	1	5649	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
802866	16362482	2645687	147473	0	0	0	0	0	0	53150	17166437	1	1138624	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	56405	0	0	CONF	CONF	2645331	2557822	0	0	0	0	0	717359	15457	12999436	5099											0	10340638	3651											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	52026	0	0	0	0	0	0		
803144																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6065	434	760	2	41706	6554	7113	14	55644	0	0	0	0	0	0	0	0	0	0	1549	2	63492	1	6667	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803256																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4014	188	0	0	41596	3673	6461	15	52071	0	0	0	0	0	0	0	0	0	0	1340	3	57141	2	5332	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803265																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1667	92	0	0	28411	2331	11231	19	41309	0	0	0	0	0	0	0	0	0	0	1403	3	47314	1	4853	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803461																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	80171	1788	15939	39	96111	0	0	0	0	0	0	0	0	0	0	0	0	122085	1	26272	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803649																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	12060	712	2285	3	186610	15131	65267	104	266222	0	0	0	0	0	0	0	0	0	0	3025	6	293341	2	25159	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803658																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3571	167	0	0	34269	3334	7463	15	45302	0	0	0	0	0	0	0	0	0	0	1440	4	52318	1	7436	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
803957																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4392	393	1071	3	54301	4323	9165	22	68929	0	0	0	0	0	0	0	0	0	0	2388	4	82052	1	9159	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804150																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4596	573	0	0	31043	3360	3894	10	39533	0	0	0	0	0	0	0	0	0	0	829	2	43432	1	6004	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804338																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		172694	0	56447	1420	4766	10	617101	12882	256951	346	935265	0	0	0	0	0	0	0	0	0	0	15931	29	1113078	1	123695	3	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804422																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6117	521	0	0	31873	4885	3097	2	41087	0	0	0	0	0	0	0	0	0	0	0	0	51438	2	8876	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804758																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5645	232	0	0	40048	2256	2215	7	47908	0	0	0	0	0	0	0	0	0	0	556	2	70203	1	5613	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804815																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5630	339	0	0	38841	3671	6342	14	50813	0	0	0	0	0	0	0	0	0	0	590	2	63492	1	10857	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804860																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1414	50	264	1	55008	4617	5461	14	62146	0	0	0	0	0	0	0	0	0	0	0	0	74210	1	8234	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
804963	41652229	2152771	5064	32900	33400	0	30486	0	0	0	59047350	1	6254928	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	749	30231	0	0	CONF	CONF	2152413	12789375	0	565683	42090	22600	64	18717919	2310175	20193256	12619											16845	5486159	4699											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	358839	2949	3191916	3712	50398	587225	53		
805045																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2721	227	0	0	57539	4695	15269	28	75529	0	0	0	0	0	0	0	0	0	0	822	2	92693	1	8723	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805250																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	12021	656	0	0	167522	15214	32505	60	212048	0	0	0	0	0	1000	0	0	0	0	25844	41	246467	1	14309	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805335																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6045	403	1786	5	67503	6315	16615	29	91949	0	0	0	0	0	0	0	0	0	0	594	2	99573	1	7242	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805447																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4617	520	0	0	42614	3603	6289	11	53520	0	0	0	0	0	0	0	0	0	0	1588	4	67297	1	8417	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805670																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3980	121	290	1	49449	5469	8465	12	62184	0	0	0	0	0	0	0	0	0	0	3042	5	68695	1	7007	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805755																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	28465	1342	2291	7	181795	19124	33844	70	246395	0	0	0	0	0	0	0	0	0	0	2928	4	286153	2	33076	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805858																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3766	93	864	3	63850	2874	37562	63	106042	0	0	0	0	0	0	0	0	0	0	3252	8	114782	1	9829	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
805876																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	8578	425	262	1	93046	11409	2845	7	104731	0	0	0	0	0	0	0	0	0	0	570	2	132123	1	17163	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806154																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	18819	832	566	2	148239	17771	42169	73	209793	0	0	0	0	0	0	0	0	0	0	20172	32	235869	1	22045	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806220																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4806	149	0	0	47578	3217	6290	15	58674	0	0	0	0	0	0	0	0	0	0	1015	3	64857	1	5280	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806846																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	33116	1225	2945	8	395260	26795	114372	239	545692	0	0	0	0	0	0	0	0	0	8535	9969	19	681445	1	61416	0	false	0	0	false	0	0	CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
806958																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	19940	1068	1053	3	163326	15333	59239	89	243558	0	0	0	0	0	0	0	0	0	0	7199	17	272649	2	24745	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807348																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5013	239	0	0	55606	7729	6044	23	66663	0	0	0	0	0	0	0	0	0	0	294	1	75677	1	6781	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807432																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6794	181	1871	5	75705	5389	26963	34	111333	0	0	0	0	0	0	0	0	0	0	1974	3	122164	2	11490	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807656																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5701	210	274	1	88198	13921	74173	54	168346	0	0	0	0	0	0	0	0	0	42	41692	18	209571	1	17085	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807946																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	329	45	0	0	7774	905	0	0	8103	0	0	0	0	0	0	0	0	0	0	0	0	9738	1	1249	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
807955																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	10782	540	996	2	435830	36616	471144	575	918752	0	0	0	0	0	0	0	0	0	0	296413	285	1001628	1	82103	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808167																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	21668	1377	1322	3	585959	75173	151135	259	760084	0	0	0	0	0	0	0	0	0	1628	44730	78	889877	1	110989	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808176																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		3226421	0	265991	12339	17635	52	5041249	303943	3960971	4389	9290053	4207	0	0	0	53432	0	0	0	0	193410	604661	799	11336562	1	1039045	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF	0	0	0	0	CONF	CONF	CONF	0	0	0	0	0	0	0		
808260																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		580128	0	46210	1954	2068	6	841738	69818	676989	636	1567006	0	0	0	0	0	0	0	0	0	13083	13225	19	1838308	1	189706	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808345																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	5886	599	0	0	177997	15053	27872	44	211755	0	0	0	0	0	0	0	0	0	0	8902	16	234979	1	6803	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808354																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4045	279	808	2	39326	3168	7426	15	51605	0	0	0	0	0	0	0	0	0	0	539	2	66809	1	13770	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808448																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6407	224	1178	4	38365	3949	11091	20	57041	0	0	0	0	0	0	0	0	0	0	1946	5	74859	1	15596	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
808653																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4915	393	266	1	51730	4327	13941	25	70852	0	0	0	0	0	0	0	0	0	0	1586	4	81612	1	7622	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809379																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3679	197	0	0	39364	476	10641	24	53684	0	0	0	0	0	0	0	0	0	0	1404	4	67108	1	7120	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809539																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	14891	1240	1618	5	190415	12212	46680	81	253604	0	0	0	0	0	0	0	0	0	0	9587	15	287038	1	26995	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809650																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1947	103	0	0	79262	4189	32466	81	113675	0	0	0	0	0	0	0	0	0	0	4312	10	136422	1	10809	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2794	95	0	0	30228	1839	19485	28	52507	0	0	0	0	0	0	0	0	0	0	4629	8	55239	2	4156	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
809940																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9865	473	1838	4	89475	6169	14884	35	116062	0	0	0	0	0	0	0	0	0	0	9650	24	134317	1	17694	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810151																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	2816	388	0	0	28052	4579	4389	9	35257	0	0	0	0	0	0	0	0	0	0	1196	3	39186	1	3338	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810544																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6028	320	0	0	76931	6848	17013	21	99972	0	0	0	0	0	0	0	0	0	0	3205	6	115759	1	9922	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810553																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	13312	701	611	2	94596	9610	25630	49	134149	0	0	0	0	0	0	0	0	0	0	4112	10	174213	1	19564	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810900	357108	0	0	0	0	0	0	0	0	0	428835	1	66425	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	0		0	4527	937	253	1	268475	27423	83853	134											0	17829	32											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
810919																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		1418689	0	190145	18452	6271	15	2077965	262156	1531694	1148	3806075	0	0	0	0	15500	0	0	0	0	21963	50703	99	4869930	1	435525	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811046																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		844665	0	47530	2882	3506	11	702755	66842	922473	652	1676264	0	0	0	0	0	0	0	0	0	0	410392	257	2490498	1	215997	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	29251	2039	766	3	246261	22547	38954	83	315232	0	0	0	0	0	0	0	0	0	0	4276	9	435162	1	51986	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
811457																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	0	0	0	0	11300	1272	4031	7	15331	0	0	0	0	0	0	0	0	0	0	1245	2	16634	1	1584	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
