"IDRSSD"	RCFDF236	RCFDF237	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFDK652	RCFDK653	RCFDK654	RCFDK655	RCFDK656	RCFDK657	RCFDK658	RCFDK659	RCFDK660	RCFDK661	RCFDK663	RCFDK664	RCFDK665	RCFDK666	RCFDK667	RCFDK668	RCFDK669	RCFDK670	RCFDK671	RCFDK672	RCFDK673	RCFDK674	RCFNF234	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ944	RCONJ945	RCONK652	RCONK653	RCONK654	RCONK655	RCONK656	RCONK657	RCONK658	RCONK659	RCONK660	RCONK661	RCONK663	RCONK664	RCONK665	RCONK666	RCONK667	RCONK668	RCONK669	RCONK670	RCONK671	RCONK672	RCONK673	RCONK674	RCONK675	RCONK676	RCONK677	RCONK678	RCONK679	RCONK680	RCONK681	RCONK682	TEXTA545	
230759																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	3719	390	0	0	364783	51997	244231	414	614700	1967	0	0	0	0	0	0	0	0	0	37984	61	907057	1	112704	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
231149																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	14679	797	252	1	118696	14044	16668	30	150295	0	0	0	0	0	0	0	0	0	0	14422	24	173000	2	15335	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
231242																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF		497074	0	64708	3734	1895	7	1239572	102038	754428	1039	2060603	0	0	0	0	0	0	0	0	15510	0	390322	459	2296142	1	181905	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
231279																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9800	332	0	0	47958	4405	20729	18	78487	0	0	0	0	0	0	0	0	0	0	9321	3	85120	1	8695	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
231336																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9499	774	515	2	94830	10790	26902	35	131746	0	0	0	0	0	0	0	0	0	0	1217	2	146054	1	13700	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
232258																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	367	28	0	0	13289	2932	1710	6	15366	0	0	0	0	0	0	0	0	0	0	299	1	20685	2	2886	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
232847																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	9387	639	597	2	95775	8634	15797	31	121556	0	0	0	0	0	0	0	0	0	0	4841	9	146370	1	11916	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
232856																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4608	422	866	3	147789	18060	94076	85	247339	0	0	0	0	0	0	0	0	0	0	8549	25	287223	1	34227	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
233031	119201176	20772802	116065	0	0	0	16392	535727	363821	1261282	126500342	1	11156735	0	false			true	20551403	629231	CONF	CONF	CONF	CONF	CONF	CONF	0	46235	0	0	CONF	CONF	20573499	20039533	0	4248113	299515	319059	856	56075915	7078830	37785287	29241											0	11276639	9997											CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF	674518	814	2302785	2171	49539	539389	6129		
233246																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1333	103	0	0	35536	4165	9117	14	45986	0	0	0	0	0	0	0	0	0	0	3296	3	60772	1	6028	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
233358																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4816	225	0	0	115028	9396	39298	65	159142	0	0	0	0	0	0	0	0	0	0	19102	23	184314	1	21594	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
233442																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	560	77	0	0	19536	1783	3344	4	23440	0	0	0	0	0	0	0	0	0	0	0	0	25150	1	2747	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
233451																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	4683	160	341	1	24812	1834	2940	7	32776	0	0	0	0	0	0	0	0	0	0	325	1	37412	1	4405	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
233527																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	6950	308	0	0	83450	7694	11325	27	101724	0	0	0	0	0	0	0	0	0	0	2914	8	136112	1	11411	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
233554																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	16318	1409	622	2	246753	17419	130131	237	393824	0	0	0	0	0	0	0	0	0	0	13188	16	436972	1	41372	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
234056																					CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF			0	1760	168	341	1	40815	2914	39062	47	81978	0	0	0	0	0	0	0	0	0	0	17105	16	92453	1	6360	0	false			false			CONF	CONF	CONF	CONF	CONF	CONF					CONF	CONF	CONF									
