"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOAS540	RCOWH312	
504535																																																																																								23607	1431	1431	9.7617%	15.2119%	14.2898%	22176	155188	227174	854	0			7.2119%							15300	229712								0	0	0		0	9414	14.2898%	1	0	25568	1675	863	0	854	0	0	0	0		0	22176	0	0	22176	0	0	0	0	0	0	0	0	0	1431	0	2538	0	0			
504647																																																																																						83598	0				12.9724%			10984		84672	99	0										4984	84672	0	0.0000%	5652	0	0	5652	6.7609%	0	0	0	0	1	6000		1	0	11083	0	0	0	99		0	0	0		0	10984	0	0	10984	0	0	0	0	0	0						0		0	0		
504713			52440484	4885989	8403099	8.5244%	13.4375%	11.2842%	44037385	390255409	516602228	620302	-1581286	640824776	6.8720%	5.2842%						39006811	524711204								0	0	0		14285115	11.1696%	0	53912228	9011297	676256	0	2399444		-211255	-1565891	0		0	43589969	0	0	43589969	0	0	450125	450125	2709	447416	3350000	0	167110	8403099	0	9690262		12408								2.5000%																														2																	0			1																																	
505550																																																																																								42764	2577	2577	11.8883%	14.3292%	13.4657%	40187	298440	338039	2095	91219			6.3292%							10674	437508								0	0	0		0	37763	13.4657%	1	0	50532	7592	658	0	2095		0	0	0		0	40187	0	0	40187	0	0	0	0	0	0	0	0	0	2577	0	8250		0			
505916																																																																																						69077	0				8.6933%			6051		69605	484	0										4462	69605	0	0.0000%	5060	0	0	5060	7.3252%	0	0	0	0	1	1589		1	0	6535	0	0	0	484		0	0	0		0	6051	0	0	6051	0	0	0	0	0	0						0		0	0		
506249																																																																																								238759	22193	22193	9.4114%	13.4652%	12.2135%	216566	1773162	2301092	928	0			5.4652%							178376	2329390								0	0	0		0	66488	12.2135%	1	0	245792	28298	0	0	928		0	0	0		0	216566	0	0	216566	0	0	0	0	0	0	0	0	0	22193	0	28298		0			
506922																																																																																								1323806	120003	151185	9.8255%	13.4021%	11.8715%	1172621	9877589	11934418	17207	514759			5.4021%			1				435374	12845163								0	0	0		0	1133233	11.8715%	1	0	1585814	367651	28323	12	25042		0	-7835	0		0	1172621	0	0	1172621	0	0	0	0	0	0	31182	0	0	151185	0	395986		0			
507068																																																																																								317722	26477	26477	9.5888%	15.0996%	13.8413%	291245	2104168	3037355	6833	6833			7.0996%							240933	3044188								0	0	0		0	50312	13.8413%	1	0	298078	0	0	0	13190		0	-6357	0		0	291245	0	0	291245	0	0	0	0	0	0	0	0	0	26477	0	0		0			
507152																																																																																								75276	6036	6036	9.1785%	15.5913%	14.3411%	69240	482809	754371	3733	0			7.5913%							65965	754371								0	0	0		0	3275	14.3411%	1	0	72973	0	0	0	3733		0	0	0		0	69240	0	0	69240	0	0	0	0	0	0	0	0	0	6036	0	0		0			
507349																																																																																						56280	0				11.1538%			6185		55452	512	0										5565	55452	0	0.0000%	4625	0	0	4625	8.2178%	0	0	0	0	1	620		1	0	6697	0	0	0	512		0	0	0		0	6185	0	0	6185	0	0	0	0	0	0						0		0	0		
507509																																																																																								129186	11115	11115	7.4918%	14.6325%	13.3735%	118071	882871	1576004	-1862	69336			6.6325%							116716	1645340								0	0	0		0	1355	13.3735%	1	0	116209	0	0	0	4466		-2095	-4233	0		0	118071	0	0	118071	0	0	0	0	0	0	0	0	0	11115	0	0		0			
508270																																																																																								8300	364	364	7.5552%	17.0554%	16.3074%	7936	48665	105040	0	0			9.0554%							7936	105040								0	0	0		0	0	16.3074%	1	0	7936	0	0	0	0	0	0	0	0		0	7936	0	0	7936	0	0	0	0	0	0	0	0	0	364	0	0	0	0			
508346																																																																																								186837	15624	15624	10.3404%	14.9748%	13.7226%	171213	1247676	1655768	3461	0			6.9748%							71308	1655768								0	0	0		0	99905	13.7226%	1	0	174674	0	0	0	3461		0	0	0		0	171213	0	0	171213	0	0	0	0	0	0	0	0	0	15624	0	0		0			
508355																																																																																						313287	0				10.3231%			31848		308511	113	0										24848	308511	0	0.0000%	0	0	359	359	0.1146%	0	0	0	0	1	7000		1	0	31961	0	0	0	113		0	0	0		0	31848	0	0	31848	0	0	0	0	0	0						0		0	25199		
509811																																																																																						4990924	0				12.0550%			595322		4938364	12368	0						2	0	0	0	492941	4998881	0	0.0000%	413241	0	31883	445124	8.9187%	0	0	0	0	1	162898		1	0	668207	60517	0	0	12368		0	0	0		0	595322	0	0	595322	0	0	0	0	0	0						60517		0	204370		
509857																																																																																						40978	0				8.2250%			3486		42383	265	0										2470	42383	0	0.0000%	1547	0	25	1572	3.8362%	0	0	0	0	1	1016		1	0	3751	0	0	0	352		0	-87	0		0	3486	0	0	3486	0	0	0	0	0	0						0		0	0		
509950																																																																																								911869	85647	85647	8.9452%	11.3386%	10.2736%	826222	8042194	9236479	19587	651810			3.3386%							409872	9962806								0	0	0		0	490867	10.2736%	1	0	920326	16989	57528	0	39000		-19413	0	0		0	826222	0	0	826222	0	0	0	0	0	0	0	0	0	85647	0	74517		0			
510330																																																																																						305579	0				15.9312%			48205		302582	1972	0										39205	302582	0	0.0000%	31232	0	0	31232	10.2206%	0	0	0	0	1	9000		1	0	50177	0	0	0	1972	0	0	0	0		0	48205	0	0	48205	0	0	0	0	0	0						0		0	0		
510648																																																																																						180886	0				9.8697%			17096		173217	319	0										9128	173217	0	0.0000%	0	0	370	370	0.2045%	0	0	0	0	1	7968		1	0	17415	0	0	0	319		0	0	0		0	17096	0	0	17096	0	0	0	0	0	0						0		0	10215		
510871			2300760	146132	146132	13.8255%	19.8262%	18.5669%	2154628	11604653	15584452	45326	0			11.4128%						706969	15823157								0	0	0		1378366	15.9128%	0	2130661	34401	29116	175189	45327		0	0	0		0	1846628	0	0	1846628	308000	0	0	308000	0	308000	0	0	0	146132	0	238705		0																																						2																	0			1																																	
510938																																																																																						464486	0				10.5660%			48211		456284	3797	0										34330	463642	0	0.0000%	51790	0	335	52125	11.2221%	0	0	0	0	1	21239		1	0	59366	6397	961	0	3797		0	0	0		0	48211	0	0	48211	0	0	0	0	0	0						7358		0	0		
510947																																																																																								9943	906	906	8.6831%	12.6075%	11.4587%	9037	78866	104076	412	0			4.6075%							6346	104133								0	0	0		0	1998	10.5077%	1	0	8756	57	0	0	412	0	0	0	0		0	8287	0	0	8287	750	0	0	750	0	750	0	0	0	906	0	57	0	0			
511832																																																																																						344732	0				14.3588%			48957		340954	790	0										48357	340954	0	0.0000%	16549	0	816	17365	5.0372%	0	0	0	0	1	600		1	0	49747	0	0	0	790		0	0	0		0	48957	0	0	48957	0	0	0	0	0	0						0		0	0		
513256																																																																																						465866	0				10.8716%			48513		446236	5020	0										44354	447327	0	0.0000%	19230	0	1556	20786	4.4618%	0	0	0	0	1	5250		1	0	54624	1091	0	0	5629		-609	0	0		0	48513	0	0	48513	0	0	0	0	0	0						1091		0	50150		
513322																																																																																								7380	382	382	10.8587%	11.4287%	10.8372%	6998	64574	64446	98	8473			3.4287%							5378	72919								0	0	0		0	1620	10.8372%	1	0	7096	0	0	0	98		0	0	0		0	6998	0	0	6998	0	0	0	0	0	0	0	0	0	382	0	0		0			
513340																																																																																								52297	4043	4043	8.8404%	15.3850%	14.1956%	48254	339923	545838	885	0			7.3850%							25829	549413								0	0	0		0	26000	14.1956%	1	0	52714	3100	475	0	885		0	0	0		0	48254	0	0	48254	0	0	0	0	0	0	0	0	0	4043	0	3575		0			
513546																																																																																						215562	0				10.8801%			22861		210118	1897	0										22311	210118	0	0.0000%	20110	0	625	20735	9.6190%	0	0	0	0	1	550		1	0	24758	0	0	0	1897		0	0	0		0	22861	0	0	22861	0	0	0	0	0	0						0		0	0		
513854																																																																																								6970	551	551	8.1769%	14.2796%	13.1507%	6419	48811	78502	267	0			6.2796%							4590	78502								0	0	0		0	1829	13.1507%	1	0	6686	0	0	0	267		0	0	0		0	6419	0	0	6419	0	0	0	0	0	0	0	0	0	551	0	0		0			
513920																																																																																						54869	0				10.2838%			5420		52704	691	0										4620	52704	0	0.0000%	1318	0	0	1318	2.4021%	0	0	0	0	1	800		1	0	6111	0	0	0	691		0	0	0		0	5420	0	0	5420	0	0	0	0	0	0						0		0	0		
514048																																																																																								32519	3020	3020	7.4296%	13.5083%	12.2538%	29499	240733	397047	0	0			5.5083%							26732	397047								0	0	0		0	2767	12.2538%	1	0	29499	0	0	0	0		0	0	0		0	29499	0	0	29499	0	0	0	0	0	0	0	0	0	3020	0	0		0			
514057																																																																																						18024	0				12.8336%			2342		18249	0	0										2022	18249	0	0.0000%	249	0	19	268	1.4869%	0	0	0	0	1	320		1	0	2342	0	0	0	0		0	0	0		0	2342	0	0	2342	0	0	0	0	0	0						0		0	0		
514066																																																																																						1885633	0				9.3498%			174582		1867221	5472	0										157242	1874540	0	0.0000%	350578	0	5579	356157	18.8879%	0	0	0	0	1	24659		1	0	187373	7319	0	0	5472		0	0	0		0	174582	0	0	174582	0	0	0	0	0	0						7319		0	0		
514132																																																																																								50569	3743	3743	9.8894%	16.9443%	15.6902%	46826	298442	473498	-2995	-2995			8.9443%							25591	470503								0	0	0		0	21235	15.6902%	1	0	43831	0	0	0	610		0	-3605	0		0	46826	0	0	46826	0	0	0	0	0	0	0	0	0	3743	0	0		0			
514356																																																																																						25836	0				13.6073%			3570		26236	0	0										610	26296	0	0.0000%	1217	0	100	1317	5.0975%	0	0	0	0	1	3020		1	0	3630	0	0	60	0		0	0	0		0	3570	0	0	3570	0	0	0	0	0	0						60		0	0		
514655																																																																																						678285	0				10.4032%			69822		671158	6245	6289										58615	678710	0	0.0000%	15605	0	2034	17639	2.6005%	0	0	0	0	1	12514		1	0	77374	893	370	0	6289		0	0	0		0	69822	0	0	69822	0	0	0	0	0	0						1263		0	53533		
514936																																																																																						215793	0				11.8170%			24666		208733	35	0										1220	209895	0	0.0000%	17465	0	233	17698	8.2014%	0	0	0	0	1	24608		1	0	25863	0	0	1162	35		0	0	0		0	24666	0	0	24666	0	0	0	0	0	0						1162		0	7861		
515054																																																																																								8689	741	741	7.9631%	14.9147%	13.6428%	7948	58258	99810	43	0			6.0290%							4944	102332								0	0	0		0	3712	10.5290%	1	0	8699	0	0	2522	43	0	0	0	0		0	6134	0	0	6134	1814	0	0	1814	0	1814	0	0	0	741	0	2522	0	0			
515979																																																																																						35602	0				18.0458%			6442		35698	0	0										6442	35698	0	0.0000%	1341	0	0	1341	3.7666%	0	0	0	0	1	0		1	0	6442	0	0	0	0		0	0	0		0	6442	0	0	6442	0	0	0	0	0	0						0		0	0		
516154																																																																																								14895	953	953	11.1800%	14.4790%	13.5526%	13942	102873	124705	0	0			6.4790%							3493	126056								0	0	0		0	11800	13.5526%	1	0	15293	937	414	0	0		0	0	0		0	13942	0	0	13942	0	0	0	0	0	0	0	0	0	953	0	1351		0			
516855																																																																																								77117	6316	6316	9.8903%	15.4248%	14.1614%	70801	499956	715863	551	0			7.4248%							44740	715863								0	0	0		0	26061	14.1614%	1	0	71352	0	0	0	551		0	0	0		0	70801	0	0	70801	0	0	0	0	0	0	0	0	0	6316	0	0		0			
516873																																																																																								11798	459	459	12.3312%	28.5908%	27.4785%	11339	41265	91954	-472	6112			20.5908%							5553	98410								0	0	0		0	6130	27.4785%	1	0	11211	0	0	344	706	0	0	-1178	0		0	11339	0	0	11339	0	0	0	0	0	0	0	0	0	459	0	344	0	0			
517049																																																																																								108337	9487	9487	9.3528%	12.2015%	11.1330%	98850	887897	1056901	114	0			4.2015%							40141	1065068								0	0	0		0	66877	11.1330%	1	0	107132	5267	2900	0	115		0	0	0		0	98850	0	0	98850	0	0	0	0	0	0	0	0	0	9487	0	8167		0			
517357																																																																																						420777	0				11.0287%			42625		386493	1490	18786										23806	414064	0	0.0000%	38893	0	1680	40573	9.6424%	0	0	0	0	1	27596		1	0	52892	8144	641	0	1744		-262	0	0		0	42625	0	0	42625	0	0	0	0	0	0						8785		0	972		
517441																																																																																						233849	0				12.5530%			28760		229108	1356	0										17524	231473	0	0.0000%	14204	0	62	14266	6.1005%	0	0	0	0	1	13601		1	0	32481	2141	224	0	1356		0	0	0		0	28760	0	0	28760	0	0	0	0	0	0						2365		0	5248		
517674																																																																																								119519	4393	4393	11.6338%	22.1497%	21.3356%	115126	539596	989580	2971	-32			14.1497%							117010	991431								0	0	0		0	0	21.3356%	1	0	119981	1883	0	0	3004		0	-32	0		0	115126	0	0	115126	0	0	0	0	0	0	0	0	0	4393	0	1883		0			
518037																																																																																								87115	7245	7245	8.6505%	15.0492%	13.7976%	79870	578868	923298	2507	0			7.0492%							18225	923653								0	0	0		0	62000	13.7976%	1	0	82732	0	355	0	2507	0	0	0	0		0	79870	0	0	79870	0	0	0	0	0	0	0	0	0	7245	0	355	0	0			
518176																																																																																						61525	0				25.9655%			15498		59687	632	0										15498	59687	0	0.0000%	5490	0	0	5490	8.9232%	0	0	0	0	1	0		1	0	16130	0	0	0	632		0	0	0		0	15498	0	0	15498	0	0	0	0	0	0						0		0	0		
518354																																																																																								9928	420	420	14.8996%	29.7406%	28.4824%	9508	33382	63814	0	0			21.7406%							8161	63814								0	0	0		0	1347	28.4824%	1	0	9508	0	0	0	0	0	0	0	0		0	9508	0	0	9508	0	0	0	0	0	0	0	0	0	420	0	0	0	0			
518877																																																																																								8910	786	786	7.4316%	14.1656%	12.9159%	8124	62899	109317	21	0			6.1656%							983	109317								0	0	0		0	7141	12.9159%	1	0	8145	0	0	0	21	0	0	0	0		0	8124	0	0	8124	0	0	0	0	0	0	0	0	0	786	0	0	0	0			
519146																																																																																						296421	0				9.2504%			27656		298971	389	0										13760	298971	0	0.0000%	4214	0	27	4241	1.4307%	0	0	0	0	1	13896		1	0	28045	0	0	0	389		0	0	0		0	27656	0	0	27656	0	0	0	0	0	0						0		0	0		
519360																																																																																						243906	0				15.2455%			37634		246853	0	0										22919	246853	0	0.0000%	4330	0	500	4830	1.9803%	0	0	0	0	1	14715		1	0	37634	0	0	0	0		0	0	0		0	37634	0	0	37634	0	0	0	0	0	0						0		0	0		
519445																																																																																						93536	0				8.7978%			6983		79372	513	11802										587	91191	0	0.0000%	5075	0	504	5579	5.9645%	0	0	0	0	1	6413		1	0	7513	0	17	0	513	0	0	0	0		0	6983	0	0	6983	0	0	0	0	0	0						17		0	0		
519874																																																																																						55815	0				13.9886%			7547		53951	444	0										6497	53951	0	0.0000%	4221	0	0	4221	7.5625%	0	0	0	0	1	1050		1	0	7991	0	0	0	444		0	0	0		0	7547	0	0	7547	0	0	0	0	0	0						0		0	0		
520003																																																																																						1220532	0				10.6945%			128052		1197363	5575	0										128051	1197363	0	0.0000%	187037	0	2386	189423	15.5197%	0	0	0	0	1	1		1	0	133627	0	0	0	5575	0	0	0	0		0	128052	0	0	128052	0	0	0	0	0	0						0		0	0		
520423																																																																																						296040	0				16.7950%			49656		295659	1148	0										46946	295659	0	0.0000%	25304	0	0	25304	8.5475%	0	0	0	0	1	2710		1	0	50804	0	0	0	1148		0	0	0		0	49656	0	0	49656	0	0	0	0	0	0						0		0	0		
520777																																																																																						425591	0				15.5886%			65804		422129	993	0										65804	422129	0	0.0000%	22977	0	0	22977	5.3988%	0	0	0	0	1	0		1	0	66797	0	0	0	993	0	0	0	0		0	65804	0	0	65804	0	0	0	0	0	0						0		0	0		
521064																																																																																						53291	0				11.8623%			6227		52494	592	23										5977	52517	0	0.0000%	313	0	30	343	0.6436%	0	0	0	0	1	250		1	0	6819	0	0	0	592		0	0	0		0	6227	0	0	6227	0	0	0	0	0	0						0		0	0		
521158																																																																																								49354	3246	3246	10.0250%	19.2335%	17.9685%	46108	256604	459931	2656	0			11.2335%							38957	459931								0	0	0		0	7151	17.9685%	1	0	48764	0	0	0	2656		0	0	0		0	46108	0	0	46108	0	0	0	0	0	0	0	0	0	3246	0	0		0			
521804																																																																																								132915	11260	11323	8.1583%	13.0828%	11.9683%	121592	1015953	1490404	1634	0			5.0828%			2				72131	1513990								0	0	0		0	73048	11.9683%	1	0	146813	23586	0	0	5004		0	-3369	0		0	121592	0	0	121592	0	0	0	0	0	0	0	0	63	11323	0	23586		0			
521952																																																																																						84557	0				11.4070%			9611		84255	681	0										8111	84255	0	0.0000%	0	0	176	176	0.2081%	0	0	0	0	1	1500		1	0	10292	0	0	0	681		0	0	0		0	9611	0	0	9611	0	0	0	0	0	0						0		0	1459		
521970																																																																																								30579	1768	1768	9.8491%	21.7052%	20.4503%	28811	140883	292524	-59	0			13.7052%							29772	293486								0	0	0		0	0	20.4503%	1	0	29713	53	0	908	-59		0	0	0		0	28811	0	0	28811	0	0	0	0	0	0	0	0	0	1768	0	962		0			
522034																																																																																								8931	435	435	7.8431%	16.4876%	15.6845%	8496	54168	108325	1033	0			8.4876%							6888	108325								0	0	0		0	1608	15.6845%	1	0	9529	0	0	0	1033	0	0	0	0		0	8496	0	0	8496	0	0	0	0	0	0	0	0	0	435	0	0	0	0			
522454																																																																																						78227	0				12.3679%			8288		67012	256	11634										6650	78648	0	0.0000%	2212	0	0	2212	2.8277%	0	0	0	0	1	1640		1	0	8546	0	2	0	256		0	0	0		0	8288	0	0	8288	0	0	0	0	0	0						2		0	0		
522605																																																																																								338636	18228	18228	9.0578%	13.0280%	12.3267%	320408	2599301	3537363	9803	131211			5.0280%							191165	3795964								0	0	0		0	256633	12.3267%	1	0	457601	119477	7913	0	15793		-5231	-759	0		0	320408	0	0	320408	0	0	0	0	0	0	0	0	0	18228	0	127390		0			
522669																																																																																								26402	1958	1958	9.7445%	16.9327%	15.6770%	24444	155923	250849	225	0			8.9327%							16247	251552								0	0	0		0	8900	15.6770%	1	0	25372	703	0	0	225		0	0	0		0	24444	0	0	24444	0	0	0	0	0	0	0	0	0	1958	0	703		0			
522753																																																																																								42731	2194	2194	11.2993%	24.1253%	22.8866%	40537	177121	358757	6307	0			16.1253%							19559	360914								0	0	0		0	23135	22.8866%	1	0	49001	2157	0	0	6307	0	0	0	0		0	40537	0	0	40537	0	0	0	0	0	0	0	0	0	2194	0	2157	0	0			
522847																																																																																								136629	11481	11481	9.9048%	12.9663%	11.8768%	125148	1053722	1263507	-3265	0			4.9663%							-12765	1288016								0	0	0		0	162422	11.8768%	1	0	146392	6160	1846	13202	-3265		0	0	0		0	128449	3301	3301	125148	0	0	0	0	3301	0	0	0	0	11481	0	24509		0			
522856																																																																																								13567	967	967	11.6979%	17.5650%	16.3130%	12600	77239	107712	3	0			9.5650%							3021	111411								0	0	0		0	13278	16.3130%	1	0	16302	3392	198	109	3		0	0	0		0	12600	0	0	12600	0	0	0	0	0	0	0	0	0	967	0	3699		0			
523161																																																																																						330698	0				11.1180%			35974		323565	2265	0										29705	323565	0	0.0000%	16865	0	145	17010	5.1437%	0	0	0	0	1	6269		1	0	38239	0	0	0	2265	0	0	0	0		0	35974	0	0	35974	0	0	0	0	0	0						0		0	0		
524579																																																																																						911134	0				15.3896%			138747		901566	1052	0										138747	901566	0	0.0000%	30186	0	7337	37523	4.1183%	0	0	0	0	1	0		1	0	139799	0	0	0	1052		0	0	0		0	138747	0	0	138747	0	0	0	0	0	0						0		0	38131		
524757																																																																																						42112	0				11.4111%			4962		43484	159	0										4106	43484	0	0.0000%	187	0	158	345	0.8192%	0	0	0	0	1	856		1	0	5121	0	0	0	159		0	0	0		0	4962	0	0	4962	0	0	0	0	0	0						0		0	0		
524766																																																																																								18342	900	900	16.9061%	25.9050%	24.6339%	17442	70805	103170	139	0			17.9050%							10352	105816								0	0	0		0	9736	24.6339%	1	0	20227	2646	0	0	139	0	0	0	0		0	17442	0	0	17442	0	0	0	0	0	0	0	0	0	900	0	2646	0	0			
524953																																																																																						260901	0				9.7183%			25017		257422	0	0										14555	257422	0	0.0000%	32632	0	257	32889	12.6059%	0	0	0	0	1	10462		1	0	25017	0	0	0	0		0	0	0		0	25017	0	0	25017	0	0	0	0	0	0						0		0	0		
524971																																																																																								88992	7908	7908	9.0345%	13.2496%	12.0722%	81084	671660	897488	1756	0			5.2496%							47959	897488								0	0	0		0	33125	12.0722%	1	0	82840	0	0	0	1756	0	0	0	0		0	81084	0	0	81084	0	0	0	0	0	0	0	0	0	7908	0	0	0	0			
525053																																																																																								58009	5030	5030	8.4464%	14.4393%	13.1873%	52979	401744	627240	889	0			6.4393%							36829	627240								0	0	0		0	16150	13.1873%	1	0	53868	0	0	0	889		0	0	0		0	52979	0	0	52979	0	0	0	0	0	0	0	0	0	5030	0	0		0			
525549																																																																																						1507805	0				9.6304%			141207		1466270	4636	0										78469	1485210	0	0.0000%	218827	0	8496	227323	15.0764%	0	0	0	0	1	81678		1	0	164783	15004	3936	0	4636		0	0	0		0	141207	0	0	141207	0	0	0	0	0	0						18940		0	30284		
526452			182833	6657	6657	28.3299%	34.9883%	33.7144%	176176	522554	621874	-968	0			26.9883%						87144	621874								0	0	0		90000	33.7144%	0	176176	0	0	0	0		0	0	0		0	176176	0	0	176176	0	0	0	0	0	0	0	0	0	6657	0	0		0																																																							0			1																																	
526519																																																																																								118213	5768	6968	9.3813%	18.5744%	17.4795%	111245	636431	1185814	7539	0			10.5744%							101450	1186153								0	0	0		0	10134	17.4795%	1	0	119123	339	0	0	7539		0	0	0		0	111245	0	0	111245	0	0	0	0	0	0	1200	0	0	6968	0	339		0			
526854																																																																																						561828	0				9.0437%			51204		566184	497	0										35855	566310	0	0.0000%	90319	0	1594	91913	16.3596%	0	0	0	0	1	15475		1	0	51827	0	126	0	497		0	0	0		0	51204	0	0	51204	0	0	0	0	0	0						126		0	0		
527057																																																																																								15175	1304	1304	9.5022%	14.5673%	13.3155%	13871	104172	145977	446	0			6.5673%							13271	145977								0	0	0		0	600	13.3155%	1	0	14317	0	0	0	446	0	0	0	0		0	13871	0	0	13871	0	0	0	0	0	0	0	0	0	1304	0	0	0	0			
527178																																																																																								17281	1285	1285	9.8331%	16.8152%	15.5649%	15996	102770	162675	615	0			8.8152%							5352	162890								0	0	0		0	10859	15.5649%	1	0	16826	215	0	0	615		0	0	0		0	15996	0	0	15996	0	0	0	0	0	0	0	0	0	1285	0	215		0			
527600																																																																																								104670	5235	5235	8.1447%	14.4649%	13.7415%	99435	723613	1220862	-5930	0			6.4649%							124455	1245882								0	0	0		0	0	13.7415%	1	0	118525	18602	6418	0	2306		-5233	-3003	0		0	99435	0	0	99435	0	0	0	0	0	0	0	0	0	5235	0	25020		0			
527749																																																																																								9829	666	666	8.7619%	18.4091%	17.1617%	9163	53392	104578	160	0			10.4091%							3021	105136								0	0	0		0	6700	17.1617%	1	0	9881	388	170	0	160		0	0	0		0	9163	0	0	9163	0	0	0	0	0	0	0	0	0	666	0	558		0			
527954																																																																																								2633814	238622	238622	10.0411%	13.9973%	12.7292%	2395192	18816523	23853779	46629	0			5.9973%							1781924	24016821								0	0	0		0	776310	12.7292%	1	0	2604863	158569	4473	0	133418		-457	-86140	-192		0	2395192	0	0	2395192	0	0	0	0	0	0	0	0	0	238622	0	163042		0			
528102																																																																																						338102	0				11.6826%			39241		335894	121	771										0	337057	0	0.0000%	6096	0	0	6096	1.8030%	0	0	0	0	1	39633		1	0	39754	215	0	185	892	0	0	-771	0		-8	39241	0	0	39241	0	0	0	0	0	0						392		0	20965		
528241																																																																																								21286	1658	1658	10.5375%	13.5235%	12.4701%	19628	157400	186268	474	0			5.5235%							11831	191286								0	0	0		0	12815	12.4701%	1	0	25120	5018	0	0	474		0	0	0		0	19628	0	0	19628	0	0	0	0	0	0	0	0	0	1658	0	5018		0			
528849																																																																																								106705	10670	10670	9.2560%	12.5174%	11.2658%	96035	852451	1037542	1390	0			4.5174%							56579	1039266								0	0	0		0	41180	11.2658%	1	0	99149	634	1090	0	1390		0	0	0		0	96035	0	0	96035	0	0	0	0	0	0	0	0	0	10670	0	1724		0			
528960																																																																																								177688	10917	10917	10.7834%	20.4874%	19.2287%	166771	867303	1546555	4845	0			12.4874%							105229	1548293								0	0	0		0	63280	19.2287%	1	0	173354	1738	0	0	4845		0	0	0		0	166771	0	0	166771	0	0	0	0	0	0	0	0	0	10917	0	1738		0			
529275																																																																																								47820	2330	2330	13.2009%	26.0323%	24.7639%	45490	183695	344597	1619	0			18.0323%							45908	347213								0	0	0		0	2001	24.6566%	1	0	49528	0	0	0	1619	0	0	0	0		2616	45293	0	0	45293	0	0	197	197	0	197	0	0	0	2330	0	2616	0	0			
529341																																																																																								52668	2809	2809	10.2304%	16.0880%	15.2299%	49859	327375	487360	1417	0			8.0880%							17056	489557								0	0	0		0	35000	15.2299%	1	0	53473	0	0	2197	1417	0	0	0	0		0	49859	0	0	49859	0	0	0	0	0	0	0	0	0	2809	0	2197	0	0			
529659																																																																																						318750	0				12.0167%			38217		318033	1034	0										27717	318033	0	0.0000%	6231	0	2089	8320	2.6102%	0	0	0	0	1	10500		1	0	39251	0	0	0	1034		0	0	0		0	38217	0	0	38217	0	0	0	0	0	0						0		0	27901		
529958																																																																																								295316	21446	21446	7.3555%	17.2588%	16.0055%	273870	1711099	3723338	7645	0			9.2588%							193649	3726144								0	0	0		0	83027	16.0055%	1	0	284321	2000	806	0	12429		-4784	0	0		0	273870	0	0	273870	0	0	0	0	0	0	0	0	0	21446	0	2806		0			
530655																																																																																								49113	3861	3861	9.9143%	15.9570%	14.7026%	45252	307783	456431	4402	0			7.9570%							32757	466186								0	0	0		0	22250	14.7026%	1	0	59409	9202	553	0	4402		0	0	0		0	45252	0	0	45252	0	0	0	0	0	0	0	0	0	3861	0	9755		0			
530703																																																																																								19840	1238	1238	8.9352%	18.3164%	17.1735%	18602	108318	208187	18	0			10.3164%							16628	208187								0	0	0		0	1974	17.1735%	1	0	18620	0	0	0	18		0	0	0		0	18602	0	0	18602	0	0	0	0	0	0	0	0	0	1238	0	0		0			
