"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	
166849																																								7371	351	0	0	5045	0	1212	298	2471	89325	79947	434	80381	0	934	0	0	0	8944	50	89325	0	0	8510	0	0	475	111	13244	66703	8	1231	0	73400	72466	-91	0	0	0	0	8944		
167060																																								8770	12593	311	0	348264	0	9119	1817	41599	1259699	1020399	17175	1137574	0	10185	4580	100000	0	122125	20899	1259699	0	0	82958	1597	0	21530	0	335627	684772	1a	1231	0	841234	831049	-3262	0	0	0	0	122125		
167453																																								541	2030	382	0	12094	0	1196	123	2439	92895	69888	332	74492	0	1327	0	4100	0	18403	150	92895	0	0	16752	0	0	1573	0	15606	54282	4	1231	0	75417	74090	-72	0	0	172	0	18403		
167565	0	33209	0	0	0	0	1348	0	37297	712519	85097	108216	0	0	181343	0	0	604303	5000	712519	0	0	427283	0	0	172020	0	2a	0	0	0	0	0	0	604303	0	0	0	0				0	0						23119						0												22619	500		1231					459322	0	0	0		0	
167752																																								3236	571	0	0	9544	0	13	0	417	22832	19194	32	19226	0	125	1065	0	0	3606	50	22832	0	0	801	0	0	2825	0	5267	13927	4	1231	0	7999	7874	-70	112	0	0	0	3606	0	
167864																																								46819	11897	111	1410	69269	947	4223	0	13199	416348	369161	2074	371235	0	4605	370	0	0	45113	1000	416348	0	0	30904	0	0	15000	0	204578	164583	4	1231	0	210458	205853	-1791	62250	0	0	0	45113		
168357																																								14888	2813	1298	1891	29543	0	3818	0	4263	168510	144369	1643	148512	0	1150	3836	2500	0	19998	127	168510	0	0	5537	0	0	14770	217	35722	108647	1b	1231	0	103600	102450	-436	3493	0	0	0	19998		
168571																																								7712	790	536	53	20702	0	1563	166	1854	65702	58368	327	58695	0	105	0	0	0	7007	2	65702	0	0	573	0	0	6757	0	8025	50343	8	1231	0	22651	22546	-325	9780	0	0	0	7007		
169327																																								13578	3679	0	368	43331	0	7845	0	10672	422121	333433	2178	384373	0	3268	0	45197	0	37748	2000	422121	0	0	33953	0	0	3000	1293	88778	244655	1b	1231	0	335266	331998	-1205	9357	0	0	3565	37748		
169354																																								42553	10037	0	0	218389	0	1716	0	7388	357526	324913	378	325291	0	1654	0	0	0	32235	1137	357526	0	0	30455	0	0	3607	0	121040	203873	2b	1231	0	79097	77443	-2964	0	0	0	0	32235		
169653																																								180350	84997	22823	408201	1728479	0	73316	1437	189328	6296160	5460841	44099	5559541	0	45729	0	0	0	736619	81000	6296160	0	0	-243230	0	0	914303	33252	1652890	3807951	2a	1231	0	3619706	3573977	-15454	0	0	0	54601	736619		
169756																																								100056	4039	0	118320	5242	1333	4691	1550	2635	439971	405352	205	405557	0	2060	0	0	0	34414	672	439971	0	0	24448	0	0	9905	0	170616	234736	1a	1231	0	204165	202105	-611	0	0	0	0	34414		
170257																																								2365	2252	0	0	35053	0	876	0	2419	70760	62538	131	62669	0	400	0	0	0	8091	300	70760	0	0	8027	0	0	300	0	27270	35268	2a	1231	0	28195	27795	-536	0	0	0	0	8091		
170275																																								34640	4671	0	12150	7765	180	4644	505	7607	199806	161483	1388	173384	0	625	0	10513	0	26422	0	199806	0	0	26588	0	0	0	0	35647	125836	1b	1231	0	128269	127644	-166	0	0	0	0	26422	0	
170332																																								168	4018	0	0	20188	0	3596	2	7830	244799	203692	639	222410	0	2821	0	18079	0	22389	1400	244799	0	0	16996	0	0	4428	0	40956	162736	2b	1231	0	211818	208997	-435	0	0	0	0	22389		
170640																																								1990	607	0	369	10119	0	106	17	208	27941	24458	30	24488	0	124	0	0	0	3453	309	27941	0	0	3028	0	0	391	0	5151	19307	4	1231	0	9769	9645	-275	4880	0	0	0	3453		
171133	5261	28411	0	0	7783	0	4042	0	11940	441177	1976	398414	0	4356	0	30000	0	42763	14805	441177	0	0	22867	0	0	5299	0	1a	0	388096	383740	-208	0	2581	42763		882	0	882				0	7783						362975						30000												95144	267831		1231					0	0	0	2581			
171656																																								8394	3382	0	0	25099	0	2063	0	3103	116680	107149	344	107993	0	1071	289	0	0	8687	400	116680	0	0	6304	0	0	2700	0	26508	80641	4	1231	0	75096	74025	-717	325	0	500	0	8687		
171759																																								1355	2201	0	0	17628	0	1404	0	6494	121842	101545	337	107596	0	1350	0	4639	0	14246	700	121842	0	0	9148	0	0	4577	0	27248	74297	8	1231	0	94110	92760	-179	0	0	1075	0	14246		
171768																																								52814	8037	0	0	69938	33	44092	446	13021	726752	515525	1526	646408	0	3547	0	129357	0	80344	656	726752	0	0	67599	0	0	13350	1409	140458	375067	2b	1231	0	540471	536924	-1261	0	0	0	0	80344	38	
172158																																								931	2353	92	13198	0	0	1269	0	1627	97197	84199	141	87604	0	795	109	3264	0	9593	730	97197	0	0	7535	0	0	1328	0	18431	65768	4	1231	0	76813	76018	0	1600	0	0	0	9593	0	
172251																																								3574	933	0	0	1725	0	763	318	315	42471	36736	35	37546	0	361	0	0	0	4925	100	42471	0	0	2430	0	0	2400	0	8370	28366	9	1231	0	35204	34843	-5	0	0	775	0	4925		
172457																																								7473	3967	0	500	24838	0	9883	0	9268	262630	224407	3713	238120	0	2810	0	10000	0	24510	980	262630	0	0	17340	0	0	10980	298	67911	156496	4	1231	0	209213	206403	-4790	0	0	0	0	24510		
172475																																								13487	3366	195	8304	9243	122	5912	0	17144	465884	364346	5324	427249	0	2769	398	57579	0	38635	100	465884	0	0	29000	0	0	9000	0	40578	323768	2b	1231	0	410482	407713	535	0	0	0	0	38635		
172859																																								3970	5350	236	10639	6254	0	824	0	2177	135071	110237	432	117764	0	1368	3619	7095	0	17307	210	135071	0	0	8793	0	0	8240	0	24557	85680	4	1231	0	103370	102002	64	0	0	0	0	17307		
173306																																								10565	6700	602	0	78675	2818	5784	0	11214	358035	312824	2726	327480	0	2113	0	11930	0	30555	400	358035	0	0	30240	0	0	1000	0	12151	300673	2a	1231	0	243790	241677	-1085	0	0	0	0	30555		
173342																																								5709	1000	0	0	36562	0	962	0	1451	82904	74871	108	75379	0	677	0	400	0	7525	100	82904	0	0	6780	0	0	975	0	10581	64290	1a	1231	0	37897	37220	-330	0	0	0	0	7525		
173548																																								3464	3686	203	0	38815	0	1501	130	2460	126146	106016	596	111293	0	656	954	2737	0	14853	1000	126146	0	0	13089	0	0	1000	211	16997	89019	4	1231	0	70391	69735	-236	4987	0	0	1944	14853		
173557																																								10896	3324	0	17768	39284	0	5428	4997	3400	292419	264309	865	265174	0	2428	0	0	0	27245	750	292419	0	0	21316	0	0	5745	0	60032	204277	2b	1231	0	209744	207316	-566	6	0	0	0	27245		
173575																																								7451	2127	0	39548	95772	0	9069	0	40057	1116704	950074	5969	999043	0	8627	0	43000	0	117661	0	1116704	0	0	119606	0	0	0	0	139431	810643	1a	0930	0	931307	922680	-1945	0	0	0	0	117661		
173641																																								7067	6664	0	0	87737	0	2414	1132	3001	208512	180714	2387	183102	0	1982	0	1	0	25411	900	208513	0	0	25350	0	0	1000	0	33573	147141	1a	1231	0	102479	100497	-1839	0	0	0	0	25411		
173959																																								4981	2090	0	0	54799	0	555	439	5321	100570	84742	360	85102	0	436	0	0	0	15468	276	100570	0	0	15120	0	0	276	0	16208	68534	4	1231	-15	31246	30810	-189	1575	0	0	0	15468		
174321																																								28803	3805	0	0	35764	0	4293	0	1473	135444	123281	162	123443	0	970	0	0	0	12001	2322	135444	0	0	1483	0	0	8264	0	45257	78024	2a	1231	0	62276	61306	-68	0	0	0	0	12001		
174367																																								1360	681	0	5295	2304	0	1321	0	565	50790	39614	182	41496	0	343	2575	1700	0	9294	500	50790	0	0	1568	0	0	7336	0	10786	28828	2a	1231	0	37032	36689	-110	0	0	0	0	9294		
174572																																								594728	39575	260	254132	849478	0	43706	959	291921	6558058	5426699	73342	6038801	58	59952	5716	538760	0	519199	0	6558058	0	0	517882	0	0	77000	0	741129	4685570	1a	930	0	4537535	4477583	-75683	0	0	0	0	519257		
175056																																								17092	6294	0	0	11875	0	6985	285	8165	271355	247366	1134	248500	0	2077	2434	0	0	22855	660	271355	0	0	10945	0	0	11292	0	57533	189833	4	1231	0	220302	218225	-42	0	0	0	0	22855	0	
175140																																								11517	5597	731	0	77589	0	5228	178	12434	406706	341493	777	361099	0	3172	4668	10500	0	45607	375	406706	0	0	34487	0	0	11794	0	74076	267417	8	1231	0	291321	288149	-1049	615	0	0	8329	45607		
175458																																								2244	527	0	4684	5207	0	150	0	471	28821	25684	75	25954	0	340	0	0	0	2867	100	28821	0	0	555	0	0	2300	0	3932	21752	5	1231	0	15878	15538	-88	0	0	195	0	2867		
175609																																								31263	3394	0	0	94611	0	2664	0	5676	232736	209001	885	209886	0	1918	0	0	0	22850	2400	232736	0	0	20586	0	0	520	0	86915	122086	1a	1231	0	94325	92407	-656	2721	0	0	0	22850		
176053																																								6122	2820	0	0	31620	0	346	0	703	72137	62751	98	64256	0	359	0	0	0	7881	200	72137	0	0	7331	0	0	500	0	17033	45718	8	1231	0	30288	29929	-150	597	0	0	1407	7881		
176101																																								30012	16525	0	0	294739	0	14546	0	41095	1003599	889664	11172	920836	0	9031	0	20000	0	82763	1000	1003599	0	0	88773	0	0	1000	10736	202712	686952	2b	1231	0	604977	595946	-8010	0	0	0	0	82763		
176325																																								600	3474	0	0	33123	0	1653	0	4273	154033	125380	410	139931	0	1557	0	14141	0	14102	420	154033	0	0	13333	0	0	705	0	37392	87989	2b	1231	0	110763	109206	-356	1704	0	0	0	14102		
176437																																								9225	809	0	0	15886	0	452	117	2512	57161	52506	564	53070	0	320	0	0	0	4091	200	57161	0	0	573	0	0	4200	0	12469	40037	1a	1231	0	28480	28160	-882	0	0	0	0	4091		
176464																																								1217	13732	9	1170	272282	1207	11759	643	23347	738185	643002	5660	672402	0	5344	2942	10000	0	65783	2500	738185	0	0	43224	0	0	28111	775	146072	496930	1a	1231	0	411846	406502	-8052	2600	0	0	13740	65783		
176642																																								12112	1823	458	0	12201	0	3459	467	1992	114743	99533	246	102779	0	1170	0	3000	0	11964	400	114743	0	0	11318	0	0	400	0	13432	86101	1b	1231	0	83401	82231	-154	0	0	0	0	11964		
177135																																								0	2619	0	18281	0	0	80	0	240	31435	23170	23	23193	0	92	0	0	0	8242	500	31435	0	0	7142	0	0	600	0	12003	11167	1a	1231	0	8103	8011	0	2204	0	0	0	8242	0	
177443																																								5987	1789	0	0	94787	0	87	659	5341	190537	158386	478	159864	0	1064	117	1000	0	30673	280	190537	0	0	28212	0	0	3670	0	20303	138083	8	1231	0	76494	75430	-1489	6340	0	0	0	30673		
177500																																								2278	1240	0	0	0	0	2179	0	643	67714	56816	197	62013	0	797	0	5000	0	5701	50	67714	0	0	5601	0	0	50	0	13057	43759	1b	1231	0	62171	61374	0	0	0	0	0	5701		
177555																																								4170	740	0	0	5586	0	341	0	411	23956	21170	9	22079	0	133	0	900	0	1877	125	23956	0	0	1239	0	0	545	0	4714	16456	4	1231	0	12841	12708	-32	0	0	0	0	1877		
177751																																								177960	9432	0	0	0	0	585	0	7352	858283	735065	7008	742073	0	7842	136	0	0	116210	2500	858283	0	0	109210	0	0	6906	0	353737	381328	1a	1231	0	670660	662818	-2406	0	0	0	0	116210		
177920																																								22039	10395	2995	0	91255	0	12225	212	26093	1106045	947280	9426	986157	0	7551	15071	27780	0	119888	8541	1106045	0	0	104256	0	0	7464	937	196910	750370	2b	1231	0	932374	924823	-373	0	0	740	931	119888		
178057																																								1137	1178	300	200	0	0	181	0	164	16516	14502	93	14595	0	1	150	0	0	1921	100	16516	0	0	25	0	0	1796	0	3107	11395	4	1231	0	11707	11706	0	1500	0	0	0	1921		
178150																																								8737	3107	0	0	47105	0	1125	162	4900	173768	152222	451	152673	0	1143	656	0	0	21095	169	173768	0	0	17934	0	0	3906	0	23762	128460	7	1231	-176	109064	107921	-738	55	0	0	0	21095		
178244																																								1218	2805	0	0	6305	0	744	0	3320	107956	86887	299	92802	0	1110	0	5616	0	15155	137	107957	0	0	13828	0	0	1350	0	16786	70101	4	1231	0	93958	92848	-160	716	0	0	0	15155		
178356																																								341	3387	0	0	43438	0	2416	0	1033	106643	97124	381	97505	0	246	0	0	0	9138	50	106643	0	0	5458	0	0	4800	2	27282	69842	2a	1231	0	54697	54451	-1170	1575	0	0	0	9138		
178851																																								9131	5532	298	0	172444	0	9190	97	3938	377046	339118	1262	340380	0	2768	0	0	0	36666	1701	377046	0	0	31800	0	0	3562	233	119111	220007	4	1231	0	178951	176183	-397	0	0	0	0	36666		
179148																																								11765	4273	0	0	8415	0	6323	255	6572	190859	161271	1241	170512	0	2102	0	8000	0	20347	760	190859	0	0	17399	0	0	2240	0	33471	127800	4	1231	0	155358	153256	-52	0	0	0	0	20347	0	
179335																																								12403	6211	0	0	52265	0	2863	1487	7002	186860	156502	851	158578	0	1540	0	0	0	28282	560	186860	0	0	4681	0	0	23960	0	38966	117536	4	1231	0	106094	104554	-919	75	0	1225	0	28282		
179700																																								1163	5862	605	0	91653	0	6134	0	23696	556743	426981	1523	500217	0	4019	0	69541	0	56526	10	556743	0	0	1065	0	0	56093	0	45030	381951	2a	1231	0	431649	427630	-642	0	0	0	2172	56526		
180144																																								1739	2912	127	8459	23058	0	883	0	1479	107322	94073	352	95509	0	415	0	1084	0	11813	1200	107322	0	0	5255	0	0	6025	0	25293	68780	2b	1231	0	67831	67416	-667	1249	0	0	0	11813		
180443																																								290	1388	0	0	27164	0	227	860	867	64824	58226	115	59622	0	701	0	581	0	5202	600	64824	0	0	3273	0	0	1950	0	9654	48572	4	1231	0	34729	34028	-621	0	0	700	0	5202		
180537																																								868	3263	0	11808	21766	0	1748	20	5583	110252	90958	1180	92138	0	2315	0	0	0	18114	75	110252	0	0	17887	0	0	675	0	14644	76314	1a	1231	0	64673	62358	-523	2838	0	0	0	18114		
180845																																								3898	1362	305	0	49543	0	608	82	2401	117508	84174	79	100088	0	510	4341	7650	0	17420	300	117508	0	0	2045	0	0	16562	0	21663	62511	4	1231	0	55478	54968	-1487	0	0	0	8185	17420	0	
181963																																								14959	4029	0	0	53649	0	1716	64	1866	194341	173633	397	174078	0	1785	0	48	0	20263	800	194341	0	0	20239	0	0	828	0	44260	129373	2b	1231	0	119843	118058	-1604	0	0	0	0	20263		
182353																																								139	832	0	0	19347	0	8	0	648	46135	41717	121	41938	0	321	0	100	0	4197	30	46135	0	0	4301	0	0	120	0	5762	35955	8	1231	0	23599	23278	-254	1883	0	0	0	4197		
182951																																								3017	4314	0	0	75403	0	11097	1127	10337	339627	305765	3328	309093	0	3518	322	0	0	30534	1	339627	0	0	27448	0	0	4006	0	57615	248150	2a	1231	0	235528	232010	-921	2000	0	0	0	30534	0	
183668																																								134256	6690	358	0	29831	0	2605	0	17588	683655	610103	3398	613501	0	6576	0	0	0	70154	1044	683655	0	0	51797	0	0	17750	0	228566	381537	2b	1231	0	498903	492327	-437	0	0	0	0	70154		
183770																																								3246	5935	113	0	67120	0	6777	99	19882	577217	429353	3649	526474	0	3277	0	93472	0	50743	0	577217	0	0	51743	0	0	0	0	62919	366434	2a	1231	0	477322	474045	-1000	0	0	0	0	50743		
183846																																								2439	3466	0	0	55311	0	6749	58	6526	247356	201105	3691	209930	0	1881	0	0	0	37427	263	247357	0	0	36075	0	0	1500	0	54694	146411	1a	1231	0	174193	172312	-411	495	0	0	5134	37427		
183958																																								2298	2875	0	0	51235	0	2477	331	7400	207571	169616	908	176361	0	2949	0	5837	0	31210	300	207571	0	0	29620	0	0	1750	0	37776	131840	4	1231	0	138268	135319	-460	5636	0	0	0	31210		
184142																																								12137	9156	878	0	213259	0	10300	568	25572	614875	554111	2312	557930	0	1701	0	1507	0	56945	1531	614875	0	0	16892	0	0	44221	0	123887	430224	1a	1231	0	344706	343005	-5699	0	0	0	0	56945	0	
184656																																								3200	2704	0	17131	111574	0	1571	0	2899	180474	152235	1246	159812	0	456	0	0	0	20662	200	180474	0	0	22500	0	0	200	0	32850	119385	4	1231	0	40603	40147	-2238	1248	0	0	6331	20662		
184759																																								1339	2922	0	11498	861	0	100	44	918	43872	36253	193	36446	0	87	0	0	0	7426	400	43872	0	0	6234	0	0	900	0	6010	30243	4	1231	0	22616	22529	-108	3661	0	0	0	7426		
185251																																								1490	251	0	200	10392	0	162	0	817	19263	17150	21	17171	0	232	0	0	0	2092	25	19263	0	0	1114	0	0	1025	0	1889	15261	4	1231	0	4994	4762	-72	1189	0	0	0	2092		
185448																																								147	2986	0	0	30673	0	854	2698	1100	96993	73756	192	74078	0	392	0	130	0	22915	100	96993	0	0	19762	0	0	2100	0	17179	56577	4	1231	0	55507	55115	953	3420	0	0	0	22915		
185859																																								2828	4030	1719	193006	43723	0	20411	356	4408	530120	420467	648	434812	0	20312	8264	9200	0	95308	1286	530120	0	0	61919	0	0	32692	0	129653	290814	2a	1231	0	271687	251375	-589	0	0	0	4497	95308		
186221																																								3866	36978	0	0	140076	0	36728	203	39164	987507	791104	3483	900728	0	9731	621	70000	0	86779	1366	987507	0	0	86666	3461	0	1463	714	233422	557683	2b	1231	0	732875	723144	-2716	2552	0	0	36141	86779		
186548																																								4	1937	0	15648	2903	0	1718	0	1107	127755	112153	483	113336	0	1013	0	0	0	14419	45	127755	0	0	13082	0	0	1580	314	22352	89801	7	1231	0	105137	104124	-288	0	0	700	0	14419		
186717																																								15800	7763	0	0	146910	0	2586	7114	6423	697883	598998	1867	600865	0	4541	0	0	0	97018	751	697883	0	0	96989	0	0	1251	0	136704	462294	1a	1231	0	515828	511287	-1973	0	0	0	0	97018		
186744																																								6331	9507	1782	0	342684	398	11164	643	38525	1262209	1058712	6307	1118401	0	12293	0	35000	0	143808	4000	1262209	0	0	110160	0	0	32541	1073	108839	949873	2a	1231	0	862395	850102	-2893	0	0	0	18382	143808		
186856																																								1414	1400	0	3503	2246	0	1776	22	1420	70525	64945	261	65206	0	330	0	0	0	5319	215	70525	0	0	1864	0	0	3210	0	10030	54915	4	1231	0	53046	52716	30	6028	0	0	0	5319		
187648																																								1442	452	0	0	2530	0	124	191	230	28461	26007	90	26097	0	372	0	0	0	2364	66	28461	0	0	1774	0	0	589	0	2450	23557	8	1231	0	23864	23492	-65	0	0	0	0	2364		
187899																																								41189	7521	53	0	0	335	31540	4196	24881	779976	494890	7802	715516	0	3162	0	212824	0	64460	3000	779976	0	0	32720	0	0	32297	8052	125753	369137	2b	1231	-3286	665371	662209	-271	0	0	0	0	64460		
187947																																								67606	21366	742	0	296463	0	16821	33	34473	1305587	1114631	5477	1194246	0	13776	0	66019	0	111341	540	1305587	0	0	83878	0	0	33165	2485	267125	847506	2a	1231	0	878271	864495	-6242	1103	0	0	8119	111341		
188056																																								78025	8446	0	0	96471	0	1014	0	1824	313995	277887	310	281446	0	2670	0	149	0	32549	500	313995	0	0	14788	0	0	17500	0	44721	233166	9	1231	0	125885	123215	-239	5000	0	3100	0	32549		
188177																																								23998	681	0	63430	13688	0	360	135	705	171044	129280	173	129453	0	385	0	0	0	41591	0	171044	0	0	41839	0	0	0	0	2313	126967	1a	1231	0	68432	68047	-248	0	0	0	0	41591		
188430																																								16456	9451	1330	0	25912	0	1880	2672	22742	365670	262886	2455	334940	0	2007	0	69300	0	30730	775	365670	0	0	-134998	0	0	165776	41394	69458	193428	2a	1231	0	245840	243833	-823	0	0	0	299	30730		
188449																																								13678	5194	0	0	51868	0	6557	12	2881	232947	208468	264	208732	0	1692	0	0	0	24215	400	232947	0	0	20212	0	0	4350	0	26463	182005	4	1231	0	154449	152757	-747	0	0	0	0	24215		
188720																																								8641	5584	0	22102	40016	0	2440	425	9647	239791	205087	776	209638	0	903	0	0	0	30153	2167	239791	0	0	28447	0	0	1000	0	42291	162796	1a	1231	0	151687	150784	-1461	152	0	0	3775	30153		
188739																																								996	3520	0	17	1013	0	974	266	777	53881	47524	143	47667	0	537	0	0	0	6214	90	53881	0	0	3605	0	0	2510	0	15399	32125	5	1231	0	42505	41968	9	4350	0	0	0	6214		
188917																																								28903	938	0	0	67280	0	781	0	2253	156520	140836	617	141453	0	676	0	0	0	15067	20	156520	0	0	15505	0	0	140	0	24577	116259	2b	1231	0	57041	56365	-598	0	0	0	0	15067		
188926																																								6697	1342	0	0	3100	0	1379	0	4116	129769	106832	507	117659	0	1255	0	9910	0	12110	150	129769	0	0	7483	0	4111	370	0	17814	89019	2b	1231	0	114390	113135	-4	0	0	0	410	12110		
189044																																								40051	5630	7262	0	185918	0	28615	0	14473	980665	825870	6892	890723	0	7592	0	183	0	89942	150	980665	0	0	51044	0	0	42826	19567	187532	638338	2a	1231	0	685234	677642	-4078	1507	0	0	57778	89942		
189129																																								10823	10766	512	22488	94198	0	9161	20	22191	699816	578120	2286	629978	0	5633	4728	11222	0	69838	4000	699816	0	0	55840	0	0	11709	167	168214	409906	2a	1231	0	530395	524762	-1711	0	0	0	38350	69838	0	
189549																																								10455	3260	614	0	23609	0	1634	0	4179	141520	121805	1128	124107	0	1172	253	1174	0	17413	90	141520	0	0	10548	0	0	6986	0	18247	103558	4	1231	0	98480	97308	-211	208	0	0	0	17413		
189745																																								33078	7054	207	14332	211533	0	10812	3243	24705	1068637	917607	7564	945625	0	11554	0	20000	0	123012	600	1068637	0	0	-63017	0	0	188833	12504	139486	778121	2a	1231	0	762717	751163	-3404	6	0	0	454	123012	0	
189950																																								2228	2521	0	0	5661	0	3522	0	3970	104559	90356	640	90996	0	1049	274	0	0	13563	50	104559	0	0	3605	0	0	9950	0	8502	81854	4	1231	0	83723	82674	-42	3709	0	0	0	13563		
190451																																								2656	4512	1998	21952	61678	0	5963	39	8189	312172	270259	867	275118	0	1933	5531	3992	0	37054	250	312172	0	0	5334	0	0	32403	0	40471	229789	2b	1231	0	201072	199139	-933	515	0	0	0	37054		
190563																																								21246	998	1568	1261	18752	0	4097	235	684	153683	130434	284	130718	0	813	3201	0	0	22965	474	153683	0	0	178	0	0	22518	0	65427	65007	4	1231	0	102454	101641	-205	0	0	0	0	22965		
190648																																								9490	4081	4	1721	40945	0	2832	0	2972	201202	170896	282	184049	0	2205	176	2190	0	17153	1567	201202	0	0	12863	0	0	3426	0	21342	149554	8	1231	0	141186	138981	-703	0	0	8300	2381	17153		
190947																																								3540	3459	0	0	44015	0	1612	0	1321	108280	98211	80	98291	0	1024	0	0	0	9989	249	108280	0	0	8221	0	0	1650	0	35576	62635	5	1231	0	55340	54316	-131	17	0	0	0	9989		
190956																																								6370	1197	0	0	27638	0	218	0	7975	132236	109760	1302	111062	0	1647	0	0	0	21174	360	132236	0	0	11398	0	0	10200	0	27945	81815	4	1231	0	84812	83165	-784	5673	0	0	0	21174		
191355																																								23026	2073	143	0	120574	0	2529	0	3224	303491	272404	229	272633	0	3849	0	0	0	30858	900	303491	0	0	23997	0	0	7464	0	57656	214748	4	1231	0	155771	151922	-1503	0	0	0	0	30858		
191449																																								7696	1256	0	0	27999	0	238	0	464	52626	47922	27	47949	0	147	0	0	0	4677	180	52626	0	0	4356	0	0	820	0	12618	35304	5	1231	0	15097	14950	-679	23	0	0	0	4677		
191935																																								25145	6639	0	4000	272175	0	10816	0	10209	916660	750668	4359	840542	0	7584	0	51605	0	76117	15	916659	0	0	44956	0	0	37173	245	83538	667130	2b	1231	-687	595015	587431	-5340	0	0	0	33910	76117		
192147																																								19464	5004	0	41673	85197	0	4651	0	10767	400898	348076	2483	351173	0	4695	477	614	0	49725	400	400898	0	0	48079	790	0	2100	724	71193	276883	2a	1231	0	236846	232151	-854	0	0	0	0	49725		
192558																																								24513	6724	1829	0	182596	0	7772	77	3705	449801	410961	4032	417393	0	4121	0	2400	0	32408	460	449801	0	0	28423	0	0	5540	629	66191	344770	2b	1231	0	226077	221956	-2015	0	0	0	0	32408	0	
192651																																								3792	525	174	0	3470	0	893	38	517	55232	48702	31	48733	0	311	839	0	0	6499	350	55232	0	0	604	0	0	5600	0	8834	39868	4	1231	0	45244	44933	-55	51	0	0	0	6499		
192857																																								13372	1704	5	0	41899	0	1294	0	2721	152723	119754	718	134535	0	1382	0	2100	0	18188	630	152723	0	0	17138	0	0	900	1050	21758	97996	1a	1231	0	92060	90678	-480	0	0	0	11963	18188		
193162																																								2333	2555	349	10355	0	0	4645	0	1615	113154	104747	103	104850	0	1251	0	0	0	8304	1500	113154	0	0	5704	0	0	1100	546	21215	83532	1a	1231	0	89560	88309	0	2447	0	0	0	8304		
193247																																								1703	1493	0	0	3907	0	3162	22	2973	84586	54520	516	75126	0	680	1690	15149	0	9460	100	84586	0	0	1752	0	0	7689	6649	8532	45988	4	1231	0	63667	62987	-81	0	0	4941	0	9460		
193537																																								12019	4770	0	0	17560	0	461	97	1844	118956	97601	503	98104	0	1109	0	0	0	20852	480	118956	0	0	11384	0	0	9520	0	18382	79219	2b	1231	0	80314	79205	-532	3000	0	0	0	20852		
193649																																								33401	3652	0	0	87649	0	1460	0	2728	241157	205093	446	205539	0	1659	0	0	0	35618	500	241157	0	0	31007	0	0	5400	0	20411	184682	2a	1231	0	113926	112267	-1289	0	0	0	0	35618		
193809																																								457	10339	1614	0	297716	0	5880	0	40551	1443108	1243563	14847	1282150	0	6832	0	23740	0	160958	0	1443108	0	0	166005	0	0	0	0	104320	1139243	1a	1231	0	1093383	1086551	-5047	0	0	0	0	160958		
194440																																								24652	3284	0	0	14527	0	4295	0	1699	177901	149127	168	163429	0	1541	0	13120	0	14472	400	177901	0	0	11958	0	0	2287	0	24487	124640	5	1231	0	129995	128454	-173	990	0	0	1014	14472		
194570																																								9176	712	341	619	5180	0	4085	84	3618	112497	80325	958	94744	0	763	0	13461	0	17753	8	112497	0	0	10079	0	0	7715	121	9929	70396	1a	1231	0	89324	88561	-49	0	0	0	0	17753		
194936																																								238	3790	0	0	23998	0	1486	54	739	166288	130561	387	130948	0	2688	0	0	0	35340	25	166288	0	0	25718	0	0	10000	0	15803	114758	1b	1231	0	138671	135983	-403	0	0	0	0	35340		
195111																																								431	11041	2594	1905	107668	0	16728	2234	27030	750544	666146	8826	692972	0	5621	1505	18000	0	57572	0	750544	0	0	51947	90	0	13654	587	156465	509681	2a	1231	0	584352	578731	-8029	0	0	0	0	57572		
195157																																								7250	1284	0	0	20329	0	1330	264	1956	63774	51349	85	58861	0	635	0	0	0	4913	400	63774	0	0	4782	0	0	400	0	12757	38592	5	1231	0	31996	31361	-669	0	0	7427	0	4913	0	
195456																																								5513	3446	0	0	9188	0	3807	43	1352	82493	67630	407	75037	0	624	0	7000	0	7456	2300	82493	0	0	2966	0	0	2300	0	22368	45262	9	1231	0	58780	58156	-110	988	0	0	0	7456		
196743																																								2542	3762	0	0	18807	0	3889	479	8976	216497	171208	1839	193047	0	2109	0	20000	0	23450	1500	216497	0	0	-5552	0	0	28016	0	26255	144953	2a	1231	0	180151	178042	-514	0	0	0	0	23450		
