"IDRSSD"	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC869	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	191	13	-334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	125	0	0	0	6173	22229	4671	43707	0	4446	2336	43707	50489	0	2542	2542	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	867	0	-2112	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31193	93926	52123	77818	0	18785	26062	77818	122665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	3130	209	6250	322	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2342	0	0	0	2342	0	0	0	8875	93364	100151	222733	0	18673	50076	222733	291482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	1417	0	-1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	87	0	0	0	15416	57592	2066	55176	0	11518	1033	55176	67727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	1717	5	-3689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2547	0	0	0	2547	0	0	0	15679	65484	23972	108761	0	13097	11986	108761	133844	0	15320	15320	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3062	45650	37331	42790	0	9130	18666	42790	70586	0	6141	6141	0	1970	197	197	0	0	0	0	0	0	0	0	0	
2376	49046	0	-27335	231	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1599	6307	472274	146624	2510732	0	94455	73312	2510732	2678499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4101	3236	5628	0	820	1618	5628	8066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	-2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113188	112457	51820	267746	0	22491	25910	267746	316147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	288	15	-973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	674	0	0	0	3151	16281	2057	40230	0	3256	1029	40230	44515	0	1438	1438	0	0	0	0	0	0	0	0	0	0	0	0	0	
3177	6577	1933	-112	391	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130100	52802	596642	228001	0	10560	298321	228001	536882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	375	72	-1822	212	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	885	0	0	0	25784	47307	8012	93046	0	9461	4006	93046	106513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	-469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	11567	3114	24542	0	2313	1557	24542	28412	0	71	71	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	2656	0	-1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	979	0	0	0	979	0	0	0	30881	51646	31172	109013	0	10329	15586	109013	134928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971	2204	282	5742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1542	1542	0	0	1542	0	0	0	0	0	0	0	13809	0	0	1	13808	0	0	0	33817	87662	119469	458959	0	17532	59735	458959	536226	0	1911	1911	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156	590	0	-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7618	0	0	0	7618	0	0	0	4753	41629	51318	119408	0	8326	25659	119408	153393	0	1530	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	205	34	-2106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6402	49810	14536	45226	0	9962	7268	45226	62456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437	879	85	-1743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1633	0	0	0	1633	0	0	0	24300	76067	49513	108826	0	15213	24757	108826	148796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839	1114	0	-6347	130	0	0	0	130	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	510	0	0	510	0	0	0	0	0	0	0	1692	0	0	0	1692	0	0	0	11221	75416	43194	216480	0	15083	21597	216480	253160	0	13000	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069	0	0	-9795	128	0	0	0	128	132	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5558	0	0	0	5558	0	0	0	54376	2639	30862	319597	0	528	15431	319597	335556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135	1184	0	-3370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	0	829	0	0	0	58459	25001	50057	273506	0	5000	25029	273506	303535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210	5141	0	-11338	2005	0	0	0	2005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16383	201071	323582	517111	0	40214	161791	517111	719116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461	2227	0	-7351	451	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2664	0	0	0	2664	0	0	0	24211	147463	21724	308578	0	29493	10862	308578	348933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751	551	155	1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7707	0	0	0	7707	0	0	0	13264	34372	29373	115511	0	6874	14687	115511	137072	0	95	95	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039	113	24	-1194	92	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1744	0	0	0	1744	0	0	0	11096	20622	5698	52458	0	4124	2849	52458	59431	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141	0	0	-430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	757	27002	15860	16134	0	5400	7930	16134	29464	0	10250	10250	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	414	0	-6786	739	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6512	0	0	400	6112	0	0	0	29279	58574	72825	327400	0	11715	36413	327400	375528	0	7463	7463	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009	0	0	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	1502	340253	3461	308225	0	68051	1731	308225	378007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045	829	0	-444	97	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19742	82403	38119	50851	0	16481	19060	50851	86392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072	1335	274	2862	830	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17276	17276	0	0	17276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4254	18496	102874	61728	0	3699	51437	61728	116864	0	3308	3308	0	0	0	0	0	0	0	0	0	0	0	0	0	
7157	0	0	-202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1818	1818	0	0	0	1818	0	0	0	0	0	0	0	0	1039	20368	8917	17378	0	4074	4459	17378	25911	0	584	584	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456	226	23	-349	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5080	13868	1212	50175	0	2774	606	50175	53555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634	55	0	-1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	205	0	0	0	6663	7740	10671	35789	0	1548	5336	35789	42673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033	970	0	-1081	761	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4302	0	4302	0	0	0	0	0	13392	20700	53776	108025	0	4140	26888	108025	139053	0	1050	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462	0	0	-221	135	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8977	113643	6173	41184	0	22729	3087	41184	67000	0	5550	5550	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631	101	0	-641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1564	0	0	0	1564	0	0	0	4464	22796	12595	26833	0	4559	6298	26833	37690	0	5850	5850	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357	3116	0	24233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1991	104944	99826	230673	0	20989	49913	230673	301575	0	139	139	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553	1603	0	-1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13187	46054	9090	95496	0	9211	4545	95496	109252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	14120	0	-255541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145556	0	0	145556	0	0	0	918	166772	286110	705806	1574191	0	57222	352903	1574191	1984316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955	528	0	-1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	621	0	0	0	21571	28744	4909	76384	0	5749	2455	76384	84588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250	829	116	1162	1316	0	0	0	1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	40	0	0	0	27221	76761	38797	207866	0	15352	19399	207866	242617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849	110	1379	-2486	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2612	0	0	0	2612	0	0	0	65405	32839	35651	127064	0	6568	17826	127064	151458	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145	823	192	-1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6313	22025	66223	92543	0	4405	33112	92543	130060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11275	22845	1201	-12911	983	0	124	859	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18865	18865	0	0	18865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	77477	121531	287526	923274	0	24306	143763	923274	1091343	0	2756	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640	1696	203	-2568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18541	0	0	0	18541	0	0	0	6904	120608	62969	196425	0	24122	31485	196425	252032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837	805	68	-1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	153	0	0	0	1173	53622	10461	33502	0	10724	5231	33502	49457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030	284	0	-9015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	609	0	0	0	45644	48243	51098	192832	0	9649	25549	192832	228030	0	2526	2526	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142	260	56	-1485	0	0	0	0	0	34	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16552	71482	35801	93575	0	14296	17901	93575	125772	0	6375	6375	0	0	0	0	0	0	0	0	0	0	0	0	0	
12179	690	85	-329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	262	145	0	0	0	1057	4774	20554	12298	0	955	10277	12298	23530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12245	615	92	3258	610	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5521	32051	36030	48204	0	6410	18015	48204	72629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311																																																																									
12647	389	20	-985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	14802	18735	55168	0	2960	9368	55168	67496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656	0	0	-279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	5559	6997	5753	0	1112	3499	5753	10364	0	4808	4808	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937	0	0	-1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8346	0	0	0	8346	0	0	0	24442	9686	32120	139700	0	1937	16060	139700	157697	0	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946	8743	949	-1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22003	0	0	77	21926	0	0	0	4596	174818	248344	483082	0	34964	124172	483082	642218	0	8525	8525	0	0	0	0	0	0	0	0	0	0	0	0	0	
12955	0	0	-1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	865	0	0	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	34655	21090	88809	0	6931	10545	88809	106285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	9156	0	23363	161	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7555	150409	474484	903130	0	30082	237242	903130	1170454	0	416	416	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251	0	0	-452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11549	3033	5617	21426	0	607	2809	21426	24842	0	538	538	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457	0	0	-156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	21	0	0	0	7114	7352	41	10322	0	1470	21	10322	11813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052	152	0	-707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	7599	6040	13487	30806	0	1208	6744	30806	38758	0	423	423	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155	699	0	-1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9313	9313	0	0	9313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	997	16087	54301	88744	0	3217	27151	88744	119112	0	4326	4326	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650	30	0	-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	58	0	0	0	6968	2780	2526	19550	0	556	1263	19550	21369	0	1220	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	
