"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK256	RIADG377	
717513																																																																												0	3461	2495		416			12265	3080	0	2085	92661	0	0	0	30607	1076	26317	14211	1591	3025	3179	3237	11514	6420	10119	10746	6200	10669	18693	5021								48	2490			0	0	1985	1932	11500	10439			0			101	1174																							0	0	0	0	0	0	0	0	0	0	0	0	0	18739		0	3091	0	0	0	0	0	0	0	1098	0	0	0	0	0			0	0				0	0	4593			0	0	
717670																																																																												0	0	1370		150			126	6	0	0	22907	0	0	0	17752	0	2249	963	561	1335	652	562	3998	10427	106	862	294	205	782	2904								0	0			0	0	105	513	2596	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		15355		0	12	0	0	0	0	0	0	0	204	0	0	0	0	0			0	0				0	0	73			0		
717737																																																																												0	676	21509	0	177	44112	0	44112	29284	0	2996	689829	1519	124	0	144437	1505	8335	70368	6941	6350	26697	31866	63408	9175	77580	30613	97865	109380	203759	24801		0	0	0		0	0	1370	0	0		0	0	14219	84124	134129	209623	0	124	0			119	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	621447	0	0	0	0	0	0	0	0	0	0	604	0	763	0	0	0	0	0	0	0	0			0	0	2459			0	0	
717924																																																																												0	97878	49766	0	79335	162993	0	162993	112253	0	14484	1512778	0	1496	5214	261830	17073	61514	242789	24562	17050	35840	54544	96081	31185	413791	59430	184002	238171	324803	27491		0	0	0		0	0	0	6502	0		113339	68046	25829	55255	237120	368196	0	1496	0			1750	485																							172235	175289	3055	23791	24254	463	894	903	9	13036	13290	254	0	0	2952	0	2952	0	0	0	0	0	0	0	6471	0	880	0	311	165	50	0	878	684	0			0	193	13345			50	0	
718079																																																																												0	9177	6674		645			23913	7602	0	0	168009	0	0	0	59635	5467	312	39177	2536	4221	16374	33358	2802	96	16204	18128	33507	35043	5029	0								0	616			0	0	8804	4815	16081	11402			0			187	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	5000		0	12	0	0	0	0	0	0	0	2996	0	0	0	0	0			0	0				0	0	10170			0	0	
718145																																																																												0	14656	1394	0	5544	18843	0	18843	6410	0	839	297341	102	0	0	96104	6534	8758	81452	10534	5030	23715	34541	16020	5083	79889	16692	39071	31705	30539	2757		0	0	0		0	0	976	159	0		0	0	12585	37742	53754	21754	0	0	0			1121	206																							0	0	0	0	0	0	0	0	0	0	0	0		129083	843	0	843	0	0	0	0	0	0	0	7097	0	0	0	0	0	0	0	0	0	0			0	0	12209			0		
718275																																																																												0	0	1855		0			11234	198	0	0	52240	0	0	4981	2132	111	167	13023	94	0	421	1033	584	0	4932	8091	16093	13540	5974	77								0	0		0	0	0	399	7804	7117	5119			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	2581	0	0	842	50	0			253	0				0	0	13690			302		
718538																																																																												0	7834	5442		631			12357	2172	0	1972	207519	0	0	0	74867	2184	43952	26467	5826	16009	24521	7803	14880	4401	17255	25754	43276	20249	13968	10456								0	0			0	0	1686	9111	66586	13926			0			459	31																							0	0	0	0	0	0	0	0	0	0	0	0	0	4148		0	53	0	0	0	0	0	0	0	2643	0	383	0	2185	0			18	0				0	0	6055			1124	0	
718556																																																																												0	1521	0		8907			5918	33	0	0	35847	0	0	0	3374	40	0	10467	24	549	1588	1213	0	0	8452	1442	6119	12057	4391	0								0	36			0	0	472	50	1068	2629			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	5461	0	0	0	0	0			0	0	0			0	0	6338			0	0	
719030																																																																												0	1729	207		123			950	0	0	0	30919	0	0	0	20746	198	10972	1531	1367	4733	2361	3273	8621	167	932	1649	1383	1825	4017	0								0	0			0	0	371	567	2236	1351			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	1016	0	0	0	0	0			0	0				0	0	1425			0		
719610																																																																												0	70	0		0			3032	79	0	482	51592	56	0	35	17859	132	390	6202	551	1095	1503	1306	12047	775	2947	1609	5032	2887	11295	9356								0	73			0	0	398	299	9836	14921			0			0	175																							0	0	0	0	0	0	0	0	0	0	0	0	0	12481		0	32	0	0	0	0	0	0	0	748	0	0	0	0	0			0	0				0	0	3687			0	0	
719656																																																																												0	23624	10166	6908	6466	25796	0	25796	4518	0	12	250404	0	2680	0	70463	1278	53929	44684	7642	2418	4393	467	18831	36697	32432	30203	19446	22897	34021	40646		0	0	0		0	0	0	325	0		0	0	14936	13199	34297	30543	0	2680	0			1787	0																							0	0	0	0	0	0	0	0	0	0	0	0		122356	450	0	7358	0	0	0	0	0	0	0	3032	0	557	0	463	2383	574	0	0	0	0			0	0	1711			574		
719964																																																																												0	5789	0		23693			6417	307	0	11	47356	0	0	0	3765	63	0	24576	63	753	2182	348	269	87	16535	7507	8960	7805	2038	665								0	19			0	0	556	252	1864	665			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	128	0	0	0	0	0	0	0	1352	0	0	0	0	0			361	314	47			0	0	2475			0	0	
720157																																																																												0	1136	0		1354			1149	0	0	0	10015	0	0	0	4047	61	0	2048	224	734	1024	1885	171	0	450	1064	1992	1955	509	0								0	28			0	0	0	0	811	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	13	0	0	0	0	0	0	0	702	0	0	0	0	0			0	0	0			0	0	714			0		
720344																																																																												0	5327	7932		814			5176	0	0	2348	66379	285	0	12	30592	940	25477	8757	2447	6116	2387	3434	14292	1895	4865	5077	5473	9205	11320	82								0	0			0	0	481	3093	1383	2943			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		30592		0	80	0	0	0	0	0	0	0	2462	0	0	0	0	0			0	0				0	0	3093			0		
720746																																																																												0	22317	6216		10793			8765	3274	0	1444	141502	0	0	0	41875	561	27009	13464	3779	7816	10071	10645	9478	0	12868	18514	20901	31308	15169	0								343	0			0	0	1254	4786	19087	17486			0			420	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	1424	0	280	0	188	0			410	410	0			0	0	1877			0		
720858																																																																												0	8914	0		37802			2993	0	0	529	56102	0	1452	0	350	0	0	35077	1	67	80	86	116	0	26691	8318	3894	7549	8240	640								197	78			0	0	0	0	637	991			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		7153		0	71	0	0	0	0	0	0	0	594	0	0	0	0	0			2048	181	0			0	0	1494			0		
720951																																																																												0	20629	176		14239			36142	0	0	277	174584	0	0	0	8781	607	0	43933	376	1531	3473	1334	1448	0	26560	22062	50010	51002	6074	249								0	0			0	0	2097	0	24163	65725			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	39941		0	4	0	0	0	0	0	0	0	937	0	0	0	152	0			0	0	0			0	0	807			2123	0	
721350																																																																												0	84635	473	0	118978	27900	0	27900	31	0	1898	270125	0	0	0	13266	1172	1329	124509	360	938	3976	6305	1621	66	87731	47975	41185	71879	5093	2827		0	0	0		0	0	0	116	0		0	0	563	925	6246	8258	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	182147	441	0	441	0	0	0	0	0	0	0	1724	0	0	0	0	0	0	0	846	0	0			0	0	3499			0	0	
721574																																																																												0	2263	0		506			17	111	0	0	10283	0	0	0	6705	23	2187	770	404	1067	586	230	3724	672	517	1543	355	893	270	0								0	0			0	0	0	0	275	13			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	155	0	0	0	0	0			0	0				0	0	215			0		
721752																																																																												0	5247	1446		2379			4574	0	0	551	30453	0	247	0	3761	306	0	10970	22	237	2151	989	362	0	5678	5068	8917	4768	1216	1045								0	0			0	0	638	2012	3730	3819			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	35	0	0	0	0	0	0	0	722	0	0	0	0	0			0	0	0			0	0	986			17		
721949																																																																												0	24631	4991	0	6454	21153	0	21153	8466	0	84	273451	0	0	0	116002	3700	90392	24818	1443	5104	3040	1988	36717	66971	19755	20260	20416	17407	48272	30514		0	0	0		0	0	0	163	0		0	0	7343	4073	27395	29277	0	0	0			123	0																							0	0	0	0	0	0	0	0	0	0	0	0		9893	167	0	167	0	0	0	0	0	0	0	8163	0	0	0	0	488	0	0	0	0	0			0	0	11389			0		
722227																																																																												0	563	0		0			2073	195	0	0	22311	0	0	0	4952	0	178	5525	443	742	1757	1683	244	64	3172	1974	5164	2111	2550	2175								32	0			0	0	0	0	3574	8188			0			204	24																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	794	0	0	0	277	109			0	0				0	0	1940			0		
722432																																																																												0	2194	0		895			6470	0	0	1003	176346	0	0	1943	119448	2079	63787	5462	1289	6040	21820	12013	45396	29953	2334	14369	12268	13938	10084	918								0	0			0	0	3657	5291	3518	16216			0			1998	263																							0	0	0	0	0	0	0	0	0	0	0	0	0	150819		750	68	0	0	0	0	0	0	0	2358	440	0	0	0	131			93	0				0	0	12399			0	0	
722544																																																																												0	36241	35762	553	9264	178583	0	178583	51600	0	51216	1097392	1526	0	572	115405	13237	47021	331851	14833	27479	45342	16583	2686	6926	393176	126168	272163	123371	30024	34043		0	0	0		0	0	2248	437	0		8149	7263	21071	103905	175075	238631	0	0	0			2501	1342																							0	0	0	0	0	0	0	0	0	0	0	0	0	35626	86	47719	639	0	327	0	0	0	0	0	5365	0	2553	3832	2002	497	230	0	0	0	0			0	0	12520			230	0	
722777		2743	8654981	1464545	19	14772153	2071214	5464010	40540	577578	52091284	0	330055	7214491	326037	10160531	28912864	2440380	4062709	4504608	3768700	798102	50000	9	0	0	0	309118	287003	8121		0	0	39518	2200707	1784385	4799211	0	1213551	0	0	0	0	0	0	0	0	453293	459378	0	0	0	0	0	0	0	0	0	0	0	0	28101779	0	18310	55212	0	2493	0	0	0	0	0	801161	0	0		2743	8654981	6106	19	14772153	2071214		5464010	40540	577578	52091284	0	1213551		7214491	326037	1762104		260096	561364	316964	389432	1492052	4004482							50009			0	0			309118	287003					39518	2200707	1784385	4799211			5355			186086	101549	0	0	0	453293	0	0	0	0	0	0	0	0	0	0	459378	0	0	0	0	0	0	0													0		150308	1308131		0	0	0	0	0	0		18310	0	1087	2230	7501	70265				0		0	0			801161	0	0		0	
722816																																																																												0	0	12488	0	0	80031	0	80031	29217	0	819	529661	0	0	3595	237363	5867	6261	35434	847	534	3559	5823	95145	130262	85761	23964	45053	84394	49898	422		0	0	0		0	0	2985	748	0		0	0	5040	23489	39436	18861	0	0	0			1367	287																							0	0	0	0	0	0	0	0	0	0	0	0		215706	112	0	112	0	0	0	0	0	0	0	65576	36	0	0	533	0	605	0	0	0	0			0	0	7629			605		
723112		60039	375587	5353785	53178	34227807	1632386	6900413	0	546518	92719477	0	1149415	15555321	241049	11580697	55569332	1566998	4455727	7880228	6062872	987081	0	20000	0	0	37	2236648	785907	28225	21089	4785	2330	480111	4025896	3777632	2465527	0	3943823	0	0	0	0	0	0	0	0	828659	822895	0	0	0	0	0	0	0	0	0	0	0	0	54215447	0	9429094	62823	0	200210	0	0	0	0	0	608719	0	0		60039	375587	454136	53178	34193803	1212294		6900413	0	546518	92245824	0	3943822		15555321	241049	3733261		118129	668264	581077	914363	6357379	6885243							20000			0	37			2236648	785907					480111	4025896	3777632	2453284			0			656703	266957	0	0	0	828659	0	0	0	0	0	0	0	0	0	0	822895	0	0	0	0	0	0	0													0		2608001	2284335		0	0	0	0	0	0		9429094	10778	63326	223	16176	67577				0		0	0			608719	0	0		0	
723158																																																																												0	14989	370		12998			21619	4890	0	0	74036	0	0	0	5007	50	0	25271	0	1231	1426	1791	500	0	14179	11359	24803	13946	3734	78								0	51		0	0	0	404	1450	4324	1906			0			428	0																							0	0	0	0	0	0	0	0	0	0	0	0		11994		0	370	0	0	0	0	0	0	0	4005	0	0	0	16	0			0	0	0			0	0	1603			1224		
723550																																																																												0	15896	0		7581			2577	0	0	0	45360	0	0	0	11166	17	162	11363	252	601	1346	3260	5604	28	12999	5385	6771	5844	3047	2								0	2		0	0	0	1774	0	2974	567			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		10852		0	81	0	0	0	0	0	0	0	1609	0	0	0	0	0			0	0	0			0	0	1116			0		
723653																																																																												0	11860	790		9981			6442	0	0	4579	70795	70	0	0	12606	0	3117	6277	872	1028	4040	4990	1143	463	11658	7357	12044	8267	12147	5241								0	0			0	0	355	1825	10608	7494			0			50	70																							0	0	0	0	0	0	0	0	0	0	0	0	0	61160		0	28	0	0	0	0	0	0	0	1503	0	137	0	448	726			1	0	0			0	0	2794			270	0	
723756																																																																												0	3203	0		12297			2516	2	0	0	24298	0	0	0	4391	0	252	8657	65	386	1372	2172	397	0	6573	6450	3435	2530	222	577								0	0			0	0	0	170	234	683			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	3209		0	31	0	0	0	0	0	0	0	431	0	0	0	0	0			0	0	0			0	0	340			0	0	
723822																																																																												0	1871	1708		664			19801	3261	0	0	134419	657	0	0	44868	156	0	48060	2454	3361	16712	21192	1098	0	30598	11648	21812	22377	3762	0								0	2577			0	0	3142	4741	29418	7619			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	285	0	0	0	0	0	0	0	8820	0	0	0	0	0			0	0				0	0	6145			355	0	
723868																																																																												0	0	0		0			4999	0	0	0	40342	0	0	0	9110	63	442	2480	131	11	2321	5613	1034	0	3713	1390	5924	14824	5381	0								0	21			0	0	442	117	19600	4195			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		18065		0	15	0	0	0	0	0	0	0	123	0	0	0	0	0			0	0				0	0	1657			0		
724230																																																																												0	2222	10823		177			28548	6428	0	1031	243630	59	0	1421	70170	3254	59397	40031	5379	12301	31055	17328	21	0	20689	31231	56934	55557	3711	0								0	44			0	0	5101	22668	39907	46244			0			1926	14																							0	0	0	0	0	0	0	0	0	0	0	0	0	52426		0	49	0	0	0	0	0	0	0	1703	0	379	0	2791	0			0	0				0	0	5320			65	0	
724548																																																																												0	920	0		720			4672	0	0	55	20038	0	0	0	5057	18	0	8979	284	1745	42	115	2759	0	1896	6736	1513	1946	2880	0								0	0			0	0	322	0	289	4408			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	6	0	0	0	0	0	0	0	2631	0	0	0	0	0			0	0				0	0	940			0	0	
724744																																																																												0	72548	8443	0	89850	85121	0	85121	9838	0	9096	385095	0	14	0	32913	1409	5181	140253	972	4387	11043	5284	3328	7848	139017	33757	74206	73565	24078	5607		0	0	0		0	0	1636	120	0		0	0	3678	12345	30175	18963	0	14	0			0	0																							57830	0	0	19015	0	0	2307	0	0	22640	0	0	0	210654	240	4267	240	0	0	0	0	0	0	0	3126	0	0	0	0	625	0	0	0	0	0			0	0	1313			0	0	
724904																																																																												0	0	780		427			339	0	0	0	217367	0	7	0	73661	60133	20761	1314	4401	10360	4528	870	4563	47601	26118	2397	18762	25279	37092	32520								0	0			0	0	0	0	15251	12428			0			14673	455																							0	0	0	0	0	0	0	0	0	0	0	0		40174		0	0	0	0	0	0	0	0	0	49145	0	0	570	353	848			0	0				0	0	5196			0		
724940																																																																												0	2208	0		1376			2953	330	0	3	23499	0	0	0	9537	154	9203	1643	15	697	4074	3383	1289	79	466	2459	2698	6498	1687	154								0	0			0	0	735	0	2288	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	2181	0	0	0	0	0			0	0				0	0	1734			0		
725077																																																																												0	258	5183		0			16645	8173	0	0	163139	0	0	0	91012	1253	46391	13154	2639	12407	21868	15583	32824	3151	16187	6134	15800	16778	13022	1764								0	0			1108	461	3739	1715	0	20587			0			603	238																							0	0	0	0	0	0	0	0	0	0	0	0		66654		0	0	0	0	0	0	0	0	0	11714	0	0	0	0	0			0	0				0	0	2860			0		
725376																																																																												0	0	515		0			0	0	0	0	30442	0	0	0	27066	393	115	53	3	42	604	543	7822	17596	0	16	89	184	1779	796								0	0			0	0	679	193	0	1596			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		25552		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0				0	0	0			0		
725732	1140996			54158	0	37096	103158		0	0	1522348	547	0			264818	133764	190417	65774	70804	5251	0	0	0	0	0	179947	908	0	477394		0	0					0	0											0	0	0	0	0	0	0	0	0	0	0	0	818553	0	0	0	0	0	0			0	0	6632				0	37649	0	0	37096	103158		0	0	0	1522348	547	0		1051886	82	974148		74404	304002	294998	266280	103140	2094							0			0	179947			908	0					0	2994	3493	44892			0			36160	2959																																			0		0	54158		0	0	0	0	0	0		0	0	0	216	0	306				0						6632				0	
725741																																																																												0	766	0		5171			23597	74	0	0	46756	0	0	0	8674	157	0	15195	17	1008	2607	3611	502	0	4848	9917	7734	9672	3278	0								0	5			0	0	24	1389	7	1926			0			824	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	967	0	0	0	0	134			16	0	0			0	0	3999			920	0	
725853																																																																												0	22688	887		29048			19745	666	0	0	102989	0	13	0	15049	7	531	29096	433	1593	4432	2539	4306	1746	9911	20402	12926	21160	12588	10695								0	0		0	0	0	545	54	1216	6351			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	1371	0	0	0	0	0	0	0	3644	0	0	0	0	0			0	0	0			0	0	1705			0		
726458																																																																												0	6613	395		2582			2155	1335	0	0	40001	0	0	0	17073	758	393	7031	482	1339	4391	6651	2596	1234	1689	4428	8385	5393	2162	715								0	36			0	0	231	217	6937	0			0			484	0																							0	0	0	0	0	0	0	0	0	0	0	0		17073		0	30	0	0	0	0	0	0	0	558	0	0	0	0	0			0	0	0			0	0	1081			0		
726953																																																																												0	0	693	450	0	81232	0	81232	0	0	685	259012	448	0	0	58245	0	0	64055	6051	5516	9933	14693	15522	6531	37445	15043	55656	33513	57543	0		0	0	0		0	0	0	11	0		0	0	24908	8412	38	82359	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	80248	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2427			0	0	
727174																																																																												0	735	41551	0	0	0	0	0	15206	0	0	683451	0	0	0	565257	21647	443213	545839	67046	364212	12935	3913	9884	100086	17702	96879	0	49	219	0		0	0	0		0	0	0	0	0		0	0	8897	5695	0	24449	0	0	0			4367	1519																							0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0			0	0	14			0		
728452																																																																												0	8977	1517		11114			4688	4659	0	0	89445	0	0	0	32821	327	5147	14710	54	2018	2268	3932	10390	14159	2892	14329	7491	10707	11293	9912								0	0			0	0	1492	1831	9412	8628			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	31731		0	66	0	0	0	0	0	0	0	2474	0	0	0	0	0			0	0	0			0	0	1439			0	0	
728742																																																																												0	6138	17728	0	1026	26458	0	26458	14559	0	7927	322594	0	0	0	108081	2015	98676	26679	1044	10160	17073	6378	22722	49783	24508	24203	41765	26581	47749	47302		0	0	0		0	0	0	550	0		0	0	5081	26979	60136	33468	0	0	0			1246	278																							0	0	0	0	0	0	0	0	0	0	0	0	0	226710	220	9406	220	0	0	0	0	0	0	0	593	838	0	0	222	0	0	0	0	0	0			0	0	2229			0	0	
728948																																																																												0	63215	4079	0	104973	9087	0	9087	2117	0	7085	242891	9	0	56	35979	596	26603	117170	3187	3816	2618	1732	12660	11966	96513	20250	8064	14783	23467	41087		0	0	0		0	0	0	73	0		0	0	3445	444	6203	3757	0	0	0			833	0																							0	0	0	0	0	0	0	0	0	0	0	0		116613	26	0	26	0	0	0	0	0	0	0	1291	0	0	0	0	0	0	0	0	0	0			0	0	530			0		
728957																																																																												0	45953	2098		24945			20321	1672	0	0	158745	0	0	0	25274	1905	0	51397	753	2923	10639	9413	1412	0	13425	34574	50449	21392	12813	479								0	0			0	0	0	1088	21710	9897			0			1025	0																							9766	10901	97	1821	2034	18	300	347	3	4158	4627	42		27131		0	0	0	0	0	0	0	0	0	1198	0	0	277	360	190			0	0	0			0	0	2684			3514		
729011																																																																												0	2383	8955	0	527	32582	0	32582	16963	0	521	296435	0	0	0	127459	8565	93142	31448	3387	11084	3040	520	46365	61529	40165	11285	10510	19000	66116	19702		0	0	0		0	0	2976	0	0		0	0	5614	5137	35671	33243	0	0	0			409	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	106	0	106	0	0	0	0	0	0	0	8119	0	0	0	0	1335	719	0	573	384	188			0	0	7614			719		
729057																																																																												0	4261	0		3688			5969	3101	0	813	61568	0	0	0	16847	709	0	21289	682	2733	6126	6706	579	0	5959	16323	14184	6135	1581	0								0	64			0	0	1251	0	9066	13493			0			412	0																							0	0	0	0	0	0	0	0	0	0	0	0		12846		0	19	0	0	0	0	0	0	0	525	0	0	0	303	0			0	0	0			0	0	1762			0		
729132	261637			2937	0	4444	100331		0	0	373521	0	1098			87495	60741	51481	18139	10128	250	0	0	0	0	0	0	0	0	39518		0	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152490	0	0	0	1589	0	0	0	0	0	0	4172	0	0		0	3681	2844	0	4444	100331		0	0	0	373521	0	0		230034	36	206948		23606	75425	87219	30605	5849	1895							0			0	0			0	0					0	0	8237	19649			0			2124	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													0		93	0		0	0	0	0	0	0		0	0	0	0	0	2202				0		0	0			4172	0	0		0	
729178																																																																												0	4041	5399		2403			8168	0	0	51	125333	0	0	0	60869	4182	47645	22565	1471	841	1018	2726	26946	27138	7328	12925	10372	8515	15770	8741								0	0			0	0	2279	3303	11344	7405			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		23057		0	167	0	0	0	0	0	0	0	5051	0	0	0	0	0			0	0				0	0	10671			0		
729310																																																																												0	446	15762	0	829	68452	0	68452	17665	0	7719	492167	0	1023	0	198371	7142	26080	44608	988	10959	9268	7042	51916	115637	49033	46109	95009	47069	40235	14091		0	0	0		0	0	0	369	0		0	0	8505	32044	102885	24986	0	1023	0			1361	659																							0	0	0	0	0	0	0	0	0	0	0	0	0	140255	505	0	505	0	0	0	0	0	0	0	1602	0	0	0	3865	0	0	0	0	0	0			0	0	3862			0	0	
729459																																																																												0	9470	2635		1317			4253	1972	0	5757	70194	28	0	0	23640	1079	0	7311	576	2406	5219	12637	2802	0	6558	4874	7535	17020	10057	0								0	0			0	0	693	1876	12166	4284			0			80	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	21527		0	0	0	0	0	0	0	0	0	609	0	0	0	0	0			0	0				0	0	471			0	0	
729570																																																																												0	502	481		0			408	2099	0	0	16675	0	0	0	9818	188	5489	428	1085	2094	240	729	4204	1463	3960	1061	409	363	1045	19								0	30			0	0	62	135	2123	0			0			51	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	489	0	0	0	0	0			0	0				0	0	340			0		
729842																																																																												0	31584	2066		20164			9246	1577	0	837	102562	0	126	0	22773	322	9529	27095	192	717	1638	4447	11836	3220	25411	3644	7048	16143	25930	1332								0	0			0	0	25	161	11077	907			0			590	342																							0	0	0	0	0	0	0	0	0	0	0	0		21906		0	0	0	0	0	0	0	0	0	693	0	0	0	231	580			901	892	0			0	9	1004			0		
729945																																																																												0	11435	0		20290			19373	0	0	732	90822	0	0	0	18266	697	11396	30589	3078	5702	1406	1101	2954	3943	11519	19085	7100	16341	10236	8168								0	15			0	0	5886	1418	4854	2138			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		98258		0	530	0	0	0	0	0	0	0	2114	0	0	0	0	0			52	0	0			48	0	3074			0		
730745																																																																												0	5996	0		1281			201	0	0	0	10322	0	0	0	2182	0	0	77	0	77	402	1702	0	0	1005	1081	3143	1748	1164	0								0	0			0	0	0	0	263	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	8346		0	6	0	0	0	0	0	0	0	202	0	0	0	0	0			0	0	0			0	0	191			0	0	
731050																																																																												0	13343	344		70692			13634	1184	0	1256	118067	0	0	0	8113	210	949	26616	288	871	1209	2252	3165	328	23956	7267	24195	35864	18508	40								0	110			0	0	585	0	2488	3217			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	1443	0	0	0	0	0			0	0	0			0	0	1448			0		
731247																																																																												0	202340	302831	0	92871	192995	0	192995	58229	0	54462	2287781	0	0	1607	772534	72120	610084	356424	17572	80876	134833	314919	164139	56116	134051	309498	346551	556728	136236	26323		0	0	0		0	0	10054	0	0		0	0	55426	123999	149265	184933	0	0	0			1401	649	321	129	455	8920	76	402	2408	2074	0	0	0	403	408	587	12295	340	1147	3623	3153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990056	619	0	619	0	0	0	0	0	0	0	9772	265	118	0	83	1005	1057	0	1479	1388	91	0	0	0	0	5331	0	0	1057	0	
