"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
8462																																							8632	6328	99321	0	0	331	0	1005	183072	154833	259	155092	0	1779	0	0	27980	350	183072	0	0	24955	0	0	350	0	70721	84112			0	62154	60375	2325	7080	0	0	0	27980	0	0	
8631																																							11412	1916	5050	0	0	3271	307	3234	65963	57880	831	58711	0	409	0	0	7252	500	65963	0	0	5862	0	0	800	0	20826	37054			0	38144	37735	90	3038	0	0	0	7252	0	0	
9357																																							3095	6897	39014	886	33531	1389	0	6168	768948	594737	7501	673892	0	4587	4	0	95056	500	768948	0	0	38830	0	0	54660	0	185861	408876			0	681546	676959	1066	0	0	71650	0	95056	1009	0	
9553																																							3126	1996	31753	0	0	878	0	8907	196693	124424	1277	177900	0	1211	52199	0	18793	400	196693	0	0	16119	0	0	1700	0	20709	103715			0	119458	118247	574	85	0	0	0	18793		31701	
9807																																							235130	30000	399575	29	0	22201	17279	143783	2496914	2079600	14596	2125798	0	31517	0	0	371116	20000	2496914	0	0	233367	0	0	112272	0	117371	1962229			0	1679141	1647624	5477	0	0	0	31602	371116	1293	0	
9955																																							27856	1545	50077	0	0	3433	0	3932	180292	130699	378	156843	0	1839	25766	0	23449	110	180292	0	0	19546	0	0	3023	0	33115	97584			0	95288	93449	770	0	0	0	0	23449	0	0	
10250																																							2860	26230	141822	0	0	9130	63	4291	546490	495723	2984	498707	0	4345	0	0	47783	1500	546490	0	0	9324	0	0	32000	0	150938	344785			0	366439	362094	4959	0	0	0	0	47783		0	
10849																																							12907	1695	79227	0	694	6319	1178	3102	258862	229728	432	230160	0	1851	0	0	28702	16	258862	0	0	11587	0	0	15375	0	36181	193547			0	155591	153740	1724	0	0	0	0	28702	0	0	
11145																																							35055	31168	17756	85	450	5792	758	9855	334049	277219	2972	306592	0	2548	26401	0	27457	1000	334049	0	0	13396	0	0	13000	684	66929	210290			0	234994	232446	61	0	0	0	0	27457		0	
11640																																							21791	15226	109705	0	0	3937	0	18939	374450	322236	2972	325208	0	3205	0	0	49242	650	374450	0	0	4594	0	0	41845	0	83165	239071			0	208057	204852	2153	0	0	0	0	49242	0	0	
11837																																							2401	945	56144	0	0	1298	620	779	112982	96497	260	96757	0	827	0	0	16225	314	112982	0	0	3130	0	0	11686	0	13103	83394			0	51622	50795	1095	0	0	0	0	16225	0	0	
12030																																							32972	41476	32074	0	0	3646	2160	14444	458727	387345	3262	390607	0	11040	0	0	68120	300	458727	0	0	67422	0	0	300	0	150192	237153	1a		0	333949	322909	98	7877	0	0	0	68120		1169	
12142																																							13288	8921	76168	0	0	4883	499	8971	262428	231178	4483	235661	0	1622	0	0	26767	1250	262428	0	0	9599	0	0	16650	0	85796	145382			0	143723	142101	-732	7475	0	0	0	26767	0	122	
12311	5259553	1125376	13294522	0	2349803	953830	7414	4359259	118284386	1736595	105896487	383568	1701579	4722277	406460	12004331	39999	118284386	1084254	343575	1717710	898238	780000	9143628	1165345		0	80070506	78368927	322994	0	123859	12387899	2162	9415703	0					0							98563721										0	0						32445656	66118065							0		0			0		
12647																																							38287	3334	0	0	732	4040	0	1225	180582	157231	206	161437	0	1076	4000	0	19145	250	180582	0	0	1839	0	0	17056	641	49620	107611			0	114997	113921	0	0	0	0	0	19145		18402	
12656																																							2084	1236	0	0	0	163	18	235	19174	17188	37	17225	0	189	0	0	1949	72	19174	0	0	1489	0	0	388	0	5510	11678			0	11278	11089	0	2437	0	0	0	1949	0	1912	
12946																																							54428	23514	255049	31	19393	30430	600	40873	1787987	1497028	18152	1608905	0	19770	93725	0	179081	1	1787986	0	0	107508	12871	0	68102	13210	266821	1230207			0	1353669	1333899	3470	0	0	0	0	179081	3689	0	
13103																																							147304	24869	233575	1424	22071	20644	464	43841	2613064	2161515	64594	2306403	16577	17284	80294	0	290084	500	2613064	0	0	264069	0	0	34019	5720	403698	1757817			0	1967720	1950436	-8504	0	0	0	0	306661	162716	0	
13251																																							13051	3527	1964	0	0	326	50	1369	53461	47183	281	47464	0	555	0	0	5997	25	53461	0	0	3468	0	0	2475	0	11495	35688			0	33653	33098	29	76	0	0	0	5997		0	
13457																																							7428	403	5047	0	0	6	0	1103	24862	18254	222	18476	0	93	0	0	6386	50	24862	0	0	446	0	0	5852	0	5273	12981			0	10968	10875	38	0	0	0	0	6386		0	
14155																																							17640	5047	12934	0	0	7386	130	7757	256831	223214	1269	229483	0	3383	5000	0	27348	176	256831	0	0	26556	0	0	160	1648	35938	187276			0	207644	204261	456	0	0	0	0	27348	28	0	
14650																																							2471	1147	0	0	90	299	0	2119	45630	39604	452	40056	0	767	0	0	5574	200	45630	0	0	5074	0	0	300	0	11768	27836			0	32213	31446	0	3819	0	0	0	5574	0	4239	
14753																																							6370	2976	6178	0	0	101	0	947	52245	46397	213	46610	0	530	0	0	5635	300	52245	0	0	2999	0	977	1277	0	16402	29995			0	22469	21939	82	9358	0	0	0	5635	35	4341	
14865																																							80661	13361	10449	0	1498	9625	773	16446	651643	527196	3000	600618	0	4713	70422	0	51025	730	651643	0	0	35376	0	0	14869	0	137572	389624			0	521721	517008	50	0	0	0	0	51025		1822	
14977																																							5741	1055	0	0	0	1608	0	713	49561	39546	77	39623	0	459	0	0	9938	0	49561	0	0	9938	0	0	0	0	7523	32023			0	40780	40321	0	123	0	0	0	9938		0	
16551																																							25461	6877	40164	675	4590	9679	323	8319	361734	313518	1182	317700	0	3215	3000	0	44034	175	361734	0	0	22802	0	0	19825	0	86492	227026			0	250621	247406	1232	0	0	0	0	44034	0	18240	
16748																																							15473	1344	10762	0	235	2423	924	2763	88237	77068	880	77948	0	653	0	0	10289	400	88237	0	0	7034	0	0	2600	180	27258	49810			0	46749	46096	255	0	0	0	0	10289	0	8037	
17110																																							20813	4199	0	0	0	1865	0	3203	169968	130600	9658	140258	0	279	0	0	29710	300	169968	0	0	22424	0	0	6986	0	0	130600			0	64086	63807	0	0	0	0	0	29710	75981	100	
17147																																							375713	229759	1886864	0	577087	129567	7367	512378	13797111	10998218	167183	11914304	0	121119	567753	0	1882807	10871	13797111	0	0	506689	1267	125	1298181	901	2292581	8705637			0	9298541	9177422	66941	0	0	0	181150	1882807	0	898786	
17259																																							6070	1242	7941	0	0	1495	46	2671	62272	54398	1777	56175	0	178	0	0	6096	769	62271	0	0	4251	0	0	769	0	12371	42027			0	35072	34894	307	6933	0	0	0	6096	0	980	
17950																																							38240	8476	288580	0	5871	9049	1246	7822	689215	613150	5563	618713	0	5385	0	0	70502	725	689215	0	0	29091	0	0	32837	1457	120151	492999			0	333859	328474	7849	0	0	0	0	70502		0	
17978																																							46504	3187	0	0	0	5907	1309	4926	304645	181277	579	182574	0	1440	718	0	122071	0	304645	0	0	122071	0	0	0	0	6116	175161			0	134258	132818	0	0	0	0	0	122071		109994	
18050																																							29073	8368	223697	0	0	9723	6	13081	696828	616368	4176	620544	0	5646	0	0	76284	1214	696828	0	0	60913	0	0	7671	740	251667	364701			0	387554	381908	6486	14075	0	0	0	76284	0	16157	
18827																																							82740	20688	97709	2612	10750	30679	0	55482	1613304	1373213	19044	1462257	0	10188	70000	0	151047	563	1613304	0	0	44746	0	0	104756	0	346670	1026543			0	1321810	1311622	982	0	0	0	0	151047	1022	0	
18836																																							15722	2487	10212	0	0	4624	1840	6354	173407	149406	2319	155371	0	1339	3646	0	18036	180	173407	0	0	16017	0	0	1676	0	38675	110731			0	133507	132168	163	0	0	0	0	18036	0	0	
18854																																							146794	8851	0	0	675	9548	0	8670	1003102	894562	7975	902537	0	9878	0	0	100565	40	1003102	0	0	86327	0	0	14198	500	306865	587697			0	837942	828064	0	0	0	0	0	100565	0	0	
19356																																							291	2130	16922	0	801	1421	0	3890	100518	90178	517	90695	0	775	0	0	9823	2025	100518	0	0	3740	0	0	3950	0	24839	65339			0	70968	70193	108	4870	0	0	0	9823		0	
19936																																							85067	2098	75335	0	0	4399	540	8672	375873	332795	1702	342109	0	3753	7612	0	33764	420	375873	0	0	18735	0	0	13580	0	76117	256678			0	197047	193294	1029	0	0	0	0	33764	0	6468	
19972																																							24745	7941	0	0	0	458	0	3857	107626	85210	1215	86425	0	400	0	0	21201	0	107626	0	0	21201	0	0	0	0	84974	236			0	44517	44117	0	0	0	0	0	21201	0	26508	
20053																																							5910	6508	10758	0	0	393	0	2708	131901	111720	695	116415	0	1358	4000	0	15486	150	131901	0	0	9142	0	0	6053	0	25325	86395			0	100411	99053	141	6571	0	0	0	15486		0	
20633																																							37658	4564	32434	0	0	5975	9293	12483	322931	274560	3622	287237	0	3675	9055	0	35694	1106	322931	0	0	31733	0	0	2816	0	34221	240339			0	223143	219468	39	264	0	0	0	35694	792	0	
20857																																							656	3957	55225	0	142	1081	0	2291	153089	120961	240	135827	0	1003	10376	0	17262	200	153089	0	0	956	0	0	13800	314	18072	102889			0	90426	89423	2306	0	0	4250	0	17262	0	0	
21256																																							2241	171	2835	0	0	123	0	422	11398	10131	2	10133	0	65	0	0	1264	105	11397	0	0	654	0	0	495	0	3090	7041			0	4797	4732	10	874	0	0	0	1264	0	0	
21359																																							10912	2094	7927	0	134	303	0	1150	60469	53852	157	54024	0	404	15	0	6445	550	60469	0	0	2305	0	0	3350	0	12670	41183			0	38114	37710	240	0	0	0	0	6445	0	239	
21658																																							19080	2837	33586	0	0	1978	118	5207	196440	169819	1722	177069	0	2035	5528	0	19371	100	196440	0	0	13896	0	0	4157	0	29248	140571			0	135603	133568	1218	66	0	0	0	19371	0	0	
22048																																							5992	11780	34927	0	0	3669	0	8400	247078	211276	2317	223247	0	2070	9654	0	23831	1000	247078	0	0	16041	0	0	6525	0	45728	165548			0	184380	182310	265	0	0	0	0	23831	0	0	
22543																																							4744	3855	8961	0	1880	4288	285	3240	271468	225183	1734	246917	0	1534	20000	0	24551	602	271468	0	0	12078	0	0	11698	2860	81729	143454			0	199698	198164	173	42221	0	0	0	24551	970	0	
22552																																							6240	7110	907	0	0	2533	0	2109	109084	89466	556	99822	0	1227	9800	0	9262	100	109084	0	0	2256	0	0	6900	0	21150	68317			0	89168	87941	6	2000	0	0	0	9262	0	244	
22730																																							543	3263	110011	0	0	3195	0	4986	214132	183394	1594	192362	0	1222	353	0	21770	250	214132	0	0	18194	0	0	300	0	76148	107246			0	93356	92134	3026	0	0	1641	5380	21770	0	0	
23456																																							1723	3839	63374	0	0	2901	0	2277	239945	210307	638	211282	0	2135	337	0	28663	126	239945	0	0	25572	0	0	1012	604	30393	179914			0	156772	154637	1953	10351	0	0	0	28663	0	239	
23504																																							422148	67633	537746	0	109248	74929	0	239914	6150352	5082426	145844	5569940	119	43401	340000	0	580293	600	6150352	0	0	278361	0	0	310094	10000	2166201	2916225			0	4620828	4577427	-8762	0	0	0	1670	580412	0	111307	
23643																																							2235	1473	76311	0	0	1477	564	6910	245039	222090	351	222441	0	1056	0	0	22598	200	245039	0	0	19422	0	0	2300	683	56879	165211	5		0	132117	131061	676	24325	0	0	0	22598	0	0	
23755																																							24029	1465	55883	0	1144	5700	0	4418	251958	223425	2323	229748	0	1721	4000	0	22209	110	251957	0	0	16318	0	0	4615	0	65804	157621			0	160445	158724	1166	380	0	0	0	22209	215	0	
24006																																							128324	6720	37426	0	6335	22317	0	44287	1791689	1425939	19489	1571447	20	8639	117714	0	220222	0	1791689	8305	8305	132653	0	0	105117	0	192919	1233020			-11145	1258835	1250196	-6403	1257	0	0	0	220242	0	286522	
24378																																							9083	704	6488	0	0	1630	34	1471	66345	58795	212	59007	0	184	0	0	7338	0	66345	0	0	7327	0	0	0	0	9155	49640			0	45286	45102	11	752	0	0	0	7338		1081	
24453																																							73354	2944	13077	0	2150	13821	200	3698	384561	342510	1637	344147	0	4157	0	0	40414	929	384561	0	0	9077	0	0	29965	3348	42102	300408			0	272905	268748	443	642	0	0	0	40414	0	2579	
24659																																							24683	2023	0	0	2118	822	0	864	105232	94624	521	95145	0	598	0	0	10087	50	105232	0	0	2087	0	0	7950	0	25266	69358			0	56597	55999	0	9680	0	0	0	10087		9043	
24668																																							272639	18940	319551	0	846	19468	200	14753	1979541	1707456	6599	1719048	0	15042	0	0	260493	625	1979541	0	0	92132	0	0	156588	797	354375	1353081			0	1347389	1332347	11148	0	0	0	4993	260493	0	0	
24949																																							75168	8497	44952	0	946	4701	125	16343	474091	384533	5023	426388	0	6589	36832	0	47703	1800	474091	0	0	11241	0	0	33223	7484	115347	269186			0	322067	315478	1439	397	0	0	0	47703	0	0	
25357																																							35150	7578	39436	0	2803	5214	922	9957	472287	425665	656	426321	0	4575	0	0	45966	1608	472287	0	0	6961	558	0	36907	0	71297	354368			0	362554	357979	490	1886	0	0	0	45966		10804	
25647																																							36027	4331	15125	0	0	6234	0	4910	348742	219182	4534	327786	0	1973	104070	0	20956	12	348742	0	0	-4853	0	0	25079	0	57638	161544			0	284088	282115	718	0	0	0	0	20956		0	
26176																																							38687	1162	10191	0	8	2730	0	11683	488707	319386	2023	437909	0	3215	116500	0	50798	1	488707	0	0	21536	111	0	29979	49718	47204	272182			-927	377632	374417	209	0	0	0	0	50798	0	0	
26457																																							3025	421	8070	0	0	131	0	265	34218	30665	61	30726	0	221	0	0	3492	100	34218	0	0	3124	0	0	250	0	6285	24380			0	22527	22306	18	0	0	0	0	3492	0	0	
26765																																							277445	25756	130589	0	11753	43754	2593	95710	2508041	2067481	6834	2224315	0	20268	150000	0	283726	2360	2508041	0	0	5308	0	0	273632	1607	872265	1195216			0	1937337	1917069	2426	0	0	0	0	283726	594	1171	
27070																																							63924	6320	151825	286	29947	10660	0	17824	835710	665770	5505	694065	0	3449	22790	0	141645	0	835710	0	0	138816	0	0	0	726	71012	594758			0	557134	553685	2829	513	0	0	0	141645	0	0	
27548																																							23017	14023	299257	0	15321	20483	762	24987	1098200	943831	9310	982141	0	10102	29000	0	116059	250	1098200	0	0	52210	0	0	55853	15234	210358	733473			0	692749	682647	7746	0	0	0	0	116059	2469	0	
27614																																							5126	9339	204074	0	2929	8224	34	13546	488160	417564	4362	441926	0	1318	20000	0	46234	1515	488160	0	0	33617	0	0	6139	0	111043	306521			0	246206	244888	4963	0	0	0	0	46234		0	
27847																																							15164	9587	141322	0	0	10229	680	23697	685039	596502	3342	612950	0	5406	13106	0	72089	430	685039	0	0	58058	0	0	7982	0	134940	461562			0	489619	484213	5619	0	0	0	0	72089	0	147	
28013																																							96818	13802	1037489	0	39170	65635	0	225815	5050101	3679236	32767	4396589	109	38520	607949	0	653403	0	5050101	11671	1637	254042	0	0	403930	0	542547	3136689			-19244	3589359	3550839	14675	0	0	0	75000	653512	214	8648	
28152																																							8633	9506	28583	0	0	1515	220	5882	172644	152208	2231	157341	0	1448	852	0	15303	105	172644	0	0	3052	0	0	11000	917	40700	111508			0	118836	117388	1146	0	0	0	2050	15303	0	0	
28675																																							4823	603	90973	0	450	1933	0	2747	184590	134182	1130	165312	0	756	30000	0	19278	0	184590	0	0	19172	0	0	0	0	8827	125355			0	83794	83038	106	0	0	0	0	19278	23	0	
28732																																							13277	3372	9284	0	0	3250	0	1993	112443	97507	1375	98882	0	1032	0	0	13561	250	112443	0	0	12811	0	0	307	270	38767	58740			0	74393	73361	193	7270	0	0	0	13561	0	366	
29476																																							288	957	2318	0	199	1939	145	3380	99228	84178	572	87504	0	1187	2754	0	11723	0	99227	0	0	5682	0	0	6068	0	7053	77125			-42	80734	79547	15	6925	0	0	0	11723		3530	
29636																																							41184	20003	627209	17	13714	24286	4358	38840	1402061	1077318	13794	1284892	0	4257	0	0	117169	1	1402061	0	0	4691	0	0	106806	0	254214	823104			0	636197	631940	5671	0	0	0	193780	117169	510	0	
29878																																							151093	14739	39462	0	0	19454	4838	24253	2018630	1327117	26850	1365967	0	14764	12000	0	652663	0	2018630	0	0	652877	0	0	0	0	42626	1284491			0	1779555	1764791	-214	0	0	0	0	652663		0	
